gene_name,Gene_Type,Max_TPM,Median_Conservation,enrichment_intergenic_dbsnp,category
RNU6-214P,Pseudogene,0,0.30799999833107,1.5581734311952813,Pseudogene
RNU6-215P,Pseudogene,0,0.118000000715256,1.770767355222742,Pseudogene
RNU6-216P,Pseudogene,0.66,0.237000003457069,1.2023405562828977,Pseudogene
RNU6-217P,Pseudogene,0,0.30799999833107,1.3359339514254416,Pseudogene
RNU6-218P,Pseudogene,0,0.30799999833107,1.6209331943962024,Pseudogene
RNU6-219P,Pseudogene,0,0.277999997138977,1.0387822874635209,Pseudogene
RNU6-21P,Pseudogene,0,0.0769999995827675,1.7529451100946911,Pseudogene
RNU6-220P,Pseudogene,0,0.291999995708466,1.168630073396461,Pseudogene
RNU6-221P,Pseudogene,0,0.30799999833107,0.8420432178681572,Pseudogene
RNU6-222P,Pseudogene,0,0.165500000119209,1.5257114847120463,Pseudogene
RNU6-223P,Pseudogene,0,-0.119999997317791,1.3634017522958712,Pseudogene
RNU6-224P,Pseudogene,0,0.30799999833107,1.2335539663629311,Pseudogene
RNU6-225P,Pseudogene,0,0.27700001001358,1.112845951769931,Pseudogene
RNU6-226P,Pseudogene,0,0.239999994635582,0.9413964480138156,Pseudogene
RNU6-227P,Pseudogene,1.17,0.331999987363815,1.0116781379726645,Pseudogene
RNU6-228P,Pseudogene,9,0.214000001549721,1.5728731805461804,Pseudogene
RNU6-229P,Pseudogene,0,-0.0955000016838312,1.123756206199048,Pseudogene
RNU6-22P,Pseudogene,0,0.146999999880791,1.2335539663629311,Pseudogene
RNU6-230P,Pseudogene,7.04,-0.284999996423721,1.2691372538541694,Pseudogene
RNU6-231P,Pseudogene,0,0.528999984264374,1.3826267885626415,Pseudogene
RNU6-232P,Pseudogene,0.21,0.30799999833107,0.7598124348732199,Pseudogene
RNU6-233P,Pseudogene,0,0.152999997138977,1.0592724522649954,Pseudogene
RNU6-234P,Pseudogene,0.26,0.30799999833107,0.7013653244983569,Pseudogene
RNU6-235P,Pseudogene,0,0.19200000166893,1.0712442339467558,Pseudogene
RNU6-236P,Pseudogene,0,0.238000005483627,1.04858212036412,Pseudogene
RNU6-237P,Pseudogene,0.85,-0.150999993085861,1.2719596495261951,Pseudogene
RNU6-238P,Pseudogene,0.09,0.303000003099442,0.8192047815344689,Pseudogene
RNU6-239P,Pseudogene,0,0.214000001549721,0.7367878156346375,Pseudogene
RNU6-23P,Pseudogene,0,0.118000000715256,1.5581734311952813,Pseudogene
RNU6-240P,Pseudogene,0,0.28999999165535,1.1100647060298,Pseudogene
RNU6-241P,Pseudogene,0,0.261000007390976,0.9685521147834452,Pseudogene
RNU6-242P,Pseudogene,0.1,0.261999994516373,1.2335539663629311,Pseudogene
RNU6-243P,Pseudogene,0,0.0140000004321337,1.4283256452623412,Pseudogene
RNU6-244P,Pseudogene,0.55,-0.351000010967255,1.3693323002110775,Pseudogene
RNU6-245P,Pseudogene,0,0.30799999833107,0.8440106085641107,Pseudogene
RNU6-246P,Pseudogene,0,0.30799999833107,1.103706180429991,Pseudogene
RNU6-247P,Pseudogene,0.36,0.0309999994933605,0.9089345015305808,Pseudogene
RNU6-248P,Pseudogene,0,0.293000012636185,1.5581734311952813,Pseudogene
RNU6-249P,Pseudogene,0,0.0570000000298023,1.464288389895729,Pseudogene
RNU6-24P,Pseudogene,0,0.146999999880791,1.4283256452623412,Pseudogene
RNU6-250P,Pseudogene,0,-0.275000005960464,1.1465685563690198,Pseudogene
RNU6-251P,Pseudogene,0,0.0445000007748604,1.1021455099259891,Pseudogene
RNU6-252P,Pseudogene,0,0.492000013589859,1.006320340980286,Pseudogene
RNU6-253P,Pseudogene,0,-0.090999998152256,1.5216923865760268,Pseudogene
RNU6-254P,Pseudogene,0,0.149000003933907,1.4932495382288111,Pseudogene
RNU6-255P,Pseudogene,0.27,0.0549999997019768,0.1984816156403513,Pseudogene
RNU6-256P,Pseudogene,0,0.150000005960464,1.2532988616465484,Pseudogene
RNU6-257P,Pseudogene,0,-0.0804999992251396,1.098737515151945,Pseudogene
RNU6-258P,Pseudogene,0,0.0130000002682209,0.997320989479983,Pseudogene
RNU6-259P,Pseudogene,0,0.30799999833107,0.8115486620808757,Pseudogene
RNU6-25P,Pseudogene,0,-0.293999999761581,1.882792896027632,Pseudogene
RNU6-260P,Pseudogene,0,-0.0780000016093254,1.103706180429991,Pseudogene
RNU6-261P,Pseudogene,0,0.446000009775162,1.2599690796777203,Pseudogene
RNU6-262P,Pseudogene,0.79,-0.263000011444092,1.4372806649818544,Pseudogene
RNU6-263P,Pseudogene,0.33,0.30799999833107,1.0387822874635209,Pseudogene
RNU6-264P,Pseudogene,0.69,0.301999986171722,1.001950463569081,Pseudogene
RNU6-266P,Pseudogene,0,0.30799999833107,0.9738583944970508,Pseudogene
RNU6-267P,Pseudogene,0,0.163000002503395,1.5175172069589966,Pseudogene
RNU6-268P,Pseudogene,0,-0.0219999998807907,1.006320340980286,Pseudogene
RNU6-269P,Pseudogene,0,-0.061999998986721,1.145873244933987,Pseudogene
RNU6-26P,Pseudogene,7.48,0.125,1.5581734311952813,Pseudogene
RNU6-270P,Pseudogene,0,-0.0480000004172325,1.6540134636695942,Pseudogene
RNU6-271P,Pseudogene,0,0.164000004529953,1.2901305016622835,Pseudogene
RNU6-272P,Pseudogene,0.18,-0.195000000298023,1.3025356026398056,Pseudogene
RNU6-273P,Pseudogene,0,0.209000006318092,1.3025356026398056,Pseudogene
RNU6-274P,Pseudogene,0,0.30799999833107,1.3634017522958712,Pseudogene
RNU6-275P,Pseudogene,5.87,0.130999997258186,1.266015912846166,Pseudogene
RNU6-276P,Pseudogene,0,-0.0780000016093254,1.0854463355331714,Pseudogene
RNU6-277P,Pseudogene,0,0.361999988555908,1.1468866941482565,Pseudogene
RNU6-278P,Pseudogene,0,-0.317999988794327,1.0515883764431455,Pseudogene
RNU6-279P,Pseudogene,0,0.063000001013279,1.3412247789558394,Pseudogene
RNU6-27P,Pseudogene,0,0.214000001549721,1.5581734311952813,Pseudogene
RNU6-280P,Pseudogene,0,0.282999992370605,1.77011248563871,Pseudogene
RNU6-281P,Pseudogene,0,-0.104999996721745,1.112845951769931,Pseudogene
RNU6-282P,Pseudogene,1.15,0.30799999833107,1.5512398115580857,Pseudogene
RNU6-283P,Pseudogene,0,0.28099998831749,1.266015912846166,Pseudogene
RNU6-284P,Pseudogene,0,-0.0554999988526106,0.9175093553186052,Pseudogene
RNU6-285P,Pseudogene,0.73,0.30799999833107,1.146231330323029,Pseudogene
RNU6-286P,Pseudogene,0,-0.157000005245209,0.6817008761479356,Pseudogene
RNU6-287P,Pseudogene,0,-0.271999999880791,1.098737515151945,Pseudogene
RNU6-288P,Pseudogene,0.22,0.277999997138977,1.1021455099259891,Pseudogene
RNU6-289P,Pseudogene,0,0.30799999833107,1.4932495382288111,Pseudogene
RNU6-28P,Pseudogene,0.67,0.146999999880791,1.330939805812636,Pseudogene
RNU6-290P,Pseudogene,0.07,0.301999986171722,0.997320989479983,Pseudogene
RNU6-291P,Pseudogene,0.36,0.214000001549721,1.5257114847120463,Pseudogene
RNU6-293P,Pseudogene,0,0.146999999880791,0.950277546579984,Pseudogene
RNU6-294P,Pseudogene,0,0.446000009775162,1.0897029878293798,Pseudogene
RNU6-295P,Pseudogene,0,-0.0765000022947788,1.001950463569081,Pseudogene
RNU6-296P,Pseudogene,0,-0.025000000372529,1.2335539663629311,Pseudogene
RNU6-297P,Pseudogene,0,0.28099998831749,1.2335539663629311,Pseudogene
RNU6-298P,Pseudogene,2.83,0.214000001549721,1.2663540581220332,Pseudogene
RNU6-299P,Pseudogene,0.73,-0.042000001296401,1.146231330323029,Pseudogene
RNU6-29P,Pseudogene,0,0.486999988555908,1.103706180429991,Pseudogene
RNU6-300P,Pseudogene,0,-0.212999999523163,0.9351537659978092,Pseudogene
RNU6-301P,Pseudogene,0.36,-0.101000003516674,1.0712442339467558,Pseudogene
RNU6-302P,Pseudogene,2.66,-0.212999999523163,1.4283256452623412,Pseudogene
RNU6-303P,Pseudogene,0,0.272000014781952,0.1966091475682725,Pseudogene
RNU6-304P,Pseudogene,0,0.194999992847443,1.4283256452623412,Pseudogene
RNU6-306P,Pseudogene,0.67,0.28099998831749,1.3958636987791062,Pseudogene
RNU6-307P,Pseudogene,0,-0.016499999910593,0.8847411640572264,Pseudogene
RNU6-308P,Pseudogene,0.26,-0.356000006198883,1.2335539663629311,Pseudogene
RNU6-309P,Pseudogene,0,0.356000006198883,1.1468866941482565,Pseudogene
RNU6-30P,Pseudogene,0.09,0.239999994635582,1.103706180429991,Pseudogene
RNU6-310P,Pseudogene,1.38,0.347000002861023,1.3634017522958712,Pseudogene
RNU6-311P,Pseudogene,0,0.305999994277954,1.191862642938384,Pseudogene
RNU6-312P,Pseudogene,11.55,0.0109999999403954,0.4220053042820553,Pseudogene
RNU6-313P,Pseudogene,0.34,0.194999992847443,0.7753188110951224,Pseudogene
RNU6-314P,Pseudogene,0.69,-0.309499993920326,1.3693323002110775,Pseudogene
RNU6-315P,Pseudogene,0,0.165999993681908,1.0712442339467558,Pseudogene
RNU6-316P,Pseudogene,1.18,-0.140000000596046,1.0712442339467558,Pseudogene
RNU6-317P,Pseudogene,0,0.118000000715256,1.168630073396461,Pseudogene
RNU6-318P,Pseudogene,0,0.239999994635582,1.7198528345535296,Pseudogene
RNU6-319P,Pseudogene,0,0.214000001549721,2.026166492995253,Pseudogene
RNU6-31P,Pseudogene,0,0.152999997138977,0.9648411871405967,Pseudogene
RNU6-320P,Pseudogene,0,0.30799999833107,1.081350311625499,Pseudogene
RNU6-321P,Pseudogene,0.24,0.44200000166893,1.3107276504551504,Pseudogene
RNU6-322P,Pseudogene,2.07,0.214000001549721,1.450071997760819,Pseudogene
RNU6-323P,Pseudogene,0.36,0.263999998569489,1.330939805812636,Pseudogene
RNU6-324P,Pseudogene,0,-0.159999996423721,1.1796548854096351,Pseudogene
RNU6-325P,Pseudogene,0,0.30799999833107,1.455531848029243,Pseudogene
RNU6-326P,Pseudogene,0,0.197999998927116,1.5906353776785165,Pseudogene
RNU6-327P,Pseudogene,0.85,0.0099999997764825,1.3674914463410033,Pseudogene
RNU6-328P,Pseudogene,0,-0.225499995052814,2.424846153342028,Pseudogene
RNU6-329P,Pseudogene,0,0.30799999833107,1.136168126913226,Pseudogene
RNU6-32P,Pseudogene,0.04,0.342000007629395,1.0712442339467558,Pseudogene
RNU6-330P,Pseudogene,0,0.202000007033348,1.0712442339467558,Pseudogene
RNU6-331P,Pseudogene,0.22,0.30799999833107,1.006320340980286,Pseudogene
RNU6-332P,Pseudogene,0,0.359999999403954,1.0291639329499698,Pseudogene
RNU6-333P,Pseudogene,0,0.0769999995827675,1.5257114847120463,Pseudogene
RNU6-334P,Pseudogene,0,-0.013499999884516,1.0215965510900435,Pseudogene
RNU6-335P,Pseudogene,0.33,-0.241999998688698,1.3217470422067643,Pseudogene
RNU6-336P,Pseudogene,0,0.232999995350838,1.201092019879696,Pseudogene
RNU6-337P,Pseudogene,0,-0.059000002220273,1.3107276504551504,Pseudogene
RNU6-338P,Pseudogene,0.29,0.118000000715256,0.8931672703815808,Pseudogene
RNU6-339P,Pseudogene,0,-0.180999994277954,1.2335539663629311,Pseudogene
RNU6-33P,Pseudogene,4.36,0.114000000059605,1.4607875917455764,Pseudogene
RNU6-340P,Pseudogene,0,-0.193000003695488,1.266015912846166,Pseudogene
RNU6-341P,Pseudogene,0.33,0.167000003159046,1.3748986916753505,Pseudogene
RNU6-342P,Pseudogene,0.27,0.30799999833107,0.6345686269270847,Pseudogene
RNU6-343P,Pseudogene,3.69,-0.0880000032484531,1.2357389050685337,Pseudogene
RNU6-344P,Pseudogene,0,0.305999994277954,1.3142701576185425,Pseudogene
RNU6-345P,Pseudogene,0,-0.0839999988675117,0.9413964480138156,Pseudogene
RNU6-346P,Pseudogene,3.65,0.193000003695488,0.938764398298959,Pseudogene
RNU6-347P,Pseudogene,0,-0.172000005841255,1.0254883474751486,Pseudogene
RNU6-348P,Pseudogene,0,-0.239999994635582,1.3634017522958712,Pseudogene
RNU6-349P,Pseudogene,0,0.214000001549721,1.4932495382288111,Pseudogene
RNU6-34P,Pseudogene,0,-0.152999997138977,2.012640681960572,Pseudogene
RNU6-351P,Pseudogene,0,0.30799999833107,1.5977770059048282,Pseudogene
RNU6-352P,Pseudogene,0,-0.185000002384186,0.8764725550473457,Pseudogene
RNU6-353P,Pseudogene,0,0.296000003814697,1.6402300181390144,Pseudogene
RNU6-354P,Pseudogene,0.74,-0.226999998092651,1.266015912846166,Pseudogene
RNU6-355P,Pseudogene,0.03,0.248500004410744,1.1689422074972615,Pseudogene
RNU6-356P,Pseudogene,0,0.211999997496605,1.3958636987791062,Pseudogene
RNU6-358P,Pseudogene,1.17,0.239999994635582,1.0188722936204702,Pseudogene
RNU6-359P,Pseudogene,0,0.17399999499321,1.2221321703780892,Pseudogene
RNU6-35P,Pseudogene,0,0.164000004529953,0.9413964480138156,Pseudogene
RNU6-360P,Pseudogene,0,0.0549999997019768,0.7681620220696289,Pseudogene
RNU6-361P,Pseudogene,0,0.279000014066696,1.006320340980286,Pseudogene
RNU6-362P,Pseudogene,0,-0.0684999991208315,1.3893713094824591,Pseudogene
RNU6-363P,Pseudogene,0,0.136999994516373,0.8270067318347971,Pseudogene
RNU6-364P,Pseudogene,0,0.30799999833107,1.4283256452623412,Pseudogene
RNU6-365P,Pseudogene,0,-0.0425000004470348,1.6711777543303166,Pseudogene
RNU6-366P,Pseudogene,0,0.30799999833107,0.7864365902730902,Pseudogene
RNU6-367P,Pseudogene,0,0.305000007152557,1.3893713094824591,Pseudogene
RNU6-368P,Pseudogene,0,0.407000005245209,0.3895433577988203,Pseudogene
RNU6-369P,Pseudogene,0,-0.122499998658895,1.770767355222742,Pseudogene
RNU6-36P,Pseudogene,0.03,0.0850000008940697,2.142488467893512,Pseudogene
RNU6-370P,Pseudogene,0,0.282999992370605,1.2357389050685337,Pseudogene
RNU6-371P,Pseudogene,0,-0.171499997377396,1.1899707974734026,Pseudogene
RNU6-373P,Pseudogene,0,0.30799999833107,1.098737515151945,Pseudogene
RNU6-374P,Pseudogene,0,0.282000005245209,1.801036882662447,Pseudogene
RNU6-375P,Pseudogene,0,-0.0370000004768372,1.4935741576936437,Pseudogene
RNU6-376P,Pseudogene,0,0.238000005483627,0.9830457378413626,Pseudogene
RNU6-377P,Pseudogene,1.56,0.0105000003241002,0.885383677611371,Pseudogene
RNU6-378P,Pseudogene,0,0.30799999833107,1.266015912846166,Pseudogene
RNU6-379P,Pseudogene,5.7,0.194999992847443,1.0353488123547172,Pseudogene
RNU6-37P,Pseudogene,1.93,-0.234999999403954,1.6880212171282214,Pseudogene
RNU6-380P,Pseudogene,0,-0.116999998688698,1.5257114847120463,Pseudogene
RNU6-381P,Pseudogene,0,-0.140000000596046,1.5437458994249549,Pseudogene
RNU6-382P,Pseudogene,0,0.282999992370605,1.04858212036412,Pseudogene
RNU6-383P,Pseudogene,0,0.30799999833107,0.6651245630501135,Pseudogene
RNU6-384P,Pseudogene,0.69,0.327500000596046,1.2023405562828977,Pseudogene
RNU6-386P,Pseudogene,0,-0.0759999975562096,0.6492389296647005,Pseudogene
RNU6-387P,Pseudogene,0.73,0.214000001549721,0.7608461932880134,Pseudogene
RNU6-388P,Pseudogene,1.7,-0.282000005245209,0.860087001108189,Pseudogene
RNU6-389P,Pseudogene,0.31,-0.172000005841255,1.0254883474751486,Pseudogene
RNU6-38P,Pseudogene,0,0.214000001549721,1.2335539663629311,Pseudogene
RNU6-390P,Pseudogene,0,0.279000014066696,1.0116781379726645,Pseudogene
RNU6-391P,Pseudogene,0,0.287000000476837,0.7681620220696289,Pseudogene
RNU6-392P,Pseudogene,0,-0.238000005483627,1.272444021060668,Pseudogene
RNU6-393P,Pseudogene,0,0.20100000500679,0.9413964480138156,Pseudogene
RNU6-394P,Pseudogene,0,0.0149999996647239,1.103706180429991,Pseudogene
RNU6-395P,Pseudogene,0.32,0.296999990940094,0.8192047815344689,Pseudogene
RNU6-396P,Pseudogene,8.18,0.261999994516373,1.2570502323888917,Pseudogene
RNU6-397P,Pseudogene,0,0.253000006079674,2.003900927138162,Pseudogene
RNU6-398P,Pseudogene,0,-0.180000007152557,1.3065188919445143,Pseudogene
RNU6-399P,Pseudogene,0,-0.14750000089407,1.2405100977521957,Pseudogene
RNU6-39P,Pseudogene,0,NA,1.266015912846166,Pseudogene
RNU6-3P,Pseudogene,1.75,0.172999992966652,1.168630073396461,Pseudogene
RNU6-400P,Pseudogene,0,0.319000005722046,1.4090322242392863,Pseudogene
RNU6-401P,Pseudogene,0,-0.0245000002905726,1.230172513604261,Pseudogene
RNU6-402P,Pseudogene,0,-0.150000005960464,1.2140137655671974,Pseudogene
RNU6-403P,Pseudogene,0,-0.0600000005215406,0.801560370855265,Pseudogene
RNU6-405P,Pseudogene,0,0.347000002861023,1.23148820613218,Pseudogene
RNU6-406P,Pseudogene,0,0.293000012636185,1.5581734311952813,Pseudogene
RNU6-407P,Pseudogene,0.38,0.114000000059605,1.2357389050685337,Pseudogene
RNU6-408P,Pseudogene,0,0.152999997138977,1.3893713094824591,Pseudogene
RNU6-409P,Pseudogene,0.25,0.20100000500679,1.1689422074972615,Pseudogene
RNU6-40P,Pseudogene,0,0.118000000715256,1.330939805812636,Pseudogene
RNU6-410P,Pseudogene,0,-0.0740000009536743,1.266015912846166,Pseudogene
RNU6-411P,Pseudogene,0.09,0.30799999833107,1.3958636987791062,Pseudogene
RNU6-412P,Pseudogene,0,0.30799999833107,1.2124230766710138,Pseudogene
RNU6-413P,Pseudogene,0,0.090999998152256,1.168630073396461,Pseudogene
RNU6-414P,Pseudogene,0,0.123000003397465,0.7013653244983569,Pseudogene
RNU6-415P,Pseudogene,0.99,0.277999997138977,1.4681500950716708,Pseudogene
RNU6-416P,Pseudogene,0,0.202999994158745,0.9779555333735755,Pseudogene
RNU6-417P,Pseudogene,0,0.177000001072884,1.9477167889941016,Pseudogene
RNU6-418P,Pseudogene,5.48,-0.0700000002980232,0.9738583944970508,Pseudogene
RNU6-419P,Pseudogene,0,0.347000002861023,1.433478335180315,Pseudogene
RNU6-41P,Pseudogene,0,0.0549999997019768,1.2335539663629311,Pseudogene
RNU6-420P,Pseudogene,0,0.361000001430511,1.298477859329401,Pseudogene
RNU6-421P,Pseudogene,0.08,0.003000000026077,1.201092019879696,Pseudogene
RNU6-422P,Pseudogene,0,-0.138999998569489,0.9738583944970508,Pseudogene
RNU6-424P,Pseudogene,0,0.130999997258186,0.5623645776476621,Pseudogene
RNU6-425P,Pseudogene,0,-0.046000000089407,0.7491708041326987,Pseudogene
RNU6-426P,Pseudogene,0,0.115000002086163,1.217490322742361,Pseudogene
RNU6-428P,Pseudogene,0,0.30799999833107,1.0387822874635209,Pseudogene
RNU6-429P,Pseudogene,0,-0.222000002861023,1.3829390349015218,Pseudogene
RNU6-42P,Pseudogene,0.05,0.592000007629395,1.5581734311952813,Pseudogene
RNU6-430P,Pseudogene,0.47,-0.143999993801117,1.6880212171282214,Pseudogene
RNU6-431P,Pseudogene,0,0.30799999833107,1.3958636987791062,Pseudogene
RNU6-432P,Pseudogene,0,-0.230000004172325,1.115321005318488,Pseudogene
RNU6-433P,Pseudogene,0,-0.188500002026558,0.801560370855265,Pseudogene
RNU6-434P,Pseudogene,0.06,0.20100000500679,0.7466247691144057,Pseudogene
RNU6-435P,Pseudogene,0,0.0189999993890524,1.157809424568716,Pseudogene
RNU6-436P,Pseudogene,0,0.325499996542931,0.5484360432167602,Pseudogene
RNU6-437P,Pseudogene,0.28,0.305000007152557,1.9743697555803368,Pseudogene
RNU6-438P,Pseudogene,0,-0.068000003695488,0.910510324175398,Pseudogene
RNU6-439P,Pseudogene,0,0.214000001549721,1.6384095630689377,Pseudogene
RNU6-43P,Pseudogene,0.56,-0.41100001335144,1.330939805812636,Pseudogene
RNU6-440P,Pseudogene,0,-0.123000003397465,0.5954448469210539,Pseudogene
RNU6-441P,Pseudogene,0,-0.110500004142523,1.4418004155006654,Pseudogene
RNU6-442P,Pseudogene,0,0.304499998688698,1.3025356026398056,Pseudogene
RNU6-444P,Pseudogene,2.87,0.33899998664856,1.157809424568716,Pseudogene
RNU6-445P,Pseudogene,0,0.305000007152557,1.136168126913226,Pseudogene
RNU6-446P,Pseudogene,1.46,0.381999999284744,1.0158139291027417,Pseudogene
RNU6-447P,Pseudogene,0.07,0.25,0.9685521147834452,Pseudogene
RNU6-448P,Pseudogene,0.26,-0.046000000089407,1.2335539663629311,Pseudogene
RNU6-449P,Pseudogene,0,-0.108999997377396,1.330939805812636,Pseudogene
RNU6-44P,Pseudogene,0,0.29899999499321,1.266015912846166,Pseudogene
RNU6-450P,Pseudogene,0,0.238000005483627,1.3634017522958712,Pseudogene
RNU6-451P,Pseudogene,0,-0.0860000029206276,0.9413964480138156,Pseudogene
RNU6-452P,Pseudogene,0,0.211999997496605,1.266015912846166,Pseudogene
RNU6-453P,Pseudogene,0,-0.108999997377396,0.9807326890464418,Pseudogene
RNU6-454P,Pseudogene,0,-0.207000002264977,1.103706180429991,Pseudogene
RNU6-455P,Pseudogene,0.21,0.263999998569489,1.006320340980286,Pseudogene
RNU6-456P,Pseudogene,0,0.185000002384186,0.9413964480138156,Pseudogene
RNU6-457P,Pseudogene,0,0.305000007152557,2.304798200309687,Pseudogene
RNU6-458P,Pseudogene,0,-0.284000009298325,2.142488467893512,Pseudogene
RNU6-45P,Pseudogene,0.35,0.232999995350838,1.3634017522958712,Pseudogene
RNU6-460P,Pseudogene,0.72,0.194999992847443,1.1256480516640297,Pseudogene
RNU6-461P,Pseudogene,0.67,-0.256000012159348,1.0387822874635209,Pseudogene
RNU6-462P,Pseudogene,0,0.30799999833107,1.3893713094824591,Pseudogene
RNU6-463P,Pseudogene,0,0.0089999996125698,1.006320340980286,Pseudogene
RNU6-464P,Pseudogene,0,-0.163500003516674,1.001950463569081,Pseudogene
RNU6-465P,Pseudogene,0,0.277999997138977,0.0687807578951712,Pseudogene
RNU6-466P,Pseudogene,0.09,0.30799999833107,1.1802911609681086,Pseudogene
RNU6-467P,Pseudogene,5.72,0.338500007987022,1.4841011714926269,Pseudogene
RNU6-468P,Pseudogene,0,0.211999997496605,1.115321005318488,Pseudogene
RNU6-469P,Pseudogene,0,-0.223000004887581,0.8597594736896406,Pseudogene
RNU6-46P,Pseudogene,1.09,0.137999996542931,1.330939805812636,Pseudogene
RNU6-470P,Pseudogene,0,0.211999997496605,1.001950463569081,Pseudogene
RNU6-471P,Pseudogene,0,0.284000009298325,1.2779594591937713,Pseudogene
RNU6-472P,Pseudogene,0,0.284000009298325,1.4932495382288111,Pseudogene
RNU6-473P,Pseudogene,0,-0.167999997735023,0.4220053042820553,Pseudogene
RNU6-474P,Pseudogene,0,0.30799999833107,0.8115486620808757,Pseudogene
RNU6-475P,Pseudogene,0,-0.163000002503395,1.3025356026398056,Pseudogene
RNU6-476P,Pseudogene,1.84,0.30799999833107,1.2335539663629311,Pseudogene
RNU6-477P,Pseudogene,0,0.214000001549721,1.4607875917455764,Pseudogene
RNU6-478P,Pseudogene,0,0.214000001549721,1.2946414474722916,Pseudogene
RNU6-479P,Pseudogene,1.37,0.0610000006854534,0.7608461932880134,Pseudogene
RNU6-47P,Pseudogene,0.66,0.0769999995827675,1.6880212171282214,Pseudogene
RNU6-480P,Pseudogene,0,-0.104999996721745,1.201092019879696,Pseudogene
RNU6-481P,Pseudogene,0.71,-0.184000000357628,0.7790867155976406,Pseudogene
RNU6-482P,Pseudogene,0,-0.0149999996647239,1.5906353776785165,Pseudogene
RNU6-483P,Pseudogene,0.42,0.284000009298325,0.7718729497124773,Pseudogene
RNU6-484P,Pseudogene,0.67,0.0850000008940697,1.5906353776785165,Pseudogene
RNU6-485P,Pseudogene,10.96,-0.0900000035762787,1.0387822874635209,Pseudogene
RNU6-486P,Pseudogene,0,0.0270000007003546,1.103706180429991,Pseudogene
RNU6-487P,Pseudogene,0,0.282000005245209,0.9351537659978092,Pseudogene
RNU6-488P,Pseudogene,0,-0.142000004649162,1.0876391564130363,Pseudogene
RNU6-489P,Pseudogene,0.09,0.144999995827675,1.0387822874635209,Pseudogene
RNU6-48P,Pseudogene,0.91,0.211999997496605,1.006320340980286,Pseudogene
RNU6-490P,Pseudogene,0.3,0.003000000026077,1.3958636987791062,Pseudogene
RNU6-491P,Pseudogene,0,-0.0665000006556511,1.1367583441220122,Pseudogene
RNU6-492P,Pseudogene,0,0.421000003814697,1.2023405562828977,Pseudogene
RNU6-493P,Pseudogene,0,0.217999994754791,1.318616289092149,Pseudogene
RNU6-494P,Pseudogene,0,-0.134499996900558,1.0806221295974685,Pseudogene
RNU6-495P,Pseudogene,0.71,0.303999990224838,1.6880212171282214,Pseudogene
RNU6-496P,Pseudogene,0,0.305000007152557,0.8420432178681572,Pseudogene
RNU6-497P,Pseudogene,0,0.375999987125397,1.0353488123547172,Pseudogene
RNU6-498P,Pseudogene,0,0.298000007867813,0.5518530902149955,Pseudogene
RNU6-499P,Pseudogene,0,-0.149000003933907,1.5906353776785165,Pseudogene
RNU6-49P,Pseudogene,2.66,0.146999999880791,1.298477859329401,Pseudogene
RNU6-4P,Pseudogene,0,0.360000014305115,1.330939805812636,Pseudogene
RNU6-500P,Pseudogene,0,-0.0209999997168779,1.266015912846166,Pseudogene
RNU6-501P,Pseudogene,0,0.239999994635582,0.5557485237929837,Pseudogene
RNU6-502P,Pseudogene,0,0.214000001549721,0.9648411871405967,Pseudogene
RNU6-503P,Pseudogene,0,0.171000003814697,0.6946856547412297,Pseudogene
RNU6-504P,Pseudogene,0,0.197999998927116,0.7681620220696289,Pseudogene
RNU6-505P,Pseudogene,0,0.214000001549721,0.8764725550473457,Pseudogene
RNU6-506P,Pseudogene,0,0.301999986171722,0.775978656891799,Pseudogene
RNU6-507P,Pseudogene,0,0.0360000003129244,1.2851684612712748,Pseudogene
RNU6-508P,Pseudogene,0,-0.214000001549721,1.315181579364464,Pseudogene
RNU6-509P,Pseudogene,0.99,0.347000002861023,1.2335539663629311,Pseudogene
RNU6-50P,Pseudogene,0.75,0.20100000500679,0.9779555333735755,Pseudogene
RNU6-510P,Pseudogene,1.07,0.0175000000745058,1.736714136853074,Pseudogene
RNU6-511P,Pseudogene,0,-0.241999998688698,1.168630073396461,Pseudogene
RNU6-512P,Pseudogene,0,0.204999998211861,0.910510324175398,Pseudogene
RNU6-513P,Pseudogene,2.93,0.28600001335144,1.9371042295668903,Pseudogene
RNU6-514P,Pseudogene,0,0.252000004053116,1.4283256452623412,Pseudogene
RNU6-516P,Pseudogene,4.16,0.28999999165535,1.4027306489967135,Pseudogene
RNU6-517P,Pseudogene,0,-0.0925000011920929,0.8525687580915091,Pseudogene
RNU6-518P,Pseudogene,0,0.284000009298325,1.157809424568716,Pseudogene
RNU6-519P,Pseudogene,0,0.214000001549721,1.1899707974734026,Pseudogene
RNU6-520P,Pseudogene,0,-0.25900000333786,0.6345686269270847,Pseudogene
RNU6-521P,Pseudogene,0,0.296000003814697,0.2646421541871351,Pseudogene
RNU6-522P,Pseudogene,0,-0.0579999983310699,1.3634017522958712,Pseudogene
RNU6-523P,Pseudogene,0,0.165999993681908,1.286454916187462,Pseudogene
RNU6-524P,Pseudogene,0,0.284000009298325,1.2335539663629311,Pseudogene
RNU6-525P,Pseudogene,0,0.30799999833107,1.1689422074972615,Pseudogene
RNU6-526P,Pseudogene,0,-0.229000002145767,1.6384095630689377,Pseudogene
RNU6-527P,Pseudogene,0.27,0.347000002861023,1.0353488123547172,Pseudogene
RNU6-528P,Pseudogene,0,0.30799999833107,1.1809656130600903,Pseudogene
