Gene,Gene_Type,Gene_group,enrichment_intergenic_dbsnp,PhyloP100_median,ENCODE_max,functional_probability,UMAP_sup1,UMAP_sup2
RNU6-152P,Pseudogene,RNU6,1.006320340980286,0.305000007152557,0,0,5.467018703111192,0.10802625097101715
RNU6-153P,Pseudogene,RNU6,1.1021455099259891,-0.157000005245209,0,0,4.350890258439561,9.89328788198298
RNU6-154P,Pseudogene,RNU6,0.9830457378413626,0.30799999833107,0,0,-0.8735529984154499,9.575577959192453
RNU6-155P,Pseudogene,RNU6,1.1114970475859671,-0.184499993920326,0,0,7.387281516679307,-1.5745899828546666
RNU6-156P,Pseudogene,RNU6,0.9089345015305808,-0.319000005722046,0,0,2.4718297516188823,-15.828629270421805
RNU6-157P,Pseudogene,RNU6,0.7141628226311706,0.437999993562698,0,0,0.8623063956580365,11.872359499109445
RNU6-158P,Pseudogene,RNU6,0.7641542202153526,0.305000007152557,0,0,0.6728466545424664,11.887328371179757
RNU6-159P,Pseudogene,RNU6,1.1796548854096351,0.0065000001341104,0,0,4.539907077439805,9.557098611963449
RNU6-15P,Pseudogene,RNU6,1.6555592706449864,0,0,0,3.059111693986436,6.386161550653634
RNU6-160P,Pseudogene,RNU6,1.0387822874635209,0.293000012636185,0,0,-0.3577763343968189,9.935886606348214
RNU6-161P,Pseudogene,RNU6,1.2124230766710138,-0.148499999195337,0,0,3.6875563656172954,8.903057321680246
RNU6-162P,Pseudogene,RNU6,0.5395616735854211,0.0230000000447035,0,0,2.1258383785567485,11.94406913198298
RNU6-163P,Pseudogene,RNU6,1.081350311625499,-0.0499999988824129,0,0,3.5637751613936626,9.906321748865304
RNU6-164P,Pseudogene,RNU6,1.4837946023599078,0.159999996423721,0,0,1.7127134596190654,6.539299711359201
RNU6-165P,Pseudogene,RNU6,1.0174688882573566,-0.157000005245209,0,0,1.9830050264678203,-15.370262876378836
RNU6-166P,Pseudogene,RNU6,1.298477859329401,0.30799999833107,0.26,0,0.1645681654296124,7.0538937894231655
RNU6-167P,Pseudogene,RNU6,1.1796548854096351,-0.155500002205372,0,0,3.8921204601607524,9.03752444661921
RNU6-168P,Pseudogene,RNU6,0.825369094742055,-0.136000007390976,0,0,3.0113438164077007,11.309479936731515
RNU6-169P,Pseudogene,RNU6,1.136168126913226,-0.241999998688698,0,0,-12.962837597242812,-3.641326204168143
RNU6-16P,Pseudogene,RNU6,1.4283256452623412,0.0549999997019768,0,0,0.683677593358537,6.689474329126535
RNU6-170P,Pseudogene,RNU6,1.5363240441392578,0.284000009298325,0,0,5.948272327073594,1.5926350203878261
RNU6-171P,Pseudogene,RNU6,0.7790867155976406,-0.118000000715256,5.48,0,6.245027164109727,-1.316762224065604
RNU6-172P,Pseudogene,RNU6,1.419250262374555,-0.112999998033047,0,0,3.376963714250108,7.389201387537179
RNU6-173P,Pseudogene,RNU6,1.2023405562828977,-0.325499996542931,0,0,3.342655519135972,9.0786383000738
RNU6-174P,Pseudogene,RNU6,1.2124230766710138,-0.133500002324581,4.71,0,3.5203808342299663,9.011328920496164
RNU6-175P,Pseudogene,RNU6,0.7141628226311706,0.305000007152557,0,0,0.8009231482825482,12.0165045110113
RNU6-176P,Pseudogene,RNU6,0.9593278089283648,0.266999989748001,0,0,0.2859929894290173,10.738847002161203
RNU6-177P,Pseudogene,RNU6,1.0687471611403534,0.279000014066696,0,0,0.6279768740020001,9.483380540979562
RNU6-178P,Pseudogene,RNU6,0.9017554172121732,0.307000011205673,0.25,0,-12.48594131123207,-2.7810714396112584
RNU6-179P,Pseudogene,RNU6,0.6167769831814656,0.293000012636185,0,0,-13.446614643446425,-2.8450699003809117
RNU6-17P,Pseudogene,RNU6,1.3958636987791062,0.0549999997019768,0,0,0.6671766434989178,6.710966810358224
RNU6-180P,Pseudogene,RNU6,0.7402388124291791,-0.214000001549721,0,0,2.763063291200181,11.599935754907785
RNU6-181P,Pseudogene,RNU6,1.0387822874635209,0.282999992370605,1.01,0,-12.051844974867324,-3.13535620294744
RNU6-182P,Pseudogene,RNU6,0.6946856547412297,-0.0339999999850988,1.37,0,2.460937121995469,11.619246706140695
RNU6-183P,Pseudogene,RNU6,1.0736051027819002,0.105999998748302,0,0,-0.7527318800606525,9.062170251978097
RNU6-185P,Pseudogene,RNU6,1.5906353776785165,0.188999995589256,1.33,0,2.212394336350938,6.45221064962214
RNU6-187P,Pseudogene,RNU6,0.7864365902730902,0.221499994397163,0,0,0.7068761383376324,11.741091951502023
RNU6-188P,Pseudogene,RNU6,1.330939805812636,0.30799999833107,0.71,0,0.19300855148651241,6.855736002100167
RNU6-189P,Pseudogene,RNU6,1.2036632631654969,-0.111000001430511,0,0,4.419545749314805,9.350487932336984
RNU6-190P,Pseudogene,RNU6,1.464288389895729,0.446000009775162,1.43,0,1.81527254927971,6.993641599786935
RNU6-191P,Pseudogene,RNU6,1.2563463968724369,0.177999995648861,0,0,1.3940967117629253,8.13167546666926
RNU6-192P,Pseudogene,RNU6,0.9030913511635984,0.325000002980232,0,0,-12.569178005568007,-2.9494822176569127
RNU6-193P,Pseudogene,RNU6,1.266015912846166,-0.046000000089407,0,0,6.978705505021592,-0.9275310190790317
RNU6-195P,Pseudogene,RNU6,1.115321005318488,-0.225999996066093,0.62,0,7.495453933366319,-1.5960087927454136
RNU6-196P,Pseudogene,RNU6,1.168630073396461,-0.268999993801117,0.3,0,3.0838838611922466,9.133947595728097
RNU6-197P,Pseudogene,RNU6,0.6599513720041681,0.347000002861023,0,0,1.01276109565117,12.038773759973703
RNU6-198P,Pseudogene,RNU6,1.5697223929248938,0.311000004410744,0,0,2.015872577317735,6.537494405878244
RNU6-199P,Pseudogene,RNU6,1.298477859329401,0.152999997138977,0.35,0,6.254749873765489,1.1919860688573696
RNU6-19P,Pseudogene,RNU6,1.330939805812636,0.215000003576279,0.56,0,0.1678991561017239,6.8014900533086635
RNU6-200P,Pseudogene,RNU6,1.330939805812636,0.23199999332428,0,0,0.5059117471060955,7.4214780179387905
RNU6-201P,Pseudogene,RNU6,1.6513019661881687,0.30799999833107,0.65,0,8.538367847093125,0.8360426125652173
RNU6-203P,Pseudogene,RNU6,0.801560370855265,0.30799999833107,0,0,0.1679824535927975,11.760781511438546
RNU6-204P,Pseudogene,RNU6,1.298477859329401,-0.237000003457069,0.26,0,3.5255526100478374,8.641519292963205
RNU6-205P,Pseudogene,RNU6,0.6817008761479356,0.30799999833107,0,0,0.9573241268477642,12.08271430410212
RNU6-206P,Pseudogene,RNU6,1.5363240441392578,-0.213500000536442,0,0,-12.131237408033828,-3.5995862635248326
RNU6-207P,Pseudogene,RNU6,0.8764725550473457,0.30799999833107,0,0,0.15720068860866665,11.63373969472712
RNU6-208P,Pseudogene,RNU6,1.266015912846166,-0.144999995827675,0,0,6.917284110673448,-0.8939993532770297
RNU6-209P,Pseudogene,RNU6,1.4932495382288111,0.30799999833107,0,0,1.854729393609544,6.747019037378488
RNU6-20P,Pseudogene,RNU6,1.4607875917455764,-0.0610000006854534,0,0,-11.120309254042128,-3.344488397466483
RNU6-210P,Pseudogene,RNU6,0.9140600720279336,0.202000007033348,0,0,-13.282363315931777,-2.9924554976099156
RNU6-211P,Pseudogene,RNU6,1.330939805812636,0.470999985933304,0,0,0.2800630723319256,6.835624441278634
RNU6-212P,Pseudogene,RNU6,1.3693323002110775,0.214000001549721,0,0,1.4298951422057353,7.48538468755549
RNU6-213P,Pseudogene,RNU6,1.2023405562828977,0.303000003099442,1.13,0,5.90332231868126,0.7852431756979802
RNU6-214P,Pseudogene,RNU6,1.5581734311952813,0.30799999833107,0,0,1.8447449003539287,6.493719324243722
RNU6-215P,Pseudogene,RNU6,1.770767355222742,0.118000000715256,0,0,2.6556678806624614,6.356846079004464
RNU6-216P,Pseudogene,RNU6,1.2023405562828977,0.237000003457069,0.66,0,-11.863357921949843,-4.284834161626639
RNU6-217P,Pseudogene,RNU6,1.3359339514254416,0.30799999833107,0,0,0.20636011112548946,6.7398030606634
RNU6-218P,Pseudogene,RNU6,1.6209331943962024,0.30799999833107,0,0,-11.78088702808998,-4.074893251287284
RNU6-219P,Pseudogene,RNU6,1.0387822874635209,0.277999997138977,0,0,-0.8215095604576862,9.564439043176828
RNU6-21P,Pseudogene,RNU6,1.7529451100946911,0.0769999995827675,0,0,2.8749323879561626,6.191241964471994
RNU6-220P,Pseudogene,RNU6,1.168630073396461,0.291999995708466,0,0,7.131772140153428,0.5225490627414563
RNU6-221P,Pseudogene,RNU6,0.8420432178681572,0.30799999833107,0,0,5.4745908771834575,-0.8527879866235873
RNU6-222P,Pseudogene,RNU6,1.5257114847120463,0.165500000119209,0,0,-11.098874470106582,-3.396856561528983
RNU6-223P,Pseudogene,RNU6,1.3634017522958712,-0.119999997317791,0,0,3.175806382783433,7.860451921594796
RNU6-224P,Pseudogene,RNU6,1.2335539663629311,0.30799999833107,0,0,0.3307189141593182,8.068143591058908
RNU6-225P,Pseudogene,RNU6,1.112845951769931,0.27700001001358,0,0,-11.811771770826796,-3.0110612066858433
RNU6-226P,Pseudogene,RNU6,0.9413964480138156,0.239999994635582,0,0,0.4096925650916302,10.760376199854074
RNU6-227P,Pseudogene,RNU6,1.0116781379726645,0.331999987363815,1.17,0,-0.8747528995194233,9.515609964502511
RNU6-228P,Pseudogene,RNU6,1.5728731805461804,0.214000001549721,9,0,1.2121791635832988,6.12279866613215
RNU6-229P,Pseudogene,RNU6,1.123756206199048,-0.0955000016838312,0,0,-13.547714611402968,-4.062362447606864
RNU6-22P,Pseudogene,RNU6,1.2335539663629311,0.146999999880791,0,0,5.412564376481553,1.2335752693540432
RNU6-230P,Pseudogene,RNU6,1.2691372538541694,-0.284999996423721,7.04,0,2.7978170906386577,8.56687711156672
RNU6-232P,Pseudogene,RNU6,0.7598124348732199,0.30799999833107,0.21,0,-12.74292602192543,-2.8869280966394566
RNU6-233P,Pseudogene,RNU6,1.0592724522649954,0.152999997138977,0,0,-11.464116474501113,-1.8136341723077916
RNU6-234P,Pseudogene,RNU6,0.7013653244983569,0.30799999833107,0.26,0,5.405709365495225,-1.5056920202844761
RNU6-235P,Pseudogene,RNU6,1.0712442339467558,0.19200000166893,0,0,5.65881548274376,0.591101862264333
RNU6-236P,Pseudogene,RNU6,1.04858212036412,0.238000005483627,0,0,5.540348628648301,0.21339406050509002
RNU6-237P,Pseudogene,RNU6,1.2719596495261951,-0.150999993085861,0.85,0,4.149529079087754,8.545116171014962
RNU6-238P,Pseudogene,RNU6,0.8192047815344689,0.303000003099442,0.09,0,5.134034255631944,-0.2421487721079013
RNU6-239P,Pseudogene,RNU6,0.7367878156346375,0.214000001549721,0,0,1.160372475274583,11.361529573572335
RNU6-23P,Pseudogene,RNU6,1.5581734311952813,0.118000000715256,0,0,-11.074291607252578,-3.5527837427728794
RNU6-240P,Pseudogene,RNU6,1.1100647060298,0.28999999165535,0,0,1.241495350488206,9.346210703027902
RNU6-241P,Pseudogene,RNU6,0.9685521147834452,0.261000007390976,0,0,-0.15248956333778263,10.362808450830636
RNU6-242P,Pseudogene,RNU6,1.2335539663629311,0.261999994516373,0.1,0,-0.39903913985870243,7.383506998193917
RNU6-243P,Pseudogene,RNU6,1.4283256452623412,0.0140000004321337,0,0,4.057251552232286,7.792170271051583
RNU6-244P,Pseudogene,RNU6,1.3693323002110775,-0.351000010967255,0.55,0,4.484372714646836,8.032732233179269
RNU6-245P,Pseudogene,RNU6,0.8440106085641107,0.30799999833107,0,0,-12.605829616896132,-2.8152325304620884
RNU6-246P,Pseudogene,RNU6,1.103706180429991,0.30799999833107,0,0,-0.909866234175185,8.762596353662667
RNU6-247P,Pseudogene,RNU6,0.9089345015305808,0.0309999994933605,0.36,0,2.5107453857741557,10.807527765405831
RNU6-248P,Pseudogene,RNU6,1.5581734311952813,0.293000012636185,0,0,2.3034361397109233,6.527107462061105
RNU6-249P,Pseudogene,RNU6,1.464288389895729,0.0570000000298023,0,0,3.7392273937545024,7.638067468774972
RNU6-24P,Pseudogene,RNU6,1.4283256452623412,0.146999999880791,0,0,0.9812245165190899,6.357360109461007
RNU6-250P,Pseudogene,RNU6,1.1465685563690198,-0.275000005960464,0,0,1.568837264665147,-14.938861623632254
RNU6-251P,Pseudogene,RNU6,1.1021455099259891,0.0445000007748604,0,0,-0.709826966635207,9.000352129114328
RNU6-253P,Pseudogene,RNU6,1.5216923865760268,-0.090999998152256,0,0,3.440198997148057,6.901232465875802
RNU6-254P,Pseudogene,RNU6,1.4932495382288111,0.149000003933907,0,0,2.188832858689805,6.9471738187200405
RNU6-256P,Pseudogene,RNU6,1.2532988616465484,0.150000005960464,0,0,1.688373545297166,8.413433298242746
RNU6-257P,Pseudogene,RNU6,1.098737515151945,-0.0804999992251396,0,0,3.2120669876418315,9.631998285425363
RNU6-258P,Pseudogene,RNU6,0.997320989479983,0.0130000002682209,0,0,4.183696845658799,10.394550546777902
RNU6-259P,Pseudogene,RNU6,0.8115486620808757,0.30799999833107,0,0,0.1376988535008633,11.708170160425363
RNU6-260P,Pseudogene,RNU6,1.103706180429991,-0.0780000016093254,0,0,4.252580741532823,9.898790582788644
RNU6-261P,Pseudogene,RNU6,1.2599690796777203,0.446000009775162,0,0,1.4075426851592265,8.954526170862374
RNU6-262P,Pseudogene,RNU6,1.4372806649818544,-0.263000011444092,0.79,0,2.986604074128648,8.011164411676583
RNU6-263P,Pseudogene,RNU6,1.0387822874635209,0.30799999833107,0.33,0,-1.0829013789810933,8.88541148580378
RNU6-264P,Pseudogene,RNU6,1.001950463569081,0.301999986171722,0.69,0,-12.577906032911757,-3.2417998465173863
RNU6-266P,Pseudogene,RNU6,0.9738583944970508,0.30799999833107,0,0,0.29777074802734493,10.743011697900949
RNU6-267P,Pseudogene,RNU6,1.5175172069589966,0.163000002503395,0,0,2.1228874718032085,6.550059541834054
RNU6-268P,Pseudogene,RNU6,1.006320340980286,-0.0219999998807907,0,0,2.569529393800279,10.230914339197335
RNU6-269P,Pseudogene,RNU6,1.145873244933987,-0.061999998986721,0,0,1.7640986238799297,-14.476840749608817
RNU6-26P,Pseudogene,RNU6,1.5581734311952813,0.125,7.48,0,1.2337366138777934,6.225143655908761
RNU6-270P,Pseudogene,RNU6,1.6540134636695942,-0.0480000004172325,0,0,3.2483130489669048,6.5108077374822475
RNU6-271P,Pseudogene,RNU6,1.2901305016622835,0.164000004529953,0,0,0.19604697275974392,7.3877327290899135
RNU6-272P,Pseudogene,RNU6,1.3025356026398056,-0.195000000298023,0.18,0,3.587474206574937,8.627111181390939
RNU6-273P,Pseudogene,RNU6,1.3025356026398056,0.209000006318092,0,0,1.7221927439055644,8.431229337824044
RNU6-274P,Pseudogene,RNU6,1.3634017522958712,0.30799999833107,0,0,0.9974461590132916,7.3135092107183315
RNU6-275P,Pseudogene,RNU6,1.266015912846166,0.130999997258186,5.87,0,0.24700356472351193,6.822225317133126
RNU6-276P,Pseudogene,RNU6,1.0854463355331714,-0.0780000016093254,0,0,3.5541220699629985,9.937831148279367
RNU6-277P,Pseudogene,RNU6,1.1468866941482565,0.361999988555908,0,0,3.255478004106065,-12.535769239293876
RNU6-278P,Pseudogene,RNU6,1.0515883764431455,-0.317999988794327,0,0,1.7778435741744243,-15.224580541478934
RNU6-279P,Pseudogene,RNU6,1.3412247789558394,0.063000001013279,0,0,4.005546191819688,7.983615621698556
RNU6-27P,Pseudogene,RNU6,1.5581734311952813,0.214000001549721,0,0,1.1519586836180888,6.129879221094308
RNU6-280P,Pseudogene,RNU6,1.77011248563871,0.282999992370605,0,0,2.538512805589219,6.208851560724435
RNU6-281P,Pseudogene,RNU6,1.112845951769931,-0.104999996721745,0,0,3.2035614048323833,9.584674104822335
RNU6-282P,Pseudogene,RNU6,1.5512398115580857,0.30799999833107,1.15,0,1.9499830995879375,6.550510629785714
RNU6-283P,Pseudogene,RNU6,1.266015912846166,0.28099998831749,0,0,0.10172032017328381,7.636839613092599
RNU6-284P,Pseudogene,RNU6,0.9175093553186052,-0.0554999988526106,0,0,3.2355485950789653,11.03275607503718
RNU6-285P,Pseudogene,RNU6,1.146231330323029,0.30799999833107,0.73,0,0.20179874647476315,8.822332605493722
RNU6-286P,Pseudogene,RNU6,0.6817008761479356,-0.157000005245209,0,0,2.6156624351821147,11.703788026941476
RNU6-287P,Pseudogene,RNU6,1.098737515151945,-0.271999999880791,0,0,7.368537047990342,-1.4583673628442906
RNU6-288P,Pseudogene,RNU6,1.1021455099259891,0.277999997138977,0.22,0,0.9176525269828045,9.479165300501046
RNU6-289P,Pseudogene,RNU6,1.4932495382288111,0.30799999833107,0,0,1.5882032905898296,6.581485494745431
RNU6-28P,Pseudogene,RNU6,1.330939805812636,0.146999999880791,0.67,0,5.963754275926133,1.2119536844617702
RNU6-290P,Pseudogene,RNU6,0.997320989479983,0.301999986171722,0.07,0,5.3835850750289165,0.21281297482317474
RNU6-291P,Pseudogene,RNU6,1.5257114847120463,0.214000001549721,0.36,0,1.9947117363295757,6.525375112665353
RNU6-293P,Pseudogene,RNU6,0.950277546579984,0.146999999880791,0,0,0.3786286209902966,10.70763991750544
RNU6-294P,Pseudogene,RNU6,1.0897029878293798,0.446000009775162,0,0,0.5898942743621075,9.549212679041085
RNU6-295P,Pseudogene,RNU6,1.001950463569081,-0.0765000022947788,0,0,2.6436675583205425,10.178245767725167
RNU6-296P,Pseudogene,RNU6,1.2335539663629311,-0.025000000372529,0,0,3.4849289451918803,8.534579977167306
RNU6-297P,Pseudogene,RNU6,1.2335539663629311,0.28099998831749,0,0,1.022932985909959,8.31196521200007
RNU6-298P,Pseudogene,RNU6,1.2663540581220332,0.214000001549721,2.83,0,5.387333015092393,1.25385700143641
RNU6-299P,Pseudogene,RNU6,1.146231330323029,-0.042000001296401,0.73,0,3.3702651058516704,9.567661508691964
RNU6-300P,Pseudogene,RNU6,0.9351537659978092,-0.212999999523163,0,0,3.462654927857896,10.939068063867746
RNU6-301P,Pseudogene,RNU6,1.0712442339467558,-0.101000003516674,0.36,0,3.0454345737776958,9.69737838186091
RNU6-302P,Pseudogene,RNU6,1.4283256452623412,-0.212999999523163,2.66,0,4.316600421556016,7.534617647302804
RNU6-304P,Pseudogene,RNU6,1.4283256452623412,0.194999992847443,0,0,6.417943576463243,1.3760952798253872
RNU6-306P,Pseudogene,RNU6,1.3958636987791062,0.28099998831749,0.67,0,7.357636073716661,1.0108483878499843
RNU6-307P,Pseudogene,RNU6,0.8847411640572264,-0.016499999910593,0,0,6.5320225750289165,-1.6813616903894566
RNU6-308P,Pseudogene,RNU6,1.2335539663629311,-0.356000006198883,0.26,0,3.387636045106431,8.990228876245675
RNU6-309P,Pseudogene,RNU6,1.1468866941482565,0.356000006198883,0,0,0.8231621776900494,9.168305620325265
RNU6-30P,Pseudogene,RNU6,1.103706180429991,0.239999994635582,0.09,0,-0.8298411573090351,8.760829195154367
RNU6-310P,Pseudogene,RNU6,1.3634017522958712,0.347000002861023,1.38,0,0.2982087527594769,6.672975286615548
RNU6-311P,Pseudogene,RNU6,1.191862642938384,0.305999994277954,0,0,0.2841927205405438,8.420666917932687
RNU6-312P,Pseudogene,RNU6,0.4220053042820553,0.0109999999403954,11.55,0,2.089408973344346,12.300349458826242
RNU6-313P,Pseudogene,RNU6,0.7753188110951224,0.194999992847443,0.34,0,5.4672313724837505,-1.371996417867484
RNU6-314P,Pseudogene,RNU6,1.3693323002110775,-0.309499993920326,0.69,0,4.5348115955672466,8.028412088525949
RNU6-315P,Pseudogene,RNU6,1.0712442339467558,0.165999993681908,0,0,-0.27049248468063236,9.262331232202706
RNU6-316P,Pseudogene,RNU6,1.0712442339467558,-0.140000000596046,1.18,0,3.4667807613692485,10.01984809316462
RNU6-317P,Pseudogene,RNU6,1.168630073396461,0.118000000715256,0,0,6.007360080369493,0.8209463504678586
RNU6-318P,Pseudogene,RNU6,1.7198528345535296,0.239999994635582,0,0,-11.16694488178871,-3.646361604558768
RNU6-31P,Pseudogene,RNU6,0.9648411871405967,0.152999997138977,0,0,-11.103785892836074,-2.9228139074915074
RNU6-320P,Pseudogene,RNU6,1.081350311625499,0.30799999833107,0,0,0.17130529332973599,9.528941377771554
RNU6-321P,Pseudogene,RNU6,1.3107276504551504,0.44200000166893,0.24,0,0.5197815691313946,7.517504438532052
RNU6-322P,Pseudogene,RNU6,1.450071997760819,0.214000001549721,2.07,0,1.9898096119246684,7.139197096002755
RNU6-323P,Pseudogene,RNU6,1.330939805812636,0.263999998569489,0.36,0,6.665688136704942,1.1923948375112392
RNU6-324P,Pseudogene,RNU6,1.1796548854096351,-0.159999996423721,0,0,3.0124348198256694,9.179924234522042
RNU6-325P,Pseudogene,RNU6,1.455531848029243,0.30799999833107,0,0,1.8355918918929301,7.033779844415841
RNU6-326P,Pseudogene,RNU6,1.5906353776785165,0.197999998927116,0,0,5.9881783520064555,1.585259899271188
RNU6-327P,Pseudogene,RNU6,1.3674914463410033,0.0099999997764825,0.85,0,4.069293120988389,7.864257082117257
RNU6-329P,Pseudogene,RNU6,1.136168126913226,0.30799999833107,0,0,-0.5090066398300922,8.785633310449777
RNU6-32P,Pseudogene,RNU6,1.0712442339467558,0.342000007629395,0.04,0,-1.0136252845444478,8.763974413049874
RNU6-330P,Pseudogene,RNU6,1.0712442339467558,0.202000007033348,0,0,0.1731673126301968,9.284079774988351
RNU6-331P,Pseudogene,RNU6,1.006320340980286,0.30799999833107,0.22,0,-0.8641793335594928,9.64311812795466
RNU6-332P,Pseudogene,RNU6,1.0291639329499698,0.359999999403954,0,0,-0.2111875320591724,9.991494402063546
RNU6-333P,Pseudogene,RNU6,1.5257114847120463,0.0769999995827675,0,0,-11.852188488356093,-4.18128658853704
RNU6-334P,Pseudogene,RNU6,1.0215965510900435,-0.013499999884516,0,0,4.255707839616319,10.363618120325265
RNU6-335P,Pseudogene,RNU6,1.3217470422067643,-0.241999998688698,0.33,0,4.4604402576766216,8.13450406469172
RNU6-336P,Pseudogene,RNU6,1.201092019879696,0.232999995350838,0,0,7.225237468369981,0.5045166460401395
RNU6-337P,Pseudogene,RNU6,1.3107276504551504,-0.059000002220273,0,0,3.9974604641280376,8.363858446253
RNU6-338P,Pseudogene,RNU6,0.8931672703815808,0.118000000715256,0.29,0,5.288453200944444,0.3028272835141995
RNU6-339P,Pseudogene,RNU6,1.2335539663629311,-0.180999994277954,0,0,3.8604792152724468,8.826507791650949
RNU6-33P,Pseudogene,RNU6,1.4607875917455764,0.114000000059605,4.36,0,0.7713480388007367,6.629047140253244
RNU6-340P,Pseudogene,RNU6,1.266015912846166,-0.193000003695488,0,0,6.863679984696885,-0.8925993593805454
RNU6-341P,Pseudogene,RNU6,1.3748986916753505,0.167000003159046,0.33,0,1.3535742555937968,7.449485048425851
RNU6-342P,Pseudogene,RNU6,0.6345686269270847,0.30799999833107,0.27,0,1.0531927143416606,12.093661531580148
RNU6-343P,Pseudogene,RNU6,1.2357389050685337,-0.0880000032484531,3.69,0,2.7879427467665874,8.75873206533259
RNU6-344P,Pseudogene,RNU6,1.3142701576185425,0.305999994277954,0,0,0.620807388909837,7.555764421594796
RNU6-345P,Pseudogene,RNU6,0.9413964480138156,-0.0839999988675117,0,0,2.8902936970076762,10.64641402639216
RNU6-346P,Pseudogene,RNU6,0.938764398298959,0.193000003695488,3.65,0,0.6499892865500653,10.757547601831613
RNU6-347P,Pseudogene,RNU6,1.0254883474751486,-0.172000005841255,0,0,4.083934882768174,10.205051645410714
RNU6-348P,Pseudogene,RNU6,1.3634017522958712,-0.239999994635582,0,0,3.9428950344405376,8.247810110223947
RNU6-349P,Pseudogene,RNU6,1.4932495382288111,0.214000001549721,0,0,1.4689211641631328,-11.946754232274833
RNU6-351P,Pseudogene,RNU6,1.5977770059048282,0.30799999833107,0,0,2.297054628022691,6.491284116876779
RNU6-352P,Pseudogene,RNU6,0.8764725550473457,-0.185000002384186,0,0,3.211217979081651,11.071379884851632
RNU6-353P,Pseudogene,RNU6,1.6402300181390144,0.296000003814697,0,0,1.052621821054002,6.0531003323919155
RNU6-354P,Pseudogene,RNU6,1.266015912846166,-0.226999998092651,0.74,0,3.4664338623366557,8.766819223535714
RNU6-355P,Pseudogene,RNU6,1.1689422074972615,0.248500004410744,0.03,0,-0.035602792985061416,8.763053163660226
RNU6-356P,Pseudogene,RNU6,1.3958636987791062,0.211999997496605,0,0,1.4356130157790385,7.312154993189035
RNU6-358P,Pseudogene,RNU6,1.0188722936204702,0.239999994635582,1.17,0,-0.3720442260422504,10.116938814294992
RNU6-359P,Pseudogene,RNU6,1.2221321703780892,0.17399999499321,0,0,6.233022788651963,0.9295864848024228
RNU6-35P,Pseudogene,RNU6,0.9413964480138156,0.164000004529953,0,0,-1.0920530761399068,9.312975153101144
RNU6-360P,Pseudogene,RNU6,0.7681620220696289,0.0549999997019768,0,0,2.1685746704421245,11.22356246389216
RNU6-361P,Pseudogene,RNU6,1.006320340980286,0.279000014066696,0,0,-0.806144138685683,9.628824457300363
RNU6-362P,Pseudogene,RNU6,1.3893713094824591,-0.0684999991208315,0,0,6.86224041331627,-0.860549107419791
RNU6-363P,Pseudogene,RNU6,0.8270067318347971,0.136999994516373,0,0,1.095535615571519,11.274430498254953
RNU6-364P,Pseudogene,RNU6,1.4283256452623412,0.30799999833107,0,0,0.7711154018721783,6.436669572961984
RNU6-365P,Pseudogene,RNU6,1.6711777543303166,-0.0425000004470348,0,0,3.5334101711592876,6.719193205011544
RNU6-366P,Pseudogene,RNU6,0.7864365902730902,0.30799999833107,0,0,5.384605029710313,-1.28585828863317
RNU6-367P,Pseudogene,RNU6,1.3893713094824591,0.305000007152557,0,0,1.836062172540208,7.256867155206857
RNU6-369P,Pseudogene,RNU6,1.770767355222742,-0.122499998658895,0,0,-11.059177776686171,-3.6603367479913853
RNU6-370P,Pseudogene,RNU6,1.2357389050685337,0.282999992370605,0,0,6.228409389146348,0.9906546918279507
RNU6-371P,Pseudogene,RNU6,1.1899707974734026,-0.171499997377396,0,0,3.68102965701439,8.998744234216867
RNU6-373P,Pseudogene,RNU6,1.098737515151945,0.30799999833107,0,0,-0.3134129549183643,9.065157159937081
RNU6-375P,Pseudogene,RNU6,1.4935741576936437,-0.0370000004768372,0,0,0.5988943373046124,-12.718484655248465
RNU6-376P,Pseudogene,RNU6,0.9830457378413626,0.238000005483627,0,0,5.386587241776963,0.22448612726992156
RNU6-377P,Pseudogene,RNU6,0.885383677611371,0.0105000003241002,1.56,0,3.8421491180739604,10.737165674341378
RNU6-378P,Pseudogene,RNU6,1.266015912846166,0.30799999833107,0,0,-0.3251011575379169,7.261023267877755
RNU6-379P,Pseudogene,RNU6,1.0353488123547172,0.194999992847443,5.7,0,-11.125375172010878,-2.949797645437064
RNU6-37P,Pseudogene,RNU6,1.6880212171282214,-0.234999999403954,1.93,0,-11.057297130934218,-3.5967638643854283
RNU6-380P,Pseudogene,RNU6,1.5257114847120463,-0.116999998688698,0,0,3.482035497315904,6.902617677820382
RNU6-381P,Pseudogene,RNU6,1.5437458994249549,-0.140000000596046,0,0,3.9283782039962016,7.174804910791574
RNU6-382P,Pseudogene,RNU6,1.04858212036412,0.282999992370605,0,0,0.37551928509094357,9.595173105371652
RNU6-383P,Pseudogene,RNU6,0.6651245630501135,0.30799999833107,0,0,0.9641637002310955,12.141493066919503
RNU6-384P,Pseudogene,RNU6,1.2023405562828977,0.327500000596046,0.69,0,6.830919841416856,0.7168994208402016
RNU6-386P,Pseudogene,RNU6,0.6492389296647005,-0.0759999975562096,0,0,6.178042510636827,-1.7682011278741978
RNU6-387P,Pseudogene,RNU6,0.7608461932880134,0.214000001549721,0.73,0,5.388199428208848,-1.2932984980219029
RNU6-388P,Pseudogene,RNU6,0.860087001108189,-0.282000005245209,1.7,0,2.593345264085313,-15.897299543248954
