Gene,Gene_Type,Gene_group,enrichment_intergenic_dbsnp,PhyloP100_median,ENCODE_max,functional_probability,LLE1,LLE2
RNU6-206P,Pseudogene,RNU6,1.5363240441392578,-0.213500000536442,0,0,0.6693166597117115,0.12580868693293307
RNU6-207P,Pseudogene,RNU6,0.8764725550473457,0.30799999833107,0,0,-1.0748523043541938,0.09056253311117339
RNU6-208P,Pseudogene,RNU6,1.266015912846166,-0.144999995827675,0,0,-0.9393993313669798,0.1417959761633853
RNU6-209P,Pseudogene,RNU6,1.4932495382288111,0.30799999833107,0,0,-0.5468723248570082,0.08638372006326703
RNU6-20P,Pseudogene,RNU6,1.4607875917455764,-0.0610000006854534,0,0,1.442468325499438,0.1258936080773831
RNU6-210P,Pseudogene,RNU6,0.9140600720279336,0.202000007033348,0,0,1.0700334936357607,0.1262992302704151
RNU6-211P,Pseudogene,RNU6,1.330939805812636,0.470999985933304,0,0,-0.9679267060747112,0.11037480385077576
RNU6-212P,Pseudogene,RNU6,1.3693323002110775,0.214000001549721,0,0,-0.5609639273989943,0.07689272884609813
RNU6-213P,Pseudogene,RNU6,1.2023405562828977,0.303000003099442,1.13,0,-0.5729774869714862,0.12173267970935066
RNU6-214P,Pseudogene,RNU6,1.5581734311952813,0.30799999833107,0,0,-0.6540730317348303,0.09646234297810204
RNU6-215P,Pseudogene,RNU6,1.770767355222742,0.118000000715256,0,0,-0.15533577983607516,0.06620202844974864
RNU6-216P,Pseudogene,RNU6,1.2023405562828977,0.237000003457069,0.66,0,1.1848775743809954,0.12611661520577805
RNU6-217P,Pseudogene,RNU6,1.3359339514254416,0.30799999833107,0,0,-0.9645561872180022,0.10428021882602634
RNU6-218P,Pseudogene,RNU6,1.6209331943962024,0.30799999833107,0,0,0.9991058125986323,0.12578433179362838
RNU6-219P,Pseudogene,RNU6,1.0387822874635209,0.277999997138977,0,0,-1.0624641691015544,0.09538817052617064
RNU6-21P,Pseudogene,RNU6,1.7529451100946911,0.0769999995827675,0,0,-0.6861526972941127,0.0985867150580702
RNU6-220P,Pseudogene,RNU6,1.168630073396461,0.291999995708466,0,0,-0.3992028552194551,0.07336896336985324
RNU6-221P,Pseudogene,RNU6,0.8420432178681572,0.30799999833107,0,0,-0.21439796778839346,0.05708648030042008
RNU6-222P,Pseudogene,RNU6,1.5257114847120463,0.165500000119209,0,0,1.5919180925638676,0.12585926616873747
RNU6-223P,Pseudogene,RNU6,1.3634017522958712,-0.119999997317791,0,0,-0.804581337809041,0.07822212208357623
RNU6-224P,Pseudogene,RNU6,1.2335539663629311,0.30799999833107,0,0,-0.8028277185674173,0.08927515199588357
RNU6-225P,Pseudogene,RNU6,1.112845951769931,0.27700001001358,0,0,1.5090562790531146,0.12621158290044132
RNU6-226P,Pseudogene,RNU6,0.9413964480138156,0.239999994635582,0,0,-0.7475050621429372,0.06940444271718005
RNU6-227P,Pseudogene,RNU6,1.0116781379726645,0.331999987363815,1.17,0,-1.1564623720384202,0.10218016146811487
RNU6-228P,Pseudogene,RNU6,1.5728731805461804,0.214000001549721,9,0,-0.7965676551855743,0.10214847017312927
RNU6-229P,Pseudogene,RNU6,1.123756206199048,-0.0955000016838312,0,0,0.5431971332015977,0.1261624612932502
RNU6-22P,Pseudogene,RNU6,1.2335539663629311,0.146999999880791,0,0,-0.9025771654634258,0.16310844928146223
RNU6-230P,Pseudogene,RNU6,1.2691372538541694,-0.284999996423721,7.04,0,-1.2445464426577246,0.0964121181446318
RNU6-232P,Pseudogene,RNU6,0.7598124348732199,0.30799999833107,0.21,0,1.1063526166793718,0.12634853281453565
RNU6-233P,Pseudogene,RNU6,1.0592724522649954,0.152999997138977,0,0,2.6429692095939865,0.12634796182115604
RNU6-234P,Pseudogene,RNU6,0.7013653244983569,0.30799999833107,0.26,0,2.675631343702572e-4,0.019445755290164762
RNU6-235P,Pseudogene,RNU6,1.0712442339467558,0.19200000166893,0,0,-0.6539311334184036,0.11882475583241879
RNU6-236P,Pseudogene,RNU6,1.04858212036412,0.238000005483627,0,0,-0.6101476046921313,0.09884035379012694
RNU6-237P,Pseudogene,RNU6,1.2719596495261951,-0.150999993085861,0.85,0,-0.5704146621709054,0.056973091744318055
RNU6-238P,Pseudogene,RNU6,0.8192047815344689,0.303000003099442,0.09,0,-0.5070089311111035,0.07287189509397193
RNU6-239P,Pseudogene,RNU6,0.7367878156346375,0.214000001549721,0,0,-0.5453580633047022,0.04474183173897451
RNU6-23P,Pseudogene,RNU6,1.5581734311952813,0.118000000715256,0,0,1.5057754760791915,0.12581932329143375
RNU6-240P,Pseudogene,RNU6,1.1100647060298,0.28999999165535,0,0,-0.37337928728040726,0.05629358101281354
RNU6-241P,Pseudogene,RNU6,0.9685521147834452,0.261000007390976,0,0,-0.9045858614952573,0.08148713077840716
RNU6-242P,Pseudogene,RNU6,1.2335539663629311,0.261999994516373,0.1,0,-1.0506498528082342,0.10265891027495773
RNU6-243P,Pseudogene,RNU6,1.4283256452623412,0.0140000004321337,0,0,-0.3374495840251743,0.05612362883513564
RNU6-244P,Pseudogene,RNU6,1.3693323002110775,-0.351000010967255,0.55,0,-0.46408435733014647,0.04614549367611571
RNU6-245P,Pseudogene,RNU6,0.8440106085641107,0.30799999833107,0,0,1.2926945567565522,0.12631338862486222
RNU6-246P,Pseudogene,RNU6,1.103706180429991,0.30799999833107,0,0,-1.1631524074754194,0.10556696312241988
RNU6-247P,Pseudogene,RNU6,0.9089345015305808,0.0309999994933605,0.36,0,-0.9702319156348949,0.07365889289339177
RNU6-248P,Pseudogene,RNU6,1.5581734311952813,0.293000012636185,0,0,-0.34894566046326453,0.07676941221078486
RNU6-249P,Pseudogene,RNU6,1.464288389895729,0.0570000000298023,0,0,-0.4850913049151233,0.06979965086344775
RNU6-24P,Pseudogene,RNU6,1.4283256452623412,0.146999999880791,0,0,-0.9365438228346716,0.10088647056895356
RNU6-250P,Pseudogene,RNU6,1.1465685563690198,-0.275000005960464,0,0,0.2937205911141907,-0.03444107179039648
RNU6-251P,Pseudogene,RNU6,1.1021455099259891,0.0445000007748604,0,0,-1.1165812564657496,0.09262953642686088
RNU6-253P,Pseudogene,RNU6,1.5216923865760268,-0.090999998152256,0,0,-0.6834058395944757,0.07894501345303634
RNU6-254P,Pseudogene,RNU6,1.4932495382288111,0.149000003933907,0,0,-0.3675928925142124,0.06792722153180482
RNU6-256P,Pseudogene,RNU6,1.2532988616465484,0.150000005960464,0,0,-0.47836741941302463,0.06326495452147456
RNU6-257P,Pseudogene,RNU6,1.098737515151945,-0.0804999992251396,0,0,-0.8278691627801281,0.06873069524690706
RNU6-258P,Pseudogene,RNU6,0.997320989479983,0.0130000002682209,0,0,-0.46436893176703975,0.04333482733149337
RNU6-259P,Pseudogene,RNU6,0.8115486620808757,0.30799999833107,0,0,-1.155008826063488,0.09330478526591385
RNU6-260P,Pseudogene,RNU6,1.103706180429991,-0.0780000016093254,0,0,-0.5270157112845454,0.04910483241389563
RNU6-261P,Pseudogene,RNU6,1.2599690796777203,0.446000009775162,0,0,-0.33150486377184446,0.06730678126608479
RNU6-262P,Pseudogene,RNU6,1.4372806649818544,-0.263000011444092,0.79,0,-0.8851655652514097,0.08145987746275977
RNU6-263P,Pseudogene,RNU6,1.0387822874635209,0.30799999833107,0.33,0,-1.372770839633553,0.11522555355748154
RNU6-264P,Pseudogene,RNU6,1.001950463569081,0.301999986171722,0.69,0,0.9750078470365817,0.12617077860409356
RNU6-266P,Pseudogene,RNU6,0.9738583944970508,0.30799999833107,0,0,-0.8117852260054476,0.07769500853910542
RNU6-267P,Pseudogene,RNU6,1.5175172069589966,0.163000002503395,0,0,-0.503372348537849,0.07850020159120522
RNU6-268P,Pseudogene,RNU6,1.006320340980286,-0.0219999998807907,0,0,-1.0998243625651294,0.08446219748944565
RNU6-269P,Pseudogene,RNU6,1.145873244933987,-0.061999998986721,0,0,0.3562610279947881,-0.02816469530529572
RNU6-26P,Pseudogene,RNU6,1.5581734311952813,0.125,7.48,0,-0.902077953083149,0.10443902280570709
RNU6-270P,Pseudogene,RNU6,1.6540134636695942,-0.0480000004172325,0,0,-0.6140354990675022,0.08263017417676838
RNU6-271P,Pseudogene,RNU6,1.2901305016622835,0.164000004529953,0,0,-0.8789632124236114,0.0909738725693424
RNU6-272P,Pseudogene,RNU6,1.3025356026398056,-0.195000000298023,0.18,0,-0.6804751551313203,0.0639379459672064
RNU6-273P,Pseudogene,RNU6,1.3025356026398056,0.209000006318092,0,0,-0.30271208478434297,0.05731048799542548
RNU6-274P,Pseudogene,RNU6,1.3634017522958712,0.30799999833107,0,0,-0.7318057617796703,0.09125215925672898
RNU6-275P,Pseudogene,RNU6,1.266015912846166,0.130999997258186,5.87,0,-1.292435303164144,0.11473948893025267
RNU6-276P,Pseudogene,RNU6,1.0854463355331714,-0.0780000016093254,0,0,-0.7045143037311812,0.060048334053799515
RNU6-277P,Pseudogene,RNU6,1.1468866941482565,0.361999988555908,0,0,0.48186756228892197,-0.014938409606213388
RNU6-278P,Pseudogene,RNU6,1.0515883764431455,-0.317999988794327,0,0,0.27539272148636074,-0.04104453306764517
RNU6-279P,Pseudogene,RNU6,1.3412247789558394,0.063000001013279,0,0,-0.41812216221477455,0.059591877413616934
RNU6-27P,Pseudogene,RNU6,1.5581734311952813,0.214000001549721,0,0,-0.841333749174301,0.10423097898639089
RNU6-280P,Pseudogene,RNU6,1.77011248563871,0.282999992370605,0,0,-0.4511854709829643,0.09376293128665514
RNU6-281P,Pseudogene,RNU6,1.112845951769931,-0.104999996721745,0,0,-0.8125413150352873,0.06742155389617548
RNU6-282P,Pseudogene,RNU6,1.5512398115580857,0.30799999833107,1.15,0,-0.5782351118677616,0.09135946079723818
RNU6-283P,Pseudogene,RNU6,1.266015912846166,0.28099998831749,0,0,-0.8662299741649714,0.09368392116223333
RNU6-284P,Pseudogene,RNU6,0.9175093553186052,-0.0554999988526106,0,0,-0.6730905188266277,0.050378357441090565
RNU6-285P,Pseudogene,RNU6,1.146231330323029,0.30799999833107,0.73,0,-0.7719477162307635,0.08310458853138661
RNU6-286P,Pseudogene,RNU6,0.6817008761479356,-0.157000005245209,0,0,-0.7493681158591897,0.038284387380602934
RNU6-287P,Pseudogene,RNU6,1.098737515151945,-0.271999999880791,0,0,-0.600446480675502,0.08185683819177801
RNU6-288P,Pseudogene,RNU6,1.1021455099259891,0.277999997138977,0.22,0,-0.5736549752877746,0.06764941166483081
RNU6-289P,Pseudogene,RNU6,1.4932495382288111,0.30799999833107,0,0,-0.7095551480397235,0.09660311455671652
RNU6-28P,Pseudogene,RNU6,1.330939805812636,0.146999999880791,0.67,0,-0.7947722769316139,0.14661560911222654
RNU6-290P,Pseudogene,RNU6,0.997320989479983,0.301999986171722,0.07,0,-0.506945301041982,0.09422560037286463
RNU6-291P,Pseudogene,RNU6,1.5257114847120463,0.214000001549721,0.36,0,-0.5971396373907019,0.08710872970162631
RNU6-293P,Pseudogene,RNU6,0.950277546579984,0.146999999880791,0,0,-0.7567849717520752,0.06652624951854154
RNU6-294P,Pseudogene,RNU6,1.0897029878293798,0.446000009775162,0,0,-0.7398292923178047,0.08363648739660068
RNU6-295P,Pseudogene,RNU6,1.001950463569081,-0.0765000022947788,0,0,-1.122144310506193,0.08365021890691267
RNU6-296P,Pseudogene,RNU6,1.2335539663629311,-0.025000000372529,0,0,-0.7724785144600762,0.07374405044153891
RNU6-297P,Pseudogene,RNU6,1.2335539663629311,0.28099998831749,0,0,-0.6670973546536021,0.0798042145742041
RNU6-298P,Pseudogene,RNU6,1.2663540581220332,0.214000001549721,2.83,0,-0.9551625091949112,0.1693205245799201
RNU6-299P,Pseudogene,RNU6,1.146231330323029,-0.042000001296401,0.73,0,-0.7395525716001953,0.06673928311253607
RNU6-300P,Pseudogene,RNU6,0.9351537659978092,-0.212999999523163,0,0,-0.48100040639022607,0.03179196034245362
RNU6-301P,Pseudogene,RNU6,1.0712442339467558,-0.101000003516674,0.36,0,-0.8791794199012517,0.06998054512579076
RNU6-302P,Pseudogene,RNU6,1.4283256452623412,-0.212999999523163,2.66,0,-0.430338837077505,0.052266475174415405
RNU6-304P,Pseudogene,RNU6,1.4283256452623412,0.194999992847443,0,0,-0.6199572482795227,0.12942696515422
RNU6-306P,Pseudogene,RNU6,1.3958636987791062,0.28099998831749,0.67,0,-0.46317789394353553,0.10556687457371633
RNU6-307P,Pseudogene,RNU6,0.8847411640572264,-0.016499999910593,0,0,-0.5514267980018339,0.06075817307311811
RNU6-308P,Pseudogene,RNU6,1.2335539663629311,-0.356000006198883,0.26,0,-0.7726718506609523,0.0605492461644762
RNU6-309P,Pseudogene,RNU6,1.1468866941482565,0.356000006198883,0,0,-0.6379183584978766,0.07687191508801297
RNU6-30P,Pseudogene,RNU6,1.103706180429991,0.239999994635582,0.09,0,-1.087165999613109,0.09816408889679634
RNU6-310P,Pseudogene,RNU6,1.3634017522958712,0.347000002861023,1.38,0,-1.004176836860175,0.10962590881654696
RNU6-311P,Pseudogene,RNU6,1.191862642938384,0.305999994277954,0,0,-0.7839738488054707,0.08608075364132586
RNU6-312P,Pseudogene,RNU6,0.4220053042820553,0.0109999999403954,11.55,0,-1.0130797590199705,0.05417209816006878
RNU6-313P,Pseudogene,RNU6,0.7753188110951224,0.194999992847443,0.34,0,-0.20538507680142476,0.04247857628456635
RNU6-314P,Pseudogene,RNU6,1.3693323002110775,-0.309499993920326,0.69,0,-0.38155708491489265,0.042335357083280525
RNU6-315P,Pseudogene,RNU6,1.0712442339467558,0.165999993681908,0,0,-0.9495575350949366,0.08539282334988335
RNU6-316P,Pseudogene,RNU6,1.0712442339467558,-0.140000000596046,1.18,0,-0.7292539090909825,0.05848002526209305
RNU6-317P,Pseudogene,RNU6,1.168630073396461,0.118000000715256,0,0,-0.7920857141978813,0.11407344501884802
RNU6-318P,Pseudogene,RNU6,1.7198528345535296,0.239999994635582,0,0,1.2940235208254245,0.12573031376188146
RNU6-31P,Pseudogene,RNU6,0.9648411871405967,0.152999997138977,0,0,1.6924537558427468,0.1261797981027467
RNU6-320P,Pseudogene,RNU6,1.081350311625499,0.30799999833107,0,0,-0.8115010437918804,0.0826129605326174
RNU6-321P,Pseudogene,RNU6,1.3107276504551504,0.44200000166893,0.24,0,-0.8200904572726517,0.09922582116696343
RNU6-322P,Pseudogene,RNU6,1.450071997760819,0.214000001549721,2.07,0,-0.44674504752997307,0.07377733744655753
RNU6-323P,Pseudogene,RNU6,1.330939805812636,0.263999998569489,0.36,0,-0.518773234726045,0.11560127602572086
RNU6-324P,Pseudogene,RNU6,1.1796548854096351,-0.159999996423721,0,0,-0.9120045621671695,0.07500584214229472
RNU6-325P,Pseudogene,RNU6,1.455531848029243,0.30799999833107,0,0,-0.49054943196936096,0.0810172562419433
RNU6-326P,Pseudogene,RNU6,1.5906353776785165,0.197999998927116,0,0,-0.8267699027365848,0.16348226562781806
RNU6-327P,Pseudogene,RNU6,1.3674914463410033,0.0099999997764825,0.85,0,-0.42136144045941293,0.05867681372192018
RNU6-329P,Pseudogene,RNU6,1.136168126913226,0.30799999833107,0,0,-0.9657437317768571,0.09452635869152955
RNU6-32P,Pseudogene,RNU6,1.0712442339467558,0.342000007629395,0.04,0,-1.3871296276498315,0.1181207171969035
RNU6-330P,Pseudogene,RNU6,1.0712442339467558,0.202000007033348,0,0,-0.7888404470053293,0.07681576596611132
RNU6-331P,Pseudogene,RNU6,1.006320340980286,0.30799999833107,0.22,0,-1.0926291791364062,0.09691433855668434
RNU6-332P,Pseudogene,RNU6,1.0291639329499698,0.359999999403954,0,0,-0.9009919954843385,0.08729862057875856
RNU6-333P,Pseudogene,RNU6,1.5257114847120463,0.0769999995827675,0,0,0.9854781503721823,0.1258110675690506
RNU6-334P,Pseudogene,RNU6,1.0215965510900435,-0.013499999884516,0,0,-0.3992401728618683,0.03898217501434935
RNU6-335P,Pseudogene,RNU6,1.3217470422067643,-0.241999998688698,0.33,0,-0.4827925203582186,0.04965180608204064
RNU6-336P,Pseudogene,RNU6,1.201092019879696,0.232999995350838,0,0,-0.4081921358165814,0.08427329623841057
RNU6-337P,Pseudogene,RNU6,1.3107276504551504,-0.059000002220273,0,0,-0.5642249053877126,0.06229877430312434
RNU6-338P,Pseudogene,RNU6,0.8931672703815808,0.118000000715256,0.29,0,-0.7294158113984403,0.1037105257410897
RNU6-339P,Pseudogene,RNU6,1.2335539663629311,-0.180999994277954,0,0,-0.6345740288149341,0.05823739838731693
RNU6-33P,Pseudogene,RNU6,1.4607875917455764,0.114000000059605,4.36,0,-1.080802302636732,0.11059388670471401
RNU6-340P,Pseudogene,RNU6,1.266015912846166,-0.193000003695488,0,0,-1.158510805990575,0.17167811090308208
RNU6-341P,Pseudogene,RNU6,1.3748986916753505,0.167000003159046,0.33,0,-0.6020290583478601,0.07774991184831503
RNU6-342P,Pseudogene,RNU6,0.6345686269270847,0.30799999833107,0.27,0,-0.9317218258094376,0.07107822254494955
RNU6-343P,Pseudogene,RNU6,1.2357389050685337,-0.0880000032484531,3.69,0,-1.0689373639880668,0.09082157119069306
RNU6-344P,Pseudogene,RNU6,1.3142701576185425,0.305999994277954,0,0,-0.7780658030199451,0.09151361021850513
RNU6-345P,Pseudogene,RNU6,0.9413964480138156,-0.0839999988675117,0,0,-0.8739403891210712,0.0641659512009653
RNU6-346P,Pseudogene,RNU6,0.938764398298959,0.193000003695488,3.65,0,-0.6526578898759862,0.060918744368530224
RNU6-347P,Pseudogene,RNU6,1.0254883474751486,-0.172000005841255,0,0,-0.5148738703185236,0.04043843803512854
RNU6-348P,Pseudogene,RNU6,1.3634017522958712,-0.239999994635582,0,0,-0.622289801423459,0.06103086311242826
RNU6-349P,Pseudogene,RNU6,1.4932495382288111,0.214000001549721,0,0,0.4584790639881741,-9.98717672694347e-4
RNU6-351P,Pseudogene,RNU6,1.5977770059048282,0.30799999833107,0,0,-0.3368843335670332,0.07881510977236439
RNU6-352P,Pseudogene,RNU6,0.8764725550473457,-0.185000002384186,0,0,-0.682255912241865,0.04381110590894501
RNU6-353P,Pseudogene,RNU6,1.6402300181390144,0.296000003814697,0,0,-0.9780274895441718,0.12086417107914055
RNU6-354P,Pseudogene,RNU6,1.266015912846166,-0.226999998092651,0.74,0,-0.7144907927440022,0.06323682070137233
RNU6-355P,Pseudogene,RNU6,1.1689422074972615,0.248500004410744,0.03,0,-0.8571803414807677,0.08724599517490088
RNU6-356P,Pseudogene,RNU6,1.3958636987791062,0.211999997496605,0,0,-0.6282412863100587,0.08241430570121597
RNU6-358P,Pseudogene,RNU6,1.0188722936204702,0.239999994635582,1.17,0,-0.9635849108164161,0.08663067037850262
RNU6-359P,Pseudogene,RNU6,1.2221321703780892,0.17399999499321,0,0,-0.6677637584147008,0.11922822061390409
RNU6-35P,Pseudogene,RNU6,0.9413964480138156,0.164000004529953,0,0,-1.374395025425321,0.1063796401357873
RNU6-360P,Pseudogene,RNU6,0.7681620220696289,0.0549999997019768,0,0,-1.1833811804862544,0.08295359274214238
RNU6-361P,Pseudogene,RNU6,1.006320340980286,0.279000014066696,0,0,-1.0791646971166078,0.094833521740763
RNU6-362P,Pseudogene,RNU6,1.3893713094824591,-0.0684999991208315,0,0,-0.9050012930813789,0.1686932025871024
RNU6-363P,Pseudogene,RNU6,0.8270067318347971,0.136999994516373,0,0,-0.6075359638550756,0.049768129692424806
RNU6-364P,Pseudogene,RNU6,1.4283256452623412,0.30799999833107,0,0,-0.8480366318913887,0.10185948559470642
RNU6-365P,Pseudogene,RNU6,1.6711777543303166,-0.0425000004470348,0,0,-0.28674167943766937,0.06153501677518866
RNU6-366P,Pseudogene,RNU6,0.7864365902730902,0.30799999833107,0,0,-0.20142990542837189,0.04471846651215859
RNU6-367P,Pseudogene,RNU6,1.3893713094824591,0.305000007152557,0,0,-0.4900293597580248,0.07752243183338257
RNU6-369P,Pseudogene,RNU6,1.770767355222742,-0.122499998658895,0,0,1.0868826865742527,0.12570893981973447
RNU6-370P,Pseudogene,RNU6,1.2357389050685337,0.282999992370605,0,0,-0.6218137152040603,0.11324762730237925
RNU6-371P,Pseudogene,RNU6,1.1899707974734026,-0.171499997377396,0,0,-0.6933962835753211,0.0605407074863495
RNU6-373P,Pseudogene,RNU6,1.098737515151945,0.30799999833107,0,0,-0.9052750646583684,0.08927178853929636
RNU6-375P,Pseudogene,RNU6,1.4935741576936437,-0.0370000004768372,0,0,0.38541168787288155,-0.008083159757078576
RNU6-376P,Pseudogene,RNU6,0.9830457378413626,0.238000005483627,0,0,-0.6611850969504698,0.09572379717886446
RNU6-377P,Pseudogene,RNU6,0.885383677611371,0.0105000003241002,1.56,0,-0.5044163499128098,0.03988055382752297
RNU6-378P,Pseudogene,RNU6,1.266015912846166,0.30799999833107,0,0,-1.0412359463609824,0.1056709433841252
RNU6-379P,Pseudogene,RNU6,1.0353488123547172,0.194999992847443,5.7,0,1.5683079082003366,0.12613969069901
RNU6-37P,Pseudogene,RNU6,1.6880212171282214,-0.234999999403954,1.93,0,1.236787937783761,0.1256905068860262
RNU6-380P,Pseudogene,RNU6,1.5257114847120463,-0.116999998688698,0,0,-0.6517452920213442,0.0756854487801769
RNU6-381P,Pseudogene,RNU6,1.5437458994249549,-0.140000000596046,0,0,-0.4486321041839254,0.06183409052872709
RNU6-382P,Pseudogene,RNU6,1.04858212036412,0.282999992370605,0,0,-0.7496885655457075,0.07633927594101711
RNU6-383P,Pseudogene,RNU6,0.6651245630501135,0.30799999833107,0,0,-1.0831658790232452,0.08275924672597709
RNU6-384P,Pseudogene,RNU6,1.2023405562828977,0.327500000596046,0.69,0,-0.547849790156679,0.08496505311068765
RNU6-386P,Pseudogene,RNU6,0.6492389296647005,-0.0759999975562096,0,0,-0.44743192084358047,0.032504807890104244
RNU6-387P,Pseudogene,RNU6,0.7608461932880134,0.214000001549721,0.73,0,-0.2823421910768075,0.04780522602166792
RNU6-388P,Pseudogene,RNU6,0.860087001108189,-0.282000005245209,1.7,0,0.27450468775999015,-0.050962157700148
RNU6-389P,Pseudogene,RNU6,1.0254883474751486,-0.172000005841255,0.31,0,0.3164840653453214,-0.03822283858701011
RNU6-38P,Pseudogene,RNU6,1.2335539663629311,0.214000001549721,0,0,-1.0706553386173832,0.1021780459668787
RNU6-390P,Pseudogene,RNU6,1.0116781379726645,0.279000014066696,0,0,-0.5968163554659348,0.06494798093419861
RNU6-391P,Pseudogene,RNU6,0.7681620220696289,0.287000000476837,0,0,-0.5720907107724792,0.061811818128935735
RNU6-392P,Pseudogene,RNU6,1.272444021060668,-0.238000005483627,0,0,-0.4715575655519389,0.04673872319153163
RNU6-393P,Pseudogene,RNU6,0.9413964480138156,0.20100000500679,0,0,-1.318789068596355,0.10428574400019866
RNU6-394P,Pseudogene,RNU6,1.103706180429991,0.0149999996647239,0,0,0.3762789115111575,-0.028221558129449226
RNU6-395P,Pseudogene,RNU6,0.8192047815344689,0.296999990940094,0.32,0,-0.45757287940269326,0.07826683073283981
RNU6-396P,Pseudogene,RNU6,1.2570502323888917,0.261999994516373,8.18,0,-0.5883582247395748,0.07521464571583228
RNU6-398P,Pseudogene,RNU6,1.3065188919445143,-0.180000007152557,0,0,-0.8623931206598887,0.07688682224735642
RNU6-399P,Pseudogene,RNU6,1.2405100977521957,-0.14750000089407,0,0,-0.5751913463772778,0.05601398426906572
RNU6-3P,Pseudogene,RNU6,1.168630073396461,0.172999992966652,1.75,0,-1.2452961977034354,0.10834531191833338
RNU6-400P,Pseudogene,RNU6,1.4090322242392863,0.319000005722046,0,0,-0.6603590001875952,0.08960442075107122
RNU6-401P,Pseudogene,RNU6,1.230172513604261,-0.0245000002905726,0,0,-0.5361401025001367,0.058156988461121314
RNU6-402P,Pseudogene,RNU6,1.2140137655671974,-0.150000005960464,0,0,-0.7360249080398895,0.0653058309903481
RNU6-403P,Pseudogene,RNU6,0.801560370855265,-0.0600000005215406,0,0,-0.779961450312367,0.05185216818291494
RNU6-405P,Pseudogene,RNU6,1.23148820613218,0.347000002861023,0,0,1.1491713158438641,0.1261007562330376
RNU6-406P,Pseudogene,RNU6,1.5581734311952813,0.293000012636185,0,0,0.7818515439589554,0.12592400669565992
RNU6-407P,Pseudogene,RNU6,1.2357389050685337,0.114000000059605,0.38,0,-0.4034559765724629,0.0889204045177779
RNU6-408P,Pseudogene,RNU6,1.3893713094824591,0.152999997138977,0,0,-0.4801825350270659,0.0699709298255952
RNU6-409P,Pseudogene,RNU6,1.1689422074972615,0.20100000500679,0.25,0,-0.8050299499956789,0.08217739679357068
RNU6-40P,Pseudogene,RNU6,1.330939805812636,0.118000000715256,0,0,-1.3064004093017239,0.11836085964487095
RNU6-410P,Pseudogene,RNU6,1.266015912846166,-0.0740000009536743,0,0,-0.29394106992279423,0.04151676080790086
RNU6-411P,Pseudogene,RNU6,1.3958636987791062,0.30799999833107,0.09,0,-0.9186116818905911,0.104586197856423
RNU6-412P,Pseudogene,RNU6,1.2124230766710138,0.30799999833107,0,0,-0.5373263168450213,0.07191548384815377
RNU6-413P,Pseudogene,RNU6,1.168630073396461,0.090999998152256,0,0,-0.6151774822843258,0.06534172466107671
RNU6-414P,Pseudogene,RNU6,0.7013653244983569,0.123000003397465,0,0,-1.1760752113747777,0.08277756064860364
RNU6-415P,Pseudogene,RNU6,1.4681500950716708,0.277999997138977,0.99,0,-0.32395639996870645,0.07002969725606775
RNU6-416P,Pseudogene,RNU6,0.9779555333735755,0.202999994158745,0,0,-0.3915962084240687,0.09706137733523346
RNU6-418P,Pseudogene,RNU6,0.9738583944970508,-0.0700000002980232,5.48,0,-1.0029290905867905,0.07478886164432146
RNU6-419P,Pseudogene,RNU6,1.433478335180315,0.347000002861023,0,0,-0.34613882359001874,0.0828089048659781
RNU6-41P,Pseudogene,RNU6,1.2335539663629311,0.0549999997019768,0,0,1.4335649244306348,0.12597305194306094
RNU6-420P,Pseudogene,RNU6,1.298477859329401,0.361000001430511,0,0,-0.7105680181700754,0.08874555668426178
RNU6-421P,Pseudogene,RNU6,1.201092019879696,0.003000000026077,0.08,0,0.8947399552207534,0.12610705958173607
RNU6-422P,Pseudogene,RNU6,0.9738583944970508,-0.138999998569489,0,0,-0.8008267671960164,0.05857674998656388
RNU6-424P,Pseudogene,RNU6,0.5623645776476621,0.130999997258186,0,0,-0.6010506263924867,0.036347980636975
RNU6-425P,Pseudogene,RNU6,0.7491708041326987,-0.046000000089407,0,0,-0.4561572649639144,0.046773708338883606
RNU6-426P,Pseudogene,RNU6,1.217490322742361,0.115000002086163,0,0,0.41266844843861406,-0.018910504513529738
RNU6-428P,Pseudogene,RNU6,1.0387822874635209,0.30799999833107,0,0,-0.9949773947062809,0.09204119020180028
RNU6-429P,Pseudogene,RNU6,1.3829390349015218,-0.222000002861023,0,0,-0.9458899876075711,0.08453677072823731
RNU6-430P,Pseudogene,RNU6,1.6880212171282214,-0.143999993801117,0.47,0,-0.10897396956528582,0.12591101013420503
RNU6-431P,Pseudogene,RNU6,1.3958636987791062,0.30799999833107,0,0,-1.0095049949765937,0.11025728927031744
RNU6-432P,Pseudogene,RNU6,1.115321005318488,-0.230000004172325,0,0,-0.533446971957567,0.043792519020436474
RNU6-433P,Pseudogene,RNU6,0.801560370855265,-0.188500002026558,0,0,-0.6295134682351824,0.08910150513781968
RNU6-434P,Pseudogene,RNU6,0.7466247691144057,0.20100000500679,0.06,0,-1.2816282062721724,0.16402174106227355
RNU6-435P,Pseudogene,RNU6,1.157809424568716,0.0189999993890524,0,0,-0.7379042414732102,0.12595367010261183
RNU6-436P,Pseudogene,RNU6,0.5484360432167602,0.325499996542931,0,0,-0.9477316341905808,0.07000834040886197
RNU6-438P,Pseudogene,RNU6,0.910510324175398,-0.068000003695488,0,0,-0.7180424047134736,0.05258890467329542
