Gene,Gene_Type,Gene_group,enrichment_intergenic_dbsnp,PhyloP100_median,ENCODE_max,functional_probability,UMAP1,UMAP2
RNU6-146P,Pseudogene,RNU6,1.2542935432827758,-0.191500000655651,11.35,0,4.017802143332972,6.652305714323316
RNU6-147P,Pseudogene,RNU6,1.201092019879696,0.168999999761581,0.36,0,5.310158634421839,-2.1956943352677483
RNU6-148P,Pseudogene,RNU6,1.145492303030751,0.446000009775162,0,0,0.557663386551155,9.606653801634106
RNU6-14P,Pseudogene,RNU6,1.507336798023423,-0.1875,0,0,3.009855175254358,6.396638504698072
RNU6-150P,Pseudogene,RNU6,1.1334344893146375,-0.212999999523163,0,0,5.175278091666712,6.7446800391219
RNU6-151P,Pseudogene,RNU6,0.7466247691144057,-0.261999994516373,1.33,0,5.294597530601038,9.275597206785474
RNU6-152P,Pseudogene,RNU6,1.006320340980286,0.305000007152557,0,0,6.1484073641276495,-1.302191265390124
RNU6-153P,Pseudogene,RNU6,1.1021455099259891,-0.157000005245209,0,0,5.3015092852091925,6.912937752439771
RNU6-154P,Pseudogene,RNU6,0.9830457378413626,0.30799999833107,0,0,0.8883723261332644,10.360934845640454
RNU6-155P,Pseudogene,RNU6,1.1114970475859671,-0.184499993920326,0,0,7.760439300773157,-3.4287198861100334
RNU6-156P,Pseudogene,RNU6,0.9089345015305808,-0.319000005722046,0,0,1.2178231718516481,-13.539877303407398
RNU6-157P,Pseudogene,RNU6,0.7141628226311706,0.437999993562698,0,0,3.840698385474695,10.92309343023518
RNU6-158P,Pseudogene,RNU6,0.7641542202153526,0.305000007152557,0,0,3.6392899992442262,11.016450516416821
RNU6-159P,Pseudogene,RNU6,1.1796548854096351,0.0065000001341104,0,0,5.308602714774622,6.637639633848463
RNU6-15P,Pseudogene,RNU6,1.6555592706449864,0,0,0,1.8500656130290163,4.834510914518629
RNU6-160P,Pseudogene,RNU6,1.0387822874635209,0.293000012636185,0,0,1.4600885751223696,10.05651628179768
RNU6-161P,Pseudogene,RNU6,1.2124230766710138,-0.148499999195337,0,0,4.175265693900599,6.676549545957838
RNU6-162P,Pseudogene,RNU6,0.5395616735854211,0.0230000000447035,0,0,4.97073116326095,10.006928078367505
RNU6-163P,Pseudogene,RNU6,1.081350311625499,-0.0499999988824129,0,0,4.730870628592982,7.536652199461256
RNU6-164P,Pseudogene,RNU6,1.4837946023599078,0.159999996423721,0,0,0.7080787586546077,5.900019280149732
RNU6-165P,Pseudogene,RNU6,1.0174688882573566,-0.157000005245209,0,0,0.5473545657968654,-12.972173102662769
RNU6-166P,Pseudogene,RNU6,1.298477859329401,0.30799999833107,0.26,0,-0.046293532612310506,7.538817040159498
RNU6-167P,Pseudogene,RNU6,1.1796548854096351,-0.155500002205372,0,0,4.4128679277873175,6.612926117613111
RNU6-168P,Pseudogene,RNU6,0.825369094742055,-0.136000007390976,0,0,5.2705902101969855,8.968348137571606
RNU6-169P,Pseudogene,RNU6,1.136168126913226,-0.241999998688698,0,0,-11.167230701210485,-2.424653180406298
RNU6-16P,Pseudogene,RNU6,1.4283256452623412,0.0549999997019768,0,0,-0.48154995417832003,6.968863598539625
RNU6-170P,Pseudogene,RNU6,1.5363240441392578,0.284000009298325,0,0,4.530098104712977,-1.5182643015839716
RNU6-171P,Pseudogene,RNU6,0.7790867155976406,-0.118000000715256,5.48,0,7.653894806144251,-2.3807236035325188
RNU6-172P,Pseudogene,RNU6,1.419250262374555,-0.112999998033047,0,0,2.7431823255992067,5.492146603300367
RNU6-173P,Pseudogene,RNU6,1.2023405562828977,-0.325499996542931,0,0,4.115720892188563,7.043083779051099
RNU6-174P,Pseudogene,RNU6,1.2124230766710138,-0.133500002324581,4.71,0,4.100904369590296,6.749543778135572
RNU6-175P,Pseudogene,RNU6,0.7141628226311706,0.305000007152557,0,0,3.8484467508769167,11.083377472593579
RNU6-176P,Pseudogene,RNU6,0.9593278089283648,0.266999989748001,0,0,2.7809528353190553,10.291699043943677
RNU6-177P,Pseudogene,RNU6,1.0687471611403534,0.279000014066696,0,0,1.883966231582178,8.950034729673657
RNU6-178P,Pseudogene,RNU6,0.9017554172121732,0.307000011205673,0.25,0,-10.840029811623083,-1.2267001946427485
RNU6-179P,Pseudogene,RNU6,0.6167769831814656,0.293000012636185,0,0,-10.3085947988057,-2.141269572541918
RNU6-17P,Pseudogene,RNU6,1.3958636987791062,0.0549999997019768,0,0,-0.447404241325842,7.012877575590406
RNU6-180P,Pseudogene,RNU6,0.7402388124291791,-0.214000001549721,0,0,5.292097950217737,9.278605095579419
RNU6-181P,Pseudogene,RNU6,1.0387822874635209,0.282999992370605,1.01,0,-11.138458347084509,-1.134014733598437
RNU6-182P,Pseudogene,RNU6,0.6946856547412297,-0.0339999999850988,1.37,0,5.100366020438685,9.55041562719563
RNU6-183P,Pseudogene,RNU6,1.0736051027819002,0.105999998748302,0,0,0.9497841837382449,9.801464668943677
RNU6-184P,Pseudogene,RNU6,0,0.242499999701977,0,0.26,5.353570842978968,10.9521356741927
RNU6-185P,Pseudogene,RNU6,1.5906353776785165,0.188999995589256,1.33,0,1.037496948478235,5.403779141142164
RNU6-187P,Pseudogene,RNU6,0.7864365902730902,0.221499994397163,0,0,3.549985790488733,10.870949379637036
RNU6-188P,Pseudogene,RNU6,1.330939805812636,0.30799999833107,0.71,0,-0.08415344929932222,7.333237282469068
RNU6-189P,Pseudogene,RNU6,1.2036632631654969,-0.111000001430511,0,0,5.014396095511927,6.5154467741988045
RNU6-18P,Pseudogene,RNU6,0.1947716788994101,0.0850000008940697,0,0.26,5.225254917380823,10.921934715940747
RNU6-190P,Pseudogene,RNU6,1.464288389895729,0.446000009775162,1.43,0,1.1393475177264345,6.1739293257735115
RNU6-191P,Pseudogene,RNU6,1.2563463968724369,0.177999995648861,0,0,1.7711198570704592,7.2595359007857185
RNU6-192P,Pseudogene,RNU6,0.9030913511635984,0.325000002980232,0,0,-10.761569118263708,-1.4088846524216792
RNU6-193P,Pseudogene,RNU6,1.266015912846166,-0.046000000089407,0,0,7.161411190269007,-2.9523569424607414
RNU6-194P,Pseudogene,RNU6,2.2163780413172565,0.0120000001043081,0,0.51,-12.509335613014684,-0.8868686039902827
RNU6-195P,Pseudogene,RNU6,1.115321005318488,-0.225999996066093,0.62,0,7.7478312494731085,-3.495374329850878
RNU6-196P,Pseudogene,RNU6,1.168630073396461,-0.268999993801117,0.3,0,3.901045704123987,7.341989151670728
RNU6-197P,Pseudogene,RNU6,0.6599513720041681,0.347000002861023,0,0,4.017807388541712,10.910664192869458
RNU6-198P,Pseudogene,RNU6,1.5697223929248938,0.311000004410744,0,0,0.9139312150454654,5.631757847502027
RNU6-199P,Pseudogene,RNU6,1.298477859329401,0.152999997138977,0.35,0,4.935073280570521,-1.9287532647111079
RNU6-19P,Pseudogene,RNU6,1.330939805812636,0.215000003576279,0.56,0,-0.45761439776657686,7.3646751563094
RNU6-2,Functional,RNU6,4.122667203370849,2.47699999809265,0.98,0.98,-5.532825565102087,-4.363980181977953
RNU6-200P,Pseudogene,RNU6,1.330939805812636,0.23199999332428,0,0,0.44561626934768095,7.4879223029158455
RNU6-201P,Pseudogene,RNU6,1.6513019661881687,0.30799999833107,0.65,0,5.343860054252161,-4.60212696389934
RNU6-202P,Pseudogene,RNU6,0.9407201574620816,0.87950000166893,0,0.55,1.2446597459292543,-9.064131148622241
RNU6-203P,Pseudogene,RNU6,0.801560370855265,0.30799999833107,0,0,2.900980139014734,11.161105744077954
RNU6-204P,Pseudogene,RNU6,1.298477859329401,-0.237000003457069,0.26,0,3.7638956549143923,6.4592710654280525
RNU6-205P,Pseudogene,RNU6,0.6817008761479356,0.30799999833107,0,0,3.9854141714549196,11.052857987119946
RNU6-206P,Pseudogene,RNU6,1.5363240441392578,-0.213500000536442,0,0,-11.648182010414587,-1.8688777764298579
RNU6-207P,Pseudogene,RNU6,0.8764725550473457,0.30799999833107,0,0,2.7679592611765993,11.043818108274731
RNU6-208P,Pseudogene,RNU6,1.266015912846166,-0.144999995827675,0,0,7.204079056022181,-2.865082867906298
RNU6-209P,Pseudogene,RNU6,1.4932495382288111,0.30799999833107,0,0,0.9785205366587771,5.929283253385816
RNU6-20P,Pseudogene,RNU6,1.4607875917455764,-0.0610000006854534,0,0,-12.127228832008825,-0.5111910779931208
RNU6-210P,Pseudogene,RNU6,0.9140600720279336,0.202000007033348,0,0,-10.5270424840474,-2.1634942372300285
RNU6-211P,Pseudogene,RNU6,1.330939805812636,0.470999985933304,0,0,-0.06740162348984347,7.259569756223951
RNU6-212P,Pseudogene,RNU6,1.3693323002110775,0.214000001549721,0,0,1.198804402587427,6.834347359373365
RNU6-213P,Pseudogene,RNU6,1.2023405562828977,0.303000003099442,1.13,0,5.214276695487513,-1.7250150521256586
RNU6-214P,Pseudogene,RNU6,1.5581734311952813,0.30799999833107,0,0,0.721760960159315,5.7825742880843025
RNU6-215P,Pseudogene,RNU6,1.770767355222742,0.118000000715256,0,0,1.4680736305689943,5.012204758360181
RNU6-216P,Pseudogene,RNU6,1.2023405562828977,0.237000003457069,0.66,0,-12.493329143288122,-1.6830421765305659
RNU6-217P,Pseudogene,RNU6,1.3359339514254416,0.30799999833107,0,0,-0.1904905793690549,7.313892952635084
RNU6-218P,Pseudogene,RNU6,1.6209331943962024,0.30799999833107,0,0,-12.37742147422074,-1.409373768136706
RNU6-219P,Pseudogene,RNU6,1.0387822874635209,0.277999997138977,0,0,0.8630365374064578,10.237093559934888
RNU6-21P,Pseudogene,RNU6,1.7529451100946911,0.0769999995827675,0,0,1.5907335522151125,4.81412755651692
RNU6-220P,Pseudogene,RNU6,1.168630073396461,0.291999995708466,0,0,5.740542793509974,-3.019515879914965
RNU6-221P,Pseudogene,RNU6,0.8420432178681572,0.30799999833107,0,0,7.0679019930338995,-1.4615149577119013
RNU6-222P,Pseudogene,RNU6,1.5257114847120463,0.165500000119209,0,0,-12.239962672951208,-0.5695505221345087
RNU6-223P,Pseudogene,RNU6,1.3634017522958712,-0.119999997317791,0,0,3.1895011904215944,6.244927040769849
RNU6-224P,Pseudogene,RNU6,1.2335539663629311,0.30799999833107,0,0,0.7106105851507319,8.143935791685376
RNU6-225P,Pseudogene,RNU6,1.112845951769931,0.27700001001358,0,0,-11.583578204872595,-0.93697918252727
RNU6-226P,Pseudogene,RNU6,0.9413964480138156,0.239999994635582,0,0,2.862138653037561,10.228448502256665
RNU6-227P,Pseudogene,RNU6,1.0116781379726645,0.331999987363815,1.17,0,0.7704156579947604,10.219467751219067
RNU6-228P,Pseudogene,RNU6,1.5728731805461804,0.214000001549721,9,0,0.07254030728103056,6.070457569792066
RNU6-229P,Pseudogene,RNU6,1.123756206199048,-0.0955000016838312,0,0,-11.42541322684525,-3.1162077267624992
RNU6-22P,Pseudogene,RNU6,1.2335539663629311,0.146999999880791,0,0,4.872461700675501,-1.1245644171692988
RNU6-230P,Pseudogene,RNU6,1.2691372538541694,-0.284999996423721,7.04,0,3.374396705863489,7.15420734091023
RNU6-231P,Pseudogene,RNU6,1.3826267885626415,0.528999984264374,0,0.41,5.880574131248011,-4.511831649110522
RNU6-232P,Pseudogene,RNU6,0.7598124348732199,0.30799999833107,0.21,0,-10.693610286476599,-1.5107373078324458
RNU6-233P,Pseudogene,RNU6,1.0592724522649954,0.152999997138977,0,0,-10.95071897483109,0.1140190581820349
RNU6-234P,Pseudogene,RNU6,0.7013653244983569,0.30799999833107,0.26,0,7.898494625327601,-1.394623168275561
RNU6-235P,Pseudogene,RNU6,1.0712442339467558,0.19200000166893,0,0,5.513405227897181,-1.4167198021866938
RNU6-236P,Pseudogene,RNU6,1.04858212036412,0.238000005483627,0,0,6.037995243308558,-1.3726410944916865
RNU6-237P,Pseudogene,RNU6,1.2719596495261951,-0.150999993085861,0.85,0,4.24439158463241,6.146282307340894
RNU6-238P,Pseudogene,RNU6,0.8192047815344689,0.303000003099442,0.09,0,6.572811985251917,-1.047531612680163
RNU6-239P,Pseudogene,RNU6,0.7367878156346375,0.214000001549721,0,0,3.9478160383677614,10.255488030149731
RNU6-23P,Pseudogene,RNU6,1.5581734311952813,0.118000000715256,0,0,-12.364029025795446,-0.5839690049149653
RNU6-240P,Pseudogene,RNU6,1.1100647060298,0.28999999165535,0,0,2.3659081699824465,8.399104706480298
RNU6-241P,Pseudogene,RNU6,0.9685521147834452,0.261000007390976,0,0,2.0362341644740236,10.275592438413891
RNU6-242P,Pseudogene,RNU6,1.2335539663629311,0.261999994516373,0.1,0,-0.24147448516129122,8.260954014494214
RNU6-243P,Pseudogene,RNU6,1.4283256452623412,0.0140000004321337,0,0,2.6957525255656374,5.8603917281172615
RNU6-244P,Pseudogene,RNU6,1.3693323002110775,-0.351000010967255,0.55,0,3.88585772537948,5.500936619474683
RNU6-245P,Pseudogene,RNU6,0.8440106085641107,0.30799999833107,0,0,-10.739705180885778,-1.4578695376374384
RNU6-246P,Pseudogene,RNU6,1.103706180429991,0.30799999833107,0,0,0.30277844691039457,9.740134827329907
RNU6-247P,Pseudogene,RNU6,0.9089345015305808,0.0309999994933605,0.36,0,4.5662991049266,8.907290093138013
RNU6-248P,Pseudogene,RNU6,1.5581734311952813,0.293000012636185,0,0,1.1604810001826418,5.406988732054029
RNU6-249P,Pseudogene,RNU6,1.464288389895729,0.0570000000298023,0,0,2.6977130415415895,5.765273682310377
RNU6-24P,Pseudogene,RNU6,1.4283256452623412,0.146999999880791,0,0,-0.07663122391937838,6.391551129057203
RNU6-250P,Pseudogene,RNU6,1.1465685563690198,-0.275000005960464,0,0,0.05899348282576933,-12.689361937806812
RNU6-251P,Pseudogene,RNU6,1.1021455099259891,0.0445000007748604,0,0,0.9962663593268527,9.72732221288899
RNU6-252P,Pseudogene,RNU6,1.006320340980286,0.492000013589859,0,0.11,6.264894867179407,-1.7375377495743891
RNU6-253P,Pseudogene,RNU6,1.5216923865760268,-0.090999998152256,0,0,2.490545535323633,5.087299458219801
RNU6-254P,Pseudogene,RNU6,1.4932495382288111,0.149000003933907,0,0,1.4913674237704408,5.965399376585279
RNU6-255P,Pseudogene,RNU6,0.1984816156403513,0.0549999997019768,0.27,0.22,5.317501926658167,10.839049927427563
RNU6-256P,Pseudogene,RNU6,1.2532988616465484,0.150000005960464,0,0,2.199563646552576,7.086469761564527
RNU6-257P,Pseudogene,RNU6,1.098737515151945,-0.0804999992251396,0,0,4.283001327750696,7.605653397276197
RNU6-258P,Pseudogene,RNU6,0.997320989479983,0.0130000002682209,0,0,5.605814838645472,7.514855496122633
RNU6-259P,Pseudogene,RNU6,0.8115486620808757,0.30799999833107,0,0,2.8281175138926637,11.197177521421704
RNU6-25P,Pseudogene,RNU6,1.882792896027632,-0.293999999761581,0,0.21,1.8367015364146364,4.670738808347974
RNU6-260P,Pseudogene,RNU6,1.103706180429991,-0.0780000016093254,0,0,5.209055328605189,6.9916454474470955
RNU6-261P,Pseudogene,RNU6,1.2599690796777203,0.446000009775162,0,0,2.248929882285608,7.935698143675123
RNU6-262P,Pseudogene,RNU6,1.4372806649818544,-0.263000011444092,0.79,0,3.1545466425395143,6.435612312986646
RNU6-263P,Pseudogene,RNU6,1.0387822874635209,0.30799999833107,0.33,0,0.45737134837867155,9.983055702879224
RNU6-264P,Pseudogene,RNU6,1.001950463569081,0.301999986171722,0.69,0,-11.005124187233434,-1.6632582028367182
RNU6-266P,Pseudogene,RNU6,0.9738583944970508,0.30799999833107,0,0,2.751739168403162,10.27791463537434
RNU6-267P,Pseudogene,RNU6,1.5175172069589966,0.163000002503395,0,0,0.9597783031439914,5.558379284574781
RNU6-268P,Pseudogene,RNU6,1.006320340980286,-0.0219999998807907,0,0,4.160201931235804,8.425064675047192
RNU6-269P,Pseudogene,RNU6,1.145873244933987,-0.061999998986721,0,0,0.07455917620421781,-12.05121076898357
RNU6-26P,Pseudogene,RNU6,1.5581734311952813,0.125,7.48,0,0.10920193218947782,6.069695107176099
RNU6-270P,Pseudogene,RNU6,1.6540134636695942,-0.0480000004172325,0,0,2.0718654634928835,4.921591393186842
RNU6-271P,Pseudogene,RNU6,1.2901305016622835,0.164000004529953,0,0,0.21117740297080412,7.767802826597486
RNU6-272P,Pseudogene,RNU6,1.3025356026398056,-0.195000000298023,0.18,0,3.8611558916545046,6.431350342466627
RNU6-273P,Pseudogene,RNU6,1.3025356026398056,0.209000006318092,0,0,2.134428763625635,7.16666661901692
RNU6-274P,Pseudogene,RNU6,1.3634017522958712,0.30799999833107,0,0,0.7726625891900195,6.902277104093824
RNU6-275P,Pseudogene,RNU6,1.266015912846166,0.130999997258186,5.87,0,-0.5029233453297483,7.3424473921797615
RNU6-276P,Pseudogene,RNU6,1.0854463355331714,-0.0780000016093254,0,0,4.684302711722864,7.5707470099470955
RNU6-277P,Pseudogene,RNU6,1.1468866941482565,0.361999988555908,0,0,1.2166493179774416,-9.89529741601726
RNU6-278P,Pseudogene,RNU6,1.0515883764431455,-0.317999988794327,0,0,0.2845868113017215,-12.908750899598804
RNU6-279P,Pseudogene,RNU6,1.3412247789558394,0.063000001013279,0,0,2.548130297896875,6.20039235754231
RNU6-27P,Pseudogene,RNU6,1.5581734311952813,0.214000001549721,0,0,0.014829719302667521,6.134354225828443
RNU6-280P,Pseudogene,RNU6,1.77011248563871,0.282999992370605,0,0,1.2570636513209474,4.9744383017561775
RNU6-281P,Pseudogene,RNU6,1.112845951769931,-0.104999996721745,0,0,4.278064871070399,7.531225792600904
RNU6-282P,Pseudogene,RNU6,1.5512398115580857,0.30799999833107,1.15,0,0.8480890336012973,5.698616139128004
RNU6-283P,Pseudogene,RNU6,1.266015912846166,0.28099998831749,0,0,0.30949210548163786,7.963011852934156
RNU6-284P,Pseudogene,RNU6,0.9175093553186052,-0.0554999988526106,0,0,5.165201092002405,8.564847580625806
RNU6-285P,Pseudogene,RNU6,1.146231330323029,0.30799999833107,0.73,0,1.1132734658694399,8.759338013365063
RNU6-286P,Pseudogene,RNU6,0.6817008761479356,-0.157000005245209,0,0,5.220389747855677,9.56304704351643
RNU6-287P,Pseudogene,RNU6,1.098737515151945,-0.271999999880791,0,0,7.666468048331751,-3.4083978016831535
RNU6-288P,Pseudogene,RNU6,1.1021455099259891,0.277999997138977,0.22,0,2.1749689819789064,8.713161102964673
RNU6-289P,Pseudogene,RNU6,1.4932495382288111,0.30799999833107,0,0,0.5591694245612754,6.004250160887037
RNU6-28P,Pseudogene,RNU6,1.330939805812636,0.146999999880791,0.67,0,4.861556911704554,-1.6133829434373042
RNU6-290P,Pseudogene,RNU6,0.997320989479983,0.301999986171722,0.07,0,6.003804588553919,-1.233250983522143
RNU6-291P,Pseudogene,RNU6,1.5257114847120463,0.214000001549721,0.36,0,0.8484607132649554,5.698028675749097
RNU6-293P,Pseudogene,RNU6,0.950277546579984,0.146999999880791,0,0,2.784572029349817,10.17221795721272
RNU6-294P,Pseudogene,RNU6,1.0897029878293798,0.446000009775162,0,0,1.9804907085871828,8.864626518919263
RNU6-295P,Pseudogene,RNU6,1.001950463569081,-0.0765000022947788,0,0,4.126494312522425,8.343521706297192
RNU6-296P,Pseudogene,RNU6,1.2335539663629311,-0.025000000372529,0,0,3.801894092795862,6.500703446104322
RNU6-297P,Pseudogene,RNU6,1.2335539663629311,0.28099998831749,0,0,1.3951153995967043,7.753513447477613
RNU6-298P,Pseudogene,RNU6,1.2663540581220332,0.214000001549721,2.83,0,4.813599491355433,-1.0678333123185297
RNU6-299P,Pseudogene,RNU6,1.146231330323029,-0.042000001296401,0.73,0,4.438007498023524,7.427971951200758
RNU6-29P,Pseudogene,RNU6,1.103706180429991,0.486999988555908,0,0.07,0.336821490762247,9.78808366461018
RNU6-300P,Pseudogene,RNU6,0.9351537659978092,-0.212999999523163,0,0,5.320197010276331,8.388695351316724
RNU6-301P,Pseudogene,RNU6,1.0712442339467558,-0.101000003516674,0.36,0,4.239534759757532,7.7980066458723885
RNU6-302P,Pseudogene,RNU6,1.4283256452623412,-0.212999999523163,2.66,0,3.5246805193400514,5.30309592886189
RNU6-303P,Pseudogene,RNU6,0.1966091475682725,0.272000014781952,0,0.23,5.275589847800745,10.87969743414143
RNU6-304P,Pseudogene,RNU6,1.4283256452623412,0.194999992847443,0,0,4.722197914359583,-2.1557105858781
RNU6-306P,Pseudogene,RNU6,1.3958636987791062,0.28099998831749,0.67,0,5.102421665427698,-3.2642086823441643
RNU6-307P,Pseudogene,RNU6,0.8847411640572264,-0.016499999910593,0,0,7.973270321128382,-2.5998698552109856
RNU6-308P,Pseudogene,RNU6,1.2335539663629311,-0.356000006198883,0.26,0,4.05881299996139,7.059720627500806
RNU6-309P,Pseudogene,RNU6,1.1468866941482565,0.356000006198883,0,0,1.9390137436366213,8.556451431944165
RNU6-30P,Pseudogene,RNU6,1.103706180429991,0.239999994635582,0.09,0,0.34668799662352934,9.698846451475415
RNU6-310P,Pseudogene,RNU6,1.3634017522958712,0.347000002861023,1.38,0,-0.1667135117077695,7.102105728819166
RNU6-311P,Pseudogene,RNU6,1.191862642938384,0.305999994277954,0,0,0.8717196824526919,8.418332211210522
RNU6-312P,Pseudogene,RNU6,0.4220053042820553,0.0109999999403954,11.55,0,5.214838409659876,10.31336843176106
RNU6-313P,Pseudogene,RNU6,0.7753188110951224,0.194999992847443,0.34,0,7.816754722831263,-1.4026265223481318
RNU6-314P,Pseudogene,RNU6,1.3693323002110775,-0.309499993920326,0.69,0,3.900512838599695,5.479711167051588
RNU6-315P,Pseudogene,RNU6,1.0712442339467558,0.165999993681908,0,0,1.1056182029223574,9.511911026670727
RNU6-316P,Pseudogene,RNU6,1.0712442339467558,-0.140000000596046,1.18,0,4.735181713340296,7.611296765043531
RNU6-317P,Pseudogene,RNU6,1.168630073396461,0.118000000715256,0,0,5.354610824821009,-1.7681940873124262
RNU6-318P,Pseudogene,RNU6,1.7198528345535296,0.239999994635582,0,0,-12.375510310890661,-0.8366935332276484
RNU6-319P,Pseudogene,RNU6,2.026166492995253,0.214000001549721,0,0.63,1.4844978096461428,4.69330178899983
RNU6-31P,Pseudogene,RNU6,0.9648411871405967,0.152999997138977,0,0,-11.880376910927282,-0.11892373161097963
RNU6-320P,Pseudogene,RNU6,1.081350311625499,0.30799999833107,0,0,1.6378591301417482,9.449281326963696
RNU6-321P,Pseudogene,RNU6,1.3107276504551504,0.44200000166893,0.24,0,0.5542305464422835,7.50660573644856
RNU6-322P,Pseudogene,RNU6,1.450071997760819,0.214000001549721,2.07,0,1.438737833735956,6.1175256888411385
RNU6-323P,Pseudogene,RNU6,1.330939805812636,0.263999998569489,0.36,0,4.824564838645472,-2.3845335324265617
RNU6-324P,Pseudogene,RNU6,1.1796548854096351,-0.159999996423721,0,0,3.858297729728235,7.437397114469801
RNU6-325P,Pseudogene,RNU6,1.455531848029243,0.30799999833107,0,0,1.176569009063257,6.126391522123609
RNU6-326P,Pseudogene,RNU6,1.5906353776785165,0.197999998927116,0,0,4.501328134772791,-1.6138931591965815
RNU6-327P,Pseudogene,RNU6,1.3674914463410033,0.0099999997764825,0.85,0,2.6645916941142214,6.016505829527174
RNU6-328P,Pseudogene,RNU6,2.424846153342028,-0.225499995052814,0,0.39,1.7396179678416384,4.511718384458814
RNU6-329P,Pseudogene,RNU6,1.136168126913226,0.30799999833107,0,0,0.5370975303030147,9.420735947325024
RNU6-32P,Pseudogene,RNU6,1.0712442339467558,0.342000007629395,0.04,0,0.26857560300589933,9.894429794981274
RNU6-330P,Pseudogene,RNU6,1.0712442339467558,0.202000007033348,0,0,1.4201495888209474,9.162701241209302
RNU6-331P,Pseudogene,RNU6,1.006320340980286,0.30799999833107,0.22,0,0.8580178561186923,10.314983956053052
RNU6-332P,Pseudogene,RNU6,1.0291639329499698,0.359999999403954,0,0,1.5961634757495058,9.996994606687817
RNU6-333P,Pseudogene,RNU6,1.5257114847120463,0.0769999995827675,0,0,-12.292499637367712,-1.5918201287247797
RNU6-334P,Pseudogene,RNU6,1.0215965510900435,-0.013499999884516,0,0,5.612954044578089,7.485989681913648
RNU6-335P,Pseudogene,RNU6,1.3217470422067643,-0.241999998688698,0.33,0,4.019995117423548,5.5885387579939705
RNU6-336P,Pseudogene,RNU6,1.201092019879696,0.232999995350838,0,0,5.734383487937464,-3.1090983231522697
RNU6-337P,Pseudogene,RNU6,1.3107276504551504,-0.059000002220273,0,0,4.002072477576746,6.004542938902174
RNU6-338P,Pseudogene,RNU6,0.8931672703815808,0.118000000715256,0.29,0,5.956295871970667,-1.1189988930680415
RNU6-339P,Pseudogene,RNU6,1.2335539663629311,-0.180999994277954,0,0,4.258605385062708,6.495833031370435
RNU6-33P,Pseudogene,RNU6,1.4607875917455764,0.114000000059605,4.36,0,-0.4048479554676877,6.929334751798902
RNU6-340P,Pseudogene,RNU6,1.266015912846166,-0.193000003695488,0,0,7.106819057700648,-2.757987149522509
RNU6-341P,Pseudogene,RNU6,1.3748986916753505,0.167000003159046,0.33,0,1.1833445670580995,6.812970749571119
RNU6-342P,Pseudogene,RNU6,0.6345686269270847,0.30799999833107,0.27,0,4.101803684470667,10.912567726805005
RNU6-343P,Pseudogene,RNU6,1.2357389050685337,-0.0880000032484531,3.69,0,3.505509996650232,7.293684593870435
RNU6-344P,Pseudogene,RNU6,1.3142701576185425,0.305999994277954,0,0,0.6321693378067149,7.5156112830183845
RNU6-345P,Pseudogene,RNU6,0.9413964480138156,-0.0839999988675117,0,0,4.718370342490687,8.62511979742268
RNU6-346P,Pseudogene,RNU6,0.938764398298959,0.193000003695488,3.65,0,3.0316533091044557,10.033884636595044
RNU6-347P,Pseudogene,RNU6,1.0254883474751486,-0.172000005841255,0,0,5.364454174277796,7.399589649870191
RNU6-348P,Pseudogene,RNU6,1.3634017522958712,-0.239999994635582,0,0,3.7280191423869264,5.907649628355299
RNU6-349P,Pseudogene,RNU6,1.4932495382288111,0.214000001549721,0,0,-0.8835317847752439,-9.470825560853687
RNU6-34P,Pseudogene,RNU6,2.012640681960572,-0.152999997138977,0,0.38,1.7930716516947878,4.634664646818433
RNU6-351P,Pseudogene,RNU6,1.5977770059048282,0.30799999833107,0,0,1.1970568540072573,5.307312599851881
RNU6-352P,Pseudogene,RNU6,0.8764725550473457,-0.185000002384186,0,0,5.252949142692103,8.631458870603833
RNU6-353P,Pseudogene,RNU6,1.6402300181390144,0.296000003814697,0,0,0.017930174109949015,6.050685040190015
RNU6-354P,Pseudogene,RNU6,1.266015912846166,-0.226999998092651,0.74,0,3.8882087709880007,6.650167099668775
RNU6-355P,Pseudogene,RNU6,1.1689422074972615,0.248500004410744,0.03,0,0.8366772475218905,8.942109696104321
RNU6-356P,Pseudogene,RNU6,1.3958636987791062,0.211999997496605,0,0,1.0585436465716493,6.74944888754109
RNU6-358P,Pseudogene,RNU6,1.0188722936204702,0.239999994635582,1.17,0,1.7688021900630129,10.25616227789143
RNU6-359P,Pseudogene,RNU6,1.2221321703780892,0.17399999499321,0,0,5.104741001365198,-1.9507387955643793
RNU6-35P,Pseudogene,RNU6,0.9413964480138156,0.164000004529953,0,0,1.1121486070132387,10.497293106748852
RNU6-360P,Pseudogene,RNU6,0.7681620220696289,0.0549999997019768,0,0,4.685339832541956,9.36816178961018
RNU6-361P,Pseudogene,RNU6,1.006320340980286,0.279000014066696,0,0,0.9113526287055148,10.315654389097485
RNU6-362P,Pseudogene,RNU6,1.3893713094824591,-0.0684999991208315,0,0,7.011343860862269,-2.757878669069018
RNU6-363P,Pseudogene,RNU6,0.8270067318347971,0.136999994516373,0,0,3.72441711449386,10.262732140257153
RNU6-364P,Pseudogene,RNU6,1.4283256452623412,0.30799999833107,0,0,-0.03345451331375704,6.587107769682203
RNU6-365P,Pseudogene,RNU6,1.6711777543303166,-0.0425000004470348,0,0,2.20234622978927,4.953718773557935
