Gene,Gene_Type,Gene_group,enrichment_intergenic_dbsnp,PhyloP100_median,ENCODE_max,functional_probability,PC1,PC2
RNU6-128P,Pseudogene,RNU6,0.6492389296647005,0.30799999833107,0,0,0.6268080052626541,0.39114800730999755
RNU6-1290P,Pseudogene,RNU6,0.6054599743157506,-0.177000001072884,0,0,0.7407505993589076,0.49448944786540827
RNU6-1291P,Pseudogene,RNU6,1.3693323002110775,-0.0209999997168779,0,0,0.4994416090657865,0.6782028330064265
RNU6-1292P,Pseudogene,RNU6,1.4607875917455764,-0.212999999523163,0,0,0.27604488218947704,0.12031121589415114
RNU6-1294P,Pseudogene,RNU6,1.114927594029134,0.294999986886978,0,0,0.023034714638673123,-0.39116137379405236
RNU6-1296P,Pseudogene,RNU6,1.0712442339467558,-0.127000004053116,0,0,0.5967852194374387,0.5995276250159393
RNU6-1297P,Pseudogene,RNU6,0.801560370855265,0.239999994635582,0,0,0.37427634981301,-0.00997033283318851
RNU6-1298P,Pseudogene,RNU6,0.9629306105323976,-0.224999994039536,0,0,-1.0227094401174526,-2.074010542142559
RNU6-1299P,Pseudogene,RNU6,1.2504341785342132,0.30799999833107,0,0,0.4771528441287485,0.5877556118814028
RNU6-129P,Pseudogene,RNU6,1.136168126913226,-0.0799999982118607,0,0,0.5891876503641833,0.5815910771022417
RNU6-1300P,Pseudogene,RNU6,1.0291639329499698,0.30799999833107,0,0,0.2400610381682244,0.023236795546398282
RNU6-1301P,Pseudogene,RNU6,1.1689422074972615,0.220000006258488,0,0,0.1290948250657109,-0.12661577764149912
RNU6-1303P,Pseudogene,RNU6,1.6230973241617517,-0.0820000022649765,0,0,0.24400800853798066,0.22039670858985067
RNU6-1304P,Pseudogene,RNU6,0.8847411640572264,0.29899999499321,0,0,-0.8144789791246076,-1.9313306702748487
RNU6-1305P,Pseudogene,RNU6,1.2023405562828977,-0.078999999910593,0.09,0,0.6128019008188937,0.7295185614217248
RNU6-1306P,Pseudogene,RNU6,1.6139161675806344,-0.0109999999403954,2.56,0,-1.1377381953970522,-2.102187420169292
RNU6-1307P,Pseudogene,RNU6,1.079123347170842,0.256999999284744,0,0,0.5411655688982031,0.5409048239447026
RNU6-1308P,Pseudogene,RNU6,0.7081746965808651,0.214000001549721,0,0,0.382044561588309,-0.01956072292938377
RNU6-1309P,Pseudogene,RNU6,0.643227458093731,-0.168000005185604,0,0,0.7259722693790069,0.47735145926779055
RNU6-130P,Pseudogene,RNU6,1.2140137655671974,0.305000007152557,3.52,0,0.43213054936352263,0.4545551081785954
RNU6-1310P,Pseudogene,RNU6,1.266015912846166,0.239999994635582,0,0,0.3788694898648631,0.3749324856908427
RNU6-1311P,Pseudogene,RNU6,0.8115486620808757,0.30799999833107,5.22,0,0.18753382139044125,-0.2984502321753176
RNU6-1312P,Pseudogene,RNU6,0.643227458093731,0.0945000015199184,0.26,0,0.807283387313021,0.7880766160075031
RNU6-1313P,Pseudogene,RNU6,1.0897029878293798,-0.0329999998211861,0,0,0.5335795982369553,0.45068458502605074
RNU6-1315P,Pseudogene,RNU6,1.508660765347115,0.310999989509583,0.27,0,-1.2264185403997245,-1.9922961058314395
RNU6-1316P,Pseudogene,RNU6,1.0291639329499698,0.301999986171722,0,0,0.3046458024499409,0.027548092798394756
RNU6-1317P,Pseudogene,RNU6,1.4361289977823497,-0.0850000008940697,0,0,0.4417491043870831,0.5514486530842014
RNU6-1318P,Pseudogene,RNU6,0.7418973011799539,0.293999999761581,0,0,0.6454514503210012,0.5266367847134836
RNU6-1319P,Pseudogene,RNU6,0.7013653244983569,0.261999994516373,0.04,0,0.6753764727874089,0.5507609631128819
RNU6-131P,Pseudogene,RNU6,1.136168126913226,0.118000000715256,0,0,0.1280079194647535,-0.2623437994879855
RNU6-1320P,Pseudogene,RNU6,1.0712442339467558,0.40599998831749,0,0,0.48278895438098274,0.4808836435408926
RNU6-1321P,Pseudogene,RNU6,0.4544672507652904,0.23199999332428,0,0,0.8163505264995325,0.665099737688571
RNU6-1322P,Pseudogene,RNU6,1.168630073396461,0.305000007152557,0,0,-1.36128171157666,-2.3260471106065013
RNU6-1323P,Pseudogene,RNU6,1.136168126913226,0.105999998748302,1.33,0,0.3637575278669022,0.10322079581684103
RNU6-1324P,Pseudogene,RNU6,1.136168126913226,0.0320000015199184,0,0,0.12099854147094859,-0.2894190141227659
RNU6-1325P,Pseudogene,RNU6,1.6209331943962024,-0.185000002384186,0,0,0.6181956128470997,1.0608660889244412
RNU6-1326P,Pseudogene,RNU6,1.006320340980286,-0.550000011920929,0,0,0.7196336430920832,0.6571693638096017
RNU6-1327P,Pseudogene,RNU6,1.5878529251228104,0.30799999833107,0,0,0.22511212815628434,0.307229750038077
RNU6-1328P,Pseudogene,RNU6,1.1468866941482565,0.28099998831749,0,0,-0.41537526544694503,-1.0951529044253032
RNU6-1329P,Pseudogene,RNU6,1.298477859329401,-0.068000003695488,0.46,0,-0.07640060801259119,-0.6385806035706899
RNU6-132P,Pseudogene,RNU6,1.103706180429991,0.239999994635582,0.67,0,-0.9131148671949384,-1.9570761145062803
RNU6-1330P,Pseudogene,RNU6,1.1247291552953242,0.0419999994337559,0,0,0.5204467570708793,0.5012783811345091
RNU6-1331P,Pseudogene,RNU6,1.4090322242392863,0.239999994635582,0.37,0,-0.2772518345762888,-0.8752084102984562
RNU6-1332P,Pseudogene,RNU6,1.2691372538541694,-0.417000010609627,0,0,0.3810042333261178,0.14031879593351876
RNU6-1333P,Pseudogene,RNU6,0.8216712045326372,0.30799999833107,0.88,0,0.69735518266567,0.7355109727286471
RNU6-1335P,Pseudogene,RNU6,1.0712442339467558,0.0769999995827675,0,0,-0.75322115831773,-1.5655261992979983
RNU6-1336P,Pseudogene,RNU6,1.0197220620054748,-0.0900000035762787,0,0,0.5627880252009814,0.48478081784237065
RNU6-1337P,Pseudogene,RNU6,1.060309683552403,0.252000004053116,0.76,0,0.7941919723380846,1.120967888751537
RNU6-1338P,Pseudogene,RNU6,1.030577619671055,0.30799999833107,0.47,0,0.5234436666945143,0.5274501548573125
RNU6-1339P,Pseudogene,RNU6,1.5267816587719332,0.208000004291534,0,0,0.36776565758695323,0.5749341118238308
RNU6-133P,Pseudogene,RNU6,1.266015912846166,0.301999986171722,0,0,0.48152792343509765,0.6531085641905078
RNU6-1340P,Pseudogene,RNU6,0.8440106085641107,0.30799999833107,0.56,0,0.08715129442024049,-0.3103442998786156
RNU6-135P,Pseudogene,RNU6,1.375615157903425,-0.116999998688698,0.29,0,0.42965826885942765,0.4473146776166954
RNU6-136P,Pseudogene,RNU6,0.7466247691144057,0.284000009298325,0.28,0,-0.18730183494886596,-0.7660648392114934
RNU6-137P,Pseudogene,RNU6,1.157809424568716,-0.204999998211861,0,0,0.5322168085798041,0.4592770072038585
RNU6-138P,Pseudogene,RNU6,1.168630073396461,0.0130000002682209,0,0,0.6019576096629907,0.71348101965641
RNU6-139P,Pseudogene,RNU6,0.9157219994316208,-0.13849999755621,0,0,0.669175931240471,0.6155147326341255
RNU6-13P,Pseudogene,RNU6,1.3958636987791062,0.0610000006854534,0,0,0.2193624085071427,0.04550707534744243
RNU6-140P,Pseudogene,RNU6,1.2221321703780892,0.0549999997019768,3.82,0,-0.25922952078304645,-1.0790403216454736
RNU6-141P,Pseudogene,RNU6,0.860087001108189,0.30799999833107,0,0,0.5536514480614221,0.4445900962449727
RNU6-142P,Pseudogene,RNU6,1.201092019879696,0.305000007152557,0,0,0.35024349807230987,0.2611967309508218
RNU6-143P,Pseudogene,RNU6,0.9337172778779969,0.30799999833107,0,0,-0.9022077253297502,-2.060235642066518
RNU6-144P,Pseudogene,RNU6,1.298477859329401,-0.0199999995529652,0,0,0.37764523692038365,0.32440818223262513
RNU6-145P,Pseudogene,RNU6,1.0158139291027417,0.146999999880791,0,0,0.42873858871452414,0.25755175492651966
RNU6-146P,Pseudogene,RNU6,1.2542935432827758,-0.191500000655651,11.35,0,0.49030575545998256,0.4227826513570723
RNU6-147P,Pseudogene,RNU6,1.201092019879696,0.168999999761581,0.36,0,0.06362012936661476,-0.26781695981567477
RNU6-148P,Pseudogene,RNU6,1.145492303030751,0.446000009775162,0,0,0.4015840184126935,0.39212156930291875
RNU6-14P,Pseudogene,RNU6,1.507336798023423,-0.1875,0,0,0.2341572490966458,0.09947988601699854
RNU6-150P,Pseudogene,RNU6,1.1334344893146375,-0.212999999523163,0,0,0.6457871078568134,0.7141317927701258
RNU6-151P,Pseudogene,RNU6,0.7466247691144057,-0.261999994516373,1.33,0,0.6501562713215777,0.3494271075932749
RNU6-152P,Pseudogene,RNU6,1.006320340980286,0.305000007152557,0,0,0.15570435326575416,-0.23351109268365394
RNU6-153P,Pseudogene,RNU6,1.1021455099259891,-0.157000005245209,0,0,0.6343244142662661,0.7054327722367375
RNU6-154P,Pseudogene,RNU6,0.9830457378413626,0.30799999833107,0,0,0.45486034417950044,0.3031320498867584
RNU6-155P,Pseudogene,RNU6,1.1114970475859671,-0.184499993920326,0,0,0.26048307791102787,-0.06812558297156447
RNU6-156P,Pseudogene,RNU6,0.9089345015305808,-0.319000005722046,0,0,0.9301015654890149,1.0990990797291953
RNU6-157P,Pseudogene,RNU6,0.7141628226311706,0.437999993562698,0,0,0.6628239468452554,0.6195320503745785
RNU6-158P,Pseudogene,RNU6,0.7641542202153526,0.305000007152557,0,0,0.6234260317939733,0.5168374705674785
RNU6-159P,Pseudogene,RNU6,1.1796548854096351,0.0065000001341104,0,0,0.5954373737061017,0.746007086703803
RNU6-15P,Pseudogene,RNU6,1.6555592706449864,0,0,0,0.2337577124866484,0.28874172096224576
RNU6-160P,Pseudogene,RNU6,1.0387822874635209,0.293000012636185,0,0,0.4946459790188174,0.44550038532439123
RNU6-161P,Pseudogene,RNU6,1.2124230766710138,-0.148499999195337,0,0,0.48869321447016767,0.454271729484891
RNU6-162P,Pseudogene,RNU6,0.5395616735854211,0.0230000000447035,0,0,0.8809492615850543,0.825975718482964
RNU6-163P,Pseudogene,RNU6,1.081350311625499,-0.0499999988824129,0,0,0.5580487498472505,0.5191803964382189
RNU6-164P,Pseudogene,RNU6,1.4837946023599078,0.159999996423721,0,0,0.35619673699509014,0.42236281285523863
RNU6-165P,Pseudogene,RNU6,1.0174688882573566,-0.157000005245209,0,0,0.8643947128993653,1.101098514432377
RNU6-166P,Pseudogene,RNU6,1.298477859329401,0.30799999833107,0.26,0,0.33708342940024427,0.3260566380216697
RNU6-167P,Pseudogene,RNU6,1.1796548854096351,-0.155500002205372,0,0,0.5488536729676038,0.5227323341420578
RNU6-168P,Pseudogene,RNU6,0.825369094742055,-0.136000007390976,0,0,0.6820107683497112,0.5793809844501812
RNU6-169P,Pseudogene,RNU6,1.136168126913226,-0.241999998688698,0,0,-0.8080787102261083,-1.7423361989775275
RNU6-16P,Pseudogene,RNU6,1.4283256452623412,0.0549999997019768,0,0,0.20423082612347426,0.036746087223559466
RNU6-170P,Pseudogene,RNU6,1.5363240441392578,0.284000009298325,0,0,-0.2706267628962952,-0.7714521518499653
RNU6-171P,Pseudogene,RNU6,0.7790867155976406,-0.118000000715256,5.48,0,0.25265210937618676,-0.36368443210370216
RNU6-172P,Pseudogene,RNU6,1.419250262374555,-0.112999998033047,0,0,0.3701443488088507,0.35966363864929557
RNU6-173P,Pseudogene,RNU6,1.2023405562828977,-0.325499996542931,0,0,0.5020031988486919,0.42037224577130117
RNU6-174P,Pseudogene,RNU6,1.2124230766710138,-0.133500002324581,4.71,0,0.4709053605155881,0.4142986208513487
RNU6-175P,Pseudogene,RNU6,0.7141628226311706,0.305000007152557,0,0,0.647362716131931,0.48761754018363607
RNU6-176P,Pseudogene,RNU6,0.9593278089283648,0.266999989748001,0,0,0.569234594753825,0.55818185996378
RNU6-177P,Pseudogene,RNU6,1.0687471611403534,0.279000014066696,0,0,0.5528743923992026,0.6201310564042015
RNU6-178P,Pseudogene,RNU6,0.9017554172121732,0.307000011205673,0.25,0,-0.9539731393066955,-1.940905670058883
RNU6-179P,Pseudogene,RNU6,0.6167769831814656,0.293000012636185,0,0,-0.31480081201675536,-0.893937345378686
RNU6-17P,Pseudogene,RNU6,1.3958636987791062,0.0549999997019768,0,0,0.25227816329472796,0.087204866034918
RNU6-180P,Pseudogene,RNU6,0.7402388124291791,-0.214000001549721,0,0,0.7374511605706989,0.5456216219100892
RNU6-181P,Pseudogene,RNU6,1.0387822874635209,0.282999992370605,1.01,0,-1.077491928606212,-2.1469335498016693
RNU6-182P,Pseudogene,RNU6,0.6946856547412297,-0.0339999999850988,1.37,0,0.727571922594894,0.5439715923264834
RNU6-183P,Pseudogene,RNU6,1.0736051027819002,0.105999998748302,0,0,0.42977498699353783,0.25134829645229284
RNU6-185P,Pseudogene,RNU6,1.5906353776785165,0.188999995589256,1.33,0,0.33323849299294955,0.54267291278172
RNU6-187P,Pseudogene,RNU6,0.7864365902730902,0.221499994397163,0,0,0.6370694881732629,0.5319102003240567
RNU6-188P,Pseudogene,RNU6,1.330939805812636,0.30799999833107,0.71,0,0.32857690785817373,0.3060971209442079
RNU6-189P,Pseudogene,RNU6,1.2036632631654969,-0.111000001430511,0,0,0.5934209323740944,0.6583771554872957
RNU6-190P,Pseudogene,RNU6,1.464288389895729,0.446000009775162,1.43,0,0.3680875564884764,0.574373977317793
RNU6-191P,Pseudogene,RNU6,1.2563463968724369,0.177999995648861,0,0,0.4877932275809304,0.5913344053545372
RNU6-192P,Pseudogene,RNU6,0.9030913511635984,0.325000002980232,0,0,-0.8889515335910763,-1.7982565789933043
RNU6-193P,Pseudogene,RNU6,1.266015912846166,-0.046000000089407,0,0,0.05821985859605068,-0.37501736920316614
RNU6-195P,Pseudogene,RNU6,1.115321005318488,-0.225999996066093,0.62,0,0.21308172658800648,0.01951545000511043
RNU6-196P,Pseudogene,RNU6,1.168630073396461,-0.268999993801117,0.3,0,0.47119499782162605,0.27804621150887615
RNU6-197P,Pseudogene,RNU6,0.6599513720041681,0.347000002861023,0,0,0.6797655730212238,0.5839360930122078
RNU6-198P,Pseudogene,RNU6,1.5697223929248938,0.311000004410744,0,0,0.30488380585535546,0.5059088781824749
RNU6-199P,Pseudogene,RNU6,1.298477859329401,0.152999997138977,0.35,0,-0.05470209525721173,-0.4908841604041554
RNU6-19P,Pseudogene,RNU6,1.330939805812636,0.215000003576279,0.56,0,0.27733208534335246,0.15860093319271462
RNU6-200P,Pseudogene,RNU6,1.330939805812636,0.23199999332428,0,0,0.36394397591295613,0.3984643071716834
RNU6-201P,Pseudogene,RNU6,1.6513019661881687,0.30799999833107,0.65,0,0.03500603904643553,0.07120986782069899
RNU6-203P,Pseudogene,RNU6,0.801560370855265,0.30799999833107,0,0,0.5558381885102056,0.3813724989933226
RNU6-204P,Pseudogene,RNU6,1.298477859329401,-0.237000003457069,0.26,0,0.4625978300845006,0.4391574555521236
RNU6-205P,Pseudogene,RNU6,0.6817008761479356,0.30799999833107,0,0,0.6593565296999788,0.5177238471887617
RNU6-206P,Pseudogene,RNU6,1.5363240441392578,-0.213500000536442,0,0,-1.1879569207182346,-1.9786450299125384
RNU6-207P,Pseudogene,RNU6,0.8764725550473457,0.30799999833107,0,0,0.5403796704114103,0.3962371007293341
RNU6-208P,Pseudogene,RNU6,1.266015912846166,-0.144999995827675,0,0,-0.058520556323121496,-0.5021931794598532
RNU6-209P,Pseudogene,RNU6,1.4932495382288111,0.30799999833107,0,0,0.3583291553699855,0.5352034076776502
RNU6-20P,Pseudogene,RNU6,1.4607875917455764,-0.0610000006854534,0,0,-1.2488207435324574,-2.2000389439131434
RNU6-210P,Pseudogene,RNU6,0.9140600720279336,0.202000007033348,0,0,-0.47674954809632725,-1.0804010027353044
RNU6-211P,Pseudogene,RNU6,1.330939805812636,0.470999985933304,0,0,0.30470037390573035,0.29726171377208355
RNU6-212P,Pseudogene,RNU6,1.3693323002110775,0.214000001549721,0,0,0.4255366962479884,0.5682744091460316
RNU6-213P,Pseudogene,RNU6,1.2023405562828977,0.303000003099442,1.13,0,-0.05113298297692296,-0.5153841932616149
RNU6-214P,Pseudogene,RNU6,1.5581734311952813,0.30799999833107,0,0,0.2833464638289044,0.4275003842489354
RNU6-215P,Pseudogene,RNU6,1.770767355222742,0.118000000715256,0,0,0.3447535754127864,0.6948736752628352
RNU6-216P,Pseudogene,RNU6,1.2023405562828977,0.237000003457069,0.66,0,-0.4928335716102461,-1.206099872302004
RNU6-217P,Pseudogene,RNU6,1.3359339514254416,0.30799999833107,0,0,0.318836265204161,0.2860001750093077
RNU6-218P,Pseudogene,RNU6,1.6209331943962024,0.30799999833107,0,0,-0.9783861221963006,-1.5290752511556804
RNU6-219P,Pseudogene,RNU6,1.0387822874635209,0.277999997138977,0,0,0.46238656116986343,0.33622131602254324
RNU6-21P,Pseudogene,RNU6,1.7529451100946911,0.0769999995827675,0,0,0.1804029422542631,0.27859926027888715
RNU6-220P,Pseudogene,RNU6,1.168630073396461,0.291999995708466,0,0,0.25134304404095176,0.16053131189266742
RNU6-221P,Pseudogene,RNU6,0.8420432178681572,0.30799999833107,0,0,0.23868351392690448,-0.10150604521311352
RNU6-222P,Pseudogene,RNU6,1.5257114847120463,0.165500000119209,0,0,-1.2229121802923228,-2.3709337892774727
RNU6-223P,Pseudogene,RNU6,1.3634017522958712,-0.119999997317791,0,0,0.38381538025997225,0.32601412182935285
RNU6-224P,Pseudogene,RNU6,1.2335539663629311,0.30799999833107,0,0,0.41896438806817116,0.46172177956859406
RNU6-225P,Pseudogene,RNU6,1.112845951769931,0.27700001001358,0,0,-0.7134555486494959,-1.7092475991308607
RNU6-226P,Pseudogene,RNU6,0.9413964480138156,0.239999994635582,0,0,0.6004198971454555,0.5999359905041916
RNU6-227P,Pseudogene,RNU6,1.0116781379726645,0.331999987363815,1.17,0,0.43482690281560354,0.29968896102473835
RNU6-228P,Pseudogene,RNU6,1.5728731805461804,0.214000001549721,9,0,0.24784455764847219,0.29424758714750787
RNU6-229P,Pseudogene,RNU6,1.123756206199048,-0.0955000016838312,0,0,-0.42987524701976865,-0.8162671208088955
RNU6-22P,Pseudogene,RNU6,1.2335539663629311,0.146999999880791,0,0,-0.21384146165492576,-0.9785773952986213
RNU6-230P,Pseudogene,RNU6,1.2691372538541694,-0.284999996423721,7.04,0,0.308540043913814,-0.015730767149052437
RNU6-232P,Pseudogene,RNU6,0.7598124348732199,0.30799999833107,0.21,0,-0.776582089800041,-1.5452658779477293
RNU6-233P,Pseudogene,RNU6,1.0592724522649954,0.152999997138977,0,0,-2.136279020340178,-3.681965085199132
RNU6-234P,Pseudogene,RNU6,0.7013653244983569,0.30799999833107,0.26,0,0.43132128902054473,0.18820069842239445
RNU6-235P,Pseudogene,RNU6,1.0712442339467558,0.19200000166893,0,0,0.005020451966614479,-0.5805034286449096
RNU6-236P,Pseudogene,RNU6,1.04858212036412,0.238000005483627,0,0,0.1360434098013835,-0.2811378840123113
RNU6-237P,Pseudogene,RNU6,1.2719596495261951,-0.150999993085861,0.85,0,0.5042860505873694,0.5429594862491733
RNU6-238P,Pseudogene,RNU6,0.8192047815344689,0.303000003099442,0.09,0,0.19089434181660758,-0.25136230774823665
RNU6-239P,Pseudogene,RNU6,0.7367878156346375,0.214000001549721,0,0,0.771359598604177,0.8048087315145387
RNU6-23P,Pseudogene,RNU6,1.5581734311952813,0.118000000715256,0,0,-0.9947329478228543,-1.9331366579889977
RNU6-240P,Pseudogene,RNU6,1.1100647060298,0.28999999165535,0,0,0.6304184961654469,0.8145654847465985
RNU6-241P,Pseudogene,RNU6,0.9685521147834452,0.261000007390976,0,0,0.5405218539852515,0.480950859092098
RNU6-242P,Pseudogene,RNU6,1.2335539663629311,0.261999994516373,0.1,0,0.36174181048239235,0.26598389764766267
RNU6-243P,Pseudogene,RNU6,1.4283256452623412,0.0140000004321337,0,0,0.4766680424975528,0.6921610976756815
RNU6-244P,Pseudogene,RNU6,1.3693323002110775,-0.351000010967255,0.55,0,0.5123636867448854,0.5536158844874759
RNU6-245P,Pseudogene,RNU6,0.8440106085641107,0.30799999833107,0,0,-0.8618753143829034,-1.796585230040522
RNU6-246P,Pseudogene,RNU6,1.103706180429991,0.30799999833107,0,0,0.38830605352725,0.25261003783886016
RNU6-247P,Pseudogene,RNU6,0.9089345015305808,0.0309999994933605,0.36,0,0.5803439411072,0.3942881819301027
RNU6-248P,Pseudogene,RNU6,1.5581734311952813,0.293000012636185,0,0,0.38201330288566593,0.6554960489319229
RNU6-249P,Pseudogene,RNU6,1.464288389895729,0.0570000000298023,0,0,0.40664411788238997,0.5644039523080493
RNU6-24P,Pseudogene,RNU6,1.4283256452623412,0.146999999880791,0,0,0.2799869264786863,0.24699718876819035
RNU6-250P,Pseudogene,RNU6,1.1465685563690198,-0.275000005960464,0,0,0.8260937774544379,1.0862985844313164
RNU6-251P,Pseudogene,RNU6,1.1021455099259891,0.0445000007748604,0,0,0.4060352622775045,0.2358538664353522
RNU6-253P,Pseudogene,RNU6,1.5216923865760268,-0.090999998152256,0,0,0.3411924887670319,0.35545509350825927
RNU6-254P,Pseudogene,RNU6,1.4932495382288111,0.149000003933907,0,0,0.41741471776421996,0.6566634892711662
RNU6-256P,Pseudogene,RNU6,1.2532988616465484,0.150000005960464,0,0,0.5157498920481257,0.6698878860845343
RNU6-257P,Pseudogene,RNU6,1.098737515151945,-0.0804999992251396,0,0,0.5099224465075041,0.42125448757219003
RNU6-258P,Pseudogene,RNU6,0.997320989479983,0.0130000002682209,0,0,0.6693859207027703,0.7460800137723563
RNU6-259P,Pseudogene,RNU6,0.8115486620808757,0.30799999833107,0,0,0.5450903121673379,0.3636955518517134
RNU6-260P,Pseudogene,RNU6,1.103706180429991,-0.0780000016093254,0,0,0.6128890425935584,0.6414711375305951
RNU6-261P,Pseudogene,RNU6,1.2599690796777203,0.446000009775162,0,0,0.5460188020742545,0.8177527858078529
RNU6-262P,Pseudogene,RNU6,1.4372806649818544,-0.263000011444092,0.79,0,0.32350714484253007,0.20993689181399056
RNU6-263P,Pseudogene,RNU6,1.0387822874635209,0.30799999833107,0.33,0,0.366067965299475,0.1404559902639708
RNU6-264P,Pseudogene,RNU6,1.001950463569081,0.301999986171722,0.69,0,-0.7349566879145466,-1.4025468030468502
RNU6-266P,Pseudogene,RNU6,0.9738583944970508,0.30799999833107,0,0,0.5708794898720838,0.5520165928829918
RNU6-267P,Pseudogene,RNU6,1.5175172069589966,0.163000002503395,0,0,0.36467651545340635,0.5403327595029405
RNU6-268P,Pseudogene,RNU6,1.006320340980286,-0.0219999998807907,0,0,0.49158359699732523,0.2529817673023168
RNU6-269P,Pseudogene,RNU6,1.145873244933987,-0.061999998986721,0,0,0.7990578933786061,1.0981198151639173
RNU6-26P,Pseudogene,RNU6,1.5581734311952813,0.125,7.48,0,0.2320213512004193,0.20440181243600092
RNU6-270P,Pseudogene,RNU6,1.6540134636695942,-0.0480000004172325,0,0,0.28866333491723817,0.3591410232265034
RNU6-271P,Pseudogene,RNU6,1.2901305016622835,0.164000004529953,0,0,0.37881378940893295,0.3492494294828517
RNU6-272P,Pseudogene,RNU6,1.3025356026398056,-0.195000000298023,0.18,0,0.45817775053900445,0.43784283417335296
RNU6-273P,Pseudogene,RNU6,1.3025356026398056,0.209000006318092,0,0,0.5489217140397314,0.7866641453326081
RNU6-274P,Pseudogene,RNU6,1.3634017522958712,0.30799999833107,0,0,0.373503969573307,0.4543561196719327
RNU6-275P,Pseudogene,RNU6,1.266015912846166,0.130999997258186,5.87,0,0.27262851507035757,0.04908591717377858
RNU6-276P,Pseudogene,RNU6,1.0854463355331714,-0.0780000016093254,0,0,0.5722966686303445,0.5084071962665423
RNU6-277P,Pseudogene,RNU6,1.1468866941482565,0.361999988555908,0,0,0.7442475756649117,1.1214975862009025
RNU6-278P,Pseudogene,RNU6,1.0515883764431455,-0.317999988794327,0,0,0.8709248089842863,1.0900097229088936
RNU6-279P,Pseudogene,RNU6,1.3412247789558394,0.063000001013279,0,0,0.5040516176963656,0.6637262360463411
RNU6-27P,Pseudogene,RNU6,1.5581734311952813,0.214000001549721,0,0,0.23952254665756006,0.2681515432937601
RNU6-280P,Pseudogene,RNU6,1.77011248563871,0.282999992370605,0,0,0.22231313724359608,0.4832319614796938
RNU6-281P,Pseudogene,RNU6,1.112845951769931,-0.104999996721745,0,0,0.5305216202676157,0.4076414640918605
RNU6-282P,Pseudogene,RNU6,1.5512398115580857,0.30799999833107,1.15,0,0.31622807714021817,0.4848817338360728
RNU6-283P,Pseudogene,RNU6,1.266015912846166,0.28099998831749,0,0,0.38764996302860716,0.392976783678423
RNU6-284P,Pseudogene,RNU6,0.9175093553186052,-0.0554999988526106,0,0,0.6578916659719484,0.5998636404662548
RNU6-285P,Pseudogene,RNU6,1.146231330323029,0.30799999833107,0.73,0,0.489766088436694,0.5158255816845635
RNU6-286P,Pseudogene,RNU6,0.6817008761479356,-0.157000005245209,0,0,0.7604909569028893,0.5886848445606072
RNU6-287P,Pseudogene,RNU6,1.098737515151945,-0.271999999880791,0,0,0.28980995577037916,-0.07053682326559943
RNU6-288P,Pseudogene,RNU6,1.1021455099259891,0.277999997138977,0.22,0,0.572145561236227,0.6722783287702968
RNU6-289P,Pseudogene,RNU6,1.4932495382288111,0.30799999833107,0,0,0.29367341356924626,0.4196220396041039
RNU6-28P,Pseudogene,RNU6,1.330939805812636,0.146999999880791,0.67,0,-0.11694239471206601,-0.6748088373568206
RNU6-290P,Pseudogene,RNU6,0.997320989479983,0.301999986171722,0.07,0,0.0776611981249374,-0.41127711445223897
RNU6-291P,Pseudogene,RNU6,1.5257114847120463,0.214000001549721,0.36,0,0.3271327102228434,0.47150774205425944
RNU6-293P,Pseudogene,RNU6,0.950277546579984,0.146999999880791,0,0,0.5926268469235926,0.5732771319438779
RNU6-294P,Pseudogene,RNU6,1.0897029878293798,0.446000009775162,0,0,0.5070182248560182,0.6078148607700066
RNU6-295P,Pseudogene,RNU6,1.001950463569081,-0.0765000022947788,0,0,0.4741190753722937,0.2335653472544884
RNU6-296P,Pseudogene,RNU6,1.2335539663629311,-0.025000000372529,0,0,0.4499936577110991,0.42339640967070635
RNU6-297P,Pseudogene,RNU6,1.2335539663629311,0.28099998831749,0,0,0.4636133737673985,0.5561301090288631
RNU6-298P,Pseudogene,RNU6,1.2663540581220332,0.214000001549721,2.83,0,-0.3081280370326477,-0.9903511911394938
RNU6-299P,Pseudogene,RNU6,1.146231330323029,-0.042000001296401,0.73,0,0.5143271719600806,0.4746704653306745
RNU6-300P,Pseudogene,RNU6,0.9351537659978092,-0.212999999523163,0,0,0.7085258270998573,0.7178142522206903
RNU6-301P,Pseudogene,RNU6,1.0712442339467558,-0.101000003516674,0.36,0,0.5075707676547071,0.38993479046998986
RNU6-302P,Pseudogene,RNU6,1.4283256452623412,-0.212999999523163,2.66,0,0.47859684162604593,0.5790151589198925
RNU6-304P,Pseudogene,RNU6,1.4283256452623412,0.194999992847443,0,0,-0.06282514276524927,-0.4018476374239016
RNU6-306P,Pseudogene,RNU6,1.3958636987791062,0.28099998831749,0.67,0,0.07580877445086708,-0.08372396603903753
RNU6-307P,Pseudogene,RNU6,0.8847411640572264,-0.016499999910593,0,0,0.37994360916688424,0.10521724647302576
RNU6-308P,Pseudogene,RNU6,1.2335539663629311,-0.356000006198883,0.26,0,0.4758062463341143,0.3724075143757136
RNU6-309P,Pseudogene,RNU6,1.1468866941482565,0.356000006198883,0,0,0.5142292847042998,0.6285929535625566
RNU6-30P,Pseudogene,RNU6,1.103706180429991,0.239999994635582,0.09,0,0.4238368637014841,0.28732444716126226
RNU6-310P,Pseudogene,RNU6,1.3634017522958712,0.347000002861023,1.38,0,0.28669425570722895,0.2457912739251294
