Gene,Gene_Type,Gene_group,enrichment_intergenic_dbsnp,PhyloP100_median,ENCODE_max,functional_probability,Sammon1,Sammon2
RNU6-278P,Pseudogene,RNU6,1.0515883764431455,-0.317999988794327,0,0,-0.8709244531887338,-1.0900106566921097
RNU6-279P,Pseudogene,RNU6,1.3412247789558394,0.063000001013279,0,0,-0.5040512743681265,-0.6637257315339381
RNU6-27P,Pseudogene,RNU6,1.5581734311952813,0.214000001549721,0,0,-0.23952349527744887,-0.2681530456463531
RNU6-280P,Pseudogene,RNU6,1.77011248563871,0.282999992370605,0,0,-0.22231226572045495,-0.4832321373602554
RNU6-281P,Pseudogene,RNU6,1.112845951769931,-0.104999996721745,0,0,-0.5305219133146272,-0.40764004540632226
RNU6-282P,Pseudogene,RNU6,1.5512398115580857,0.30799999833107,1.15,0,-0.31622927588591865,-0.48488186213644924
RNU6-283P,Pseudogene,RNU6,1.266015912846166,0.28099998831749,0,0,-0.38765147703270997,-0.3929777074476469
RNU6-284P,Pseudogene,RNU6,0.9175093553186052,-0.0554999988526106,0,0,-0.6578899752632174,-0.5998632538269675
RNU6-285P,Pseudogene,RNU6,1.146231330323029,0.30799999833107,0.73,0,-0.48976749891615573,-0.5158266058962364
RNU6-286P,Pseudogene,RNU6,0.6817008761479356,-0.157000005245209,0,0,-0.7604894335667965,-0.5886843351420576
RNU6-287P,Pseudogene,RNU6,1.098737515151945,-0.271999999880791,0,0,-0.28980919973346225,0.07053777740641705
RNU6-288P,Pseudogene,RNU6,1.1021455099259891,0.277999997138977,0.22,0,-0.5721456662843507,-0.6722799782703188
RNU6-289P,Pseudogene,RNU6,1.4932495382288111,0.30799999833107,0,0,-0.2936721440362865,-0.4196209831693969
RNU6-28P,Pseudogene,RNU6,1.330939805812636,0.146999999880791,0.67,0,0.11694176683991771,0.6748102745822082
RNU6-290P,Pseudogene,RNU6,0.997320989479983,0.301999986171722,0.07,0,-0.0776609509560823,0.4112770583389302
RNU6-291P,Pseudogene,RNU6,1.5257114847120463,0.214000001549721,0.36,0,-0.32713069027914865,-0.47150636567641824
RNU6-293P,Pseudogene,RNU6,0.950277546579984,0.146999999880791,0,0,-0.5926271463017241,-0.5732765434997937
RNU6-294P,Pseudogene,RNU6,1.0897029878293798,0.446000009775162,0,0,-0.5070206443141477,-0.6078151985899766
RNU6-295P,Pseudogene,RNU6,1.001950463569081,-0.0765000022947788,0,0,-0.47411926183208064,-0.23356630036992687
RNU6-296P,Pseudogene,RNU6,1.2335539663629311,-0.025000000372529,0,0,-0.44999388961089626,-0.4233966459866055
RNU6-297P,Pseudogene,RNU6,1.2335539663629311,0.28099998831749,0,0,-0.46361596594096943,-0.5561316979449658
RNU6-298P,Pseudogene,RNU6,1.2663540581220332,0.214000001549721,2.83,0,0.308127678204379,0.9903510349933364
RNU6-299P,Pseudogene,RNU6,1.146231330323029,-0.042000001296401,0.73,0,-0.5143256033815631,-0.474670155213434
RNU6-300P,Pseudogene,RNU6,0.9351537659978092,-0.212999999523163,0,0,-0.7085254836479918,-0.7178145224613318
RNU6-301P,Pseudogene,RNU6,1.0712442339467558,-0.101000003516674,0.36,0,-0.5075692957554615,-0.3899334781727623
RNU6-302P,Pseudogene,RNU6,1.4283256452623412,-0.212999999523163,2.66,0,-0.4785975534753212,-0.5790151456346274
RNU6-304P,Pseudogene,RNU6,1.4283256452623412,0.194999992847443,0,0,0.06282509213193796,0.40184641777136293
RNU6-306P,Pseudogene,RNU6,1.3958636987791062,0.28099998831749,0.67,0,-0.0758092322084654,0.08372297696646694
RNU6-307P,Pseudogene,RNU6,0.8847411640572264,-0.016499999910593,0,0,-0.3799430929633136,-0.10521908084059675
RNU6-308P,Pseudogene,RNU6,1.2335539663629311,-0.356000006198883,0.26,0,-0.47580524280990155,-0.3724072801176231
RNU6-309P,Pseudogene,RNU6,1.1468866941482565,0.356000006198883,0,0,-0.5142277933376954,-0.6285922822661681
RNU6-30P,Pseudogene,RNU6,1.103706180429991,0.239999994635582,0.09,0,-0.4238363909669982,-0.28732391226170506
RNU6-310P,Pseudogene,RNU6,1.3634017522958712,0.347000002861023,1.38,0,-0.2866942124454783,-0.24579139283019158
RNU6-311P,Pseudogene,RNU6,1.191862642938384,0.305999994277954,0,0,-0.4410835574366455,-0.4965416340909429
RNU6-312P,Pseudogene,RNU6,0.4220053042820553,0.0109999999403954,11.55,0,-0.815119907465307,-0.5443055398035276
RNU6-313P,Pseudogene,RNU6,0.7753188110951224,0.194999992847443,0.34,0,-0.36191122329428105,-0.08791999210547695
RNU6-314P,Pseudogene,RNU6,1.3693323002110775,-0.309499993920326,0.69,0,-0.5182429804948984,-0.6357448509917676
RNU6-315P,Pseudogene,RNU6,1.0712442339467558,0.165999993681908,0,0,-0.4751048161538557,-0.3889018453771437
RNU6-316P,Pseudogene,RNU6,1.0712442339467558,-0.140000000596046,1.18,0,-0.574104528291212,-0.48512145426320163
RNU6-317P,Pseudogene,RNU6,1.168630073396461,0.118000000715256,0,0,-0.09630817689327859,0.35679646694390293
RNU6-318P,Pseudogene,RNU6,1.7198528345535296,0.239999994635582,0,0,1.256269276895643,2.090654594604771
RNU6-31P,Pseudogene,RNU6,0.9648411871405967,0.152999997138977,0,0,0.8957673606889249,1.9627243238915983
RNU6-320P,Pseudogene,RNU6,1.081350311625499,0.30799999833107,0,0,-0.49773076414023604,-0.522284482687917
RNU6-321P,Pseudogene,RNU6,1.3107276504551504,0.44200000166893,0.24,0,-0.35095721591195334,-0.4257622283858435
RNU6-322P,Pseudogene,RNU6,1.450071997760819,0.214000001549721,2.07,0,-0.4048285136930824,-0.6264589606626784
RNU6-323P,Pseudogene,RNU6,1.330939805812636,0.263999998569489,0.36,0,0.04078074515515796,0.2581034875088364
RNU6-324P,Pseudogene,RNU6,1.1796548854096351,-0.159999996423721,0,0,-0.44508314721797215,-0.314849615966666
RNU6-325P,Pseudogene,RNU6,1.455531848029243,0.30799999833107,0,0,-0.3829829766720955,-0.6016887368231789
RNU6-326P,Pseudogene,RNU6,1.5906353776785165,0.197999998927116,0,0,0.3059476427199374,0.677200905161425
RNU6-327P,Pseudogene,RNU6,1.3674914463410033,0.0099999997764825,0.85,0,-0.49381185680598233,-0.643237418662853
RNU6-329P,Pseudogene,RNU6,1.136168126913226,0.30799999833107,0,0,-0.4438877328066626,-0.37735369951551667
RNU6-32P,Pseudogene,RNU6,1.0712442339467558,0.342000007629395,0.04,0,-0.3636660317090563,-0.12893612243977629
RNU6-330P,Pseudogene,RNU6,1.0712442339467558,0.202000007033348,0,0,-0.5315102348692361,-0.5073120097592742
RNU6-331P,Pseudogene,RNU6,1.006320340980286,0.30799999833107,0.22,0,-0.46115196390405583,-0.3426679286050834
RNU6-332P,Pseudogene,RNU6,1.0291639329499698,0.359999999403954,0,0,-0.5074766224188666,-0.494759421967306
RNU6-333P,Pseudogene,RNU6,1.5257114847120463,0.0769999995827675,0,0,0.992982526638719,1.3287282286222037
RNU6-334P,Pseudogene,RNU6,1.0215965510900435,-0.013499999884516,0,0,-0.6779632516936533,-0.7822824150507904
RNU6-335P,Pseudogene,RNU6,1.3217470422067643,-0.241999998688698,0.33,0,-0.5191403044727595,-0.5756213977230199
RNU6-336P,Pseudogene,RNU6,1.201092019879696,0.232999995350838,0,0,-0.1986436022864844,-0.0288471330143407
RNU6-337P,Pseudogene,RNU6,1.3107276504551504,-0.059000002220273,0,0,-0.49670201761266336,-0.5365801687390104
RNU6-338P,Pseudogene,RNU6,0.8931672703815808,0.118000000715256,0.29,0,-0.08703567047916543,0.5859993884129568
RNU6-339P,Pseudogene,RNU6,1.2335539663629311,-0.180999994277954,0,0,-0.5141010684608853,-0.497781786326986
RNU6-33P,Pseudogene,RNU6,1.4607875917455764,0.114000000059605,4.36,0,-0.21811381589619763,-0.11766565442174988
RNU6-340P,Pseudogene,RNU6,1.266015912846166,-0.193000003695488,0,0,0.11323562845000529,0.7686416028608877
RNU6-341P,Pseudogene,RNU6,1.3748986916753505,0.167000003159046,0.33,0,-0.41750301535693807,-0.5248321575809292
RNU6-342P,Pseudogene,RNU6,0.6345686269270847,0.30799999833107,0.27,0,-0.698770221804714,-0.5924157298607005
RNU6-343P,Pseudogene,RNU6,1.2357389050685337,-0.0880000032484531,3.69,0,-0.37776542948383784,-0.17448393578747823
RNU6-344P,Pseudogene,RNU6,1.3142701576185425,0.305999994277954,0,0,-0.3944623103536029,-0.4379412613079307
RNU6-345P,Pseudogene,RNU6,0.9413964480138156,-0.0839999988675117,0,0,-0.5793669313883022,-0.44111035400486104
RNU6-346P,Pseudogene,RNU6,0.938764398298959,0.193000003695488,3.65,0,-0.6383969391087508,-0.6566608047281859
RNU6-347P,Pseudogene,RNU6,1.0254883474751486,-0.172000005841255,0,0,-0.66178519682838155,-0.6629743848218647
RNU6-348P,Pseudogene,RNU6,1.3634017522958712,-0.239999994635582,0,0,-0.4597783490703254,-0.4448301419123454
RNU6-349P,Pseudogene,RNU6,1.4932495382288111,0.214000001549721,0,0,-0.6198625076320572,-1.091111087578418
RNU6-351P,Pseudogene,RNU6,1.5977770059048282,0.30799999833107,0,0,-0.3744744458765823,-0.6407727734298541
RNU6-352P,Pseudogene,RNU6,0.8764725550473457,-0.185000002384186,0,0,-0.6767385424040638,-0.5879200284681639
RNU6-353P,Pseudogene,RNU6,1.6402300181390144,0.296000003814697,0,0,-0.12706552843323501,-0.1432998713005962
RNU6-354P,Pseudogene,RNU6,1.266015912846166,-0.226999998092651,0.74,0,-0.46723405842597066,-0.42243582449957906
RNU6-355P,Pseudogene,RNU6,1.1689422074972615,0.248500004410744,0.03,0,-0.44652183395412637,-0.43480959065869634
RNU6-356P,Pseudogene,RNU6,1.3958636987791062,0.211999997496605,0,0,-0.39075343819935665,-0.5044875686053335
RNU6-358P,Pseudogene,RNU6,1.0188722936204702,0.239999994635582,1.17,0,-0.5074312371860189,-0.4074682193895667
RNU6-359P,Pseudogene,RNU6,1.2221321703780892,0.17399999499321,0,0,-0.01002262141642652,0.3905850321255347
RNU6-35P,Pseudogene,RNU6,0.9413964480138156,0.164000004529953,0,0,-0.4304161394383951,-0.12248114572972658
RNU6-360P,Pseudogene,RNU6,0.7681620220696289,0.0549999997019768,0,0,-0.5723020308908737,-0.30291406701437723
RNU6-361P,Pseudogene,RNU6,1.006320340980286,0.279000014066696,0,0,-0.4612216445771355,-0.3520512764968457
RNU6-362P,Pseudogene,RNU6,1.3893713094824591,-0.0684999991208315,0,0,0.19470662370272837,0.7250025388993842
RNU6-363P,Pseudogene,RNU6,0.8270067318347971,0.136999994516373,0,0,-0.7095896500193376,-0.716592884910161
RNU6-364P,Pseudogene,RNU6,1.4283256452623412,0.30799999833107,0,0,-0.2959027816496038,-0.339907446089353
RNU6-365P,Pseudogene,RNU6,1.6711777543303166,-0.0425000004470348,0,0,-0.37157954525892073,-0.6226424673249755
RNU6-366P,Pseudogene,RNU6,0.7864365902730902,0.30799999833107,0,0,-0.3541572858329397,-0.05068482123076678
RNU6-367P,Pseudogene,RNU6,1.3893713094824591,0.305000007152557,0,0,-0.43017509810647736,-0.6252145084868537
RNU6-369P,Pseudogene,RNU6,1.770767355222742,-0.122499998658895,0,0,0.9031107517068814,1.7361767114812499
RNU6-370P,Pseudogene,RNU6,1.2357389050685337,0.282999992370605,0,0,0.051945528331499735,0.2604200293520131
RNU6-371P,Pseudogene,RNU6,1.1899707974734026,-0.171499997377396,0,0,-0.5248613748494212,-0.4650933629856224
RNU6-373P,Pseudogene,RNU6,1.098737515151945,0.30799999833107,0,0,-0.4610838585304112,-0.4453029042326279
RNU6-375P,Pseudogene,RNU6,1.4935741576936437,-0.0370000004768372,0,0,-0.6519287671044423,-1.077212401461931
RNU6-376P,Pseudogene,RNU6,0.9830457378413626,0.238000005483627,0,0,-0.12585657508858825,0.3274193444698776
RNU6-377P,Pseudogene,RNU6,0.885383677611371,0.0105000003241002,1.56,0,-0.7283295713586392,-0.7440155712693877
RNU6-378P,Pseudogene,RNU6,1.266015912846166,0.30799999833107,0,0,-0.32523675543046576,-0.2731990376521605
RNU6-379P,Pseudogene,RNU6,1.0353488123547172,0.194999992847443,5.7,0,0.7399864664049847,1.5814294131899314
RNU6-37P,Pseudogene,RNU6,1.6880212171282214,-0.234999999403954,1.93,0,1.048280899332556,1.7643046973959085
RNU6-380P,Pseudogene,RNU6,1.5257114847120463,-0.116999998688698,0,0,-0.33235855644034734,-0.38786806194846296
RNU6-381P,Pseudogene,RNU6,1.5437458994249549,-0.140000000596046,0,0,-0.3943537306802289,-0.5363879014029086
RNU6-382P,Pseudogene,RNU6,1.04858212036412,0.282999992370605,0,0,-0.553385083368414,-0.5619937932926551
RNU6-383P,Pseudogene,RNU6,0.6651245630501135,0.30799999833107,0,0,-0.6458262320845091,-0.4662523597025151
RNU6-384P,Pseudogene,RNU6,1.2023405562828977,0.327500000596046,0.69,0,-0.16712395351994144,-0.07750128179310913
RNU6-386P,Pseudogene,RNU6,0.6492389296647005,-0.0759999975562096,0,0,-0.47175576929958674,-0.2199144277598178
RNU6-387P,Pseudogene,RNU6,0.7608461932880134,0.214000001549721,0.73,0,-0.33498589480424873,-0.020500251842134935
RNU6-388P,Pseudogene,RNU6,0.860087001108189,-0.282000005245209,1.7,0,-0.9455684015327174,-1.1042801257694579
RNU6-389P,Pseudogene,RNU6,1.0254883474751486,-0.172000005841255,0.31,0,-0.8629997221045661,-1.099754620101238
RNU6-38P,Pseudogene,RNU6,1.2335539663629311,0.214000001549721,0,0,-0.35544065256478613,-0.2414313196684591
RNU6-390P,Pseudogene,RNU6,1.0116781379726645,0.279000014066696,0,0,-0.6129408456054998,-0.687089210057926
RNU6-391P,Pseudogene,RNU6,0.7681620220696289,0.287000000476837,0,0,-0.3192672933094725,-0.018835513829719933
RNU6-392P,Pseudogene,RNU6,1.272444021060668,-0.238000005483627,0,0,-0.5548891021369905,-0.5994471686371116
RNU6-393P,Pseudogene,RNU6,0.9413964480138156,0.20100000500679,0,0,-0.4348887927218419,-0.1788576541661946
RNU6-394P,Pseudogene,RNU6,1.103706180429991,0.0149999996647239,0,0,-0.8066349002221964,-1.105081780213656
RNU6-395P,Pseudogene,RNU6,0.8192047815344689,0.296999990940094,0.32,0,-0.15695784344607336,0.42340330854938324
RNU6-396P,Pseudogene,RNU6,1.2570502323888917,0.261999994516373,8.18,0,-0.4817082742979893,-0.5986861091545318
RNU6-398P,Pseudogene,RNU6,1.3065188919445143,-0.180000007152557,0,0,-0.38924879595013673,-0.3006379837329302
RNU6-399P,Pseudogene,RNU6,1.2405100977521957,-0.14750000089407,0,0,-0.5288956120768641,-0.5455895657453073
RNU6-3P,Pseudogene,RNU6,1.168630073396461,0.172999992966652,1.75,0,-0.3491142199092626,-0.1340801683419283
RNU6-400P,Pseudogene,RNU6,1.4090322242392863,0.319000005722046,0,0,-0.37124986677647637,-0.4883272423289751
RNU6-401P,Pseudogene,RNU6,1.230172513604261,-0.0245000002905726,0,0,-0.5355514002665027,-0.5998268752385151
RNU6-402P,Pseudogene,RNU6,1.2140137655671974,-0.150000005960464,0,0,-0.48195809422635955,-0.43793596496020454
RNU6-403P,Pseudogene,RNU6,0.801560370855265,-0.0600000005215406,0,0,-0.6804493257903245,-0.5604236337594843
RNU6-405P,Pseudogene,RNU6,1.23148820613218,0.347000002861023,0,0,0.7536691443249164,1.4242746630090333
RNU6-406P,Pseudogene,RNU6,1.5581734311952813,0.293000012636185,0,0,0.5133011973756436,0.8077174313240165
RNU6-407P,Pseudogene,RNU6,1.2357389050685337,0.114000000059605,0.38,0,-0.18325263827018892,-0.009477211778091155
RNU6-408P,Pseudogene,RNU6,1.3893713094824591,0.152999997138977,0,0,-0.4574548137773546,-0.6062677825741767
RNU6-409P,Pseudogene,RNU6,1.1689422074972615,0.20100000500679,0.25,0,-0.46132129738008476,-0.4648104212555926
RNU6-40P,Pseudogene,RNU6,1.330939805812636,0.118000000715256,0,0,-0.22962651523337446,-0.00847958175299305
RNU6-410P,Pseudogene,RNU6,1.266015912846166,-0.0740000009536743,0,0,-0.5851323992977479,-0.7749588488229608
RNU6-411P,Pseudogene,RNU6,1.3958636987791062,0.30799999833107,0.09,0,-0.28645018224580476,-0.3034132354437151
RNU6-412P,Pseudogene,RNU6,1.2124230766710138,0.30799999833107,0,0,-0.5106755909203488,-0.6665983191105453
RNU6-413P,Pseudogene,RNU6,1.168630073396461,0.090999998152256,0,0,-0.528583036051195,-0.5851347700136574
RNU6-414P,Pseudogene,RNU6,0.7013653244983569,0.123000003397465,0,0,-0.6116087139557528,-0.3430674109642631
RNU6-415P,Pseudogene,RNU6,1.4681500950716708,0.277999997138977,0.99,0,-0.43457520637606634,-0.7152994557886491
RNU6-416P,Pseudogene,RNU6,0.9779555333735755,0.202999994158745,0,0,-0.06963275225913179,0.3700235270220119
RNU6-418P,Pseudogene,RNU6,0.9738583944970508,-0.0700000002980232,5.48,0,-0.5333359655800238,-0.32995546299412576
RNU6-419P,Pseudogene,RNU6,1.433478335180315,0.347000002861023,0,0,-0.22811797727652589,-0.23610763183634595
RNU6-41P,Pseudogene,RNU6,1.2335539663629311,0.0549999997019768,0,0,0.9164996009698216,1.8661434844969986
RNU6-420P,Pseudogene,RNU6,1.298477859329401,0.361000001430511,0,0,-0.4059116837678291,-0.513606615939729
RNU6-421P,Pseudogene,RNU6,1.201092019879696,0.003000000026077,0.08,0,0.6028868873395757,1.2785893721426134
RNU6-422P,Pseudogene,RNU6,0.9738583944970508,-0.138999998569489,0,0,-0.5881336519247127,-0.4750096236152393
RNU6-424P,Pseudogene,RNU6,0.5623645776476621,0.130999997258186,0,0,-0.8568645673219596,-0.8080573995374316
RNU6-425P,Pseudogene,RNU6,0.7491708041326987,-0.046000000089407,0,0,-0.447831116175214,-0.10575494719734088
RNU6-426P,Pseudogene,RNU6,1.217490322742361,0.115000002086163,0,0,-0.7467099214483475,-1.10331567811781
RNU6-428P,Pseudogene,RNU6,1.0387822874635209,0.30799999833107,0,0,-0.47861633086484395,-0.39980206764867965
RNU6-429P,Pseudogene,RNU6,1.3829390349015218,-0.222000002861023,0,0,-0.32793738415824863,-0.19288940592043757
RNU6-430P,Pseudogene,RNU6,1.6880212171282214,-0.143999993801117,0.47,0,0.4496196168010649,0.6667050422601696
RNU6-431P,Pseudogene,RNU6,1.3958636987791062,0.30799999833107,0,0,-0.26268887222931075,-0.23200709614076484
RNU6-432P,Pseudogene,RNU6,1.115321005318488,-0.230000004172325,0,0,-0.6020704712777899,-0.6175859803737772
RNU6-433P,Pseudogene,RNU6,0.801560370855265,-0.188500002026558,0,0,-0.2534817255665256,0.4015724614543158
RNU6-434P,Pseudogene,RNU6,0.7466247691144057,0.20100000500679,0.06,0,0.12606635468213032,1.0529960932152989
RNU6-435P,Pseudogene,RNU6,1.157809424568716,0.0189999993890524,0,0,-0.025852370190185513,0.45739922960751955
RNU6-436P,Pseudogene,RNU6,0.5484360432167602,0.325499996542931,0,0,-0.7621703205095265,-0.6047894916716134
RNU6-438P,Pseudogene,RNU6,0.910510324175398,-0.068000003695488,0,0,-0.6495934078860838,-0.5666476004146369
RNU6-439P,Pseudogene,RNU6,1.6384095630689377,0.214000001549721,0,0,-0.2722886182302483,-0.43296632688654507
RNU6-43P,Pseudogene,RNU6,1.330939805812636,-0.41100001335144,0.56,0,0.17676111657671492,1.0069280796698892
RNU6-440P,Pseudogene,RNU6,0.5954448469210539,-0.123000003397465,0,0,-0.7386847141224695,-0.42859442655339963
RNU6-441P,Pseudogene,RNU6,1.4418004155006654,-0.110500004142523,0,0,-0.3779892440714939,-0.4034391047178541
RNU6-442P,Pseudogene,RNU6,1.3025356026398056,0.304499998688698,0,0,-0.4263736161813649,-0.5383965757126502
RNU6-444P,Pseudogene,RNU6,1.157809424568716,0.33899998664856,2.87,0,-0.5600423158567207,-0.7612297338275545
RNU6-445P,Pseudogene,RNU6,1.136168126913226,0.305000007152557,0,0,-0.4663883679175744,-0.4341586435719991
RNU6-446P,Pseudogene,RNU6,1.0158139291027417,0.381999999284744,1.46,0,-0.31997731955365494,-0.2038440417390709
RNU6-447P,Pseudogene,RNU6,0.9685521147834452,0.25,0.07,0,-0.5813807697978673,-0.5717655566878781
RNU6-448P,Pseudogene,RNU6,1.2335539663629311,-0.046000000089407,0.26,0,-0.5552375834736212,-0.6456319442693905
RNU6-449P,Pseudogene,RNU6,1.330939805812636,-0.108999997377396,0,0,-0.4807393711639123,-0.5881863478108872
RNU6-44P,Pseudogene,RNU6,1.266015912846166,0.29899999499321,0,0,-0.32261710222583095,-0.23239366343492288
RNU6-450P,Pseudogene,RNU6,1.3634017522958712,0.238000005483627,0,0,1.198345901533485,2.031947819155714
RNU6-451P,Pseudogene,RNU6,0.9413964480138156,-0.0860000029206276,0,0,1.6600171216385846,3.023550148496152
RNU6-452P,Pseudogene,RNU6,1.266015912846166,0.211999997496605,0,0,-0.7141775059958434,-1.105567075035467
RNU6-453P,Pseudogene,RNU6,0.9807326890464418,-0.108999997377396,0,0,-0.3707092307011855,-0.10628519426224996
RNU6-454P,Pseudogene,RNU6,1.103706180429991,-0.207000002264977,0,0,0.6462616840790126,1.622337166931831
RNU6-455P,Pseudogene,RNU6,1.006320340980286,0.263999998569489,0.21,0,-0.07341693265159618,0.20521426598590908
RNU6-456P,Pseudogene,RNU6,0.9413964480138156,0.185000002384186,0,0,-0.6219121821094836,-0.6340854473789105
RNU6-45P,Pseudogene,RNU6,1.3634017522958712,0.232999995350838,0.35,0,0.33139829689521766,1.0399592362338177
RNU6-460P,Pseudogene,RNU6,1.1256480516640297,0.194999992847443,0.72,0,-0.5080278914303925,-0.549626809916972
RNU6-461P,Pseudogene,RNU6,1.0387822874635209,-0.256000012159348,0.67,0,-0.6024286486913927,-0.5113839588200197
RNU6-462P,Pseudogene,RNU6,1.3893713094824591,0.30799999833107,0,0,-0.403792568956886,-0.5788013840160547
RNU6-463P,Pseudogene,RNU6,1.006320340980286,0.0089999996125698,0,0,-0.5190476577813385,-0.3866703373594072
RNU6-464P,Pseudogene,RNU6,1.001950463569081,-0.163500003516674,0,0,-0.6418020514331074,-0.631966366528569
RNU6-466P,Pseudogene,RNU6,1.1802911609681086,0.30799999833107,0.09,0,-0.5240025998446436,-0.638146863441415
RNU6-467P,Pseudogene,RNU6,1.4841011714926269,0.338500007987022,5.72,0,1.085396090786176,1.9655371663872319
RNU6-468P,Pseudogene,RNU6,1.115321005318488,0.211999997496605,0,0,-0.4717268541002257,-0.40133409471203857
RNU6-469P,Pseudogene,RNU6,0.8597594736896406,-0.223000004887581,0,0,-0.7078286906090556,-0.6264053153631168
RNU6-46P,Pseudogene,RNU6,1.330939805812636,0.137999996542931,1.09,0,-0.2618930324441101,-0.05854571272865171
RNU6-470P,Pseudogene,RNU6,1.001950463569081,0.211999997496605,0,0,-0.5102581832749434,-0.42775993039559457
RNU6-471P,Pseudogene,RNU6,1.2779594591937713,0.284000009298325,0,0,-0.43436688962361286,-0.5264464660227984
RNU6-472P,Pseudogene,RNU6,1.4932495382288111,0.284000009298325,0,0,-0.35505731582976313,-0.5277138019685111
RNU6-473P,Pseudogene,RNU6,0.4220053042820553,-0.167999997735023,0,0,-0.8627077333921721,-0.5671006479163937
RNU6-474P,Pseudogene,RNU6,0.8115486620808757,0.30799999833107,0,0,-0.5954884404961327,-0.4935250343505281
RNU6-475P,Pseudogene,RNU6,1.3025356026398056,-0.163000002503395,0,0,-0.5726252407344843,-0.6736447084688963
RNU6-476P,Pseudogene,RNU6,1.2335539663629311,0.30799999833107,1.84,0,-0.3573989488192031,-0.27256552351259444
RNU6-477P,Pseudogene,RNU6,1.4607875917455764,0.214000001549721,0,0,-0.27064050319323735,-0.29149628232650926
RNU6-478P,Pseudogene,RNU6,1.2946414474722916,0.214000001549721,0,0,-0.49689590088561625,-0.6874398459222483
RNU6-479P,Pseudogene,RNU6,0.7608461932880134,0.0610000006854534,1.37,0,-0.9426474630609577,-1.1296053874266352
RNU6-47P,Pseudogene,RNU6,1.6880212171282214,0.0769999995827675,0.66,0,-0.16530463247884866,-0.15425663916144888
RNU6-480P,Pseudogene,RNU6,1.201092019879696,-0.104999996721745,0,0,-0.3933848119142771,-0.2039757145083887
RNU6-481P,Pseudogene,RNU6,0.7790867155976406,-0.184000000357628,0.71,0,-0.6336316343579006,-0.31849588775108584
RNU6-482P,Pseudogene,RNU6,1.5906353776785165,-0.0149999996647239,0,0,-0.12433855477872922,-0.06257454249304778
RNU6-483P,Pseudogene,RNU6,0.7718729497124773,0.284000009298325,0.42,0,-0.6815565122528244,-0.6764195211291755
RNU6-484P,Pseudogene,RNU6,1.5906353776785165,0.0850000008940697,0.67,0,-0.31917844727549016,-0.4255479519535714
RNU6-485P,Pseudogene,RNU6,1.0387822874635209,-0.0900000035762787,10.96,0,-0.5174156022202085,-0.35656183704161165
RNU6-486P,Pseudogene,RNU6,1.103706180429991,0.0270000007003546,0,0,-0.4673476889147998,-0.34782873557901106
RNU6-487P,Pseudogene,RNU6,0.9351537659978092,0.282000005245209,0,0,-0.4237551155862745,-0.16497642456264
RNU6-488P,Pseudogene,RNU6,1.0876391564130363,-0.142000004649162,0,0,-0.6177275265463039,-0.6335332688356865
RNU6-489P,Pseudogene,RNU6,1.0387822874635209,0.144999995827675,0.09,0,-0.31852605660981176,-0.06997806701994719
RNU6-48P,Pseudogene,RNU6,1.006320340980286,0.211999997496605,0.91,0,-0.4154921316913026,-0.16763431782281782
RNU6-490P,Pseudogene,RNU6,1.3958636987791062,0.003000000026077,0.3,0,-0.383860098665329,-0.38572458320360403
RNU6-491P,Pseudogene,RNU6,1.1367583441220122,-0.0665000006556511,0,0,-0.5697409204059186,-0.6086605677806004
RNU6-492P,Pseudogene,RNU6,1.2023405562828977,0.421000003814697,0,0,0.8906451359175908,1.6839307773500947
RNU6-493P,Pseudogene,RNU6,1.318616289092149,0.217999994754791,0,0,-0.4278985520453138,-0.5658541669968706
RNU6-494P,Pseudogene,RNU6,1.0806221295974685,-0.134499996900558,0,0,-0.4861833488198779,-0.29053094315137973
RNU6-495P,Pseudogene,RNU6,1.6880212171282214,0.303999990224838,0.71,0,0.35116031167583966,0.6408030003288867
RNU6-496P,Pseudogene,RNU6,0.8420432178681572,0.305000007152557,0,0,-0.5402817942509918,-0.4011008201510823
RNU6-497P,Pseudogene,RNU6,1.0353488123547172,0.375999987125397,0,0,-0.08704108082181992,0.33128924374660557
RNU6-498P,Pseudogene,RNU6,0.5518530902149955,0.298000007867813,0,0,-0.6569101450047162,-0.3774321307458039
RNU6-499P,Pseudogene,RNU6,1.5906353776785165,-0.149000003933907,0,0,-0.31586941926115547,-0.3573323254029766
RNU6-49P,Pseudogene,RNU6,1.298477859329401,0.146999999880791,2.66,0,0.24484763256473663,0.9973904496608503
RNU6-4P,Pseudogene,RNU6,1.330939805812636,0.360000014305115,0,0,-0.2241548159820156,-0.07754059424165538
RNU6-500P,Pseudogene,RNU6,1.266015912846166,-0.0209999997168779,0,0,-0.47835341428263406,-0.4897502058090233
RNU6-501P,Pseudogene,RNU6,0.5557485237929837,0.239999994635582,0,0,0.4093633139955944,1.5853144390089837
RNU6-502P,Pseudogene,RNU6,0.9648411871405967,0.214000001549721,0,0,0.8288026626790077,1.8953114658028305
RNU6-503P,Pseudogene,RNU6,0.6946856547412297,0.171000003814697,0,0,-0.7891631619516833,-0.832668269937425
RNU6-504P,Pseudogene,RNU6,0.7681620220696289,0.197999998927116,0,0,-0.7009843270407539,-0.6691823857579893
RNU6-505P,Pseudogene,RNU6,0.8764725550473457,0.214000001549721,0,0,-0.6572475771389134,-0.681426589724446
RNU6-506P,Pseudogene,RNU6,0.775978656891799,0.301999986171722,0,0,-0.6565298617932539,-0.5924169322894823
