Gene,Gene_Type,Gene_group,enrichment_intergenic_dbsnp,PhyloP100_median,ENCODE_max,functional_probability,tSNE1,tSNE2
RNU6-204P,Pseudogene,RNU6,1.298477859329401,-0.237000003457069,0.26,0,-6.135061930979712,-13.572406171324042
RNU6-205P,Pseudogene,RNU6,0.6817008761479356,0.30799999833107,0,0,-23.078193502191994,1.2185216320269538
RNU6-206P,Pseudogene,RNU6,1.5363240441392578,-0.213500000536442,0,0,18.0391472357766,10.689959951309723
RNU6-207P,Pseudogene,RNU6,0.8764725550473457,0.30799999833107,0,0,-26.7081290916781,-0.4177320959004864
RNU6-208P,Pseudogene,RNU6,1.266015912846166,-0.144999995827675,0,0,16.558462117505748,-11.65449477338062
RNU6-209P,Pseudogene,RNU6,1.4932495382288111,0.30799999833107,0,0,-11.672876630299681,-27.634298797201463
RNU6-20P,Pseudogene,RNU6,1.4607875917455764,-0.0610000006854534,0,0,22.481539010553593,10.44342118259009
RNU6-210P,Pseudogene,RNU6,0.9140600720279336,0.202000007033348,0,0,20.159128920808016,25.899467499790486
RNU6-211P,Pseudogene,RNU6,1.330939805812636,0.470999985933304,0,0,-23.06535556079626,-29.017382681769824
RNU6-212P,Pseudogene,RNU6,1.3693323002110775,0.214000001549721,0,0,-14.635125954764398,-22.85159659403559
RNU6-213P,Pseudogene,RNU6,1.2023405562828977,0.303000003099442,1.13,0,25.688372663435192,-18.601729011392425
RNU6-214P,Pseudogene,RNU6,1.5581734311952813,0.30799999833107,0,0,-11.65964684798017,-29.596615843021915
RNU6-215P,Pseudogene,RNU6,1.770767355222742,0.118000000715256,0,0,-7.595320672026656,-30.431368182429022
RNU6-216P,Pseudogene,RNU6,1.2023405562828977,0.237000003457069,0.66,0,16.730386703457224,18.689913173682736
RNU6-217P,Pseudogene,RNU6,1.3359339514254416,0.30799999833107,0,0,-22.591642279566848,-27.506207890990527
RNU6-218P,Pseudogene,RNU6,1.6209331943962024,0.30799999833107,0,0,17.77123907195762,11.464113059253744
RNU6-219P,Pseudogene,RNU6,1.0387822874635209,0.277999997138977,0,0,-29.469854704544215,-11.879851009803092
RNU6-21P,Pseudogene,RNU6,1.7529451100946911,0.0769999995827675,0,0,-4.154844753716603,-27.762716604976376
RNU6-220P,Pseudogene,RNU6,1.168630073396461,0.291999995708466,0,0,17.136098278910648,-20.176086311243193
RNU6-221P,Pseudogene,RNU6,0.8420432178681572,0.30799999833107,0,0,24.99986695393317,-8.231774414479998
RNU6-222P,Pseudogene,RNU6,1.5257114847120463,0.165500000119209,0,0,22.360220259311486,10.189326291721484
RNU6-223P,Pseudogene,RNU6,1.3634017522958712,-0.119999997317791,0,0,-5.256881218617591,-20.922599385463815
RNU6-224P,Pseudogene,RNU6,1.2335539663629311,0.30799999833107,0,0,-22.185598698398838,-19.839353230919983
RNU6-225P,Pseudogene,RNU6,1.112845951769931,0.27700001001358,0,0,20.205185790247317,18.767818365133856
RNU6-226P,Pseudogene,RNU6,0.9413964480138156,0.239999994635582,0,0,-24.576120122241235,-5.65517894739744
RNU6-227P,Pseudogene,RNU6,1.0116781379726645,0.331999987363815,1.17,0,-30.138128385870143,-12.109843109295806
RNU6-228P,Pseudogene,RNU6,1.5728731805461804,0.214000001549721,9,0,-17.618972538125703,-31.65013234665266
RNU6-229P,Pseudogene,RNU6,1.123756206199048,-0.0955000016838312,0,0,12.64892957674271,26.121004566449997
RNU6-22P,Pseudogene,RNU6,1.2335539663629311,0.146999999880791,0,0,28.680808600403175,-21.545961328889245
RNU6-230P,Pseudogene,RNU6,1.2691372538541694,-0.284999996423721,7.04,0,-9.664411039407662,-11.633639303734077
RNU6-231P,Pseudogene,RNU6,1.3826267885626415,0.528999984264374,0,0.41,8.834648469635018,-22.044469662868238
RNU6-232P,Pseudogene,RNU6,0.7598124348732199,0.30799999833107,0.21,0,23.881343566117753,22.18921958623115
RNU6-233P,Pseudogene,RNU6,1.0592724522649954,0.152999997138977,0,0,31.171163498959952,9.701863408633509
RNU6-234P,Pseudogene,RNU6,0.7013653244983569,0.30799999833107,0.26,0,25.016563582743373,-4.6048598251686
RNU6-235P,Pseudogene,RNU6,1.0712442339467558,0.19200000166893,0,0,26.713981751976377,-17.228945792561156
RNU6-236P,Pseudogene,RNU6,1.04858212036412,0.238000005483627,0,0,25.578961618307975,-14.76087368858327
RNU6-237P,Pseudogene,RNU6,1.2719596495261951,-0.150999993085861,0.85,0,-2.2324062610502624,-14.021372870436128
RNU6-238P,Pseudogene,RNU6,0.8192047815344689,0.303000003099442,0.09,0,27.524567351542515,-12.085571999074006
RNU6-239P,Pseudogene,RNU6,0.7367878156346375,0.214000001549721,0,0,-20.871743301097435,-2.296140683470998
RNU6-23P,Pseudogene,RNU6,1.5581734311952813,0.118000000715256,0,0,21.81694891021305,10.209957412559085
RNU6-240P,Pseudogene,RNU6,1.1100647060298,0.28999999165535,0,0,-18.07409378600749,-11.912365878045573
RNU6-241P,Pseudogene,RNU6,0.9685521147834452,0.261000007390976,0,0,-27.434277170652766,-8.067339939170061
RNU6-242P,Pseudogene,RNU6,1.2335539663629311,0.261999994516373,0.1,0,-25.225703971174262,-24.844163310914094
RNU6-243P,Pseudogene,RNU6,1.4283256452623412,0.0140000004321337,0,0,-9.289826144447954,-19.09639133587671
RNU6-244P,Pseudogene,RNU6,1.3693323002110775,-0.351000010967255,0.55,0,1.0568234863366348,-17.913857163626506
RNU6-245P,Pseudogene,RNU6,0.8440106085641107,0.30799999833107,0,0,23.501089457571084,21.50150559763851
RNU6-246P,Pseudogene,RNU6,1.103706180429991,0.30799999833107,0,0,-29.746174557418087,-16.424422106725093
RNU6-247P,Pseudogene,RNU6,0.9089345015305808,0.0309999994933605,0.36,0,-10.672416990836723,-2.41548311155439
RNU6-248P,Pseudogene,RNU6,1.5581734311952813,0.293000012636185,0,0,-9.500998007982384,-29.848336448974564
RNU6-249P,Pseudogene,RNU6,1.464288389895729,0.0570000000298023,0,0,-9.725515164614787,-21.58664974616149
RNU6-24P,Pseudogene,RNU6,1.4283256452623412,0.146999999880791,0,0,-18.255954470643776,-29.927900804190074
RNU6-250P,Pseudogene,RNU6,1.1465685563690198,-0.275000005960464,0,0,-21.509064199961752,32.60366858652744
RNU6-251P,Pseudogene,RNU6,1.1021455099259891,0.0445000007748604,0,0,-13.111072371055707,-7.4306201657377136
RNU6-252P,Pseudogene,RNU6,1.006320340980286,0.492000013589859,0,0.11,23.719237037989412,-13.572727127769125
RNU6-253P,Pseudogene,RNU6,1.5216923865760268,-0.090999998152256,0,0,-3.002365551232657,-23.410175730797878
RNU6-254P,Pseudogene,RNU6,1.4932495382288111,0.149000003933907,0,0,-10.323550643041347,-25.923284104209596
RNU6-255P,Pseudogene,RNU6,0.1984816156403513,0.0549999997019768,0.27,0.22,-18.37529443714766,6.209640047951841
RNU6-256P,Pseudogene,RNU6,1.2532988616465484,0.150000005960464,0,0,-13.658233201401545,-16.87867497775322
RNU6-257P,Pseudogene,RNU6,1.098737515151945,-0.0804999992251396,0,0,-7.213409276374658,-6.789998630836664
RNU6-258P,Pseudogene,RNU6,0.997320989479983,0.0130000002682209,0,0,-1.2612005994958726,-4.6670432984968375
RNU6-259P,Pseudogene,RNU6,0.8115486620808757,0.30799999833107,0,0,-26.36569472029264,0.4303099982892466
RNU6-25P,Pseudogene,RNU6,1.882792896027632,-0.293999999761581,0,0.21,-2.2129795805679415,-27.765084545367227
RNU6-260P,Pseudogene,RNU6,1.103706180429991,-0.0780000016093254,0,0,0.17272626659735874,-7.356660767099915
RNU6-261P,Pseudogene,RNU6,1.2599690796777203,0.446000009775162,0,0,-16.15264969187973,-13.073661971951577
RNU6-262P,Pseudogene,RNU6,1.4372806649818544,-0.263000011444092,0.79,0,-5.674659094141905,-22.57457259295578
RNU6-263P,Pseudogene,RNU6,1.0387822874635209,0.30799999833107,0.33,0,-30.71930412645201,-16.065859483380063
RNU6-264P,Pseudogene,RNU6,1.001950463569081,0.301999986171722,0.69,0,23.791476613526598,22.57228991614253
RNU6-266P,Pseudogene,RNU6,0.9738583944970508,0.30799999833107,0,0,-25.373349579362035,-6.941721805460066
RNU6-267P,Pseudogene,RNU6,1.5175172069589966,0.163000002503395,0,0,-10.133119727203551,-28.21163974790567
RNU6-268P,Pseudogene,RNU6,1.006320340980286,-0.0219999998807907,0,0,-10.68173390414447,-4.8722511526611685
RNU6-269P,Pseudogene,RNU6,1.145873244933987,-0.061999998986721,0,0,-19.575770227129066,29.521347738636347
RNU6-26P,Pseudogene,RNU6,1.5581734311952813,0.125,7.48,0,-17.132704696903783,-30.983247726202375
RNU6-270P,Pseudogene,RNU6,1.6540134636695942,-0.0480000004172325,0,0,-3.1183984417222113,-25.702611138558893
RNU6-271P,Pseudogene,RNU6,1.2901305016622835,0.164000004529953,0,0,-20.780953298258424,-23.520372695664648
RNU6-272P,Pseudogene,RNU6,1.3025356026398056,-0.195000000298023,0.18,0,-5.870988860250344,-13.753527325090571
RNU6-273P,Pseudogene,RNU6,1.3025356026398056,0.209000006318092,0,0,-14.649103129042382,-15.114015989500956
RNU6-274P,Pseudogene,RNU6,1.3634017522958712,0.30799999833107,0,0,-15.603093756866409,-25.104466144895856
RNU6-275P,Pseudogene,RNU6,1.266015912846166,0.130999997258186,5.87,0,-19.200966428303094,-27.68656228380872
RNU6-276P,Pseudogene,RNU6,1.0854463355331714,-0.0780000016093254,0,0,-5.882270382300113,-5.469687816396212
RNU6-277P,Pseudogene,RNU6,1.1468866941482565,0.361999988555908,0,0,-10.025854022394778,21.32468140886708
RNU6-278P,Pseudogene,RNU6,1.0515883764431455,-0.317999988794327,0,0,-20.21586322952899,33.888730508110044
RNU6-279P,Pseudogene,RNU6,1.3412247789558394,0.063000001013279,0,0,-10.162475172432018,-18.256006363417317
RNU6-27P,Pseudogene,RNU6,1.5581734311952813,0.214000001549721,0,0,-17.799605796990754,-31.601351028048594
RNU6-280P,Pseudogene,RNU6,1.77011248563871,0.282999992370605,0,0,-7.027294598678743,-29.677684675507734
RNU6-281P,Pseudogene,RNU6,1.112845951769931,-0.104999996721745,0,0,-7.238077922310059,-7.054813680947045
RNU6-282P,Pseudogene,RNU6,1.5512398115580857,0.30799999833107,1.15,0,-11.150910970693575,-29.17257311024091
RNU6-283P,Pseudogene,RNU6,1.266015912846166,0.28099998831749,0,0,-22.707230621358377,-22.89401420569364
RNU6-284P,Pseudogene,RNU6,0.9175093553186052,-0.0554999988526106,0,0,-8.109596011583925,-0.07191308477266212
RNU6-285P,Pseudogene,RNU6,1.146231330323029,0.30799999833107,0.73,0,-23.439942895940195,-16.963168906457522
RNU6-286P,Pseudogene,RNU6,0.6817008761479356,-0.157000005245209,0,0,-11.067941480127635,2.9575629311610365
RNU6-287P,Pseudogene,RNU6,1.098737515151945,-0.271999999880791,0,0,14.214080081822223,-8.086224391425732
RNU6-288P,Pseudogene,RNU6,1.1021455099259891,0.277999997138977,0.22,0,-20.157857152172056,-12.240802782422035
RNU6-289P,Pseudogene,RNU6,1.4932495382288111,0.30799999833107,0,0,-12.34307411856702,-29.51541647960084
RNU6-28P,Pseudogene,RNU6,1.330939805812636,0.146999999880791,0.67,0,26.13922227311323,-22.482642972061008
RNU6-290P,Pseudogene,RNU6,0.997320989479983,0.301999986171722,0.07,0,26.331696176998015,-14.531550064221651
RNU6-291P,Pseudogene,RNU6,1.5257114847120463,0.214000001549721,0.36,0,-11.231540518063163,-28.718541216061315
RNU6-293P,Pseudogene,RNU6,0.950277546579984,0.146999999880791,0,0,-24.56494426986858,-5.820956825472991
RNU6-294P,Pseudogene,RNU6,1.0897029878293798,0.446000009775162,0,0,-22.01648149564996,-10.933551512611867
RNU6-295P,Pseudogene,RNU6,1.001950463569081,-0.0765000022947788,0,0,-10.618150123886307,-5.175560721625093
RNU6-296P,Pseudogene,RNU6,1.2335539663629311,-0.025000000372529,0,0,-5.421175900066524,-15.876642329758232
RNU6-297P,Pseudogene,RNU6,1.2335539663629311,0.28099998831749,0,0,-18.484164744174226,-18.35153418042615
RNU6-298P,Pseudogene,RNU6,1.2663540581220332,0.214000001549721,2.83,0,28.835379950606367,-22.161367556252003
RNU6-299P,Pseudogene,RNU6,1.146231330323029,-0.042000001296401,0.73,0,-6.263168062381131,-7.207937671222726
RNU6-29P,Pseudogene,RNU6,1.103706180429991,0.486999988555908,0,0.07,-31.385511217145222,-15.620585362467212
RNU6-300P,Pseudogene,RNU6,0.9351537659978092,-0.212999999523163,0,0,-6.176459400725349,1.2274646705497032
RNU6-301P,Pseudogene,RNU6,1.0712442339467558,-0.101000003516674,0.36,0,-7.8770128868465275,-6.461104151057364
RNU6-302P,Pseudogene,RNU6,1.4283256452623412,-0.212999999523163,2.66,0,-0.03930851997688471,-19.298949869620518
RNU6-303P,Pseudogene,RNU6,0.1966091475682725,0.272000014781952,0,0.23,-18.51704222892735,5.2513667342875046
RNU6-304P,Pseudogene,RNU6,1.4283256452623412,0.194999992847443,0,0,23.309448523493046,-23.412946226256082
RNU6-306P,Pseudogene,RNU6,1.3958636987791062,0.28099998831749,0.67,0,16.283126298708062,-24.39522142159351
RNU6-307P,Pseudogene,RNU6,0.8847411640572264,-0.016499999910593,0,0,16.987610208977504,-5.104788977321748
RNU6-308P,Pseudogene,RNU6,1.2335539663629311,-0.356000006198883,0.26,0,-6.852036579686,-11.88351430071603
RNU6-309P,Pseudogene,RNU6,1.1468866941482565,0.356000006198883,0,0,-20.39156876847998,-13.77198537470349
RNU6-30P,Pseudogene,RNU6,1.103706180429991,0.239999994635582,0.09,0,-28.96759960696983,-16.131737166778198
RNU6-310P,Pseudogene,RNU6,1.3634017522958712,0.347000002861023,1.38,0,-22.268035840588208,-28.701210321328045
RNU6-311P,Pseudogene,RNU6,1.191862642938384,0.305999994277954,0,0,-22.85757913007612,-18.47789421653419
RNU6-312P,Pseudogene,RNU6,0.4220053042820553,0.0109999999403954,11.55,0,-16.09650901443028,4.333067352284182
RNU6-313P,Pseudogene,RNU6,0.7753188110951224,0.194999992847443,0.34,0,24.927045860318238,-5.427569008659425
RNU6-314P,Pseudogene,RNU6,1.3693323002110775,-0.309499993920326,0.69,0,0.9560011555593684,-17.794451040806816
RNU6-315P,Pseudogene,RNU6,1.0712442339467558,0.165999993681908,0,0,-26.708252202041898,-14.069884225321964
RNU6-316P,Pseudogene,RNU6,1.0712442339467558,-0.140000000596046,1.18,0,-5.492484124330713,-4.3449741461813085
RNU6-317P,Pseudogene,RNU6,1.168630073396461,0.118000000715256,0,0,24.89437584875356,-19.387313317243162
RNU6-318P,Pseudogene,RNU6,1.7198528345535296,0.239999994635582,0,0,20.250679299417325,9.488139971836274
RNU6-319P,Pseudogene,RNU6,2.026166492995253,0.214000001549721,0,0.63,-6.004252823425962,-30.017391541549678
RNU6-31P,Pseudogene,RNU6,0.9648411871405967,0.152999997138977,0,0,24.486917027841237,15.678031868797724
RNU6-320P,Pseudogene,RNU6,1.081350311625499,0.30799999833107,0,0,-24.529152244676222,-11.771307564989915
RNU6-321P,Pseudogene,RNU6,1.3107276504551504,0.44200000166893,0.24,0,-20.406240237169676,-25.561931922259443
RNU6-322P,Pseudogene,RNU6,1.450071997760819,0.214000001549721,2.07,0,-11.312101853366269,-25.738771530577562
RNU6-323P,Pseudogene,RNU6,1.330939805812636,0.263999998569489,0.36,0,22.27001682885105,-22.90760952125591
RNU6-324P,Pseudogene,RNU6,1.1796548854096351,-0.159999996423721,0,0,-8.384212598236088,-9.354541377817021
RNU6-325P,Pseudogene,RNU6,1.455531848029243,0.30799999833107,0,0,-12.04901256944551,-26.388228051565374
RNU6-326P,Pseudogene,RNU6,1.5906353776785165,0.197999998927116,0,0,25.845643829443905,-24.844175610691433
RNU6-327P,Pseudogene,RNU6,1.3674914463410033,0.0099999997764825,0.85,0,-9.522516546329335,-18.502901218727967
RNU6-328P,Pseudogene,RNU6,2.424846153342028,-0.225499995052814,0,0.39,-0.9171775686056197,-28.241243366594595
RNU6-329P,Pseudogene,RNU6,1.136168126913226,0.30799999833107,0,0,-27.27482245463923,-17.228421772657658
RNU6-32P,Pseudogene,RNU6,1.0712442339467558,0.342000007629395,0.04,0,-30.80848280523183,-16.170984034374097
RNU6-330P,Pseudogene,RNU6,1.0712442339467558,0.202000007033348,0,0,-24.335627374209768,-13.792051124621597
RNU6-331P,Pseudogene,RNU6,1.006320340980286,0.30799999833107,0.22,0,-29.793831846824173,-11.576760752701965
RNU6-332P,Pseudogene,RNU6,1.0291639329499698,0.359999999403954,0,0,-26.378155914586646,-10.311835942619524
RNU6-333P,Pseudogene,RNU6,1.5257114847120463,0.0769999995827675,0,0,15.240729182876173,16.276424183699724
RNU6-334P,Pseudogene,RNU6,1.0215965510900435,-0.013499999884516,0,0,-1.2679932347477303,-4.923273051553268
RNU6-335P,Pseudogene,RNU6,1.3217470422067643,-0.241999998688698,0.33,0,-0.19465656149799557,-16.42083676491408
RNU6-336P,Pseudogene,RNU6,1.201092019879696,0.232999995350838,0,0,17.13259937968766,-20.64753389683715
RNU6-337P,Pseudogene,RNU6,1.3107276504551504,-0.059000002220273,0,0,-3.128879750665874,-15.974562925665987
RNU6-338P,Pseudogene,RNU6,0.8931672703815808,0.118000000715256,0.29,0,28.29202225299149,-15.02009167893873
RNU6-339P,Pseudogene,RNU6,1.2335539663629311,-0.180999994277954,0,0,-3.288702937398501,-13.316106544227944
RNU6-33P,Pseudogene,RNU6,1.4607875917455764,0.114000000059605,4.36,0,-18.050812082972758,-28.75500421057161
RNU6-340P,Pseudogene,RNU6,1.266015912846166,-0.193000003695488,0,0,16.735984776897492,-12.258008336709565
RNU6-341P,Pseudogene,RNU6,1.3748986916753505,0.167000003159046,0.33,0,-14.995114600847497,-23.072583820720823
RNU6-342P,Pseudogene,RNU6,0.6345686269270847,0.30799999833107,0.27,0,-22.014055745673907,1.3251020595585166
RNU6-343P,Pseudogene,RNU6,1.2357389050685337,-0.0880000032484531,3.69,0,-9.88791711411393,-10.048380735932602
RNU6-344P,Pseudogene,RNU6,1.3142701576185425,0.305999994277954,0,0,-19.29405486344422,-21.599087725079446
RNU6-345P,Pseudogene,RNU6,0.9413964480138156,-0.0839999988675117,0,0,-8.54933280829992,-2.114713340398224
RNU6-346P,Pseudogene,RNU6,0.938764398298959,0.193000003695488,3.65,0,-23.267055957817483,-5.52051958112077
RNU6-347P,Pseudogene,RNU6,1.0254883474751486,-0.172000005841255,0,0,0.9873671594905413,-5.475110095982707
RNU6-348P,Pseudogene,RNU6,1.3634017522958712,-0.239999994635582,0,0,-1.9215998478417615,-16.69923373730482
RNU6-349P,Pseudogene,RNU6,1.4932495382288111,0.214000001549721,0,0,-21.349209827373432,18.052223773643323
RNU6-34P,Pseudogene,RNU6,2.012640681960572,-0.152999997138977,0,0.38,-1.712633244779941,-28.162440569624803
RNU6-351P,Pseudogene,RNU6,1.5977770059048282,0.30799999833107,0,0,-9.304357554810597,-29.95503631123245
RNU6-352P,Pseudogene,RNU6,0.8764725550473457,-0.185000002384186,0,0,-7.432730535699299,0.9719728470446999
RNU6-353P,Pseudogene,RNU6,1.6402300181390144,0.296000003814697,0,0,-18.646067258503685,-32.39989254477145
RNU6-354P,Pseudogene,RNU6,1.266015912846166,-0.226999998092651,0.74,0,-6.088781023656773,-13.29758992767221
RNU6-355P,Pseudogene,RNU6,1.1689422074972615,0.248500004410744,0.03,0,-24.815235720349108,-17.577357488768016
RNU6-356P,Pseudogene,RNU6,1.3958636987791062,0.211999997496605,0,0,-15.039376018018153,-23.61205185428555
RNU6-358P,Pseudogene,RNU6,1.0188722936204702,0.239999994635582,1.17,0,-28.550408979784784,-9.568362842542696
RNU6-359P,Pseudogene,RNU6,1.2221321703780892,0.17399999499321,0,0,23.946027656289203,-20.334550196398894
RNU6-35P,Pseudogene,RNU6,0.9413964480138156,0.164000004529953,0,0,-15.68818606679812,-6.292319224872965
RNU6-360P,Pseudogene,RNU6,0.7681620220696289,0.0549999997019768,0,0,-12.761923326079476,-0.9563022111670272
RNU6-361P,Pseudogene,RNU6,1.006320340980286,0.279000014066696,0,0,-29.66330919266726,-11.416101278271782
RNU6-362P,Pseudogene,RNU6,1.3893713094824591,-0.0684999991208315,0,0,17.313621810292503,-12.544292951631132
RNU6-363P,Pseudogene,RNU6,0.8270067318347971,0.136999994516373,0,0,-21.41144490981201,-2.9550967836238153
RNU6-364P,Pseudogene,RNU6,1.4283256452623412,0.30799999833107,0,0,-20.42734157872919,-30.186564116501508
RNU6-365P,Pseudogene,RNU6,1.6711777543303166,-0.0425000004470348,0,0,-0.36415098503396887,-24.68829822320613
RNU6-366P,Pseudogene,RNU6,0.7864365902730902,0.30799999833107,0,0,24.986652348306823,-5.862859854018615
RNU6-367P,Pseudogene,RNU6,1.3893713094824591,0.305000007152557,0,0,-12.668682583998526,-25.337589114320178
RNU6-368P,Pseudogene,RNU6,0.3895433577988203,0.407000005245209,0,0.01,-20.84994752251071,3.965127923411253
RNU6-369P,Pseudogene,RNU6,1.770767355222742,-0.122499998658895,0,0,21.609119356071616,9.14362588531867
RNU6-36P,Pseudogene,RNU6,2.142488467893512,0.0850000008940697,0.03,0.43,-1.748814739842077,-29.17204932134707
RNU6-370P,Pseudogene,RNU6,1.2357389050685337,0.282999992370605,0,0,23.24157443845775,-20.536581667484334
RNU6-371P,Pseudogene,RNU6,1.1899707974734026,-0.171499997377396,0,0,-4.243110351986432,-12.537012553230086
RNU6-373P,Pseudogene,RNU6,1.098737515151945,0.30799999833107,0,0,-26.344343126521984,-16.54512042381796
RNU6-374P,Pseudogene,RNU6,1.801036882662447,0.282000005245209,0,0.01,-7.253583178849534,-30.04342259748527
RNU6-375P,Pseudogene,RNU6,1.4935741576936437,-0.0370000004768372,0,0,-25.6826781310813,21.74526971080156
RNU6-376P,Pseudogene,RNU6,0.9830457378413626,0.238000005483627,0,0,26.80648921359005,-14.735911673560635
RNU6-377P,Pseudogene,RNU6,0.885383677611371,0.0105000003241002,1.56,0,-1.4440424650153958,-3.173011559035388
RNU6-378P,Pseudogene,RNU6,1.266015912846166,0.30799999833107,0,0,-24.33321477585531,-25.821534710066114
RNU6-379P,Pseudogene,RNU6,1.0353488123547172,0.194999992847443,5.7,0,24.71139615884538,15.776419440078346
RNU6-37P,Pseudogene,RNU6,1.6880212171282214,-0.234999999403954,1.93,0,21.664019582964865,9.934239356975402
RNU6-380P,Pseudogene,RNU6,1.5257114847120463,-0.116999998688698,0,0,-2.775229018866147,-23.3381492707327
RNU6-381P,Pseudogene,RNU6,1.5437458994249549,-0.140000000596046,0,0,-1.0883876318016317,-22.50486624173375
RNU6-382P,Pseudogene,RNU6,1.04858212036412,0.282999992370605,0,0,-23.29492909579338,-12.024808300671792
RNU6-383P,Pseudogene,RNU6,0.6651245630501135,0.30799999833107,0,0,-23.18055463568244,1.9304224772443228
RNU6-384P,Pseudogene,RNU6,1.2023405562828977,0.327500000596046,0.69,0,19.01796414566612,-20.248674785944555
RNU6-386P,Pseudogene,RNU6,0.6492389296647005,-0.0759999975562096,0,0,18.58822599137781,-3.4697217722918827
RNU6-387P,Pseudogene,RNU6,0.7608461932880134,0.214000001549721,0.73,0,25.253809479006634,-5.9074998262522564
RNU6-388P,Pseudogene,RNU6,0.860087001108189,-0.282000005245209,1.7,0,-11.747588394172649,38.7210379187313
RNU6-389P,Pseudogene,RNU6,1.0254883474751486,-0.172000005841255,0.31,0,-18.445237749951183,33.84474315095125
RNU6-38P,Pseudogene,RNU6,1.2335539663629311,0.214000001549721,0,0,-25.84977517953623,-24.493531258355095
RNU6-390P,Pseudogene,RNU6,1.0116781379726645,0.279000014066696,0,0,-22.291617183794553,-6.890319412308051
RNU6-391P,Pseudogene,RNU6,0.7681620220696289,0.287000000476837,0,0,27.6570582634796,-10.898433801075782
RNU6-392P,Pseudogene,RNU6,1.272444021060668,-0.238000005483627,0,0,-0.11725441991541,-15.866873124868675
RNU6-393P,Pseudogene,RNU6,0.9413964480138156,0.20100000500679,0,0,-15.895026295413416,-6.21531368937537
RNU6-394P,Pseudogene,RNU6,1.103706180429991,0.0149999996647239,0,0,-17.91620148482154,28.797842947856978
RNU6-395P,Pseudogene,RNU6,0.8192047815344689,0.296999990940094,0.32,0,27.70261404602976,-12.60192511414562
RNU6-396P,Pseudogene,RNU6,1.2570502323888917,0.261999994516373,8.18,0,-17.091196344771866,-17.918878928307027
RNU6-397P,Pseudogene,RNU6,2.003900927138162,0.253000006079674,0,0.67,-26.073987276784166,17.153184357342752
RNU6-398P,Pseudogene,RNU6,1.3065188919445143,-0.180000007152557,0,0,-6.063483953620279,-20.84796986088135
RNU6-399P,Pseudogene,RNU6,1.2405100977521957,-0.14750000089407,0,0,-2.392640641986326,-13.367563882723488
RNU6-3P,Pseudogene,RNU6,1.168630073396461,0.172999992966652,1.75,0,-26.96816041526278,-24.420992655644636
RNU6-400P,Pseudogene,RNU6,1.4090322242392863,0.319000005722046,0,0,-14.592491818431602,-25.574407712662108
RNU6-401P,Pseudogene,RNU6,1.230172513604261,-0.0245000002905726,0,0,-1.8130167744038748,-11.175746785346298
RNU6-402P,Pseudogene,RNU6,1.2140137655671974,-0.150000005960464,0,0,-4.726008252725361,-13.119719327430804
RNU6-403P,Pseudogene,RNU6,0.801560370855265,-0.0600000005215406,0,0,-9.790519745616141,1.4237889670774948
RNU6-405P,Pseudogene,RNU6,1.23148820613218,0.347000002861023,0,0,15.02895166515874,17.852457363843705
RNU6-406P,Pseudogene,RNU6,1.5581734311952813,0.293000012636185,0,0,8.695018199893953,16.38708748063408
RNU6-407P,Pseudogene,RNU6,1.2357389050685337,0.114000000059605,0.38,0,15.379525160211456,-21.774764539335063
RNU6-408P,Pseudogene,RNU6,1.3893713094824591,0.152999997138977,0,0,-12.689741631633577,-22.341448851510393
RNU6-409P,Pseudogene,RNU6,1.1689422074972615,0.20100000500679,0.25,0,-24.2974090770562,-15.760223714521025
RNU6-40P,Pseudogene,RNU6,1.330939805812636,0.118000000715256,0,0,-18.881777250710403,-27.847409388452935
RNU6-410P,Pseudogene,RNU6,1.266015912846166,-0.0740000009536743,0,0,0.44639440463662167,-10.918563842068034
RNU6-411P,Pseudogene,RNU6,1.3958636987791062,0.30799999833107,0.09,0,-21.503360304390487,-29.059909479744256
RNU6-412P,Pseudogene,RNU6,1.2124230766710138,0.30799999833107,0,0,-17.9591797103428,-15.88668281105891
RNU6-413P,Pseudogene,RNU6,1.168630073396461,0.090999998152256,0,0,-12.49286578916015,-17.20408970024529
RNU6-414P,Pseudogene,RNU6,0.7013653244983569,0.123000003397465,0,0,-13.609190748405563,-0.6155982760853959
RNU6-415P,Pseudogene,RNU6,1.4681500950716708,0.277999997138977,0.99,0,-11.459851791551673,-25.061875391375565
RNU6-416P,Pseudogene,RNU6,0.9779555333735755,0.202999994158745,0,0,23.796029618135464,-10.302563822960566
RNU6-417P,Pseudogene,RNU6,1.9477167889941016,0.177000001072884,0,0.55,2.2782130635262825,-30.379489329763068
RNU6-418P,Pseudogene,RNU6,0.9738583944970508,-0.0700000002980232,5.48,0,-9.851048049409757,-4.358137067337371
RNU6-419P,Pseudogene,RNU6,1.433478335180315,0.347000002861023,0,0,13.429539284545319,-24.67591909051486
RNU6-41P,Pseudogene,RNU6,1.2335539663629311,0.0549999997019768,0,0,22.099445920995198,13.65175879224122
RNU6-420P,Pseudogene,RNU6,1.298477859329401,0.361000001430511,0,0,-18.82257601899947,-20.267991470681157
RNU6-421P,Pseudogene,RNU6,1.201092019879696,0.003000000026077,0.08,0,14.658928552065497,22.02753422049359
RNU6-422P,Pseudogene,RNU6,0.9738583944970508,-0.138999998569489,0,0,-6.9161104909771725,-2.1733004163096665
RNU6-424P,Pseudogene,RNU6,0.5623645776476621,0.130999997258186,0,0,-15.580655019256497,2.573833138228713
