Gene,Gene_Type,Gene_group,enrichment_intergenic_dbsnp,PhyloP100_median,ENCODE_max,functional_probability,MDS1,MDS2
RNU6-241P,Pseudogene,RNU6,0.9685521147834452,0.261000007390976,0,0,-0.5405218539852953,-0.48095085909206065
RNU6-242P,Pseudogene,RNU6,1.2335539663629311,0.261999994516373,0.1,0,-0.3617418104824343,-0.26598389764762725
RNU6-243P,Pseudogene,RNU6,1.4283256452623412,0.0140000004321337,0,0,-0.4766680424975962,-0.6921610976756482
RNU6-244P,Pseudogene,RNU6,1.3693323002110775,-0.351000010967255,0.55,0,-0.5123636867449259,-0.5536158844874424
RNU6-245P,Pseudogene,RNU6,0.8440106085641107,0.30799999833107,0,0,0.8618753143828713,1.7965852300405496
RNU6-246P,Pseudogene,RNU6,1.103706180429991,0.30799999833107,0,0,-0.3883060535272946,-0.2526100378388228
RNU6-247P,Pseudogene,RNU6,0.9089345015305808,0.0309999994933605,0.36,0,-0.5803439411072406,-0.3942881819300661
RNU6-248P,Pseudogene,RNU6,1.5581734311952813,0.293000012636185,0,0,-0.3820133028857083,-0.6554960489318897
RNU6-249P,Pseudogene,RNU6,1.464288389895729,0.0570000000298023,0,0,-0.4066441178824316,-0.564403952308017
RNU6-24P,Pseudogene,RNU6,1.4283256452623412,0.146999999880791,0,0,-0.2799869264787288,-0.2469971887681549
RNU6-250P,Pseudogene,RNU6,1.1465685563690198,-0.275000005960464,0,0,-0.8260937774544815,-1.0862985844312831
RNU6-251P,Pseudogene,RNU6,1.1021455099259891,0.0445000007748604,0,0,-0.40603526227754866,-0.23585386643531517
RNU6-253P,Pseudogene,RNU6,1.5216923865760268,-0.090999998152256,0,0,-0.34119248876707425,-0.3554550935082244
RNU6-254P,Pseudogene,RNU6,1.4932495382288111,0.149000003933907,0,0,-0.4174147177642605,-0.6566634892711339
RNU6-256P,Pseudogene,RNU6,1.2532988616465484,0.150000005960464,0,0,-0.5157498920481678,-0.6698878860845008
RNU6-257P,Pseudogene,RNU6,1.098737515151945,-0.0804999992251396,0,0,-0.5099224465075474,-0.42125448757215417
RNU6-258P,Pseudogene,RNU6,0.997320989479983,0.0130000002682209,0,0,-0.6693859207028117,-0.7460800137723231
RNU6-259P,Pseudogene,RNU6,0.8115486620808757,0.30799999833107,0,0,-0.5450903121673817,-0.363695551851676
RNU6-260P,Pseudogene,RNU6,1.103706180429991,-0.0780000016093254,0,0,-0.6128890425936029,-0.6414711375305596
RNU6-261P,Pseudogene,RNU6,1.2599690796777203,0.446000009775162,0,0,-0.5460188020742989,-0.8177527858078184
RNU6-262P,Pseudogene,RNU6,1.4372806649818544,-0.263000011444092,0.79,0,-0.3235071448425668,-0.2099368918139589
RNU6-263P,Pseudogene,RNU6,1.0387822874635209,0.30799999833107,0.33,0,-0.36606796529951524,-0.1404559902639346
RNU6-264P,Pseudogene,RNU6,1.001950463569081,0.301999986171722,0.69,0,0.7349566879145143,1.4025468030468744
RNU6-266P,Pseudogene,RNU6,0.9738583944970508,0.30799999833107,0,0,-0.570879489872129,-0.5520165928829549
RNU6-267P,Pseudogene,RNU6,1.5175172069589966,0.163000002503395,0,0,-0.36467651545344887,-0.5403327595029076
RNU6-268P,Pseudogene,RNU6,1.006320340980286,-0.0219999998807907,0,0,-0.49158359699736953,-0.2529817673022795
RNU6-269P,Pseudogene,RNU6,1.145873244933987,-0.061999998986721,0,0,-0.7990578933786489,-1.0981198151638842
RNU6-26P,Pseudogene,RNU6,1.5581734311952813,0.125,7.48,0,-0.23202135120045878,-0.20440181243596828
RNU6-270P,Pseudogene,RNU6,1.6540134636695942,-0.0480000004172325,0,0,-0.28866333491727864,-0.3591410232264706
RNU6-271P,Pseudogene,RNU6,1.2901305016622835,0.164000004529953,0,0,-0.3788137894089739,-0.34924942948281745
RNU6-272P,Pseudogene,RNU6,1.3025356026398056,-0.195000000298023,0.18,0,-0.4581777505390451,-0.4378428341733194
RNU6-273P,Pseudogene,RNU6,1.3025356026398056,0.209000006318092,0,0,-0.5489217140397741,-0.7866641453325753
RNU6-274P,Pseudogene,RNU6,1.3634017522958712,0.30799999833107,0,0,-0.3735039695733473,-0.45435611967189987
RNU6-275P,Pseudogene,RNU6,1.266015912846166,0.130999997258186,5.87,0,-0.2726285150704006,-0.04908591717374151
RNU6-276P,Pseudogene,RNU6,1.0854463355331714,-0.0780000016093254,0,0,-0.5722966686303878,-0.5084071962665062
RNU6-277P,Pseudogene,RNU6,1.1468866941482565,0.361999988555908,0,0,-0.7442475756649573,-1.121497586200868
RNU6-278P,Pseudogene,RNU6,1.0515883764431455,-0.317999988794327,0,0,-0.8709248089843272,-1.0900097229088608
RNU6-279P,Pseudogene,RNU6,1.3412247789558394,0.063000001013279,0,0,-0.5040516176964102,-0.6637262360463061
RNU6-27P,Pseudogene,RNU6,1.5581734311952813,0.214000001549721,0,0,-0.23952254665760306,-0.268151543293724
RNU6-280P,Pseudogene,RNU6,1.77011248563871,0.282999992370605,0,0,-0.2223131372436395,-0.4832319614796596
RNU6-281P,Pseudogene,RNU6,1.112845951769931,-0.104999996721745,0,0,-0.530521620267658,-0.40764146409182456
RNU6-282P,Pseudogene,RNU6,1.5512398115580857,0.30799999833107,1.15,0,-0.31622807714026074,-0.48488173383603833
RNU6-283P,Pseudogene,RNU6,1.266015912846166,0.28099998831749,0,0,-0.3876499630286511,-0.3929767836783877
RNU6-284P,Pseudogene,RNU6,0.9175093553186052,-0.0554999988526106,0,0,-0.6578916659719907,-0.5998636404662208
RNU6-285P,Pseudogene,RNU6,1.146231330323029,0.30799999833107,0.73,0,-0.48976608843673713,-0.5158255816845281
RNU6-286P,Pseudogene,RNU6,0.6817008761479356,-0.157000005245209,0,0,-0.7604909569029302,-0.588684844560571
RNU6-287P,Pseudogene,RNU6,1.098737515151945,-0.271999999880791,0,0,-0.2898099557704194,0.07053682326563394
RNU6-288P,Pseudogene,RNU6,1.1021455099259891,0.277999997138977,0.22,0,-0.5721455612362694,-0.6722783287702621
RNU6-289P,Pseudogene,RNU6,1.4932495382288111,0.30799999833107,0,0,-0.29367341356928944,-0.41962203960407
RNU6-28P,Pseudogene,RNU6,1.330939805812636,0.146999999880791,0.67,0,0.11694239471202779,0.674808837356855
RNU6-290P,Pseudogene,RNU6,0.997320989479983,0.301999986171722,0.07,0,-0.07766119812497552,0.411277114452273
RNU6-291P,Pseudogene,RNU6,1.5257114847120463,0.214000001549721,0.36,0,-0.3271327102228859,-0.4715077420542253
RNU6-293P,Pseudogene,RNU6,0.950277546579984,0.146999999880791,0,0,-0.5926268469236354,-0.5732771319438431
RNU6-294P,Pseudogene,RNU6,1.0897029878293798,0.446000009775162,0,0,-0.5070182248560582,-0.6078148607699736
RNU6-295P,Pseudogene,RNU6,1.001950463569081,-0.0765000022947788,0,0,-0.4741190753723348,-0.23356534725445227
RNU6-296P,Pseudogene,RNU6,1.2335539663629311,-0.025000000372529,0,0,-0.44999365771114136,-0.42339640967067105
RNU6-297P,Pseudogene,RNU6,1.2335539663629311,0.28099998831749,0,0,-0.4636133737674423,-0.5561301090288278
RNU6-298P,Pseudogene,RNU6,1.2663540581220332,0.214000001549721,2.83,0,0.30812803703261143,0.9903511911395273
RNU6-299P,Pseudogene,RNU6,1.146231330323029,-0.042000001296401,0.73,0,-0.5143271719601206,-0.47467046533064144
RNU6-300P,Pseudogene,RNU6,0.9351537659978092,-0.212999999523163,0,0,-0.7085258270998978,-0.7178142522206572
RNU6-301P,Pseudogene,RNU6,1.0712442339467558,-0.101000003516674,0.36,0,-0.5075707676547486,-0.3899347904699548
RNU6-302P,Pseudogene,RNU6,1.4283256452623412,-0.212999999523163,2.66,0,-0.4785968416260876,-0.5790151589198594
RNU6-304P,Pseudogene,RNU6,1.4283256452623412,0.194999992847443,0,0,0.06282514276520898,0.4018476374239363
RNU6-306P,Pseudogene,RNU6,1.3958636987791062,0.28099998831749,0.67,0,-0.07580877445090654,0.08372396603906976
RNU6-307P,Pseudogene,RNU6,0.8847411640572264,-0.016499999910593,0,0,-0.3799436091669257,-0.10521724647299109
RNU6-308P,Pseudogene,RNU6,1.2335539663629311,-0.356000006198883,0.26,0,-0.4758062463341546,-0.3724075143756811
RNU6-309P,Pseudogene,RNU6,1.1468866941482565,0.356000006198883,0,0,-0.5142292847043451,-0.628592953562521
RNU6-30P,Pseudogene,RNU6,1.103706180429991,0.239999994635582,0.09,0,-0.42383686370152895,-0.28732444716122446
RNU6-310P,Pseudogene,RNU6,1.3634017522958712,0.347000002861023,1.38,0,-0.2866942557072691,-0.2457912739250958
RNU6-311P,Pseudogene,RNU6,1.191862642938384,0.305999994277954,0,0,-0.44108465194083785,-0.49654082521527876
RNU6-312P,Pseudogene,RNU6,0.4220053042820553,0.0109999999403954,11.55,0,-0.8151216848750951,-0.5443058055166645
RNU6-313P,Pseudogene,RNU6,0.7753188110951224,0.194999992847443,0.34,0,-0.36191278207717753,-0.08791959262733448
RNU6-314P,Pseudogene,RNU6,1.3693323002110775,-0.309499993920326,0.69,0,-0.5182418159650252,-0.6357448746406262
RNU6-315P,Pseudogene,RNU6,1.0712442339467558,0.165999993681908,0,0,-0.4751049125946127,-0.38889999371507095
RNU6-316P,Pseudogene,RNU6,1.0712442339467558,-0.140000000596046,1.18,0,-0.5741035913846804,-0.4851232887865459
RNU6-317P,Pseudogene,RNU6,1.168630073396461,0.118000000715256,0,0,-0.09630759789043145,0.35679694769540987
RNU6-318P,Pseudogene,RNU6,1.7198528345535296,0.239999994635582,0,0,1.2562682654029553,2.090654705257231
RNU6-31P,Pseudogene,RNU6,0.9648411871405967,0.152999997138977,0,0,0.8957670576859634,1.9627251749946013
RNU6-320P,Pseudogene,RNU6,1.081350311625499,0.30799999833107,0,0,-0.49773092126457935,-0.5222858595162988
RNU6-321P,Pseudogene,RNU6,1.3107276504551504,0.44200000166893,0.24,0,-0.3509564381315092,-0.4257611563118211
RNU6-322P,Pseudogene,RNU6,1.450071997760819,0.214000001549721,2.07,0,-0.40482848230389723,-0.6264597576987736
RNU6-323P,Pseudogene,RNU6,1.330939805812636,0.263999998569489,0.36,0,0.040781279250005575,0.25810290390510643
RNU6-324P,Pseudogene,RNU6,1.1796548854096351,-0.159999996423721,0,0,-0.4450837013957876,-0.31484947463860363
RNU6-325P,Pseudogene,RNU6,1.455531848029243,0.30799999833107,0,0,-0.38298140049389967,-0.6016893340455108
RNU6-326P,Pseudogene,RNU6,1.5906353776785165,0.197999998927116,0,0,0.30594719183899033,0.6771992665211267
RNU6-327P,Pseudogene,RNU6,1.3674914463410033,0.0099999997764825,0.85,0,-0.49381022024692434,-0.6432350457122268
RNU6-329P,Pseudogene,RNU6,1.136168126913226,0.30799999833107,0,0,-0.44388926741779694,-0.3773534317849321
RNU6-32P,Pseudogene,RNU6,1.0712442339467558,0.342000007629395,0.04,0,-0.3636649040225222,-0.12893442355565057
RNU6-330P,Pseudogene,RNU6,1.0712442339467558,0.202000007033348,0,0,-0.5315111151605507,-0.5073121532534984
RNU6-331P,Pseudogene,RNU6,1.006320340980286,0.30799999833107,0.22,0,-0.4611514417859589,-0.34266717106588657
RNU6-332P,Pseudogene,RNU6,1.0291639329499698,0.359999999403954,0,0,-0.5074764756172991,-0.4947581560356457
RNU6-333P,Pseudogene,RNU6,1.5257114847120463,0.0769999995827675,0,0,0.9929831223672417,1.3287266159578006
RNU6-334P,Pseudogene,RNU6,1.0215965510900435,-0.013499999884516,0,0,-0.6779631924227205,-0.7822823555988726
RNU6-335P,Pseudogene,RNU6,1.3217470422067643,-0.241999998688698,0.33,0,-0.5191400184610626,-0.5756208650231471
RNU6-336P,Pseudogene,RNU6,1.201092019879696,0.232999995350838,0,0,-0.19864307814272422,-0.02884590469098946
RNU6-337P,Pseudogene,RNU6,1.3107276504551504,-0.059000002220273,0,0,-0.49670224322607337,-0.5365825351786453
RNU6-338P,Pseudogene,RNU6,0.8931672703815808,0.118000000715256,0.29,0,-0.0870347621861957,0.5859989031681105
RNU6-339P,Pseudogene,RNU6,1.2335539663629311,-0.180999994277954,0,0,-0.5141015382566342,-0.49778022592710724
RNU6-33P,Pseudogene,RNU6,1.4607875917455764,0.114000000059605,4.36,0,-0.21811405763284367,-0.11766623291378592
RNU6-340P,Pseudogene,RNU6,1.266015912846166,-0.193000003695488,0,0,0.11323558616026533,0.7686419866467346
RNU6-341P,Pseudogene,RNU6,1.3748986916753505,0.167000003159046,0.33,0,-0.41750116413928606,-0.5248320663446363
RNU6-342P,Pseudogene,RNU6,0.6345686269270847,0.30799999833107,0.27,0,-0.6987708977277455,-0.5924158700380845
RNU6-343P,Pseudogene,RNU6,1.2357389050685337,-0.0880000032484531,3.69,0,-0.3777636288896286,-0.17448345171329477
RNU6-344P,Pseudogene,RNU6,1.3142701576185425,0.305999994277954,0,0,-0.3944618474884754,-0.4379432306705621
RNU6-345P,Pseudogene,RNU6,0.9413964480138156,-0.0839999988675117,0,0,-0.5793669685144255,-0.4411103784920772
RNU6-346P,Pseudogene,RNU6,0.938764398298959,0.193000003695488,3.65,0,-0.6383979465837791,-0.6566606298401746
RNU6-347P,Pseudogene,RNU6,1.0254883474751486,-0.172000005841255,0,0,-0.6617844681809648,-0.6629737701644287
RNU6-348P,Pseudogene,RNU6,1.3634017522958712,-0.239999994635582,0,0,-0.4597796228293699,-0.44482763608644743
RNU6-349P,Pseudogene,RNU6,1.4932495382288111,0.214000001549721,0,0,-0.6198636715465141,-1.0911115900548498
RNU6-351P,Pseudogene,RNU6,1.5977770059048282,0.30799999833107,0,0,-0.37447389242974666,-0.6407701718212607
RNU6-352P,Pseudogene,RNU6,0.8764725550473457,-0.185000002384186,0,0,-0.6767391598928665,-0.587920144383279
RNU6-353P,Pseudogene,RNU6,1.6402300181390144,0.296000003814697,0,0,-0.12706581696340985,-0.1433003441802258
RNU6-354P,Pseudogene,RNU6,1.266015912846166,-0.226999998092651,0.74,0,-0.46723638167613024,-0.42243715126440096
RNU6-355P,Pseudogene,RNU6,1.1689422074972615,0.248500004410744,0.03,0,-0.4465214215071963,-0.4348096119983235
RNU6-356P,Pseudogene,RNU6,1.3958636987791062,0.211999997496605,0,0,-0.39075285199208,-0.5044872684457933
RNU6-358P,Pseudogene,RNU6,1.0188722936204702,0.239999994635582,1.17,0,-0.5074313268051687,-0.4074678622354645
RNU6-359P,Pseudogene,RNU6,1.2221321703780892,0.17399999499321,0,0,-0.010022149754245917,0.39058558505143104
RNU6-35P,Pseudogene,RNU6,0.9413964480138156,0.164000004529953,0,0,-0.4304151309105765,-0.12248037715198841
RNU6-360P,Pseudogene,RNU6,0.7681620220696289,0.0549999997019768,0,0,-0.572302995839182,-0.3029160150768934
RNU6-361P,Pseudogene,RNU6,1.006320340980286,0.279000014066696,0,0,-0.46122291432470053,-0.35205209101142715
RNU6-362P,Pseudogene,RNU6,1.3893713094824591,-0.0684999991208315,0,0,0.19470632326757528,0.7250028943911742
RNU6-363P,Pseudogene,RNU6,0.8270067318347971,0.136999994516373,0,0,-0.709588912782336,-0.7165936458553793
RNU6-364P,Pseudogene,RNU6,1.4283256452623412,0.30799999833107,0,0,-0.29590237208370473,-0.33990662080042616
RNU6-365P,Pseudogene,RNU6,1.6711777543303166,-0.0425000004470348,0,0,-0.3715774706271901,-0.622642720405923
RNU6-366P,Pseudogene,RNU6,0.7864365902730902,0.30799999833107,0,0,-0.35415815559178043,-0.05068384547735437
RNU6-367P,Pseudogene,RNU6,1.3893713094824591,0.305000007152557,0,0,-0.4301756524586769,-0.6252156613465445
RNU6-369P,Pseudogene,RNU6,1.770767355222742,-0.122499998658895,0,0,0.9031094697399463,1.7361757205088886
RNU6-370P,Pseudogene,RNU6,1.2357389050685337,0.282999992370605,0,0,0.051943883059601306,0.2604209216584059
RNU6-371P,Pseudogene,RNU6,1.1899707974734026,-0.171499997377396,0,0,-0.5248612969929175,-0.46509305550206226
RNU6-373P,Pseudogene,RNU6,1.098737515151945,0.30799999833107,0,0,-0.4610827319665355,-0.4453032001363006
RNU6-375P,Pseudogene,RNU6,1.4935741576936437,-0.0370000004768372,0,0,-0.6519276442020272,-1.0772131222692065
RNU6-376P,Pseudogene,RNU6,0.9830457378413626,0.238000005483627,0,0,-0.12585515876701575,0.32742095396725
RNU6-377P,Pseudogene,RNU6,0.885383677611371,0.0105000003241002,1.56,0,-0.7283296019017711,-0.7440146670672038
RNU6-378P,Pseudogene,RNU6,1.266015912846166,0.30799999833107,0,0,-0.3252370738878066,-0.27319790526332893
RNU6-379P,Pseudogene,RNU6,1.0353488123547172,0.194999992847443,5.7,0,0.73998585402382,1.581428742855727
RNU6-37P,Pseudogene,RNU6,1.6880212171282214,-0.234999999403954,1.93,0,1.04828142934602,1.7643031123219892
RNU6-380P,Pseudogene,RNU6,1.5257114847120463,-0.116999998688698,0,0,-0.33235878842282196,-0.3878687359950118
RNU6-381P,Pseudogene,RNU6,1.5437458994249549,-0.140000000596046,0,0,-0.39435527852560803,-0.5363873041087392
RNU6-382P,Pseudogene,RNU6,1.04858212036412,0.282999992370605,0,0,-0.5533829914828843,-0.5619938713155456
RNU6-383P,Pseudogene,RNU6,0.6651245630501135,0.30799999833107,0,0,-0.6458250968508381,-0.4662531481706464
RNU6-384P,Pseudogene,RNU6,1.2023405562828977,0.327500000596046,0.69,0,-0.16712272180479476,-0.07750048614209874
RNU6-386P,Pseudogene,RNU6,0.6492389296647005,-0.0759999975562096,0,0,-0.4717572001046241,-0.21991549692024015
RNU6-387P,Pseudogene,RNU6,0.7608461932880134,0.214000001549721,0.73,0,-0.33498575240235834,-0.020500422385687205
RNU6-388P,Pseudogene,RNU6,0.860087001108189,-0.282000005245209,1.7,0,-0.9455676197997854,-1.1042810941933476
RNU6-389P,Pseudogene,RNU6,1.0254883474751486,-0.172000005841255,0.31,0,-0.8629981703405856,-1.0997560060038654
RNU6-38P,Pseudogene,RNU6,1.2335539663629311,0.214000001549721,0,0,-0.35544063130396736,-0.2414296227576591
RNU6-390P,Pseudogene,RNU6,1.0116781379726645,0.279000014066696,0,0,-0.6129420982732876,-0.6870890390202398
RNU6-391P,Pseudogene,RNU6,0.7681620220696289,0.287000000476837,0,0,-0.3192665573616743,-0.01883516619622356
RNU6-392P,Pseudogene,RNU6,1.272444021060668,-0.238000005483627,0,0,-0.554888688530783,-0.5994482802858622
RNU6-393P,Pseudogene,RNU6,0.9413964480138156,0.20100000500679,0,0,-0.4348871420007392,-0.17885891367923656
RNU6-394P,Pseudogene,RNU6,1.103706180429991,0.0149999996647239,0,0,-0.8066344554435714,-1.1050801713384013
RNU6-395P,Pseudogene,RNU6,0.8192047815344689,0.296999990940094,0.32,0,-0.15695663703329243,0.4234030985436334
RNU6-396P,Pseudogene,RNU6,1.2570502323888917,0.261999994516373,8.18,0,-0.4817095573651274,-0.5986855033034667
RNU6-398P,Pseudogene,RNU6,1.3065188919445143,-0.180000007152557,0,0,-0.38924850266774835,-0.300638044950603
RNU6-399P,Pseudogene,RNU6,1.2405100977521957,-0.14750000089407,0,0,-0.5288958537432003,-0.5455901492563708
RNU6-3P,Pseudogene,RNU6,1.168630073396461,0.172999992966652,1.75,0,-0.3491149203277052,-0.13407990670549524
RNU6-400P,Pseudogene,RNU6,1.4090322242392863,0.319000005722046,0,0,-0.3712496393393284,-0.4883278179104
RNU6-401P,Pseudogene,RNU6,1.230172513604261,-0.0245000002905726,0,0,-0.5355528807874445,-0.5998257263562023
RNU6-402P,Pseudogene,RNU6,1.2140137655671974,-0.150000005960464,0,0,-0.48195778486660307,-0.4379363847473751
RNU6-403P,Pseudogene,RNU6,0.801560370855265,-0.0600000005215406,0,0,-0.6804489921520924,-0.5604229694387415
RNU6-405P,Pseudogene,RNU6,1.23148820613218,0.347000002861023,0,0,0.7536692249689773,1.4242751957086641
RNU6-406P,Pseudogene,RNU6,1.5581734311952813,0.293000012636185,0,0,0.513300096683637,0.8077198755722329
RNU6-407P,Pseudogene,RNU6,1.2357389050685337,0.114000000059605,0.38,0,-0.18325074236215735,-0.009477575591896383
RNU6-408P,Pseudogene,RNU6,1.3893713094824591,0.152999997138977,0,0,-0.4574547369672483,-0.606269041429103
RNU6-409P,Pseudogene,RNU6,1.1689422074972615,0.20100000500679,0.25,0,-0.46132179376786686,-0.4648115099141541
RNU6-40P,Pseudogene,RNU6,1.330939805812636,0.118000000715256,0,0,-0.22962705214242302,-0.008479744563054574
RNU6-410P,Pseudogene,RNU6,1.266015912846166,-0.0740000009536743,0,0,-0.5851322541118581,-0.7749589882112867
RNU6-411P,Pseudogene,RNU6,1.3958636987791062,0.30799999833107,0.09,0,-0.28644916122693936,-0.3034127184522525
RNU6-412P,Pseudogene,RNU6,1.2124230766710138,0.30799999833107,0,0,-0.5106738756999001,-0.6665988400643287
RNU6-413P,Pseudogene,RNU6,1.168630073396461,0.090999998152256,0,0,-0.5285822892398295,-0.5851353291384063
RNU6-414P,Pseudogene,RNU6,0.7013653244983569,0.123000003397465,0,0,-0.6116086178987907,-0.34306646899863313
RNU6-415P,Pseudogene,RNU6,1.4681500950716708,0.277999997138977,0.99,0,-0.4345763568049846,-0.7152978456893707
RNU6-416P,Pseudogene,RNU6,0.9779555333735755,0.202999994158745,0,0,-0.06963428811213376,0.3700223756056544
RNU6-418P,Pseudogene,RNU6,0.9738583944970508,-0.0700000002980232,5.48,0,-0.5333370372536619,-0.3299562098869469
RNU6-419P,Pseudogene,RNU6,1.433478335180315,0.347000002861023,0,0,-0.22811804114262807,-0.23610660479670129
RNU6-41P,Pseudogene,RNU6,1.2335539663629311,0.0549999997019768,0,0,0.9164999816755608,1.866142524936719
RNU6-420P,Pseudogene,RNU6,1.298477859329401,0.361000001430511,0,0,-0.405911163973761,-0.5136073673116743
RNU6-421P,Pseudogene,RNU6,1.201092019879696,0.003000000026077,0.08,0,0.6028861802335544,1.278587783444959
RNU6-422P,Pseudogene,RNU6,0.9738583944970508,-0.138999998569489,0,0,-0.588133237828265,-0.47501019511125636
RNU6-424P,Pseudogene,RNU6,0.5623645776476621,0.130999997258186,0,0,-0.8568652421485214,-0.8080571524307355
RNU6-425P,Pseudogene,RNU6,0.7491708041326987,-0.046000000089407,0,0,-0.447829095271321,-0.10575555507837708
RNU6-426P,Pseudogene,RNU6,1.217490322742361,0.115000002086163,0,0,-0.7467079554769926,-1.1033151296888941
RNU6-428P,Pseudogene,RNU6,1.0387822874635209,0.30799999833107,0,0,-0.47861736747656874,-0.39980060938082507
RNU6-429P,Pseudogene,RNU6,1.3829390349015218,-0.222000002861023,0,0,-0.3279377314025376,-0.19288929411198794
RNU6-430P,Pseudogene,RNU6,1.6880212171282214,-0.143999993801117,0.47,0,0.4496192266246078,0.6667058639584942
RNU6-431P,Pseudogene,RNU6,1.3958636987791062,0.30799999833107,0,0,-0.2626880731590279,-0.23200614631908711
RNU6-432P,Pseudogene,RNU6,1.115321005318488,-0.230000004172325,0,0,-0.6020709001328239,-0.617585727419584
RNU6-433P,Pseudogene,RNU6,0.801560370855265,-0.188500002026558,0,0,-0.2534803444245994,0.4015726112901667
RNU6-434P,Pseudogene,RNU6,0.7466247691144057,0.20100000500679,0.06,0,0.12606701767662737,1.052995818200141
RNU6-435P,Pseudogene,RNU6,1.157809424568716,0.0189999993890524,0,0,-0.025852141323470225,0.4573994030887895
RNU6-436P,Pseudogene,RNU6,0.5484360432167602,0.325499996542931,0,0,-0.7621683039998058,-0.6047898604831257
RNU6-438P,Pseudogene,RNU6,0.910510324175398,-0.068000003695488,0,0,-0.6495914459675428,-0.5666454226978143
RNU6-439P,Pseudogene,RNU6,1.6384095630689377,0.214000001549721,0,0,-0.2722872100259295,-0.4329683801489078
RNU6-43P,Pseudogene,RNU6,1.330939805812636,-0.41100001335144,0.56,0,0.17676209683652588,1.0069279652587346
RNU6-440P,Pseudogene,RNU6,0.5954448469210539,-0.123000003397465,0,0,-0.7386849548491154,-0.4285948493281825
RNU6-441P,Pseudogene,RNU6,1.4418004155006654,-0.110500004142523,0,0,-0.37799012189517667,-0.4034390686492789
RNU6-442P,Pseudogene,RNU6,1.3025356026398056,0.304499998688698,0,0,-0.4263737594345984,-0.5383970734695598
RNU6-444P,Pseudogene,RNU6,1.157809424568716,0.33899998664856,2.87,0,-0.5600408947531346,-0.7612296048456761
RNU6-445P,Pseudogene,RNU6,1.136168126913226,0.305000007152557,0,0,-0.4663888595552614,-0.43415663330402116
RNU6-446P,Pseudogene,RNU6,1.0158139291027417,0.381999999284744,1.46,0,-0.31997855089426247,-0.20384362163076855
RNU6-447P,Pseudogene,RNU6,0.9685521147834452,0.25,0.07,0,-0.5813793844875992,-0.5717650575676664
RNU6-448P,Pseudogene,RNU6,1.2335539663629311,-0.046000000089407,0.26,0,-0.5552370684532367,-0.6456323197303995
RNU6-449P,Pseudogene,RNU6,1.330939805812636,-0.108999997377396,0,0,-0.4807391165122605,-0.5881867521774253
RNU6-44P,Pseudogene,RNU6,1.266015912846166,0.29899999499321,0,0,-0.32261816561390355,-0.23239402451394742
RNU6-450P,Pseudogene,RNU6,1.3634017522958712,0.238000005483627,0,0,1.1983462452343439,2.031948746699647
RNU6-451P,Pseudogene,RNU6,0.9413964480138156,-0.0860000029206276,0,0,1.6600166116982868,3.02354899370369
RNU6-452P,Pseudogene,RNU6,1.266015912846166,0.211999997496605,0,0,-0.7141786578787598,-1.1055675366371793
RNU6-453P,Pseudogene,RNU6,0.9807326890464418,-0.108999997377396,0,0,-0.37070972421200227,-0.1062838558570829
RNU6-454P,Pseudogene,RNU6,1.103706180429991,-0.207000002264977,0,0,0.6462595552654437,1.6223362206768244
RNU6-455P,Pseudogene,RNU6,1.006320340980286,0.263999998569489,0.21,0,-0.0734149224448815,0.20521350773239486
RNU6-456P,Pseudogene,RNU6,0.9413964480138156,0.185000002384186,0,0,-0.621911926703092,-0.6340847529449203
RNU6-45P,Pseudogene,RNU6,1.3634017522958712,0.232999995350838,0.35,0,0.3313990308232815,1.0399602168074056
RNU6-460P,Pseudogene,RNU6,1.1256480516640297,0.194999992847443,0.72,0,-0.5080272984747537,-0.5496255094329158
RNU6-461P,Pseudogene,RNU6,1.0387822874635209,-0.256000012159348,0.67,0,-0.602426811996478,-0.5113843694873055
RNU6-462P,Pseudogene,RNU6,1.3893713094824591,0.30799999833107,0,0,-0.40379399012409395,-0.5788024341307655
RNU6-463P,Pseudogene,RNU6,1.006320340980286,0.0089999996125698,0,0,-0.5190493333547836,-0.38666962223556406
RNU6-464P,Pseudogene,RNU6,1.001950463569081,-0.163500003516674,0,0,-0.641801919872391,-0.6319674100745063
RNU6-466P,Pseudogene,RNU6,1.1802911609681086,0.30799999833107,0.09,0,-0.5240018338656821,-0.6381453864895079
RNU6-467P,Pseudogene,RNU6,1.4841011714926269,0.338500007987022,5.72,0,1.0853965727625514,1.9655349150520143
RNU6-468P,Pseudogene,RNU6,1.115321005318488,0.211999997496605,0,0,-0.4717265110241992,-0.40133439432477885
RNU6-469P,Pseudogene,RNU6,0.8597594736896406,-0.223000004887581,0,0,-0.7078282127980278,-0.6264040635532453
RNU6-46P,Pseudogene,RNU6,1.330939805812636,0.137999996542931,1.09,0,-0.2618931389552261,-0.05854805581409646
RNU6-470P,Pseudogene,RNU6,1.001950463569081,0.211999997496605,0,0,-0.5102600739331751,-0.42776000265424974
RNU6-471P,Pseudogene,RNU6,1.2779594591937713,0.284000009298325,0,0,-0.434365418140119,-0.5264460043618215
RNU6-472P,Pseudogene,RNU6,1.4932495382288111,0.284000009298325,0,0,-0.3550582624211581,-0.5277146475054243
RNU6-473P,Pseudogene,RNU6,0.4220053042820553,-0.167999997735023,0,0,-0.8627072850037745,-0.5670995408328935
RNU6-474P,Pseudogene,RNU6,0.8115486620808757,0.30799999833107,0,0,-0.5954890676431314,-0.49352608904557993
