Gene,Gene_Type,Gene_group,enrichment_intergenic_dbsnp,PhyloP100_median,ENCODE_max,functional_probability,LD1,LD2,Match_Group
RNU6-1290P,Pseudogene,RNU6,0.6054599743157506,-0.177000001072884,0,0,1.469113988542702,-0.04392828371628131,True Pseudogene
RNU6-1291P,Pseudogene,RNU6,1.3693323002110775,-0.0209999997168779,0,0,0.33137858553786725,-0.2642636946683991,True Pseudogene
RNU6-1292P,Pseudogene,RNU6,1.4607875917455764,-0.212999999523163,0,0,0.9998745847441621,-0.3450237600834972,True Pseudogene
RNU6-1293P,Pseudogene,RNU6,1.8178690030611613,-0.310999989509583,0,0.01,0.3528231175704583,-0.7640760107167489,True Pseudogene
RNU6-1294P,Pseudogene,RNU6,1.114927594029134,0.294999986886978,0,0,-0.06092202061494458,0.37861067115364844,True Pseudogene
RNU6-1296P,Pseudogene,RNU6,1.0712442339467558,-0.127000004053116,0,0,0.8794355622514133,-0.21886955247643483,True Pseudogene
RNU6-1297P,Pseudogene,RNU6,0.801560370855265,0.239999994635582,0,0,0.46373866213840903,0.3856588962519151,True Pseudogene
RNU6-1298P,Pseudogene,RNU6,0.9629306105323976,-0.224999994039536,0,0,1.4908037860517624,-0.4120605211701775,True Pseudogene
RNU6-1299P,Pseudogene,RNU6,1.2504341785342132,0.30799999833107,0,0,-0.23998693054655315,0.1266481582680397,True Pseudogene
RNU6-129P,Pseudogene,RNU6,1.136168126913226,-0.0799999982118607,0,0,0.722751196873021,-0.16606252083791273,True Pseudogene
RNU6-12P,Pseudogene,RNU6,1.5581734311952813,0.555999994277954,0,0.4,-0.8176493200008549,0.31074883677371967,True Pseudogene
RNU6-1300P,Pseudogene,RNU6,1.0291639329499698,0.30799999833107,0,0,0.07891184261882953,0.22749233161004864,True Pseudogene
RNU6-1301P,Pseudogene,RNU6,1.1689422074972615,0.220000006258488,0,0,0.10040120326779758,0.14777809480424103,True Pseudogene
RNU6-1303P,Pseudogene,RNU6,1.6230973241617517,-0.0820000022649765,0,0,0.5043430574583083,-0.3061654723090255,True Pseudogene
RNU6-1304P,Pseudogene,RNU6,0.8847411640572264,0.29899999499321,0,0,0.6290687730370884,0.2763465022203067,True Pseudogene
RNU6-1305P,Pseudogene,RNU6,1.2023405562828977,-0.078999999910593,0.09,0,0.5762252996771671,-0.2374530345174636,True Pseudogene
RNU6-1306P,Pseudogene,RNU6,1.6139161675806344,-0.0109999999403954,2.56,0,0.41770846382983084,-0.23977619010463638,True Pseudogene
RNU6-1307P,Pseudogene,RNU6,1.079123347170842,0.256999999284744,0,0,0.05237894307049547,0.17291577656405113,True Pseudogene
RNU6-1308P,Pseudogene,RNU6,0.7081746965808651,0.214000001549721,0,0,0.47804698432435017,0.38657907414962206,True Pseudogene
RNU6-1309P,Pseudogene,RNU6,0.643227458093731,-0.168000005185604,0,0,1.4241249724287066,-0.03942802886202131,True Pseudogene
RNU6-130P,Pseudogene,RNU6,1.2140137655671974,0.305000007152557,3.52,0,-0.12176856995412604,0.1632918601522036,True Pseudogene
RNU6-1310P,Pseudogene,RNU6,1.266015912846166,0.239999994635582,0,0,0.023833687453776686,0.08815093324530889,True Pseudogene
RNU6-1311P,Pseudogene,RNU6,0.8115486620808757,0.30799999833107,5.22,0,0.2820820311957006,0.46601031113511276,True Pseudogene
RNU6-1312P,Pseudogene,RNU6,0.643227458093731,0.0945000015199184,0.26,0,0.6619043892044908,0.1263064109900351,True Pseudogene
RNU6-1313P,Pseudogene,RNU6,1.0897029878293798,-0.0329999998211861,0,0,0.7392135472449255,-0.08814657217362666,True Pseudogene
RNU6-1314P,Pseudogene,RNU6,0.2003900927138162,0.293999999761581,0,0.23,0.6660936252846962,0.5236464152189908,True Pseudogene
RNU6-1315P,Pseudogene,RNU6,1.508660765347115,0.310999989509583,0.27,0,-0.23565980547141088,0.2954248298231855,True Pseudogene
RNU6-1316P,Pseudogene,RNU6,1.0291639329499698,0.301999986171722,0,0,0.05090658434894241,0.37145814892118756,True Pseudogene
RNU6-1317P,Pseudogene,RNU6,1.4361289977823497,-0.0850000008940697,0,0,0.48590137903548847,-0.3127032786975448,True Pseudogene
RNU6-1318P,Pseudogene,RNU6,0.7418973011799539,0.293999999761581,0,0,0.2833064193186129,0.3381723460541818,True Pseudogene
RNU6-1319P,Pseudogene,RNU6,0.7013653244983569,0.261999994516373,0.04,0,0.37634887492358154,0.3204003153111855,True Pseudogene
RNU6-131P,Pseudogene,RNU6,1.136168126913226,0.118000000715256,0,0,0.3122320492591476,0.20275837126997046,True Pseudogene
RNU6-1320P,Pseudogene,RNU6,1.0712442339467558,0.40599998831749,0,0,-0.23280545661367075,0.310706342254669,True Pseudogene
RNU6-1321P,Pseudogene,RNU6,0.4544672507652904,0.23199999332428,0,0,0.5977617644661343,0.3670120305645817,True Pseudogene
RNU6-1322P,Pseudogene,RNU6,1.168630073396461,0.305000007152557,0,0,-0.10256025234336263,0.5299148380552811,True Pseudogene
RNU6-1323P,Pseudogene,RNU6,1.136168126913226,0.105999998748302,1.33,0,0.5920726183914088,0.10721232612057961,True Pseudogene
RNU6-1324P,Pseudogene,RNU6,1.136168126913226,0.0320000015199184,0,0,0.574175030585869,0.09644678971776431,True Pseudogene
RNU6-1325P,Pseudogene,RNU6,1.6209331943962024,-0.185000002384186,0,0,0.23890178260835887,-0.5689102144269479,True Pseudogene
RNU6-1326P,Pseudogene,RNU6,1.006320340980286,-0.550000011920929,0,0,1.8382205100061009,-0.5801790907390794,True Pseudogene
RNU6-1327P,Pseudogene,RNU6,1.5878529251228104,0.30799999833107,0,0,-0.37661855671012856,0.03717058598469209,True Pseudogene
RNU6-1328P,Pseudogene,RNU6,1.1468866941482565,0.28099998831749,0,0,0.06791695169843795,-0.033292866034236826,True Pseudogene
RNU6-1329P,Pseudogene,RNU6,1.298477859329401,-0.068000003695488,0.46,0,0.8165517729687536,0.022535760419410442,True Pseudogene
RNU6-132P,Pseudogene,RNU6,1.103706180429991,0.239999994635582,0.67,0,0.3456753730664917,-0.07285705520551744,True Pseudogene
RNU6-1330P,Pseudogene,RNU6,1.1247291552953242,0.0419999994337559,0,0,0.5135948916588954,-0.054912375600094,True Pseudogene
RNU6-1331P,Pseudogene,RNU6,1.4090322242392863,0.239999994635582,0.37,0,0.060874531812753756,0.29696128103247077,True Pseudogene
RNU6-1332P,Pseudogene,RNU6,1.2691372538541694,-0.417000010609627,0,0,1.6125507708485374,-0.46299764697281787,True Pseudogene
RNU6-1333P,Pseudogene,RNU6,0.8216712045326372,0.30799999833107,0.88,0,0.05840209641612826,0.27064567357134256,True Pseudogene
RNU6-1334P,Pseudogene,RNU6,0.0992408078201756,1.81200003623962,0,0.89,-2.9392972513994797,1.8635014311023954,False Pseudogene
RNU6-1335P,Pseudogene,RNU6,1.0712442339467558,0.0769999995827675,0,0,0.7494503758287163,-0.39090048552936235,True Pseudogene
RNU6-1336P,Pseudogene,RNU6,1.0197220620054748,-0.0900000035762787,0,0,0.91125796347048,-0.13938389698503342,True Pseudogene
RNU6-1337P,Pseudogene,RNU6,1.060309683552403,0.252000004053116,0.76,0,-0.26124042872261194,0.05740873355714261,True Pseudogene
RNU6-1338P,Pseudogene,RNU6,1.030577619671055,0.30799999833107,0.47,0,-0.005421674498212857,0.21878400785599053,True Pseudogene
RNU6-1339P,Pseudogene,RNU6,1.5267816587719332,0.208000004291534,0,0,-0.25679836263576,-0.09281203088102408,True Pseudogene
RNU6-133P,Pseudogene,RNU6,1.266015912846166,0.301999986171722,0,0,-0.27629350904379407,0.08211002930696092,True Pseudogene
RNU6-1340P,Pseudogene,RNU6,0.8440106085641107,0.30799999833107,0.56,0,0.1867560006324807,0.26101613140580887,True Pseudogene
RNU6-135P,Pseudogene,RNU6,1.375615157903425,-0.116999998688698,0.29,0,0.6716653298313474,-0.2910102543662704,True Pseudogene
RNU6-136P,Pseudogene,RNU6,0.7466247691144057,0.284000009298325,0.28,0,0.5559337844546407,-0.031090603914969376,True Pseudogene
RNU6-137P,Pseudogene,RNU6,1.157809424568716,-0.204999998211861,0,0,1.0544887455317777,-0.2812074385949811,True Pseudogene
RNU6-138P,Pseudogene,RNU6,1.168630073396461,0.0130000002682209,0,0,0.41278797607774004,-0.13897198764962373,True Pseudogene
RNU6-139P,Pseudogene,RNU6,0.9157219994316208,-0.13849999755621,0,0,1.0342084272724763,-0.16245751631074076,True Pseudogene
RNU6-13P,Pseudogene,RNU6,1.3958636987791062,0.0610000006854534,0,0,0.49713676498097215,-0.06049994408387218,True Pseudogene
RNU6-140P,Pseudogene,RNU6,1.2221321703780892,0.0549999997019768,3.82,0,0.8298164615309562,0.24503120322388777,True Pseudogene
RNU6-141P,Pseudogene,RNU6,0.860087001108189,0.30799999833107,0,0,0.19622053362607306,0.3076591824192571,True Pseudogene
RNU6-142P,Pseudogene,RNU6,1.201092019879696,0.305000007152557,0,0,0.004476656980054804,0.2029540957697943,True Pseudogene
RNU6-143P,Pseudogene,RNU6,0.9337172778779969,0.30799999833107,0,0,0.18321043906689685,0.2750595285857691,True Pseudogene
RNU6-144P,Pseudogene,RNU6,1.298477859329401,-0.0199999995529652,0,0,0.6008960192339021,-0.16020254540397338,True Pseudogene
RNU6-145P,Pseudogene,RNU6,1.0158139291027417,0.146999999880791,0,0,0.5246904715425627,0.12180231801518075,True Pseudogene
RNU6-146P,Pseudogene,RNU6,1.2542935432827758,-0.191500000655651,11.35,0,0.9576452299328839,-0.2889275685556838,True Pseudogene
RNU6-147P,Pseudogene,RNU6,1.201092019879696,0.168999999761581,0.36,0,0.1990159320070273,0.16995233973796592,True Pseudogene
RNU6-148P,Pseudogene,RNU6,1.145492303030751,0.446000009775162,0,0,-0.33416383080813494,0.3244734442359239,True Pseudogene
RNU6-14P,Pseudogene,RNU6,1.507336798023423,-0.1875,0,0,0.915779784429845,-0.3490430141694489,True Pseudogene
RNU6-150P,Pseudogene,RNU6,1.1334344893146375,-0.212999999523163,0,0,0.9447132321806625,-0.33534291349242107,True Pseudogene
RNU6-151P,Pseudogene,RNU6,0.7466247691144057,-0.261999994516373,1.33,0,1.614197210970538,-0.1390756901694809,True Pseudogene
RNU6-152P,Pseudogene,RNU6,1.006320340980286,0.305000007152557,0,0,0.0975403577092706,0.3968022184293579,True Pseudogene
RNU6-153P,Pseudogene,RNU6,1.1021455099259891,-0.157000005245209,0,0,0.8557461145624604,-0.28097172896141226,True Pseudogene
RNU6-154P,Pseudogene,RNU6,0.9830457378413626,0.30799999833107,0,0,0.1680125401781474,0.29319979883509,True Pseudogene
RNU6-155P,Pseudogene,RNU6,1.1114970475859671,-0.184499993920326,0,0,0.9377385954457745,-0.1295990895574114,True Pseudogene
RNU6-156P,Pseudogene,RNU6,0.9089345015305808,-0.319000005722046,0,0,1.1507614177635046,-0.3958078096605817,True Pseudogene
RNU6-157P,Pseudogene,RNU6,0.7141628226311706,0.437999993562698,0,0,-0.06349243479394001,0.4513543703022079,True Pseudogene
RNU6-158P,Pseudogene,RNU6,0.7641542202153526,0.305000007152557,0,0,0.24599571301010703,0.3327694568223224,True Pseudogene
RNU6-159P,Pseudogene,RNU6,1.1796548854096351,0.0065000001341104,0,0,0.40082024188176774,-0.17410640020619547,True Pseudogene
RNU6-15P,Pseudogene,RNU6,1.6555592706449864,0,0,0,0.2557967189709257,-0.27384708735531665,True Pseudogene
RNU6-160P,Pseudogene,RNU6,1.0387822874635209,0.293000012636185,0,0,0.06761300293373988,0.2254175415616633,True Pseudogene
RNU6-161P,Pseudogene,RNU6,1.2124230766710138,-0.148499999195337,0,0,0.8853326418237796,-0.26408228804919004,True Pseudogene
RNU6-162P,Pseudogene,RNU6,0.5395616735854211,0.0230000000447035,0,0,0.8896172940537929,0.10437546308795467,True Pseudogene
RNU6-163P,Pseudogene,RNU6,1.081350311625499,-0.0499999988824129,0,0,0.7456032923048003,-0.12495912952890426,True Pseudogene
RNU6-164P,Pseudogene,RNU6,1.4837946023599078,0.159999996423721,0,0,-0.02680588460813599,-0.0567021783337431,True Pseudogene
RNU6-165P,Pseudogene,RNU6,1.0174688882573566,-0.157000005245209,0,0,0.693876662755856,-0.29431943476634376,True Pseudogene
RNU6-166P,Pseudogene,RNU6,1.298477859329401,0.30799999833107,0.26,0,-0.127212998990156,0.1483413129161977,True Pseudogene
RNU6-167P,Pseudogene,RNU6,1.1796548854096351,-0.155500002205372,0,0,0.8871084207663981,-0.2521803489218193,True Pseudogene
RNU6-168P,Pseudogene,RNU6,0.825369094742055,-0.136000007390976,0,0,1.1319171958812093,-0.12104639880726617,True Pseudogene
RNU6-169P,Pseudogene,RNU6,1.136168126913226,-0.241999998688698,0,0,1.208876977418286,-0.9247267710011946,True Pseudogene
RNU6-16P,Pseudogene,RNU6,1.4283256452623412,0.0549999997019768,0,0,0.4864563637912504,-0.07780039587261142,True Pseudogene
RNU6-170P,Pseudogene,RNU6,1.5363240441392578,0.284000009298325,0,0,-0.2142260333882215,0.3295065581016016,True Pseudogene
RNU6-171P,Pseudogene,RNU6,0.7790867155976406,-0.118000000715256,5.48,0,1.3938808813426784,0.09777788901914448,True Pseudogene
RNU6-172P,Pseudogene,RNU6,1.419250262374555,-0.112999998033047,0,0,0.6761207805317911,-0.29323391651549663,True Pseudogene
RNU6-173P,Pseudogene,RNU6,1.2023405562828977,-0.325499996542931,0,0,1.306483262642484,-0.4179796716855928,True Pseudogene
RNU6-174P,Pseudogene,RNU6,1.2124230766710138,-0.133500002324581,4.71,0,0.8754640322320478,-0.24070247703408662,True Pseudogene
RNU6-175P,Pseudogene,RNU6,0.7141628226311706,0.305000007152557,0,0,0.30531515120706537,0.3778491346072599,True Pseudogene
RNU6-176P,Pseudogene,RNU6,0.9593278089283648,0.266999989748001,0,0,0.13119149296191324,0.20433527939768056,True Pseudogene
RNU6-177P,Pseudogene,RNU6,1.0687471611403534,0.279000014066696,0,0,-0.03011872654105486,0.15766963423034283,True Pseudogene
RNU6-178P,Pseudogene,RNU6,0.9017554172121732,0.307000011205673,0.25,0,0.2503056887798368,0.16781136471915334,True Pseudogene
RNU6-179P,Pseudogene,RNU6,0.6167769831814656,0.293000012636185,0,0,0.5016443379719108,0.2867189110838625,True Pseudogene
RNU6-17P,Pseudogene,RNU6,1.3958636987791062,0.0549999997019768,0,0,0.48359255418421176,-0.059430349734409096,True Pseudogene
RNU6-180P,Pseudogene,RNU6,0.7402388124291791,-0.214000001549721,0,0,1.3967270084910044,-0.1229983127038488,True Pseudogene
RNU6-181P,Pseudogene,RNU6,1.0387822874635209,0.282999992370605,1.01,0,0.27615491131803727,0.09572645152268489,True Pseudogene
RNU6-182P,Pseudogene,RNU6,0.6946856547412297,-0.0339999999850988,1.37,0,1.0401259153131936,0.061903314730100516,True Pseudogene
RNU6-183P,Pseudogene,RNU6,1.0736051027819002,0.105999998748302,0,0,0.5641739925008337,0.08172001334221113,True Pseudogene
RNU6-184P,Pseudogene,RNU6,0,0.242499999701977,0,0.26,1.052298433218075,0.6094597381474726,True Pseudogene
RNU6-185P,Pseudogene,RNU6,1.5906353776785165,0.188999995589256,1.33,0,-0.2531079568156921,-0.12981895724437845,True Pseudogene
RNU6-187P,Pseudogene,RNU6,0.7864365902730902,0.221499994397163,0,0,0.4014184737389699,0.24720927104827045,True Pseudogene
RNU6-188P,Pseudogene,RNU6,1.330939805812636,0.30799999833107,0.71,0,-0.14651002554215475,0.15169990970883185,True Pseudogene
RNU6-189P,Pseudogene,RNU6,1.2036632631654969,-0.111000001430511,0,0,0.6867406850924812,-0.2460558413895198,True Pseudogene
RNU6-18P,Pseudogene,RNU6,0.1947716788994101,0.0850000008940697,0,0.26,1.401634821735235,0.4451568525117389,True Pseudogene
RNU6-190P,Pseudogene,RNU6,1.464288389895729,0.446000009775162,1.43,0,-0.729097339955825,0.16470914437534476,True Pseudogene
RNU6-191P,Pseudogene,RNU6,1.2563463968724369,0.177999995648861,0,0,0.04158281845898832,-0.004208957914575476,True Pseudogene
RNU6-192P,Pseudogene,RNU6,0.9030913511635984,0.325000002980232,0,0,0.24036385676360988,0.01215310749517596,True Pseudogene
RNU6-193P,Pseudogene,RNU6,1.266015912846166,-0.046000000089407,0,0,0.6799578136475782,0.023421680979422276,True Pseudogene
RNU6-194P,Pseudogene,RNU6,2.2163780413172565,0.0120000001043081,0,0.51,-0.29126031690486615,-0.701696094298259,False Pseudogene
RNU6-195P,Pseudogene,RNU6,1.115321005318488,-0.225999996066093,0.62,0,0.980763395133371,-0.3981890432048732,True Pseudogene
RNU6-196P,Pseudogene,RNU6,1.168630073396461,-0.268999993801117,0.3,0,1.291545775975834,-0.29668655627122753,True Pseudogene
RNU6-197P,Pseudogene,RNU6,0.6599513720041681,0.347000002861023,0,0,0.20783885270457117,0.3956021857957663,True Pseudogene
RNU6-198P,Pseudogene,RNU6,1.5697223929248938,0.311000004410744,0,0,-0.48230887785524024,-0.004331878354167997,True Pseudogene
RNU6-199P,Pseudogene,RNU6,1.298477859329401,0.152999997138977,0.35,0,0.18632511779884647,0.21146560999536157,True Pseudogene
RNU6-19P,Pseudogene,RNU6,1.330939805812636,0.215000003576279,0.56,0,0.14660747460980478,0.09368835772902456,True Pseudogene
RNU6-2,Functional,RNU6,4.122667203370849,2.47699999809265,0.98,0.98,-9.265611714367036,-4.270233676815949,True Functional
RNU6-200P,Pseudogene,RNU6,1.330939805812636,0.23199999332428,0,0,-0.030330712735574736,0.04732508035586,True Pseudogene
RNU6-201P,Pseudogene,RNU6,1.6513019661881687,0.30799999833107,0.65,0,-0.6262618168539507,0.02069122814403564,True Pseudogene
RNU6-202P,Pseudogene,RNU6,0.9407201574620816,0.87950000166893,0,0.55,-1.5675847720990432,0.6735989566323259,False Pseudogene
RNU6-203P,Pseudogene,RNU6,0.801560370855265,0.30799999833107,0,0,0.28488998180752595,0.35212635428163047,True Pseudogene
RNU6-204P,Pseudogene,RNU6,1.298477859329401,-0.237000003457069,0.26,0,1.0129472841935458,-0.3784363243143047,True Pseudogene
RNU6-205P,Pseudogene,RNU6,0.6817008761479356,0.30799999833107,0,0,0.3120538419060902,0.37479557737413466,True Pseudogene
RNU6-206P,Pseudogene,RNU6,1.5363240441392578,-0.213500000536442,0,0,0.893517295930577,-0.5595820912173848,True Pseudogene
RNU6-207P,Pseudogene,RNU6,0.8764725550473457,0.30799999833107,0,0,0.2078845393171338,0.32474834239204853,True Pseudogene
RNU6-208P,Pseudogene,RNU6,1.266015912846166,-0.144999995827675,0,0,0.892017740120288,-0.2019279666902847,True Pseudogene
RNU6-209P,Pseudogene,RNU6,1.4932495382288111,0.30799999833107,0,0,-0.4261493180733557,0.03109507889061193,True Pseudogene
RNU6-20P,Pseudogene,RNU6,1.4607875917455764,-0.0610000006854534,0,0,0.796412094660344,0.08303834447255912,True Pseudogene
RNU6-210P,Pseudogene,RNU6,0.9140600720279336,0.202000007033348,0,0,0.362252856687155,0.2365180702565373,True Pseudogene
RNU6-211P,Pseudogene,RNU6,1.330939805812636,0.470999985933304,0,0,-0.5027171902289,0.307382497622748,True Pseudogene
RNU6-212P,Pseudogene,RNU6,1.3693323002110775,0.214000001549721,0,0,-0.12519275100680455,-0.018231705730144716,True Pseudogene
RNU6-213P,Pseudogene,RNU6,1.2023405562828977,0.303000003099442,1.13,0,-0.05649814409986448,0.3750621983564603,True Pseudogene
RNU6-214P,Pseudogene,RNU6,1.5581734311952813,0.30799999833107,0,0,-0.4202069868672918,0.020912859955950245,True Pseudogene
RNU6-215P,Pseudogene,RNU6,1.770767355222742,0.118000000715256,0,0,-0.34795827169533233,-0.29630110797943315,True Pseudogene
RNU6-216P,Pseudogene,RNU6,1.2023405562828977,0.237000003457069,0.66,0,0.13456511042582608,-0.09346450925975168,True Pseudogene
RNU6-217P,Pseudogene,RNU6,1.3359339514254416,0.30799999833107,0,0,-0.13925874332434202,0.15440156130904403,True Pseudogene
RNU6-218P,Pseudogene,RNU6,1.6209331943962024,0.30799999833107,0,0,-0.3889825281739981,-0.4284166203235672,True Pseudogene
RNU6-219P,Pseudogene,RNU6,1.0387822874635209,0.277999997138977,0,0,0.16331608129869907,0.24630565088496603,True Pseudogene
RNU6-21P,Pseudogene,RNU6,1.7529451100946911,0.0769999995827675,0,0,0.004093650436381159,-0.24256354277940273,True Pseudogene
RNU6-220P,Pseudogene,RNU6,1.168630073396461,0.291999995708466,0,0,-0.13630295648235724,0.1499195749049344,True Pseudogene
RNU6-221P,Pseudogene,RNU6,0.8420432178681572,0.30799999833107,0,0,0.050037271684115134,0.4080795901351376,True Pseudogene
RNU6-222P,Pseudogene,RNU6,1.5257114847120463,0.165500000119209,0,0,0.23796524367987884,0.01106129602780834,True Pseudogene
RNU6-223P,Pseudogene,RNU6,1.3634017522958712,-0.119999997317791,0,0,0.7606333926350747,-0.26345435545348433,True Pseudogene
RNU6-224P,Pseudogene,RNU6,1.2335539663629311,0.30799999833107,0,0,-0.1488450922184994,0.14763267173777547,True Pseudogene
RNU6-225P,Pseudogene,RNU6,1.112845951769931,0.27700001001358,0,0,0.08286584591709747,0.1512234726325669,True Pseudogene
RNU6-226P,Pseudogene,RNU6,0.9413964480138156,0.239999994635582,0,0,0.18201955989971366,0.18136657664278522,True Pseudogene
RNU6-227P,Pseudogene,RNU6,1.0116781379726645,0.331999987363815,1.17,0,0.09189163816538296,0.29960250545859696,True Pseudogene
RNU6-228P,Pseudogene,RNU6,1.5728731805461804,0.214000001549721,9,0,-0.14883174157755777,-0.031130345008797064,True Pseudogene
RNU6-229P,Pseudogene,RNU6,1.123756206199048,-0.0955000016838312,0,0,0.7840321665015778,-0.30731111308457926,True Pseudogene
RNU6-22P,Pseudogene,RNU6,1.2335539663629311,0.146999999880791,0,0,0.45681023823173705,0.39323576344163214,True Pseudogene
RNU6-230P,Pseudogene,RNU6,1.2691372538541694,-0.284999996423721,7.04,0,1.4102240845215464,-0.2961051533911804,True Pseudogene
RNU6-231P,Pseudogene,RNU6,1.3826267885626415,0.528999984264374,0,0.41,-1.0784713755580717,0.282423761960394,True Pseudogene
RNU6-232P,Pseudogene,RNU6,0.7598124348732199,0.30799999833107,0.21,0,0.24467739552068823,0.25065152387753437,True Pseudogene
RNU6-233P,Pseudogene,RNU6,1.0592724522649954,0.152999997138977,0,0,0.8150964374493677,0.8784162221281248,True Pseudogene
RNU6-234P,Pseudogene,RNU6,0.7013653244983569,0.30799999833107,0.26,0,0.0973338390621474,0.40749178531643737,True Pseudogene
RNU6-235P,Pseudogene,RNU6,1.0712442339467558,0.19200000166893,0,0,0.32661839714023133,0.4150361398329496,True Pseudogene
RNU6-236P,Pseudogene,RNU6,1.04858212036412,0.238000005483627,0,0,0.20548166979722748,0.3231752460102673,True Pseudogene
RNU6-237P,Pseudogene,RNU6,1.2719596495261951,-0.150999993085861,0.85,0,0.7851853329471521,-0.30910251838758207,True Pseudogene
RNU6-238P,Pseudogene,RNU6,0.8192047815344689,0.303000003099442,0.09,0,0.2713542944061625,0.40459397177003487,True Pseudogene
RNU6-239P,Pseudogene,RNU6,0.7367878156346375,0.214000001549721,0,0,0.3020187116260402,0.2041699337112094,True Pseudogene
RNU6-23P,Pseudogene,RNU6,1.5581734311952813,0.118000000715256,0,0,0.36967865062542277,-0.022895225672759558,True Pseudogene
RNU6-240P,Pseudogene,RNU6,1.1100647060298,0.28999999165535,0,0,-0.20801834548507878,0.12396835326662743,True Pseudogene
RNU6-241P,Pseudogene,RNU6,0.9685521147834452,0.261000007390976,0,0,0.1806428373640249,0.21764406937896943,True Pseudogene
RNU6-242P,Pseudogene,RNU6,1.2335539663629311,0.261999994516373,0.1,0,0.06528135408219551,0.1650918969668816,True Pseudogene
RNU6-243P,Pseudogene,RNU6,1.4283256452623412,0.0140000004321337,0,0,0.19294672125197646,-0.26082907440016867,True Pseudogene
RNU6-244P,Pseudogene,RNU6,1.3693323002110775,-0.351000010967255,0.55,0,1.132518561494859,-0.5242514901736283,True Pseudogene
RNU6-245P,Pseudogene,RNU6,0.8440106085641107,0.30799999833107,0,0,0.19727677746001526,0.15810297609004903,True Pseudogene
RNU6-246P,Pseudogene,RNU6,1.103706180429991,0.30799999833107,0,0,0.08943379803010287,0.2536620510007515,True Pseudogene
RNU6-247P,Pseudogene,RNU6,0.9089345015305808,0.0309999994933605,0.36,0,0.7911109772130955,0.06987907806387758,True Pseudogene
RNU6-248P,Pseudogene,RNU6,1.5581734311952813,0.293000012636185,0,0,-0.5212731376273831,-0.03945957824427389,True Pseudogene
RNU6-249P,Pseudogene,RNU6,1.464288389895729,0.0570000000298023,0,0,0.14011239846350998,-0.20604805256485503,True Pseudogene
RNU6-24P,Pseudogene,RNU6,1.4283256452623412,0.146999999880791,0,0,0.15893993634698517,-0.03582514238267289,True Pseudogene
RNU6-250P,Pseudogene,RNU6,1.1465685563690198,-0.275000005960464,0,0,0.8480466900585745,-0.4542351875673999,True Pseudogene
RNU6-251P,Pseudogene,RNU6,1.1021455099259891,0.0445000007748604,0,0,0.6862572858087195,2.3777202334475197e-4,True Pseudogene
RNU6-252P,Pseudogene,RNU6,1.006320340980286,0.492000013589859,0,0.11,-0.33279928589071067,0.5258316483626169,True Pseudogene
RNU6-253P,Pseudogene,RNU6,1.5216923865760268,-0.090999998152256,0,0,0.5356528041521138,-0.29934268632163197,True Pseudogene
RNU6-254P,Pseudogene,RNU6,1.4932495382288111,0.149000003933907,0,0,-0.1432539479055152,-0.15636399588789,True Pseudogene
RNU6-255P,Pseudogene,RNU6,0.1984816156403513,0.0549999997019768,0.27,0.22,1.2022453269077344,0.3130933096967233,True Pseudogene
RNU6-256P,Pseudogene,RNU6,1.2532988616465484,0.150000005960464,0,0,0.061698148308773654,-0.05580051287359048,True Pseudogene
RNU6-257P,Pseudogene,RNU6,1.098737515151945,-0.0804999992251396,0,0,0.8559114057746885,-0.1450799167679946,True Pseudogene
RNU6-258P,Pseudogene,RNU6,0.997320989479983,0.0130000002682209,0,0,0.5490519980862036,-0.08587156185322425,True Pseudogene
RNU6-259P,Pseudogene,RNU6,0.8115486620808757,0.30799999833107,0,0,0.2862581675704397,0.35210473647330254,True Pseudogene
RNU6-25P,Pseudogene,RNU6,1.882792896027632,-0.293999999761581,0,0.21,0.8537770593567684,-0.5784161919563998,True Pseudogene
RNU6-260P,Pseudogene,RNU6,1.103706180429991,-0.0780000016093254,0,0,0.7143327044922461,-0.1772061144295584,True Pseudogene
RNU6-261P,Pseudogene,RNU6,1.2599690796777203,0.446000009775162,0,0,-0.6887411185520581,0.1977878245433437,True Pseudogene
RNU6-262P,Pseudogene,RNU6,1.4372806649818544,-0.263000011444092,0.79,0,1.0799177498630532,-0.4065254349563121,True Pseudogene
RNU6-263P,Pseudogene,RNU6,1.0387822874635209,0.30799999833107,0.33,0,0.21363060160112413,0.3043535878873236,True Pseudogene
RNU6-264P,Pseudogene,RNU6,1.001950463569081,0.301999986171722,0.69,0,0.160890817836519,-0.11943878375080239,True Pseudogene
RNU6-266P,Pseudogene,RNU6,0.9738583944970508,0.30799999833107,0,0,0.02854247120998084,0.25378800405564145,True Pseudogene
RNU6-267P,Pseudogene,RNU6,1.5175172069589966,0.163000002503395,0,0,-0.12872521989699612,-0.12175048668550562,True Pseudogene
RNU6-268P,Pseudogene,RNU6,1.006320340980286,-0.0219999998807907,0,0,0.9042577458356371,0.009457005484009705,True Pseudogene
RNU6-269P,Pseudogene,RNU6,1.145873244933987,-0.061999998986721,0,0,0.3703805375594104,-0.26155697550920193,True Pseudogene
RNU6-26P,Pseudogene,RNU6,1.5581734311952813,0.125,7.48,0,0.11371333652938914,-0.08475827734087747,True Pseudogene
RNU6-270P,Pseudogene,RNU6,1.6540134636695942,-0.0480000004172325,0,0,0.3192186563060448,-0.3133720521888296,True Pseudogene
