gene_name,expected_promoter,contains_type1_promoter,contains_type2_promoter,contains_type3_promoter,gene_group
RNU6-1278P,Type 3,False,False,True,RNU6
RNU6-1279P,Type 3,False,False,True,RNU6
RNU6-127P,Type 3,False,False,True,RNU6
RNU6-1280P,Type 3,False,False,True,RNU6
RNU6-1281P,Type 3,False,False,True,RNU6
RNU6-1282P,Type 3,False,False,True,RNU6
RNU6-1283P,Type 3,False,True,True,RNU6
RNU6-1284P,Type 3,False,False,True,RNU6
RNU6-1285P,Type 3,False,False,True,RNU6
RNU6-1286P,Type 3,False,True,True,RNU6
RNU6-1287P,Type 3,False,False,True,RNU6
RNU6-1288P,Type 3,False,False,True,RNU6
RNU6-1289P,Type 3,False,False,True,RNU6
RNU6-128P,Type 3,False,False,True,RNU6
RNU6-1290P,Type 3,False,False,True,RNU6
RNU6-1291P,Type 3,False,False,True,RNU6
RNU6-1292P,Type 3,False,False,True,RNU6
RNU6-1293P,Type 3,False,False,False,RNU6
RNU6-1294P,Type 3,False,True,True,RNU6
RNU6-1296P,Type 3,False,False,True,RNU6
RNU6-1297P,Type 3,False,True,True,RNU6
RNU6-1298P,Type 3,True,True,True,RNU6
RNU6-1299P,Type 3,False,False,True,RNU6
RNU6-129P,Type 3,False,False,True,RNU6
RNU6-12P,Type 3,False,False,True,RNU6
RNU6-1300P,Type 3,False,True,True,RNU6
RNU6-1301P,Type 3,False,True,True,RNU6
RNU6-1303P,Type 3,False,False,True,RNU6
RNU6-1304P,Type 3,True,True,True,RNU6
RNU6-1305P,Type 3,False,False,True,RNU6
RNU6-1306P,Type 3,True,True,True,RNU6
RNU6-1307P,Type 3,False,False,True,RNU6
RNU6-1308P,Type 3,False,True,True,RNU6
RNU6-1309P,Type 3,False,False,True,RNU6
RNU6-130P,Type 3,False,False,True,RNU6
RNU6-1310P,Type 3,False,False,True,RNU6
RNU6-1311P,Type 3,False,True,True,RNU6
RNU6-1312P,Type 3,False,False,True,RNU6
RNU6-1313P,Type 3,False,False,True,RNU6
RNU6-1314P,Type 3,False,False,True,RNU6
RNU6-1315P,Type 3,True,True,True,RNU6
RNU6-1316P,Type 3,False,True,True,RNU6
RNU6-1317P,Type 3,False,False,True,RNU6
RNU6-1318P,Type 3,False,False,True,RNU6
RNU6-1319P,Type 3,False,False,True,RNU6
RNU6-131P,Type 3,False,True,True,RNU6
RNU6-1320P,Type 3,False,False,True,RNU6
RNU6-1321P,Type 3,False,False,True,RNU6
RNU6-1322P,Type 3,True,True,True,RNU6
RNU6-1323P,Type 3,False,False,True,RNU6
RNU6-1324P,Type 3,False,True,True,RNU6
RNU6-1325P,Type 3,False,False,False,RNU6
RNU6-1326P,Type 3,False,False,True,RNU6
RNU6-1327P,Type 3,False,False,True,RNU6
RNU6-1328P,Type 3,True,True,True,RNU6
RNU6-1329P,Type 3,False,True,True,RNU6
RNU6-132P,Type 3,True,True,True,RNU6
RNU6-1330P,Type 3,False,False,True,RNU6
RNU6-1331P,Type 3,False,True,True,RNU6
RNU6-1332P,Type 3,False,False,True,RNU6
RNU6-1333P,Type 3,False,False,True,RNU6
RNU6-1334P,Type 3,False,False,False,RNU6
RNU6-1335P,Type 3,True,True,True,RNU6
RNU6-1336P,Type 3,False,False,True,RNU6
RNU6-1337P,Type 3,False,False,False,RNU6
RNU6-1338P,Type 3,False,False,True,RNU6
RNU6-1339P,Type 3,False,False,True,RNU6
RNU6-133P,Type 3,False,False,True,RNU6
RNU6-1340P,Type 3,False,True,True,RNU6
RNU6-1341P,Type 3,False,False,True,RNU6
RNU6-1342P,Type 3,False,False,True,RNU6
RNU6-135P,Type 3,False,False,True,RNU6
RNU6-136P,Type 3,True,False,True,RNU6
RNU6-137P,Type 3,False,False,True,RNU6
RNU6-138P,Type 3,False,False,True,RNU6
RNU6-139P,Type 3,False,False,True,RNU6
RNU6-13P,Type 3,False,False,True,RNU6
RNU6-140P,Type 3,False,True,True,RNU6
RNU6-141P,Type 3,False,False,True,RNU6
RNU6-142P,Type 3,False,False,True,RNU6
RNU6-143P,Type 3,True,True,True,RNU6
RNU6-144P,Type 3,False,False,True,RNU6
RNU6-145P,Type 3,False,False,True,RNU6
RNU6-146P,Type 3,False,False,True,RNU6
RNU6-147P,Type 3,False,True,True,RNU6
RNU6-148P,Type 3,False,False,True,RNU6
RNU6-14P,Type 3,False,False,True,RNU6
RNU6-150P,Type 3,False,False,True,RNU6
RNU6-151P,Type 3,False,False,True,RNU6
RNU6-152P,Type 3,False,True,True,RNU6
RNU6-153P,Type 3,False,False,True,RNU6
RNU6-154P,Type 3,False,False,True,RNU6
RNU6-155P,Type 3,False,True,True,RNU6
RNU6-156P,Type 3,False,False,False,RNU6
RNU6-157P,Type 3,False,False,True,RNU6
RNU6-158P,Type 3,False,False,True,RNU6
RNU6-159P,Type 3,False,False,True,RNU6
RNU6-15P,Type 3,False,False,True,RNU6
RNU6-160P,Type 3,False,False,True,RNU6
RNU6-161P,Type 3,False,False,True,RNU6
RNU6-162P,Type 3,False,False,True,RNU6
RNU6-163P,Type 3,False,False,True,RNU6
RNU6-164P,Type 3,False,False,True,RNU6
RNU6-165P,Type 3,False,False,False,RNU6
RNU6-166P,Type 3,False,False,True,RNU6
RNU6-167P,Type 3,False,False,True,RNU6
RNU6-168P,Type 3,False,False,True,RNU6
RNU6-169P,Type 3,True,True,True,RNU6
RNU6-16P,Type 3,False,False,True,RNU6
RNU6-170P,Type 3,False,True,True,RNU6
RNU6-171P,Type 3,False,True,True,RNU6
RNU6-172P,Type 3,False,False,True,RNU6
RNU6-173P,Type 3,False,False,True,RNU6
RNU6-174P,Type 3,False,False,True,RNU6
RNU6-175P,Type 3,False,False,True,RNU6
RNU6-176P,Type 3,False,False,True,RNU6
RNU6-177P,Type 3,False,False,True,RNU6
RNU6-178P,Type 3,True,True,True,RNU6
RNU6-179P,Type 3,True,True,True,RNU6
RNU6-17P,Type 3,False,False,True,RNU6
RNU6-180P,Type 3,False,False,True,RNU6
RNU6-181P,Type 3,True,True,True,RNU6
RNU6-182P,Type 3,False,False,True,RNU6
RNU6-183P,Type 3,False,False,True,RNU6
RNU6-184P,Type 3,False,False,True,RNU6
RNU6-185P,Type 3,False,False,True,RNU6
RNU6-187P,Type 3,False,False,True,RNU6
RNU6-188P,Type 3,False,False,True,RNU6
RNU6-189P,Type 3,False,False,True,RNU6
RNU6-18P,Type 3,False,False,True,RNU6
RNU6-190P,Type 3,False,False,True,RNU6
RNU6-191P,Type 3,False,False,True,RNU6
RNU6-192P,Type 3,True,True,True,RNU6
RNU6-193P,Type 3,False,True,True,RNU6
RNU6-194P,Type 3,True,True,True,RNU6
RNU6-195P,Type 3,False,True,True,RNU6
RNU6-196P,Type 3,False,False,True,RNU6
RNU6-197P,Type 3,False,False,True,RNU6
RNU6-198P,Type 3,False,False,True,RNU6
RNU6-199P,Type 3,False,True,True,RNU6
RNU6-19P,Type 3,False,False,True,RNU6
RNU6-2,Type 3,True,True,True,RNU6
RNU6-200P,Type 3,False,False,True,RNU6
RNU6-201P,Type 3,False,True,True,RNU6
RNU6-202P,Type 3,False,False,False,RNU6
RNU6-203P,Type 3,False,False,True,RNU6
RNU6-204P,Type 3,False,False,True,RNU6
RNU6-205P,Type 3,False,False,True,RNU6
RNU6-206P,Type 3,True,True,True,RNU6
RNU6-207P,Type 3,False,False,True,RNU6
RNU6-208P,Type 3,False,True,True,RNU6
RNU6-209P,Type 3,False,False,True,RNU6
RNU6-20P,Type 3,True,True,True,RNU6
RNU6-210P,Type 3,True,True,True,RNU6
RNU6-211P,Type 3,False,False,True,RNU6
RNU6-212P,Type 3,False,False,True,RNU6
RNU6-213P,Type 3,False,True,True,RNU6
RNU6-214P,Type 3,False,False,True,RNU6
RNU6-215P,Type 3,False,False,True,RNU6
RNU6-216P,Type 3,True,True,True,RNU6
RNU6-217P,Type 3,False,False,True,RNU6
RNU6-218P,Type 3,True,True,True,RNU6
RNU6-219P,Type 3,False,False,True,RNU6
RNU6-21P,Type 3,False,False,True,RNU6
RNU6-220P,Type 3,False,True,True,RNU6
RNU6-221P,Type 3,False,True,True,RNU6
RNU6-222P,Type 3,True,True,True,RNU6
RNU6-223P,Type 3,False,False,True,RNU6
RNU6-224P,Type 3,False,False,True,RNU6
RNU6-225P,Type 3,True,True,True,RNU6
RNU6-226P,Type 3,False,False,True,RNU6
RNU6-227P,Type 3,False,False,True,RNU6
RNU6-228P,Type 3,False,False,True,RNU6
RNU6-229P,Type 3,True,True,True,RNU6
RNU6-22P,Type 3,False,True,True,RNU6
RNU6-230P,Type 3,False,False,True,RNU6
RNU6-231P,Type 3,False,True,True,RNU6
RNU6-232P,Type 3,True,True,True,RNU6
RNU6-233P,Type 3,True,True,True,RNU6
RNU6-234P,Type 3,False,True,True,RNU6
RNU6-235P,Type 3,False,True,True,RNU6
RNU6-236P,Type 3,False,True,True,RNU6
RNU6-237P,Type 3,False,False,True,RNU6
RNU6-238P,Type 3,False,True,True,RNU6
RNU6-239P,Type 3,False,False,True,RNU6
RNU6-23P,Type 3,True,True,True,RNU6
RNU6-240P,Type 3,False,False,True,RNU6
RNU6-241P,Type 3,False,False,True,RNU6
RNU6-242P,Type 3,False,False,True,RNU6
RNU6-243P,Type 3,False,False,True,RNU6
RNU6-244P,Type 3,False,False,True,RNU6
RNU6-245P,Type 3,True,True,True,RNU6
RNU6-246P,Type 3,False,False,True,RNU6
RNU6-247P,Type 3,False,False,True,RNU6
RNU6-248P,Type 3,False,False,True,RNU6
RNU6-249P,Type 3,False,False,True,RNU6
RNU6-24P,Type 3,False,False,True,RNU6
RNU6-250P,Type 3,False,False,False,RNU6
RNU6-251P,Type 3,False,False,True,RNU6
RNU6-252P,Type 3,False,True,True,RNU6
RNU6-253P,Type 3,False,False,True,RNU6
RNU6-254P,Type 3,False,False,True,RNU6
RNU6-255P,Type 3,False,True,True,RNU6
RNU6-256P,Type 3,False,False,True,RNU6
RNU6-257P,Type 3,False,False,True,RNU6
RNU6-258P,Type 3,False,False,True,RNU6
RNU6-259P,Type 3,False,False,True,RNU6
RNU6-25P,Type 3,False,False,True,RNU6
RNU6-260P,Type 3,False,False,True,RNU6
RNU6-261P,Type 3,False,False,True,RNU6
RNU6-262P,Type 3,False,False,True,RNU6
RNU6-263P,Type 3,False,False,True,RNU6
RNU6-264P,Type 3,True,True,True,RNU6
RNU6-266P,Type 3,False,False,True,RNU6
RNU6-267P,Type 3,False,False,True,RNU6
RNU6-268P,Type 3,False,False,True,RNU6
RNU6-269P,Type 3,False,False,False,RNU6
RNU6-26P,Type 3,False,False,True,RNU6
RNU6-270P,Type 3,False,False,True,RNU6
RNU6-271P,Type 3,False,False,True,RNU6
RNU6-272P,Type 3,False,False,True,RNU6
RNU6-273P,Type 3,False,False,True,RNU6
RNU6-274P,Type 3,False,False,True,RNU6
RNU6-275P,Type 3,False,False,True,RNU6
RNU6-276P,Type 3,False,False,True,RNU6
RNU6-277P,Type 3,False,False,False,RNU6
RNU6-278P,Type 3,False,False,False,RNU6
RNU6-279P,Type 3,False,False,True,RNU6
RNU6-27P,Type 3,False,False,True,RNU6
RNU6-280P,Type 3,False,False,True,RNU6
RNU6-281P,Type 3,False,False,True,RNU6
RNU6-282P,Type 3,False,False,True,RNU6
RNU6-283P,Type 3,False,False,True,RNU6
RNU6-284P,Type 3,False,False,True,RNU6
RNU6-285P,Type 3,False,False,True,RNU6
RNU6-286P,Type 3,False,False,True,RNU6
RNU6-287P,Type 3,False,True,True,RNU6
RNU6-288P,Type 3,False,False,True,RNU6
RNU6-289P,Type 3,False,False,True,RNU6
RNU6-28P,Type 3,False,True,True,RNU6
RNU6-290P,Type 3,False,True,True,RNU6
RNU6-291P,Type 3,False,False,True,RNU6
RNU6-293P,Type 3,False,False,True,RNU6
RNU6-294P,Type 3,False,False,True,RNU6
RNU6-295P,Type 3,False,False,True,RNU6
RNU6-296P,Type 3,False,False,True,RNU6
RNU6-297P,Type 3,False,False,True,RNU6
RNU6-298P,Type 3,False,True,True,RNU6
RNU6-299P,Type 3,False,False,True,RNU6
RNU6-29P,Type 3,False,False,True,RNU6
RNU6-300P,Type 3,False,False,True,RNU6
RNU6-301P,Type 3,False,False,True,RNU6
RNU6-302P,Type 3,False,False,True,RNU6
RNU6-303P,Type 3,False,False,True,RNU6
RNU6-304P,Type 3,False,True,True,RNU6
RNU6-306P,Type 3,False,True,True,RNU6
RNU6-307P,Type 3,False,True,True,RNU6
RNU6-308P,Type 3,False,False,True,RNU6
RNU6-309P,Type 3,False,False,True,RNU6
RNU6-30P,Type 3,False,False,True,RNU6
RNU6-310P,Type 3,False,False,True,RNU6
RNU6-311P,Type 3,False,False,True,RNU6
RNU6-312P,Type 3,False,False,True,RNU6
RNU6-313P,Type 3,False,True,True,RNU6
RNU6-314P,Type 3,False,False,True,RNU6
RNU6-315P,Type 3,False,False,True,RNU6
RNU6-316P,Type 3,False,False,True,RNU6
RNU6-317P,Type 3,False,True,True,RNU6
RNU6-318P,Type 3,True,True,True,RNU6
RNU6-319P,Type 3,False,False,True,RNU6
RNU6-31P,Type 3,True,True,True,RNU6
RNU6-320P,Type 3,False,False,True,RNU6
RNU6-321P,Type 3,False,False,True,RNU6
RNU6-322P,Type 3,False,False,True,RNU6
RNU6-323P,Type 3,False,True,True,RNU6
RNU6-324P,Type 3,False,False,True,RNU6
RNU6-325P,Type 3,False,False,True,RNU6
RNU6-326P,Type 3,False,True,True,RNU6
RNU6-327P,Type 3,False,False,True,RNU6
RNU6-328P,Type 3,False,False,True,RNU6
RNU6-329P,Type 3,False,False,True,RNU6
RNU6-32P,Type 3,False,False,True,RNU6
RNU6-330P,Type 3,False,False,True,RNU6
RNU6-331P,Type 3,False,False,True,RNU6
RNU6-332P,Type 3,False,False,True,RNU6
RNU6-333P,Type 3,True,True,True,RNU6
RNU6-334P,Type 3,False,False,True,RNU6
RNU6-335P,Type 3,False,False,True,RNU6
RNU6-336P,Type 3,False,True,True,RNU6
RNU6-337P,Type 3,False,False,True,RNU6
RNU6-338P,Type 3,False,True,True,RNU6
RNU6-339P,Type 3,False,False,True,RNU6
RNU6-33P,Type 3,False,False,True,RNU6
RNU6-340P,Type 3,False,True,True,RNU6
RNU6-341P,Type 3,False,False,True,RNU6
RNU6-342P,Type 3,False,False,True,RNU6
RNU6-343P,Type 3,False,False,True,RNU6
RNU6-344P,Type 3,False,False,True,RNU6
RNU6-345P,Type 3,False,False,True,RNU6
RNU6-346P,Type 3,False,False,True,RNU6
RNU6-347P,Type 3,False,False,True,RNU6
RNU6-348P,Type 3,False,False,True,RNU6
RNU6-349P,Type 3,False,False,False,RNU6
RNU6-34P,Type 3,False,False,True,RNU6
RNU6-351P,Type 3,False,False,True,RNU6
RNU6-352P,Type 3,False,False,True,RNU6
RNU6-353P,Type 3,False,False,True,RNU6
RNU6-354P,Type 3,False,False,True,RNU6
RNU6-355P,Type 3,False,False,True,RNU6
RNU6-356P,Type 3,False,False,True,RNU6
RNU6-358P,Type 3,False,False,True,RNU6
RNU6-359P,Type 3,False,True,True,RNU6
RNU6-35P,Type 3,False,False,True,RNU6
RNU6-360P,Type 3,False,False,True,RNU6
RNU6-361P,Type 3,False,False,True,RNU6
RNU6-362P,Type 3,False,True,True,RNU6
RNU6-363P,Type 3,False,False,True,RNU6
RNU6-364P,Type 3,False,False,True,RNU6
RNU6-365P,Type 3,False,False,True,RNU6
RNU6-366P,Type 3,False,True,True,RNU6
RNU6-367P,Type 3,False,False,True,RNU6
RNU6-368P,Type 3,False,False,True,RNU6
RNU6-369P,Type 3,True,True,True,RNU6
RNU6-36P,Type 3,False,False,True,RNU6
RNU6-370P,Type 3,False,True,True,RNU6
RNU6-371P,Type 3,False,False,True,RNU6
RNU6-373P,Type 3,False,False,True,RNU6
RNU6-374P,Type 3,False,False,True,RNU6
RNU6-375P,Type 3,False,False,False,RNU6
RNU6-376P,Type 3,False,True,True,RNU6
RNU6-377P,Type 3,False,False,True,RNU6
RNU6-378P,Type 3,False,False,True,RNU6
RNU6-379P,Type 3,True,True,True,RNU6
RNU6-37P,Type 3,True,True,True,RNU6
RNU6-380P,Type 3,False,False,True,RNU6
RNU6-381P,Type 3,False,False,True,RNU6
RNU6-382P,Type 3,False,False,True,RNU6
RNU6-383P,Type 3,False,False,True,RNU6
RNU6-384P,Type 3,False,True,True,RNU6
RNU6-386P,Type 3,False,True,True,RNU6
RNU6-387P,Type 3,False,True,True,RNU6
RNU6-388P,Type 3,False,False,False,RNU6
RNU6-389P,Type 3,False,False,False,RNU6
RNU6-38P,Type 3,False,False,True,RNU6
RNU6-390P,Type 3,False,False,True,RNU6
RNU6-391P,Type 3,False,True,True,RNU6
RNU6-392P,Type 3,False,False,True,RNU6
RNU6-393P,Type 3,False,False,True,RNU6
RNU6-394P,Type 3,False,False,False,RNU6
RNU6-395P,Type 3,False,True,True,RNU6
RNU6-396P,Type 3,False,False,True,RNU6
RNU6-397P,Type 3,False,False,False,RNU6
RNU6-398P,Type 3,False,False,True,RNU6
RNU6-399P,Type 3,False,False,True,RNU6
RNU6-39P,Type 3,False,False,True,RNU6
RNU6-3P,Type 3,False,False,True,RNU6
RNU6-400P,Type 3,False,False,True,RNU6
RNU6-401P,Type 3,False,False,True,RNU6
RNU6-402P,Type 3,False,False,True,RNU6
RNU6-403P,Type 3,False,False,True,RNU6
RNU6-405P,Type 3,True,True,True,RNU6
RNU6-406P,Type 3,True,True,True,RNU6
RNU6-407P,Type 3,False,True,True,RNU6
RNU6-408P,Type 3,False,False,True,RNU6
RNU6-409P,Type 3,False,False,True,RNU6
RNU6-40P,Type 3,False,False,True,RNU6
RNU6-410P,Type 3,False,False,True,RNU6
RNU6-411P,Type 3,False,False,True,RNU6
RNU6-412P,Type 3,False,False,True,RNU6
RNU6-413P,Type 3,False,False,True,RNU6
RNU6-414P,Type 3,False,False,True,RNU6
RNU6-415P,Type 3,False,False,True,RNU6
RNU6-416P,Type 3,False,True,True,RNU6
RNU6-417P,Type 3,False,True,True,RNU6
RNU6-418P,Type 3,False,False,True,RNU6
RNU6-419P,Type 3,False,True,True,RNU6
RNU6-41P,Type 3,True,True,True,RNU6
RNU6-420P,Type 3,False,False,True,RNU6
RNU6-421P,Type 3,True,True,True,RNU6
RNU6-422P,Type 3,False,False,True,RNU6
RNU6-424P,Type 3,False,False,True,RNU6
RNU6-425P,Type 3,False,True,True,RNU6
RNU6-426P,Type 3,False,False,False,RNU6
RNU6-428P,Type 3,False,False,True,RNU6
RNU6-429P,Type 3,False,False,True,RNU6
RNU6-42P,Type 3,False,False,True,RNU6
RNU6-430P,Type 3,True,False,True,RNU6
RNU6-431P,Type 3,False,False,True,RNU6
RNU6-432P,Type 3,False,False,True,RNU6
RNU6-433P,Type 3,False,True,True,RNU6
RNU6-434P,Type 3,False,True,True,RNU6
RNU6-435P,Type 3,False,True,True,RNU6
RNU6-436P,Type 3,False,False,True,RNU6
RNU6-437P,Type 3,False,True,True,RNU6
RNU6-438P,Type 3,False,False,True,RNU6
RNU6-439P,Type 3,False,False,True,RNU6
RNU6-43P,Type 3,False,True,True,RNU6
RNU6-440P,Type 3,False,False,True,RNU6
RNU6-441P,Type 3,False,False,True,RNU6
RNU6-442P,Type 3,False,False,True,RNU6
RNU6-444P,Type 3,False,False,True,RNU6
RNU6-445P,Type 3,False,False,True,RNU6
RNU6-446P,Type 3,False,True,True,RNU6
RNU6-447P,Type 3,False,False,True,RNU6
RNU6-448P,Type 3,False,False,True,RNU6
RNU6-449P,Type 3,False,False,True,RNU6
RNU6-44P,Type 3,False,False,True,RNU6
RNU6-450P,Type 3,True,True,True,RNU6
RNU6-451P,Type 3,True,True,True,RNU6
RNU6-452P,Type 3,False,False,False,RNU6
RNU6-453P,Type 3,False,True,True,RNU6
RNU6-454P,Type 3,True,True,True,RNU6
RNU6-455P,Type 3,False,True,True,RNU6
RNU6-456P,Type 3,False,False,True,RNU6
RNU6-457P,Type 3,False,False,True,RNU6
RNU6-458P,Type 3,False,False,False,RNU6
RNU6-45P,Type 3,False,True,True,RNU6
RNU6-460P,Type 3,False,False,True,RNU6
RNU6-461P,Type 3,False,False,True,RNU6
RNU6-462P,Type 3,False,False,True,RNU6
RNU6-463P,Type 3,False,False,True,RNU6
RNU6-464P,Type 3,False,False,True,RNU6
RNU6-465P,Type 3,False,False,True,RNU6
RNU6-466P,Type 3,False,False,True,RNU6
RNU6-467P,Type 3,True,True,True,RNU6
RNU6-468P,Type 3,False,False,True,RNU6
RNU6-469P,Type 3,False,False,True,RNU6
RNU6-46P,Type 3,False,False,True,RNU6
RNU6-470P,Type 3,False,False,True,RNU6
RNU6-471P,Type 3,False,False,True,RNU6
RNU6-472P,Type 3,False,False,True,RNU6
RNU6-473P,Type 3,False,False,True,RNU6
RNU6-474P,Type 3,False,False,True,RNU6
RNU6-475P,Type 3,False,False,True,RNU6
RNU6-476P,Type 3,False,False,True,RNU6
RNU6-477P,Type 3,False,False,True,RNU6
RNU6-478P,Type 3,False,False,True,RNU6
RNU6-479P,Type 3,False,False,False,RNU6
RNU6-47P,Type 3,False,False,True,RNU6
RNU6-480P,Type 3,False,False,True,RNU6
RNU6-481P,Type 3,False,False,True,RNU6
RNU6-482P,Type 3,False,True,True,RNU6
RNU6-483P,Type 3,False,False,True,RNU6
RNU6-484P,Type 3,False,False,True,RNU6
RNU6-485P,Type 3,False,False,True,RNU6
RNU6-486P,Type 3,False,False,True,RNU6
RNU6-487P,Type 3,False,False,True,RNU6
RNU6-488P,Type 3,False,False,True,RNU6
RNU6-489P,Type 3,False,True,True,RNU6
RNU6-48P,Type 3,False,False,True,RNU6
RNU6-490P,Type 3,False,False,True,RNU6
RNU6-491P,Type 3,False,False,True,RNU6
RNU6-492P,Type 3,True,True,True,RNU6
RNU6-493P,Type 3,False,False,True,RNU6
RNU6-494P,Type 3,False,False,True,RNU6
RNU6-495P,Type 3,False,True,True,RNU6
RNU6-496P,Type 3,False,False,True,RNU6
RNU6-497P,Type 3,False,True,True,RNU6
RNU6-498P,Type 3,False,False,True,RNU6
RNU6-499P,Type 3,False,False,True,RNU6
RNU6-49P,Type 3,False,True,True,RNU6
RNU6-4P,Type 3,False,False,True,RNU6
RNU6-500P,Type 3,False,False,True,RNU6
RNU6-501P,Type 3,True,True,True,RNU6
RNU6-502P,Type 3,True,True,True,RNU6
RNU6-503P,Type 3,False,False,True,RNU6
RNU6-504P,Type 3,False,False,True,RNU6
RNU6-505P,Type 3,False,False,True,RNU6
RNU6-506P,Type 3,False,False,True,RNU6
RNU6-507P,Type 3,False,True,True,RNU6
RNU6-508P,Type 3,False,False,True,RNU6
RNU6-509P,Type 3,True,True,True,RNU6
RNU6-50P,Type 3,False,False,True,RNU6
RNU6-510P,Type 3,False,False,True,RNU6
RNU6-511P,Type 3,False,False,True,RNU6
RNU6-512P,Type 3,False,False,True,RNU6
RNU6-513P,Type 3,False,True,True,RNU6
RNU6-514P,Type 3,False,False,True,RNU6
RNU6-516P,Type 3,True,True,True,RNU6
RNU6-517P,Type 3,True,True,True,RNU6
RNU6-518P,Type 3,True,True,True,RNU6
RNU6-519P,Type 3,True,True,True,RNU6
RNU6-520P,Type 3,False,False,True,RNU6
RNU6-521P,Type 3,False,True,True,RNU6
RNU6-522P,Type 3,False,False,True,RNU6
RNU6-523P,Type 3,False,False,True,RNU6
RNU6-524P,Type 3,False,False,True,RNU6
RNU6-525P,Type 3,False,True,True,RNU6
RNU6-526P,Type 3,False,False,True,RNU6
RNU6-527P,Type 3,False,False,True,RNU6
RNU6-528P,Type 3,False,False,True,RNU6
RNU6-529P,Type 3,True,True,True,RNU6
RNU6-52P,Type 3,False,True,True,RNU6
RNU6-530P,Type 3,False,False,True,RNU6
RNU6-531P,Type 3,False,False,True,RNU6
RNU6-532P,Type 3,False,True,True,RNU6
RNU6-533P,Type 3,False,True,True,RNU6
RNU6-534P,Type 3,False,False,True,RNU6
RNU6-535P,Type 3,False,False,True,RNU6
RNU6-536P,Type 3,False,True,True,RNU6
RNU6-537P,Type 3,False,False,True,RNU6
RNU6-538P,Type 3,False,False,True,RNU6
RNU6-539P,Type 3,False,False,True,RNU6
RNU6-53P,Type 3,False,True,True,RNU6
RNU6-540P,Type 3,False,False,True,RNU6
RNU6-541P,Type 3,False,False,True,RNU6
RNU6-542P,Type 3,False,False,True,RNU6
RNU6-543P,Type 3,True,True,True,RNU6
RNU6-544P,Type 3,False,False,True,RNU6
RNU6-545P,Type 3,False,False,True,RNU6
RNU6-546P,Type 3,False,False,True,RNU6
RNU6-547P,Type 3,True,True,True,RNU6
RNU6-548P,Type 3,False,False,True,RNU6
RNU6-549P,Type 3,True,True,True,RNU6
RNU6-54P,Type 3,False,False,True,RNU6
RNU6-550P,Type 3,False,False,True,RNU6
RNU6-551P,Type 3,False,False,True,RNU6
RNU6-552P,Type 3,False,False,True,RNU6
RNU6-553P,Type 3,False,True,True,RNU6
RNU6-554P,Type 3,False,True,True,RNU6
RNU6-555P,Type 3,False,False,True,RNU6
RNU6-556P,Type 3,False,False,True,RNU6
RNU6-557P,Type 3,False,True,True,RNU6
RNU6-558P,Type 3,False,True,True,RNU6
RNU6-559P,Type 3,True,True,True,RNU6
RNU6-55P,Type 3,False,False,True,RNU6
RNU6-560P,Type 3,False,False,True,RNU6
RNU6-561P,Type 3,False,False,True,RNU6
RNU6-562P,Type 3,False,False,True,RNU6
RNU6-563P,Type 3,True,True,True,RNU6
RNU6-564P,Type 3,False,False,True,RNU6
RNU6-565P,Type 3,False,False,True,RNU6
RNU6-566P,Type 3,False,False,True,RNU6
RNU6-567P,Type 3,False,False,True,RNU6
RNU6-56P,Type 3,False,False,True,RNU6
RNU6-570P,Type 3,False,False,True,RNU6
RNU6-571P,Type 3,False,False,True,RNU6
RNU6-572P,Type 3,False,True,True,RNU6
RNU6-573P,Type 3,False,False,True,RNU6
RNU6-574P,Type 3,False,False,True,RNU6
RNU6-575P,Type 3,False,False,False,RNU6
RNU6-576P,Type 3,False,False,True,RNU6
RNU6-577P,Type 3,False,True,True,RNU6
RNU6-578P,Type 3,False,False,False,RNU6
RNU6-579P,Type 3,False,False,False,RNU6
RNU6-57P,Type 3,False,False,True,RNU6
RNU6-580P,Type 3,False,False,True,RNU6
RNU6-581P,Type 3,False,False,True,RNU6
RNU6-582P,Type 3,False,False,True,RNU6
RNU6-583P,Type 3,False,False,True,RNU6
RNU6-584P,Type 3,True,True,True,RNU6
RNU6-586P,Type 3,False,True,True,RNU6
RNU6-587P,Type 3,False,False,True,RNU6
RNU6-588P,Type 3,False,False,True,RNU6
RNU6-589P,Type 3,False,False,True,RNU6
RNU6-58P,Type 3,False,False,False,RNU6
RNU6-590P,Type 3,False,False,True,RNU6
RNU6-591P,Type 3,False,False,True,RNU6
RNU6-592P,Type 3,True,True,True,RNU6
RNU6-593P,Type 3,False,False,True,RNU6
RNU6-595P,Type 3,False,False,True,RNU6
RNU6-596P,Type 3,False,True,True,RNU6
RNU6-597P,Type 3,True,True,True,RNU6
RNU6-598P,Type 3,False,True,True,RNU6
RNU6-599P,Type 3,False,False,True,RNU6
RNU6-59P,Type 3,False,False,True,RNU6
RNU6-5P,Type 3,False,False,True,RNU6
RNU6-600P,Type 3,True,True,True,RNU6
RNU6-601P,Type 3,False,False,True,RNU6
RNU6-602P,Type 3,False,False,True,RNU6
RNU6-603P,Type 3,False,False,True,RNU6
RNU6-604P,Type 3,False,False,True,RNU6
RNU6-605P,Type 3,False,True,True,RNU6
RNU6-606P,Type 3,False,False,True,RNU6
RNU6-607P,Type 3,False,False,True,RNU6
RNU6-608P,Type 3,False,False,True,RNU6
RNU6-609P,Type 3,False,True,True,RNU6
RNU6-60P,Type 3,False,False,True,RNU6
