"Gene","PhastCons30_median","PhyloP100_median","PhyloP447_median","GTEX_max","ENCODE_max","Gene_Type","Gene_group","source","snp_density","enrichment_intergenic","Gene_Type_combined","Gene_group_f","y_num","y_offset","y_pos","q1","q3","iqr","is_outlier"
"RN7SL544P",0.0294999992474914,0.277999997138977,0.0294999992474914,3,0.16,"Pseudogene","RN7SL","dbsnp",0.0105633802816901,0.0366911437363325,"RN7SL.Pseudogene","RN7SL",4,-0.15,3.85,1.05542335178438,1.34041695126244,0.284993599478058,TRUE
"RN7SL199P",0.0130000002682209,0.231000006198883,-0.129999995231628,15,1.55,"Pseudogene","RN7SL","dbsnp",0.0071174377224199,0.024721909421396,"RN7SL.Pseudogene","RN7SL",4,-0.15,3.85,1.05542335178438,1.34041695126244,0.284993599478058,TRUE
"RN7SL763P",0.0325000006705523,0.281499996781349,0.0305000003427267,4,0.1,"Pseudogene","RN7SL","dbsnp",0.0070422535211267,0.0244607624908883,"RN7SL.Pseudogene","RN7SL",4,-0.15,3.85,1.05542335178438,1.34041695126244,0.284993599478058,TRUE
"RN7SL725P",0.003000000026077,-0.163000002503395,0.200000002980232,4,0,"Pseudogene","RN7SL","dbsnp",0.0038610038610038,0.0134109199756994,"RN7SL.Pseudogene","RN7SL",4,-0.15,3.85,1.05542335178438,1.34041695126244,0.284993599478058,TRUE
"RN7SL818P",0.0040000001899898,-0.164000004529953,0.200000002980232,5,0,"Pseudogene","RN7SL","dbsnp",0,0,"RN7SL.Pseudogene","RN7SL",4,-0.15,3.85,1.05542335178438,1.34041695126244,0.284993599478058,TRUE
"RN7SKP261",0.003000000026077,0.263999998569489,0.0345000009983778,6,0.05,"Pseudogene","RN7SK","dbsnp",0.697841726618705,2.42390318380933,"RN7SK.Pseudogene","RN7SK",2,-0.15,1.85,1.06352526947354,1.31714099675707,0.253615727283528,TRUE
"RN7SKP159",0.0020000000949949,-0.178000003099442,-0.333000004291534,1,0,"Pseudogene","RN7SK","dbsnp",0.606164383561644,2.10546850837667,"RN7SK.Pseudogene","RN7SK",2,-0.15,1.85,1.06352526947354,1.31714099675707,0.253615727283528,TRUE
"RN7SKP80",0.0784999988973141,0.0769999995827675,0.096000000834465,54,4.44,"Pseudogene","RN7SK","dbsnp",0.597173144876325,2.07423808571145,"RN7SK.Pseudogene","RN7SK",2,-0.15,1.85,1.06352526947354,1.31714099675707,0.253615727283528,TRUE
"RN7SKP176",0.0729999989271164,0.0850000008940697,0.096000000834465,200,2.99,"Pseudogene","RN7SK","dbsnp",0.591194968553459,2.0534733190464,"RN7SK.Pseudogene","RN7SK",2,-0.15,1.85,1.06352526947354,1.31714099675707,0.253615727283528,TRUE
"RN7SKP64",0.006000000052154,0.245999999344349,0.0080000003799796,4,0.33,"Pseudogene","RN7SK","dbsnp",0.524390243902439,1.82143189962639,"RN7SK.Pseudogene","RN7SK",2,-0.15,1.85,1.06352526947354,1.31714099675707,0.253615727283528,TRUE
"RN7SKP111",0.0089999996125698,0.211999997496605,0.448000013828278,0,0.22,"Pseudogene","RN7SK","dbsnp",0.512915129151292,1.78157391160574,"RN7SK.Pseudogene","RN7SK",2,-0.15,1.85,1.06352526947354,1.31714099675707,0.253615727283528,TRUE
"RN7SKP83",0.0929999984800816,0.30799999833107,0.0089999996125698,6,0,"Pseudogene","RN7SK","dbsnp",0.196629213483146,0.682977469548962,"RN7SK.Pseudogene","RN7SK",2,-0.15,1.85,1.06352526947354,1.31714099675707,0.253615727283528,TRUE
"RN7SKP283",0.0010000000474974,-0.046000000089407,-0.243500001728535,4,3.95,"Pseudogene","RN7SK","dbsnp",0.196296296296296,0.681821105579355,"RN7SK.Pseudogene","RN7SK",2,-0.15,1.85,1.06352526947354,1.31714099675707,0.253615727283528,TRUE
"RN7SKP88",0.0494999997317791,0.126000002026558,0.141499996185303,4,0.52,"Pseudogene","RN7SK","dbsnp",0.192,0.66689822855158,"RN7SK.Pseudogene","RN7SK",2,-0.15,1.85,1.06352526947354,1.31714099675707,0.253615727283528,TRUE
"RN7SKP12",0.0869999974966049,0.734000027179718,0.175999999046326,1,0,"Pseudogene","RN7SK","dbsnp",0.188811188811189,0.655822121608853,"RN7SK.Pseudogene","RN7SK",2,-0.15,1.85,1.06352526947354,1.31714099675707,0.253615727283528,TRUE
"RN7SKP126",0.006000000052154,-0.0749999992549419,0.0080000003799796,1,0.23,"Pseudogene","RN7SK","dbsnp",0.186666666666667,0.648373277758481,"RN7SK.Pseudogene","RN7SK",2,-0.15,1.85,1.06352526947354,1.31714099675707,0.253615727283528,TRUE
"RN7SKP260",0.017000000923872,-0.003000000026077,0.0430000014603138,0,0,"Pseudogene","RN7SK","dbsnp",0.174496644295302,0.606101577962147,"RN7SK.Pseudogene","RN7SK",2,-0.15,1.85,1.06352526947354,1.31714099675707,0.253615727283528,TRUE
"RN7SKP49",0.122500002384186,0.0525000002235174,0.033500000834465,2,0,"Pseudogene","RN7SK","dbsnp",0.173076923076923,0.601170278141449,"RN7SK.Pseudogene","RN7SK",2,-0.15,1.85,1.06352526947354,1.31714099675707,0.253615727283528,TRUE
"RN7SKP179",0.0080000003799796,0.0509999990463257,0.108999997377396,7,0.08,"Pseudogene","RN7SK","dbsnp",0.165898617511521,0.576236948633278,"RN7SK.Pseudogene","RN7SK",2,-0.15,1.85,1.06352526947354,1.31714099675707,0.253615727283528,TRUE
"RN7SKP131",0.0604999996721745,0.322500005364418,0.0469999983906746,1,0.48,"Pseudogene","RN7SK","dbsnp",0.159468438538206,0.553902183182376,"RN7SK.Pseudogene","RN7SK",2,-0.15,1.85,1.06352526947354,1.31714099675707,0.253615727283528,TRUE
"RN7SKP282",0.0109999999403954,0.0099999997764825,0.0640000030398369,1,0.64,"Pseudogene","RN7SK","dbsnp",0.0301003344481605,0.104551352720252,"RN7SK.Pseudogene","RN7SK",2,-0.15,1.85,1.06352526947354,1.31714099675707,0.253615727283528,TRUE
