"gene_name","expected_promoter","contains_type1_promoter","contains_type2_promoter","contains_type3_promoter","gene_group","locus_type","gene_type","enrichment_intergenic_dbsnp"
"RNU6-234P","Type 3",False,True,True,"RNU6","pseudogene","pseudogene",0.7013653244983569
"RNU6-235P","Type 3",False,True,True,"RNU6","pseudogene","pseudogene",1.0712442339467558
"RNU6-236P","Type 3",False,True,True,"RNU6","pseudogene","pseudogene",1.04858212036412
"RNU6-237P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",1.2719596495261951
"RNU6-238P","Type 3",False,True,True,"RNU6","pseudogene","pseudogene",0.8192047815344689
"RNU6-239P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",0.7367878156346375
"RNU6-23P","Type 3",True,True,True,"RNU6","pseudogene","pseudogene",1.5581734311952813
"RNU6-240P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",1.1100647060298
"RNU6-241P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",0.9685521147834452
"RNU6-242P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",1.2335539663629311
"RNU6-243P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",1.4283256452623412
"RNU6-244P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",1.3693323002110775
"RNU6-245P","Type 3",True,True,True,"RNU6","pseudogene","pseudogene",0.8440106085641107
"RNU6-246P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",1.103706180429991
"RNU6-247P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",0.9089345015305808
"RNU6-248P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",1.5581734311952813
"RNU6-249P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",1.464288389895729
"RNU6-24P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",1.4283256452623412
"RNU6-250P","Type 3",False,False,False,"RNU6","pseudogene","pseudogene",1.1465685563690198
"RNU6-251P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",1.1021455099259891
"RNU6-252P","Type 3",False,True,True,"RNU6","pseudogene","pseudogene",1.006320340980286
"RNU6-253P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",1.5216923865760268
"RNU6-254P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",1.4932495382288111
"RNU6-255P","Type 3",False,True,True,"RNU6","pseudogene","pseudogene",0.1984816156403513
"RNU6-256P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",1.2532988616465484
"RNU6-257P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",1.098737515151945
"RNU6-258P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",0.997320989479983
"RNU6-259P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",0.8115486620808757
"RNU6-25P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",1.882792896027632
"RNU6-260P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",1.103706180429991
"RNU6-261P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",1.2599690796777203
"RNU6-262P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",1.4372806649818544
"RNU6-263P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",1.0387822874635209
"RNU6-264P","Type 3",True,True,True,"RNU6","pseudogene","pseudogene",1.001950463569081
"RNU6-266P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",0.9738583944970508
"RNU6-267P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",1.5175172069589966
"RNU6-268P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",1.006320340980286
"RNU6-269P","Type 3",False,False,False,"RNU6","pseudogene","pseudogene",1.145873244933987
"RNU6-26P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",1.5581734311952813
"RNU6-270P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",1.6540134636695942
"RNU6-271P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",1.2901305016622835
"RNU6-272P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",1.3025356026398056
"RNU6-273P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",1.3025356026398056
"RNU6-274P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",1.3634017522958712
"RNU6-275P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",1.266015912846166
"RNU6-276P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",1.0854463355331714
"RNU6-277P","Type 3",False,False,False,"RNU6","pseudogene","pseudogene",1.1468866941482565
"RNU6-278P","Type 3",False,False,False,"RNU6","pseudogene","pseudogene",1.0515883764431455
"RNU6-279P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",1.3412247789558394
"RNU6-27P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",1.5581734311952813
"RNU6-280P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",1.77011248563871
"RNU6-281P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",1.112845951769931
"RNU6-282P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",1.5512398115580857
"RNU6-283P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",1.266015912846166
"RNU6-284P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",0.9175093553186052
"RNU6-285P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",1.146231330323029
"RNU6-286P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",0.6817008761479356
"RNU6-287P","Type 3",False,True,True,"RNU6","pseudogene","pseudogene",1.098737515151945
"RNU6-288P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",1.1021455099259891
"RNU6-289P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",1.4932495382288111
"RNU6-28P","Type 3",False,True,True,"RNU6","pseudogene","pseudogene",1.330939805812636
"RNU6-290P","Type 3",False,True,True,"RNU6","pseudogene","pseudogene",0.997320989479983
"RNU6-291P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",1.5257114847120463
"RNU6-293P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",0.950277546579984
"RNU6-294P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",1.0897029878293798
"RNU6-295P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",1.001950463569081
"RNU6-296P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",1.2335539663629311
"RNU6-297P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",1.2335539663629311
"RNU6-298P","Type 3",False,True,True,"RNU6","pseudogene","pseudogene",1.2663540581220332
"RNU6-299P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",1.146231330323029
"RNU6-29P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",1.103706180429991
"RNU6-300P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",0.9351537659978092
"RNU6-301P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",1.0712442339467558
"RNU6-302P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",1.4283256452623412
"RNU6-303P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",0.1966091475682725
"RNU6-304P","Type 3",False,True,True,"RNU6","pseudogene","pseudogene",1.4283256452623412
"RNU6-306P","Type 3",False,True,True,"RNU6","pseudogene","pseudogene",1.3958636987791062
"RNU6-307P","Type 3",False,True,True,"RNU6","pseudogene","pseudogene",0.8847411640572264
"RNU6-308P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",1.2335539663629311
"RNU6-309P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",1.1468866941482565
"RNU6-30P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",1.103706180429991
"RNU6-310P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",1.3634017522958712
"RNU6-311P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",1.191862642938384
"RNU6-312P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",0.4220053042820553
"RNU6-313P","Type 3",False,True,True,"RNU6","pseudogene","pseudogene",0.7753188110951224
"RNU6-314P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",1.3693323002110775
"RNU6-315P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",1.0712442339467558
"RNU6-316P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",1.0712442339467558
"RNU6-317P","Type 3",False,True,True,"RNU6","pseudogene","pseudogene",1.168630073396461
"RNU6-318P","Type 3",True,True,True,"RNU6","pseudogene","pseudogene",1.7198528345535296
"RNU6-319P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",2.026166492995253
"RNU6-31P","Type 3",True,True,True,"RNU6","pseudogene","pseudogene",0.9648411871405967
"RNU6-320P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",1.081350311625499
"RNU6-321P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",1.3107276504551504
"RNU6-322P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",1.450071997760819
"RNU6-323P","Type 3",False,True,True,"RNU6","pseudogene","pseudogene",1.330939805812636
"RNU6-324P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",1.1796548854096351
"RNU6-325P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",1.455531848029243
"RNU6-326P","Type 3",False,True,True,"RNU6","pseudogene","pseudogene",1.5906353776785165
"RNU6-327P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",1.3674914463410033
"RNU6-328P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",2.424846153342028
"RNU6-329P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",1.136168126913226
"RNU6-32P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",1.0712442339467558
"RNU6-330P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",1.0712442339467558
"RNU6-331P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",1.006320340980286
"RNU6-332P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",1.0291639329499698
"RNU6-333P","Type 3",True,True,True,"RNU6","pseudogene","pseudogene",1.5257114847120463
"RNU6-334P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",1.0215965510900435
"RNU6-335P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",1.3217470422067643
"RNU6-336P","Type 3",False,True,True,"RNU6","pseudogene","pseudogene",1.201092019879696
"RNU6-337P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",1.3107276504551504
"RNU6-338P","Type 3",False,True,True,"RNU6","pseudogene","pseudogene",0.8931672703815808
"RNU6-339P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",1.2335539663629311
"RNU6-33P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",1.4607875917455764
"RNU6-340P","Type 3",False,True,True,"RNU6","pseudogene","pseudogene",1.266015912846166
"RNU6-341P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",1.3748986916753505
"RNU6-342P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",0.6345686269270847
"RNU6-343P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",1.2357389050685337
"RNU6-344P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",1.3142701576185425
"RNU6-345P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",0.9413964480138156
"RNU6-346P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",0.938764398298959
"RNU6-347P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",1.0254883474751486
"RNU6-348P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",1.3634017522958712
"RNU6-349P","Type 3",False,False,False,"RNU6","pseudogene","pseudogene",1.4932495382288111
"RNU6-34P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",2.012640681960572
"RNU6-351P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",1.5977770059048282
"RNU6-352P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",0.8764725550473457
"RNU6-353P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",1.6402300181390144
"RNU6-354P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",1.266015912846166
"RNU6-355P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",1.1689422074972615
"RNU6-356P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",1.3958636987791062
"RNU6-358P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",1.0188722936204702
"RNU6-359P","Type 3",False,True,True,"RNU6","pseudogene","pseudogene",1.2221321703780892
"RNU6-35P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",0.9413964480138156
"RNU6-360P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",0.7681620220696289
"RNU6-361P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",1.006320340980286
"RNU6-362P","Type 3",False,True,True,"RNU6","pseudogene","pseudogene",1.3893713094824591
"RNU6-363P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",0.8270067318347971
"RNU6-364P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",1.4283256452623412
"RNU6-365P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",1.6711777543303166
"RNU6-366P","Type 3",False,True,True,"RNU6","pseudogene","pseudogene",0.7864365902730902
"RNU6-367P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",1.3893713094824591
"RNU6-368P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",0.3895433577988203
"RNU6-369P","Type 3",True,True,True,"RNU6","pseudogene","pseudogene",1.770767355222742
"RNU6-36P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",2.142488467893512
"RNU6-370P","Type 3",False,True,True,"RNU6","pseudogene","pseudogene",1.2357389050685337
"RNU6-371P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",1.1899707974734026
"RNU6-373P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",1.098737515151945
"RNU6-374P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",1.801036882662447
"RNU6-375P","Type 3",False,False,False,"RNU6","pseudogene","pseudogene",1.4935741576936437
"RNU6-376P","Type 3",False,True,True,"RNU6","pseudogene","pseudogene",0.9830457378413626
"RNU6-377P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",0.885383677611371
"RNU6-378P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",1.266015912846166
"RNU6-379P","Type 3",True,True,True,"RNU6","pseudogene","pseudogene",1.0353488123547172
"RNU6-37P","Type 3",True,True,True,"RNU6","pseudogene","pseudogene",1.6880212171282214
"RNU6-380P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",1.5257114847120463
"RNU6-381P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",1.5437458994249549
"RNU6-382P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",1.04858212036412
"RNU6-383P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",0.6651245630501135
"RNU6-384P","Type 3",False,True,True,"RNU6","pseudogene","pseudogene",1.2023405562828977
"RNU6-386P","Type 3",False,True,True,"RNU6","pseudogene","pseudogene",0.6492389296647005
"RNU6-387P","Type 3",False,True,True,"RNU6","pseudogene","pseudogene",0.7608461932880134
"RNU6-388P","Type 3",False,False,False,"RNU6","pseudogene","pseudogene",0.860087001108189
"RNU6-389P","Type 3",False,False,False,"RNU6","pseudogene","pseudogene",1.0254883474751486
"RNU6-38P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",1.2335539663629311
"RNU6-390P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",1.0116781379726645
"RNU6-391P","Type 3",False,True,True,"RNU6","pseudogene","pseudogene",0.7681620220696289
"RNU6-392P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",1.272444021060668
"RNU6-393P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",0.9413964480138156
"RNU6-394P","Type 3",False,False,False,"RNU6","pseudogene","pseudogene",1.103706180429991
"RNU6-395P","Type 3",False,True,True,"RNU6","pseudogene","pseudogene",0.8192047815344689
"RNU6-396P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",1.2570502323888917
"RNU6-397P","Type 3",False,False,False,"RNU6","pseudogene","pseudogene",2.003900927138162
"RNU6-398P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",1.3065188919445143
"RNU6-399P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",1.2405100977521957
"RNU6-39P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",1.266015912846166
"RNU6-3P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",1.168630073396461
"RNU6-400P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",1.4090322242392863
"RNU6-401P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",1.230172513604261
"RNU6-402P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",1.2140137655671974
"RNU6-403P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",0.801560370855265
"RNU6-405P","Type 3",True,True,True,"RNU6","pseudogene","pseudogene",1.23148820613218
"RNU6-406P","Type 3",True,True,True,"RNU6","pseudogene","pseudogene",1.5581734311952813
"RNU6-407P","Type 3",False,True,True,"RNU6","pseudogene","pseudogene",1.2357389050685337
"RNU6-408P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",1.3893713094824591
"RNU6-409P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",1.1689422074972615
"RNU6-40P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",1.330939805812636
"RNU6-410P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",1.266015912846166
"RNU6-411P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",1.3958636987791062
"RNU6-412P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",1.2124230766710138
"RNU6-413P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",1.168630073396461
"RNU6-414P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",0.7013653244983569
"RNU6-415P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",1.4681500950716708
"RNU6-416P","Type 3",False,True,True,"RNU6","pseudogene","pseudogene",0.9779555333735755
"RNU6-417P","Type 3",False,True,True,"RNU6","pseudogene","pseudogene",1.9477167889941016
"RNU6-418P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",0.9738583944970508
"RNU6-419P","Type 3",False,True,True,"RNU6","pseudogene","pseudogene",1.433478335180315
"RNU6-41P","Type 3",True,True,True,"RNU6","pseudogene","pseudogene",1.2335539663629311
"RNU6-420P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",1.298477859329401
"RNU6-421P","Type 3",True,True,True,"RNU6","pseudogene","pseudogene",1.201092019879696
"RNU6-422P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",0.9738583944970508
"RNU6-424P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",0.5623645776476621
"RNU6-425P","Type 3",False,True,True,"RNU6","pseudogene","pseudogene",0.7491708041326987
"RNU6-426P","Type 3",False,False,False,"RNU6","pseudogene","pseudogene",1.217490322742361
"RNU6-428P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",1.0387822874635209
"RNU6-429P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",1.3829390349015218
"RNU6-42P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",1.5581734311952813
"RNU6-430P","Type 3",True,False,True,"RNU6","pseudogene","pseudogene",1.6880212171282214
"RNU6-431P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",1.3958636987791062
"RNU6-432P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",1.115321005318488
"RNU6-433P","Type 3",False,True,True,"RNU6","pseudogene","pseudogene",0.801560370855265
"RNU6-434P","Type 3",False,True,True,"RNU6","pseudogene","pseudogene",0.7466247691144057
"RNU6-435P","Type 3",False,True,True,"RNU6","pseudogene","pseudogene",1.157809424568716
"RNU6-436P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",0.5484360432167602
"RNU6-437P","Type 3",False,True,True,"RNU6","pseudogene","pseudogene",1.9743697555803368
"RNU6-438P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",0.910510324175398
"RNU6-439P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",1.6384095630689377
"RNU6-43P","Type 3",False,True,True,"RNU6","pseudogene","pseudogene",1.330939805812636
"RNU6-440P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",0.5954448469210539
"RNU6-441P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",1.4418004155006654
"RNU6-442P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",1.3025356026398056
"RNU6-444P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",1.157809424568716
"RNU6-445P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",1.136168126913226
"RNU6-446P","Type 3",False,True,True,"RNU6","pseudogene","pseudogene",1.0158139291027417
"RNU6-447P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",0.9685521147834452
"RNU6-448P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",1.2335539663629311
"RNU6-449P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",1.330939805812636
"RNU6-44P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",1.266015912846166
"RNU6-450P","Type 3",True,True,True,"RNU6","pseudogene","pseudogene",1.3634017522958712
"RNU6-451P","Type 3",True,True,True,"RNU6","pseudogene","pseudogene",0.9413964480138156
"RNU6-452P","Type 3",False,False,False,"RNU6","pseudogene","pseudogene",1.266015912846166
"RNU6-453P","Type 3",False,True,True,"RNU6","pseudogene","pseudogene",0.9807326890464418
"RNU6-454P","Type 3",True,True,True,"RNU6","pseudogene","pseudogene",1.103706180429991
"RNU6-455P","Type 3",False,True,True,"RNU6","pseudogene","pseudogene",1.006320340980286
"RNU6-456P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",0.9413964480138156
"RNU6-457P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",2.304798200309687
"RNU6-458P","Type 3",False,False,False,"RNU6","pseudogene","pseudogene",2.142488467893512
"RNU6-45P","Type 3",False,True,True,"RNU6","pseudogene","pseudogene",1.3634017522958712
"RNU6-460P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",1.1256480516640297
"RNU6-461P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",1.0387822874635209
"RNU6-462P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",1.3893713094824591
"RNU6-463P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",1.006320340980286
"RNU6-464P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",1.001950463569081
"RNU6-465P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",0.0687807578951712
"RNU6-466P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",1.1802911609681086
"RNU6-467P","Type 3",True,True,True,"RNU6","pseudogene","pseudogene",1.4841011714926269
"RNU6-468P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",1.115321005318488
"RNU6-469P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",0.8597594736896406
"RNU6-46P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",1.330939805812636
"RNU6-470P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",1.001950463569081
"RNU6-471P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",1.2779594591937713
"RNU6-472P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",1.4932495382288111
"RNU6-473P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",0.4220053042820553
"RNU6-474P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",0.8115486620808757
"RNU6-475P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",1.3025356026398056
"RNU6-476P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",1.2335539663629311
"RNU6-477P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",1.4607875917455764
"RNU6-478P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",1.2946414474722916
"RNU6-479P","Type 3",False,False,False,"RNU6","pseudogene","pseudogene",0.7608461932880134
"RNU6-47P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",1.6880212171282214
"RNU6-480P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",1.201092019879696
"RNU6-481P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",0.7790867155976406
"RNU6-482P","Type 3",False,True,True,"RNU6","pseudogene","pseudogene",1.5906353776785165
"RNU6-483P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",0.7718729497124773
"RNU6-484P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",1.5906353776785165
"RNU6-485P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",1.0387822874635209
"RNU6-486P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",1.103706180429991
"RNU6-487P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",0.9351537659978092
"RNU6-488P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",1.0876391564130363
"RNU6-489P","Type 3",False,True,True,"RNU6","pseudogene","pseudogene",1.0387822874635209
"RNU6-48P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",1.006320340980286
"RNU6-490P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",1.3958636987791062
"RNU6-491P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",1.1367583441220122
"RNU6-492P","Type 3",True,True,True,"RNU6","pseudogene","pseudogene",1.2023405562828977
"RNU6-493P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",1.318616289092149
"RNU6-494P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",1.0806221295974685
"RNU6-495P","Type 3",False,True,True,"RNU6","pseudogene","pseudogene",1.6880212171282214
"RNU6-496P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",0.8420432178681572
"RNU6-497P","Type 3",False,True,True,"RNU6","pseudogene","pseudogene",1.0353488123547172
"RNU6-498P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",0.5518530902149955
"RNU6-499P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",1.5906353776785165
"RNU6-49P","Type 3",False,True,True,"RNU6","pseudogene","pseudogene",1.298477859329401
"RNU6-4P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",1.330939805812636
"RNU6-500P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",1.266015912846166
"RNU6-501P","Type 3",True,True,True,"RNU6","pseudogene","pseudogene",0.5557485237929837
"RNU6-502P","Type 3",True,True,True,"RNU6","pseudogene","pseudogene",0.9648411871405967
"RNU6-503P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",0.6946856547412297
"RNU6-504P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",0.7681620220696289
"RNU6-505P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",0.8764725550473457
"RNU6-506P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",0.775978656891799
"RNU6-507P","Type 3",False,True,True,"RNU6","pseudogene","pseudogene",1.2851684612712748
"RNU6-508P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",1.315181579364464
"RNU6-509P","Type 3",True,True,True,"RNU6","pseudogene","pseudogene",1.2335539663629311
"RNU6-50P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",0.9779555333735755
"RNU6-510P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",1.736714136853074
"RNU6-511P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",1.168630073396461
"RNU6-512P","Type 3",False,False,True,"RNU6","pseudogene","pseudogene",0.910510324175398
"RNU6-513P","Type 3",False,True,True,"RNU6","pseudogene","pseudogene",1.9371042295668903
