"Gene","PhastCons30_median","PhyloP100_median","PhyloP447_median","GTEX_max","ENCODE_max","Gene_Type","Gene_group","snp_density_1000genomes","snp_density_gnomad","snp_density_pangenome","snp_density_dbsnp","enrichment_intergenic_1000genomes","enrichment_intergenic_gnomad","enrichment_intergenic_pangenome","enrichment_intergenic_dbsnp","Z_score","Gene_Type_combined","Gene_group_f","y_num","y_offset","y_pos","Outlier_category"
"TRE-CTC4-1",0.0075000002980232,0.118000000715256,0.12899999320507,0,NA,"Functional","TRNA",0.111111111111111,0.361111111111111,0.0416666666666666,0.513888888888889,5.19906347995593,1.70440823191974,5.86744273375892,1.7849561962101,-0.594353276998218,"TRNA.Functional","TRNA",4,0.15,4.15,"functional_outlier"
"TRE-CTC15-1",0.006000000052154,0.112999998033047,0.200000002980232,1,NA,"Functional","TRNA",0.0958904109589041,0.643835616438356,0.0273972602739726,0.726027397260274,4.48686300324964,3.03883954521412,3.85804453726614,2.52180408912912,-0.627743927868157,"TRNA.Functional","TRNA",4,0.15,4.15,"functional_outlier"
"TRK-CTT9-1",0.0430000014603138,0.105999998748302,0.128000006079674,0,NA,"Functional","TRNA",0.0547945205479452,0.356164383561644,0.0273972602739726,0.397260273972603,2.56392171614265,1.68106017394824,3.85804453726614,1.37985506763669,-0.674490809232525,"TRNA.Functional","TRNA",4,0.15,4.15,"functional_outlier"
"TRUND-NNN1-1",0.0470000002533197,0.0980000011622906,0.0895000025629997,0,NA,"Functional","TRNA",0.027027027027027,0.391891891891892,0.0405405405405405,0.513513513513513,1.26463706269198,1.84969043048255,5.70886320041408,1.78365235676802,-0.727915805844097,"TRNA.Functional","TRNA",4,0.15,4.15,"functional_outlier"
"TRD-GTC2-1",0.288500010967255,0.0894999988377094,1.90599995851517,11,NA,"Functional","TRNA",0,1.125,0.0972222222222222,0.625,0,5.30988718405766,13.6906997121041,2.17089267106634,-0.784679897396218,"TRNA.Functional","TRNA",4,0.15,4.15,"functional_outlier"
"TRL-CAG1-2",0.939000010490418,0.0820000022649765,1.94000005722046,0,NA,"Functional","TRNA",0,0,0.036144578313253,0,0,0,5.08982984133304,0,-0.834765823945206,"TRNA.Functional","TRNA",4,0.15,4.15,"functional_outlier"
"TRE-CTC13-1",0.0240000002086162,0.0719999969005585,0.0790000036358833,0,NA,"Functional","TRNA",0.180555555555555,0.819444444444444,0.0694444444444444,0.597222222222222,8.44847815492838,3.86769560320249,9.77907122293153,2.07440855235228,-0.901547125685085,"TRNA.Functional","TRNA",4,0.15,4.15,"functional_outlier"
"TRL-AAG1-1",0.0175000000745058,0.0690000001341105,0.668999999761581,2,NA,"Functional","TRNA",0,0,0,0.0121951219512195,0,0,0,0.0423588813866603,-0.9215814838657,"TRNA.Functional","TRNA",4,0.15,4.15,"functional_outlier"
"TRC-GCA7-1",0.141000002622604,0.0610000006854534,4.08599996566772,15,NA,"Functional","TRNA",0.136986301369863,0.657534246575342,0.0410958904109589,0.506849315068493,6.40980429035662,3.10349570575059,5.78706680589921,1.7605047414675,-0.975006492916256,"TRNA.Functional","TRNA",4,0.15,4.15,"functional_outlier"
"TRE-TTC14-1",0.0020000000949949,0.0599999986588955,0.124000001698732,10,NA,"Functional","TRNA",0.0277777777777777,0.208333333333333,0,0.444444444444444,1.29976586998898,0.983312441492158,0,1.54374589942495,-0.981684633041428,"TRNA.Functional","TRNA",4,0.15,4.15,"functional_outlier"
"TRE-CTC1-2",0.281499996781349,0.0580000001937151,0.425000011920929,1,NA,"Functional","TRNA",0,0,0.0138888888888888,0,0,0,1.95581424458631,0,-0.995040875974831,"TRNA.Functional","TRNA",4,0.15,4.15,"functional_outlier"
"TRS-AGA7-1",0.0199999995529652,0.0580000001937151,-0.0220000008121133,2,NA,"Functional","TRNA",0.0138888888888888,0.305555555555556,0,0.375,0.649882934994491,1.44219158085517,0,1.30253560263981,-0.995040875974831,"TRNA.Functional","TRNA",4,0.15,4.15,"functional_outlier"
"TRE-CTC1-5",0.860499978065491,0.0449999999254942,0.425000011920929,0,NA,"Functional","TRNA",0,0.166666666666667,0.0277777777777777,0.0555555555555555,0,0.786649953193727,3.91162848917261,0.192968237428119,-1.08185652345635,"TRNA.Functional","TRNA",4,0.15,4.15,"functional_outlier"
"TRV-CAC13-1",0.0010000000474974,0.0410000011324883,-0.455000013113022,0,NA,"Functional","TRNA",0.0684931506849315,0.726027397260274,0.178082191780822,0.315068493150685,3.20490214517831,3.42677650843295,25.0772894922299,1.09436781226358,-1.10856902176213,"TRNA.Functional","TRNA",4,0.15,4.15,"functional_outlier"
"TRL-AAG1-2",0.0099999997764825,0.0259999996051192,0.773499995470047,1,NA,"Functional","TRNA",0,0.048780487804878,0.134146341463415,0.0609756097560975,0,0.230239010690847,18.8903034355165,0.211794406933302,-1.20874093083552,"TRNA.Functional","TRNA",4,0.15,4.15,"functional_outlier"
"TRQ-CTG1-3",0.15599999576807,0.0214999988675117,0.0484999995678663,1,NA,"Functional","TRNA",0.0555555555555555,0.819444444444444,0.0138888888888888,0.805555555555556,2.59953173997796,3.86769560320249,1.95581424458631,2.79803944270773,-1.23879250542338,"TRNA.Functional","TRNA",4,0.15,4.15,"functional_outlier"
"TRL-CAG1-4",0.996999979019165,0.0209999997168779,1.94000005722046,0,NA,"Functional","TRNA",0,0,0.0120481927710843,0,0,0,1.69660994711101,0,-1.24213156304699,"TRNA.Functional","TRNA",4,0.15,4.15,"functional_outlier"
"TRL-CAG1-1",0.879000008106232,0.0199999995529652,1.94000005722046,2,NA,"Functional","TRNA",0,0.156626506024096,0.0481927710843373,0.0481927710843373,0,0.739261401796514,6.78643978844405,0.167394133672585,-1.24880969073318,"TRNA.Functional","TRNA",4,0.15,4.15,"functional_outlier"
"TRA-TGC10-1",0.0120000001043081,0.0180000010877848,-0.144000001251698,6,NA,"Functional","TRNA",0.0142857142857142,0.171428571428571,0,0.285714285714286,0.668451018851477,0.809125666142119,0,0.992408078201757,-1.26216593366659,"TRNA.Functional","TRNA",4,0.15,4.15,"functional_outlier"
"TRL-CAG1-5",0.992999970912933,0.0179999992251396,1.94000005722046,3,NA,"Functional","TRNA",0,0,0.036144578313253,0,0,0,5.08982984133304,0,-1.26216594610557,"TRNA.Functional","TRNA",4,0.15,4.15,"functional_outlier"
"TRE-CTC14-1",0.0040000001899898,0.0149999996647239,0.0489999987185001,1,NA,"Functional","TRNA",0.04,0.2,0,0.253333333333333,1.87166285278413,0.943979943832472,0,0.879935162672224,-1.28220032294465,"TRNA.Functional","TRNA",4,0.15,4.15,"functional_outlier"
"TRR-CCT6-2",0.003000000026077,0.0070000002160668,-0.558000028133392,26,NA,"Functional","TRNA",0.0845070422535211,0.366197183098592,0.028169014084507,0.366197183098592,3.95421729461437,1.72841398166509,3.96672184817504,1.2719596495262,-1.33562533199521,"TRNA.Functional","TRNA",4,0.15,4.15,"functional_outlier"
"TRQ-TTG8-1",0.0010000000474974,0.003000000026077,-0.238000005483627,0,NA,"Functional","TRNA",0.0410958904109589,0.205479452054795,0,0.410958904109589,1.92294128710699,0.96984240804706,0,1.42743627686554,-1.36233783963023,"TRNA.Functional","TRNA",4,0.15,4.15,"functional_outlier"
"TRUND-NNN5-1",0.0040000001899898,-0.0109999999403954,0.0270000007003546,2,NA,"Functional","TRNA",0.0266666666666666,0.173333333333333,0.0266666666666666,0.24,1.24777523518942,0.818115951321476,3.75516334960571,0.833622785689476,-1.45583161168819,"TRNA.Functional","TRNA",4,0.15,4.15,"functional_outlier"
"TRG-TCC2-5",0.0390000008046627,-0.0209999997168779,1.14950001239777,0,NA,"Functional","TRNA",0,0,0.0277777777777777,0,0,0,3.91162848917261,0,-1.52261287611113,"TRNA.Functional","TRNA",4,0.15,4.15,"functional_outlier"
"TRD-GTC2-2",0.968999981880188,-0.0214999997988343,1.90599995851517,1,NA,"Functional","TRNA",0,0,0.0416666666666666,0,0,0,5.86744273375892,0,-1.52595193995422,"TRNA.Functional","TRNA",4,0.15,4.15,"functional_outlier"
"TRSUP-CTA3-1",0.003000000026077,-0.0260000005364418,-0.0040000001899898,0,NA,"Functional","TRNA",0.0410958904109589,0.301369863013699,0,0.397260273972603,1.92294128710699,1.42243553180235,0,1.37985506763669,-1.55600351454209,"TRNA.Functional","TRNA",4,0.15,4.15,"functional_outlier"
"TRV-CAC1-2",0.0070000002160668,-0.0549999997019768,0.885999977588654,0,NA,"Functional","TRNA",0,0,0,0,0,0,0,0,-1.74966918012471,"TRNA.Functional","TRNA",4,0.15,4.15,"functional_outlier"
"TRE-CTC1-4",0.974999994039536,-0.0635000020265579,0.425000011920929,0,NA,"Functional","TRNA",0,0,0.0138888888888888,0,0,0,1.95581424458631,0,-1.80643327167683,"TRNA.Functional","TRNA",4,0.15,4.15,"functional_outlier"
"TRL-CAA7-1",0.0010000000474974,-0.0645000003278255,-0.501499980688095,3,NA,"Functional","TRNA",0.0147058823529411,0.205882352941176,0,0.382352941176471,0.688111342935343,0.971744059827545,0,1.32807551641706,-1.81311138692404,"TRNA.Functional","TRNA",4,0.15,4.15,"functional_outlier"
"TRQ-TTG9-1",0.0049999998882412,-0.0650000013411045,0.0150000001303852,0,NA,"Functional","TRNA",0.027027027027027,0.216216216216216,0,0.445945945945946,1.26463706269198,1.02051885819727,0,1.54896125719328,-1.81645045698663,"TRNA.Functional","TRNA",4,0.15,4.15,"functional_outlier"
"TRG-TCC2-2",0.936500012874603,-0.0740000009536743,1.14950001239777,1,NA,"Functional","TRNA",0,0,0.0416666666666666,0,0,0,5.86744273375892,0,-1.87655359372338,"TRNA.Functional","TRNA",4,0.15,4.15,"functional_outlier"
"TRE-CTC1-3",0.119500000029802,-0.0905000008642673,0.425000011920929,2,NA,"Functional","TRNA",0,1.01388888888889,0,0.166666666666667,0,4.7854538819285,0,0.578904712284358,-1.98674268188707,"TRNA.Functional","TRNA",4,0.15,4.15,"functional_outlier"
"TRSUP-CTA2-1",0.0045000000391155,-0.107499998062849,-0.232499994337559,1,NA,"Functional","TRNA",0.0294117647058823,0.279411764705882,0.0147058823529411,0.485294117647059,1.37622268587069,1.31879550976595,2.07086214132668,1.68563430929857,-2.10027081523539,"TRNA.Functional","TRNA",4,0.15,4.15,"functional_outlier"
"TRD-GTC2-5",0.918999999761581,-0.114000000059605,1.90599995851517,0,NA,"Functional","TRNA",0,0,0.0138888888888888,0.0277777777777777,0,0,1.95581424458631,0.0964841187140596,-2.14367865141513,"TRNA.Functional","TRNA",4,0.15,4.15,"functional_outlier"
"TRV-CAC1-3",0.0099999997764825,-0.11599999666214,0.837000012397766,1,NA,"Functional","TRNA",0,0,0.219178082191781,0,0,0,30.8643562981291,0,-2.15703488190956,"TRNA.Functional","TRNA",4,0.15,4.15,"functional_outlier"
"TRP-GGG1-1",0.0020000000949949,-0.119999997317791,-0.209999993443489,11,NA,"Functional","TRNA",0.0547945205479452,0.301369863013699,0,0.36986301369863,2.56392171614265,1.42243553180235,0,1.28469264917899,-2.18374739265432,"TRNA.Functional","TRNA",4,0.15,4.15,"functional_outlier"
"TRK-TTT14-1",0.003000000026077,-0.130999997258186,0.446000009775162,5,NA,"Functional","TRNA",0.0684931506849315,0.383561643835616,0,0.520547945205479,3.20490214517831,1.81037249502118,0,1.80808595069635,-2.25720678476345,"TRNA.Functional","TRNA",4,0.15,4.15,"functional_outlier"
"TRA-AGC15-1",0.101000003516674,-0.146999999880791,0.0489999987185001,10,NA,"Functional","TRNA",0.178082191780822,1.12328767123288,0.0821917808219178,0.972602739726027,8.33274557746361,5.3018051639906,11.5741336117984,3.37826585524844,-2.36405682774253,"TRNA.Functional","TRNA",4,0.15,4.15,"functional_outlier"
"TRK-TTT8-1",0.0189999993890524,-0.179000005125999,0.137999996542931,1,NA,"Functional","TRNA",0.0684931506849315,0.315068493150685,0.0273972602739726,0.273972602739726,3.20490214517831,1.48709169233883,3.85804453726614,0.951624184577027,-2.57775691370066,"TRNA.Functional","TRNA",4,0.15,4.15,"functional_outlier"
"TRE-TTC15-1",0.0109999999403954,-0.180999994277954,-0.0700000002980232,0,NA,"Functional","TRNA",0.0289855072463768,0.188405797101449,0.0144927536231884,0.463768115942029,1.35627742955372,0.889256468827691,2.04084964652484,1.61086528635647,-2.59111309443917,"TRNA.Functional","TRNA",4,0.15,4.15,"functional_outlier"
"TRP-AGG5-1",0.017000000923872,-0.189999997615814,-0.0230000000447035,3,NA,"Functional","TRNA",0.0422535211267605,0.154929577464789,0.0140845070422535,0.380281690140845,1.97710864730718,0.731252069165999,1.98336092408752,1.32088117450797,-2.65121625605387,"TRNA.Functional","TRNA",4,0.15,4.15,"functional_outlier"
"TRD-GTC2-3",0.757499992847443,-0.190000005066395,1.90599995851517,0,NA,"Functional","TRNA",0,0,0,0.0138888888888888,0,0,0,0.0482420593570298,-2.6512163058098,"TRNA.Functional","TRNA",4,0.15,4.15,"functional_outlier"
"TRD-GTC2-4",0.586500018835068,-0.201999999582767,1.90599995851517,0,NA,"Functional","TRNA",0,0,0,0,0,0,0,0,-2.73135378828817,"TRNA.Functional","TRNA",4,0.15,4.15,"functional_outlier"
"TRG-TCC2-4",0.990000009536743,-0.251000002026558,1.14950001239777,0,NA,"Functional","TRNA",0,0,0,0,0,0,0,0,-3.05858200759464,"TRNA.Functional","TRNA",4,0.15,4.15,"functional_outlier"
"TRG-TCC2-3",0.289499998092651,-0.271000012755394,1.14950001239777,1,NA,"Functional","TRNA",0,0,0,0,0,0,0,0,-3.1921446110744,"TRNA.Functional","TRNA",4,0.15,4.15,"functional_outlier"
"TRG-CCC7-1",0.0010000000474974,-0.489999994635582,0.200000002980232,5,NA,"Functional","TRNA",0.0833333333333333,0.583333333333333,0.0277777777777777,0.472222222222222,3.89929760996695,2.75327483617804,3.91162848917261,1.64023001813901,-4.65465421361999,"TRNA.Functional","TRNA",4,0.15,4.15,"functional_outlier"
"TRL-TAA5-1",0.119999997317791,2.89400005340576,0.12899999320507,1,NA,"Pseudogene","TRNA",NA,NA,NA,NA,NA,NA,NA,NA,17.9441264930507,"TRNA.Pseudogene","TRNA",4,-0.15,3.85,"extreme"
"TRQ-TTG10-1",0.0180000001564622,0.994500011205673,0.446999996900558,3,NA,"Pseudogene","TRNA",NA,NA,NA,NA,NA,NA,NA,NA,5.25902475056188,"TRNA.Pseudogene","TRNA",4,-0.15,3.85,"extreme"
"TRA-TGC9-1",0.0070000002160668,0.773999989032745,0.775499999523163,7,NA,"Pseudogene","TRNA",0.152777777777778,0.722222222222222,0.0138888888888888,0.888888888888889,7.1487122849394,3.40881646383948,1.95581424458631,3.08749179884991,3.78649768904892,"TRNA.Pseudogene","TRNA",4,-0.15,3.85,"extreme"
"TRC-GCA25-1",0.127000004053116,0.66100001335144,3.53099989891052,2,NA,"Pseudogene","TRNA",0.0684931506849315,0.438356164383562,0.0273972602739726,0.26027397260274,3.20490214517831,2.06899713716706,3.85804453726614,0.904042975348176,3.03186954660578,"TRNA.Pseudogene","TRNA",4,-0.15,3.85,"extreme"
"TRS-ACT1-1",0.0045000000391155,0.625499993562698,0.625999987125397,0,NA,"Pseudogene","TRNA",0.162162162162162,1.21621621621622,0.0675675675675675,0.972972972972973,7.58782237615189,5.74041857735963,9.51477200069014,3.37955183387625,2.79479592045362,"TRNA.Pseudogene","TRNA",4,-0.15,3.85,"significant"
"TRQ-CTG9-1",0,0.623499989509583,-0.357500001788139,4,NA,"Pseudogene","TRNA",0.0972222222222222,0.805555555555556,0.0277777777777777,0.569444444444444,4.54918054496144,3.80214144043635,3.91162848917261,1.97792443363822,2.78143964020328,"TRNA.Pseudogene","TRNA",4,-0.15,3.85,"significant"
"TRY-GTA11-1",0.215499997138977,0.513499990105629,-0.0529999993741512,1,NA,"Pseudogene","TRNA",0.0263157894736842,0.144736842105263,0,0.381578947368421,1.23135713998956,0.683143380405078,0,1.3253871044405,2.04684571911197,"TRNA.Pseudogene","TRNA",4,-0.15,3.85,"significant"
"RN7SL471P",0.477999985218048,0.677999973297119,0.771000027656555,28,640.66,"Pseudogene","RN7SL",0.0267558528428093,0.317725752508361,0.0066889632107023,0.451505016722408,1.25194839651113,1.49963369003486,0.941930606088388,1.56827029080378,3.1453974311745,"RN7SL.Pseudogene","RN7SL",3,-0.15,2.85,"extreme"
"RNU7-1",0.0525000002235174,0.118000000715256,0.181999996304512,1,1.53,"Functional","RNU7",0.365079365079365,2.55555555555556,0.0793650793650793,1.6031746031746,17.0826371484266,12.0619659489705,11.176081397636,5.5685119943543,-0.594353276998218,"RNU7.Functional","RNU7",2,0.15,2.15,"functional_outlier"
"RN7SK",0.0209999997168779,0.194999992847443,-0.0040000001899898,9,344.31,"Functional","RN7SK",0.0213414634146341,0.893292682926829,0,0.957317073170732,0.99860060743056,4.21625188327613,0,3.32517218885284,-0.0801375819902238,"RN7SK.Functional","RN7SK",1,0.15,1.15,"functional_outlier"
"RN7SKP70",0.995999991893768,2.08200001716614,3.44899988174438,948,4.48,"Pseudogene","RN7SK",0.033210332103321,0.239852398523985,0,0.391143911439114,1.55396362316026,1.13207926843378,0,1.35861032108063,12.5214874586899,"RN7SK.Pseudogene","RN7SK",1,-0.15,0.85,"extreme"
"RN7SKP253",0.0020000000949949,0.791999995708466,-0.0130000002682209,2,3.04,"Pseudogene","RN7SK",0.0194174757281553,0.177993527508091,0.0064724919093851,0.288025889967638,0.908574200380648,0.840111600498155,0.911447414952842,1.00043726977297,3.90670401227834,"RN7SK.Pseudogene","RN7SK",1,-0.15,0.85,"extreme"
"RN7SKP12",0.0869999974966049,0.734000027179718,0.175999999046326,1,0,"Pseudogene","RN7SK",0.0489510489510489,0.195804195804196,0.0139860139860139,0.188811188811189,2.2904964981624,0.924176168787036,1.96949126727572,0.655822121608853,3.51937288013677,"RN7SK.Pseudogene","RN7SK",1,-0.15,0.85,"extreme"
"RN7SKP123",0.0869999974966049,0.734000027179718,0.175999999046326,1,0,"Pseudogene","RN7SK",0.0274914089347079,0.206185567010309,0.0068728522336769,0.22680412371134,1.28636622184477,0.973175199827291,0.967825605568481,0.787787855892116,3.51937288013677,"RN7SK.Pseudogene","RN7SK",1,-0.15,0.85,"extreme"
"RN7SKP183",0.152499996125698,0.593999981880188,0.778499990701675,0,0,"Pseudogene","RN7SK",0,0.12962962962963,0.0061728395061728,0.259259259259259,0,0.61183885248401,0.869250775371692,0.900518441331223,2.58443485480215,"RN7SK.Pseudogene","RN7SK",1,-0.15,0.85,"significant"
"RN7SKP233",0.807500004768372,0.557000011205673,1.39300000667572,2,0,"Pseudogene","RN7SK",0.0545454545454545,0.318181818181818,0.0181818181818181,0.409090909090909,2.55226752652382,1.50178627427893,2.56033864745844,1.42094793015252,2.33734436675367,"RN7SK.Pseudogene","RN7SK",1,-0.15,0.85,"significant"
"RN7SKP277",0.0439999997615814,0.523999989032745,0.46900001168251,0,0,"Pseudogene","RN7SK",0.0106007067137809,0.208480565371025,0,0.346289752650177,0.496023724236078,0.98400736194551,0,1.20281261774983,2.11696604115851,"RN7SK.Pseudogene","RN7SK",1,-0.15,0.85,"significant"
