gene_name,expected_promoter,contains_type1_promoter,contains_type2_promoter,contains_type3_promoter,gene_group,locus_type,gene_type
RNU6-337P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-338P,Type 3,False,True,True,RNU6,pseudogene,pseudogene
RNU6-339P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-33P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-340P,Type 3,False,True,True,RNU6,pseudogene,pseudogene
RNU6-341P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-342P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-343P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-344P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-345P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-346P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-347P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-348P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-349P,Type 3,False,False,False,RNU6,pseudogene,pseudogene
RNU6-34P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-351P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-352P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-353P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-354P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-355P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-356P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-358P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-359P,Type 3,False,True,True,RNU6,pseudogene,pseudogene
RNU6-35P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-360P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-361P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-362P,Type 3,False,True,True,RNU6,pseudogene,pseudogene
RNU6-363P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-364P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-365P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-366P,Type 3,False,True,True,RNU6,pseudogene,pseudogene
RNU6-367P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-368P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-369P,Type 3,True,True,True,RNU6,pseudogene,pseudogene
RNU6-36P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-370P,Type 3,False,True,True,RNU6,pseudogene,pseudogene
RNU6-371P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-373P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-374P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-375P,Type 3,False,False,False,RNU6,pseudogene,pseudogene
RNU6-376P,Type 3,False,True,True,RNU6,pseudogene,pseudogene
RNU6-377P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-378P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-379P,Type 3,True,True,True,RNU6,pseudogene,pseudogene
RNU6-37P,Type 3,True,True,True,RNU6,pseudogene,pseudogene
RNU6-380P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-381P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-382P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-383P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-384P,Type 3,False,True,True,RNU6,pseudogene,pseudogene
RNU6-386P,Type 3,False,True,True,RNU6,pseudogene,pseudogene
RNU6-387P,Type 3,False,True,True,RNU6,pseudogene,pseudogene
RNU6-388P,Type 3,False,False,False,RNU6,pseudogene,pseudogene
RNU6-389P,Type 3,False,False,False,RNU6,pseudogene,pseudogene
RNU6-38P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-390P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-391P,Type 3,False,True,True,RNU6,pseudogene,pseudogene
RNU6-392P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-393P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-394P,Type 3,False,False,False,RNU6,pseudogene,pseudogene
RNU6-395P,Type 3,False,True,True,RNU6,pseudogene,pseudogene
RNU6-396P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-397P,Type 3,False,False,False,RNU6,pseudogene,pseudogene
RNU6-398P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-399P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-39P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-3P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-400P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-401P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-402P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-403P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-405P,Type 3,True,True,True,RNU6,pseudogene,pseudogene
RNU6-406P,Type 3,True,True,True,RNU6,pseudogene,pseudogene
RNU6-407P,Type 3,False,True,True,RNU6,pseudogene,pseudogene
RNU6-408P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-409P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-40P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-410P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-411P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-412P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-413P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-414P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-415P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-416P,Type 3,False,True,True,RNU6,pseudogene,pseudogene
RNU6-417P,Type 3,False,True,True,RNU6,pseudogene,pseudogene
RNU6-418P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-419P,Type 3,False,True,True,RNU6,pseudogene,pseudogene
RNU6-41P,Type 3,True,True,True,RNU6,pseudogene,pseudogene
RNU6-420P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-421P,Type 3,True,True,True,RNU6,pseudogene,pseudogene
RNU6-422P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-424P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-425P,Type 3,False,True,True,RNU6,pseudogene,pseudogene
RNU6-426P,Type 3,False,False,False,RNU6,pseudogene,pseudogene
RNU6-428P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-429P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-42P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-430P,Type 3,True,False,True,RNU6,pseudogene,pseudogene
RNU6-431P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-432P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-433P,Type 3,False,True,True,RNU6,pseudogene,pseudogene
RNU6-434P,Type 3,False,True,True,RNU6,pseudogene,pseudogene
RNU6-435P,Type 3,False,True,True,RNU6,pseudogene,pseudogene
RNU6-436P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-437P,Type 3,False,True,True,RNU6,pseudogene,pseudogene
RNU6-438P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-439P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-43P,Type 3,False,True,True,RNU6,pseudogene,pseudogene
RNU6-440P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-441P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-442P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-444P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-445P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-446P,Type 3,False,True,True,RNU6,pseudogene,pseudogene
RNU6-447P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-448P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-449P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-44P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-450P,Type 3,True,True,True,RNU6,pseudogene,pseudogene
RNU6-451P,Type 3,True,True,True,RNU6,pseudogene,pseudogene
RNU6-452P,Type 3,False,False,False,RNU6,pseudogene,pseudogene
RNU6-453P,Type 3,False,True,True,RNU6,pseudogene,pseudogene
RNU6-454P,Type 3,True,True,True,RNU6,pseudogene,pseudogene
RNU6-455P,Type 3,False,True,True,RNU6,pseudogene,pseudogene
RNU6-456P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-457P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-458P,Type 3,False,False,False,RNU6,pseudogene,pseudogene
RNU6-45P,Type 3,False,True,True,RNU6,pseudogene,pseudogene
RNU6-460P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-461P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-462P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-463P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-464P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-465P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-466P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-467P,Type 3,True,True,True,RNU6,pseudogene,pseudogene
RNU6-468P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-469P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-46P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-470P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-471P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-472P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-473P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-474P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-475P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-476P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-477P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-478P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-479P,Type 3,False,False,False,RNU6,pseudogene,pseudogene
RNU6-47P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-480P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-481P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-482P,Type 3,False,True,True,RNU6,pseudogene,pseudogene
RNU6-483P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-484P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-485P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-486P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-487P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-488P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-489P,Type 3,False,True,True,RNU6,pseudogene,pseudogene
RNU6-48P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-490P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-491P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-492P,Type 3,True,True,True,RNU6,pseudogene,pseudogene
RNU6-493P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-494P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-495P,Type 3,False,True,True,RNU6,pseudogene,pseudogene
RNU6-496P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-497P,Type 3,False,True,True,RNU6,pseudogene,pseudogene
RNU6-498P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-499P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-49P,Type 3,False,True,True,RNU6,pseudogene,pseudogene
RNU6-4P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-500P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-501P,Type 3,True,True,True,RNU6,pseudogene,pseudogene
RNU6-502P,Type 3,True,True,True,RNU6,pseudogene,pseudogene
RNU6-503P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-504P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-505P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-506P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-507P,Type 3,False,True,True,RNU6,pseudogene,pseudogene
RNU6-508P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-509P,Type 3,True,True,True,RNU6,pseudogene,pseudogene
RNU6-50P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-510P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-511P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-512P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-513P,Type 3,False,True,True,RNU6,pseudogene,pseudogene
RNU6-514P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-516P,Type 3,True,True,True,RNU6,pseudogene,pseudogene
RNU6-517P,Type 3,True,True,True,RNU6,pseudogene,pseudogene
RNU6-518P,Type 3,True,True,True,RNU6,pseudogene,pseudogene
RNU6-519P,Type 3,True,True,True,RNU6,pseudogene,pseudogene
RNU6-520P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-521P,Type 3,False,True,True,RNU6,pseudogene,pseudogene
RNU6-522P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-523P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-524P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-525P,Type 3,False,True,True,RNU6,pseudogene,pseudogene
RNU6-526P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-527P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-528P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-529P,Type 3,True,True,True,RNU6,pseudogene,pseudogene
RNU6-52P,Type 3,False,True,True,RNU6,pseudogene,pseudogene
RNU6-530P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-531P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-532P,Type 3,False,True,True,RNU6,pseudogene,pseudogene
RNU6-533P,Type 3,False,True,True,RNU6,pseudogene,pseudogene
RNU6-534P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-535P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-536P,Type 3,False,True,True,RNU6,pseudogene,pseudogene
RNU6-537P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-538P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-539P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-53P,Type 3,False,True,True,RNU6,pseudogene,pseudogene
RNU6-540P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-541P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-542P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-543P,Type 3,True,True,True,RNU6,pseudogene,pseudogene
RNU6-544P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-545P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-546P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-547P,Type 3,True,True,True,RNU6,pseudogene,pseudogene
RNU6-548P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-549P,Type 3,True,True,True,RNU6,pseudogene,pseudogene
RNU6-54P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-550P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-551P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-552P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-553P,Type 3,False,True,True,RNU6,pseudogene,pseudogene
RNU6-554P,Type 3,False,True,True,RNU6,pseudogene,pseudogene
RNU6-555P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-556P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-557P,Type 3,False,True,True,RNU6,pseudogene,pseudogene
RNU6-558P,Type 3,False,True,True,RNU6,pseudogene,pseudogene
RNU6-559P,Type 3,True,True,True,RNU6,pseudogene,pseudogene
RNU6-55P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-560P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-561P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-562P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-563P,Type 3,True,True,True,RNU6,pseudogene,pseudogene
RNU6-564P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-565P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-566P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-567P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-56P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-570P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-571P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-572P,Type 3,False,True,True,RNU6,pseudogene,pseudogene
RNU6-573P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-574P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-575P,Type 3,False,False,False,RNU6,pseudogene,pseudogene
RNU6-576P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-577P,Type 3,False,True,True,RNU6,pseudogene,pseudogene
RNU6-578P,Type 3,False,False,False,RNU6,pseudogene,pseudogene
RNU6-579P,Type 3,False,False,False,RNU6,pseudogene,pseudogene
RNU6-57P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-580P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-581P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-582P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-583P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-584P,Type 3,True,True,True,RNU6,pseudogene,pseudogene
RNU6-586P,Type 3,False,True,True,RNU6,pseudogene,pseudogene
RNU6-587P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-588P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-589P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-58P,Type 3,False,False,False,RNU6,pseudogene,pseudogene
RNU6-590P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-591P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-592P,Type 3,True,True,True,RNU6,pseudogene,pseudogene
RNU6-593P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-595P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-596P,Type 3,False,True,True,RNU6,pseudogene,pseudogene
RNU6-597P,Type 3,True,True,True,RNU6,pseudogene,pseudogene
RNU6-598P,Type 3,False,True,True,RNU6,pseudogene,pseudogene
RNU6-599P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-59P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-5P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-600P,Type 3,True,True,True,RNU6,pseudogene,pseudogene
RNU6-601P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-602P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-603P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-604P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-605P,Type 3,False,True,True,RNU6,pseudogene,pseudogene
RNU6-606P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-607P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-608P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-609P,Type 3,False,True,True,RNU6,pseudogene,pseudogene
RNU6-60P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-610P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-611P,Type 3,True,True,True,RNU6,pseudogene,pseudogene
RNU6-612P,Type 3,False,True,True,RNU6,pseudogene,pseudogene
RNU6-613P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-614P,Type 3,False,False,False,RNU6,pseudogene,pseudogene
RNU6-615P,Type 3,False,True,True,RNU6,pseudogene,pseudogene
RNU6-616P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-617P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-618P,Type 3,False,True,True,RNU6,pseudogene,pseudogene
RNU6-619P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-61P,Type 3,False,True,True,RNU6,pseudogene,pseudogene
RNU6-620P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-621P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-622P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-623P,Type 3,False,True,True,RNU6,pseudogene,pseudogene
RNU6-624P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-625P,Type 3,False,True,True,RNU6,pseudogene,pseudogene
RNU6-626P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-627P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-628P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-629P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-62P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-630P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-631P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-632P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-633P,Type 3,True,True,True,RNU6,pseudogene,pseudogene
RNU6-634P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-635P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-636P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-637P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-638P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-639P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-63P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-640P,Type 3,False,True,True,RNU6,pseudogene,pseudogene
RNU6-641P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-642P,Type 3,True,True,True,RNU6,pseudogene,pseudogene
RNU6-643P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-644P,Type 3,False,True,True,RNU6,pseudogene,pseudogene
RNU6-645P,Type 3,False,True,True,RNU6,pseudogene,pseudogene
RNU6-646P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-647P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-648P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-649P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-64P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-650P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-651P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-652P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-653P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-654P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-655P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-656P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-657P,Type 3,True,True,True,RNU6,pseudogene,pseudogene
RNU6-658P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-659P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-65P,Type 3,True,True,True,RNU6,pseudogene,pseudogene
RNU6-660P,Type 3,True,True,True,RNU6,pseudogene,pseudogene
RNU6-661P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-662P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-663P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-664P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-665P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-666P,Type 3,False,False,False,RNU6,pseudogene,pseudogene
RNU6-667P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-668P,Type 3,False,True,True,RNU6,pseudogene,pseudogene
RNU6-669P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-66P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-670P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-672P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-673P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-674P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-675P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-677P,Type 3,False,False,False,RNU6,pseudogene,pseudogene
RNU6-678P,Type 3,False,True,True,RNU6,pseudogene,pseudogene
RNU6-679P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-67P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-680P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-681P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-682P,Type 3,False,True,True,RNU6,pseudogene,pseudogene
RNU6-684P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-685P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-686P,Type 3,False,True,True,RNU6,pseudogene,pseudogene
RNU6-687P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-689P,Type 3,True,True,True,RNU6,pseudogene,pseudogene
RNU6-68P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-690P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-692P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-693P,Type 3,False,False,False,RNU6,pseudogene,pseudogene
RNU6-694P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-695P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-696P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-697P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-698P,Type 3,False,True,True,RNU6,pseudogene,pseudogene
RNU6-699P,Type 3,False,False,False,RNU6,pseudogene,pseudogene
RNU6-69P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-6P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-7,Type 3,True,True,True,RNU6,"RNA, small nuclear",functional
RNU6-700P,Type 3,False,False,True,RNU6,pseudogene,pseudogene
RNU6-701P,Type 3,False,True,True,RNU6,pseudogene,pseudogene
