"Gene","PhastCons30_median","PhyloP100_median","PhyloP447_median","GTEX_max","Gene_Type","Gene_group"
"RNU6-240P",0.00700000021606683,0.28999999165535,0.172000005841255,0,"Pseudogene","RNU6"
"RNU6-241P",0.0590000003576279,0.261000007390976,-0.00349999975878745,1,"Pseudogene","RNU6"
"RNU6-242P",0.307000011205673,0.261999994516373,0.046000000089407,9,"Pseudogene","RNU6"
"RNU6-243P",0.0040000001899898,0.0140000004321337,-0.120999999344349,0,"Pseudogene","RNU6"
"RNU6-244P",0.00100000004749745,-0.351000010967255,-0.00950000016018748,142,"Pseudogene","RNU6"
"RNU6-245P",0.180000007152557,0.30799999833107,0.745999991893768,1,"Pseudogene","RNU6"
"RNU6-246P",0.0799999982118607,0.30799999833107,-0.0040000001899898,3,"Pseudogene","RNU6"
"RNU6-247P",0.00800000037997961,0.0309999994933605,0.097000002861023,6,"Pseudogene","RNU6"
"RNU6-248P",0.0109999999403954,0.293000012636185,-0.0659999996423721,0,"Pseudogene","RNU6"
"RNU6-249P",0.025000000372529,0.0570000000298023,0.12300000153482,3,"Pseudogene","RNU6"
"RNU6-24P",0.0309999994933605,0.146999999880791,0.200000002980232,2,"Pseudogene","RNU6"
"RNU6-250P",0.00100000004749745,-0.275000005960464,-0.244000002741814,2,"Pseudogene","RNU6"
"RNU6-251P",0.00800000037997961,0.0445000007748604,0.0634999983012676,2,"Pseudogene","RNU6"
"RNU6-252P",0.549000024795532,0.492000013589859,0.77700001001358,1,"Pseudogene","RNU6"
"RNU6-253P",0.00800000037997961,-0.090999998152256,0.00800000037997961,2,"Pseudogene","RNU6"
"RNU6-254P",0.0160000007599592,0.149000003933907,0.0410000011324883,2,"Pseudogene","RNU6"
"RNU6-255P",0.229000002145767,0.0549999997019768,0.155000001192093,3,"Pseudogene","RNU6"
"RNU6-256P",0.0160000007599592,0.150000005960464,0.200000002980232,0,"Pseudogene","RNU6"
"RNU6-257P",0.0125000001862645,-0.0804999992251396,0.00700000021606683,1,"Pseudogene","RNU6"
"RNU6-258P",0.0040000001899898,0.0130000002682209,0.00800000037997961,2,"Pseudogene","RNU6"
"RNU6-259P",0.068000003695488,0.30799999833107,-0.0040000001899898,0,"Pseudogene","RNU6"
"RNU6-25P",0.0020000000949949,-0.293999999761581,0,6,"Pseudogene","RNU6"
"RNU6-260P",0.00499999988824129,-0.0780000016093254,0.063000001013279,2,"Pseudogene","RNU6"
"RNU6-261P",0.026999999769032,0.446000009775162,0.0270000007003546,0,"Pseudogene","RNU6"
"RNU6-262P",0.0109999999403954,-0.263000011444092,-0.0899999979883432,4,"Pseudogene","RNU6"
"RNU6-263P",0.270000010728836,0.30799999833107,0.815999984741211,2,"Pseudogene","RNU6"
"RNU6-264P",0.0399999991059303,0.301999986171722,0.00150000007124618,1,"Pseudogene","RNU6"
"RNU6-266P",0.294999986886978,0.30799999833107,0.813000023365021,0,"Pseudogene","RNU6"
"RNU6-267P",0.0439999997615814,0.163000002503395,0.446999996900558,1,"Pseudogene","RNU6"
"RNU6-268P",0.0199999995529652,-0.0219999998807907,0.0320000015199184,3,"Pseudogene","RNU6"
"RNU6-269P",0.00499999988824129,-0.061999998986721,-0.0729999989271164,3,"Pseudogene","RNU6"
"RNU6-26P",0.0560000017285347,0.125,0.200000002980232,103,"Pseudogene","RNU6"
"RNU6-270P",0.0040000001899898,-0.0480000004172325,0.0270000007003546,2,"Pseudogene","RNU6"
"RNU6-271P",0.0109999999403954,0.164000004529953,0.200000002980232,1,"Pseudogene","RNU6"
"RNU6-272P",0.0419999994337559,-0.195000000298023,0.0489999987185001,3,"Pseudogene","RNU6"
"RNU6-273P",0.517999976873398,0.209000006318092,0.409000009298325,2,"Pseudogene","RNU6"
"RNU6-274P",0.00600000005215406,0.30799999833107,0.00700000021606683,0,"Pseudogene","RNU6"
"RNU6-275P",0.483999997377396,0.130999997258186,0.12899999320507,0,"Pseudogene","RNU6"
"RNU6-276P",0.00750000029802322,-0.0780000016093254,-0.10700000077486,0,"Pseudogene","RNU6"
"RNU6-277P",0.637000024318695,0.361999988555908,0.503500014543533,15,"Pseudogene","RNU6"
"RNU6-278P",0.00100000004749745,-0.317999988794327,0.10700000077486,2,"Pseudogene","RNU6"
"RNU6-279P",0.00999999977648258,0.063000001013279,0.0350000001490116,1,"Pseudogene","RNU6"
"RNU6-27P",0.0329999998211861,0.214000001549721,0.451999992132187,2,"Pseudogene","RNU6"
"RNU6-280P",0.0189999993890524,0.282999992370605,-0.0135000003501773,0,"Pseudogene","RNU6"
"RNU6-281P",0.0320000015199184,-0.104999996721745,0.354999989271164,0,"Pseudogene","RNU6"
"RNU6-282P",0.0320000015199184,0.30799999833107,0.0379999987781048,10,"Pseudogene","RNU6"
"RNU6-283P",0.00499999988824129,0.28099998831749,0.0689999982714653,2,"Pseudogene","RNU6"
"RNU6-284P",0.0109999999403954,-0.0554999988526106,0.0480000004172325,0,"Pseudogene","RNU6"
"RNU6-285P",0.0839999988675117,0.30799999833107,0.0364999994635582,2,"Pseudogene","RNU6"
"RNU6-286P",0.00100000004749745,-0.157000005245209,0,1,"Pseudogene","RNU6"
"RNU6-287P",0.0089999996125698,-0.271999999880791,0.0484999995678663,8,"Pseudogene","RNU6"
"RNU6-288P",0.0450000017881393,0.277999997138977,0.034000001847744,8,"Pseudogene","RNU6"
"RNU6-289P",0.103000000119209,0.30799999833107,0.046000000089407,0,"Pseudogene","RNU6"
"RNU6-28P",0.0280000008642673,0.146999999880791,-0.243000000715256,2,"Pseudogene","RNU6"
"RNU6-290P",0.111000001430511,0.301999986171722,0.0450000017881393,1,"Pseudogene","RNU6"
"RNU6-291P",0.718999981880188,0.214000001549721,0.46000000834465,3,"Pseudogene","RNU6"
"RNU6-293P",0.476999998092651,0.146999999880791,0.449999988079071,1,"Pseudogene","RNU6"
"RNU6-294P",0.0760000012814999,0.446000009775162,0.0900000035762787,1,"Pseudogene","RNU6"
"RNU6-295P",0.0704999975860119,-0.0765000022947788,0.0340000009164214,0,"Pseudogene","RNU6"
"RNU6-296P",0.0109999999403954,-0.025000000372529,0.0350000001490116,1,"Pseudogene","RNU6"
"RNU6-297P",0.0179999992251396,0.28099998831749,0.0450000017881393,0,"Pseudogene","RNU6"
"RNU6-298P",0.0554999988526106,0.214000001549721,-0.0464999992400408,5,"Pseudogene","RNU6"
"RNU6-299P",0.0020000000949949,-0.042000001296401,0.0280000008642673,1,"Pseudogene","RNU6"
"RNU6-29P",0.0299999993294477,0.486999988555908,0.200000002980232,18,"Pseudogene","RNU6"
"RNU6-300P",0.0590000003576279,-0.212999999523163,0.0270000007003546,1,"Pseudogene","RNU6"
"RNU6-301P",0.00800000037997961,-0.101000003516674,0.809000015258789,10,"Pseudogene","RNU6"
"RNU6-302P",0.0179999992251396,-0.212999999523163,0.0480000004172325,4,"Pseudogene","RNU6"
"RNU6-303P",0.0280000008642673,0.272000014781952,-0.319999992847443,0,"Pseudogene","RNU6"
"RNU6-304P",0.0179999992251396,0.194999992847443,-0.451999992132187,3,"Pseudogene","RNU6"
"RNU6-306P",0.0140000004321337,0.28099998831749,0.0860000029206276,2,"Pseudogene","RNU6"
"RNU6-307P",0.0245000002905726,-0.016499999910593,0.0824999995529652,7,"Pseudogene","RNU6"
"RNU6-308P",0.0270000007003546,-0.356000006198883,0.133000001311302,3,"Pseudogene","RNU6"
"RNU6-309P",0.027500000782311,0.356000006198883,0.181999996304512,0,"Pseudogene","RNU6"
"RNU6-30P",0.635999977588654,0.239999994635582,0.449999988079071,31,"Pseudogene","RNU6"
"RNU6-310P",0.214000001549721,0.347000002861023,0.0020000000949949,2,"Pseudogene","RNU6"
"RNU6-311P",0.532499998807907,0.305999994277954,0.785000026226044,1,"Pseudogene","RNU6"
"RNU6-312P",0.0590000003576279,0.0109999999403954,0.150000005960464,92,"Pseudogene","RNU6"
"RNU6-313P",0.550000011920929,0.194999992847443,0.449000000953674,2,"Pseudogene","RNU6"
"RNU6-314P",0.00949999969452619,-0.309499993920326,0.815999984741211,7,"Pseudogene","RNU6"
"RNU6-315P",0.00800000037997961,0.165999993681908,0.097000002861023,5,"Pseudogene","RNU6"
"RNU6-316P",0.0020000000949949,-0.140000000596046,-0.225999996066093,6,"Pseudogene","RNU6"
"RNU6-317P",0.180999994277954,0.118000000715256,0.12899999320507,1,"Pseudogene","RNU6"
"RNU6-318P",0.0140000004321337,0.239999994635582,-0.0560000017285347,1,"Pseudogene","RNU6"
"RNU6-319P",0.0810000002384186,0.214000001549721,0.176500000059605,2,"Pseudogene","RNU6"
"RNU6-31P",0.067500002682209,0.152999997138977,0.197999998927116,1,"Pseudogene","RNU6"
"RNU6-320P",0.0345000009983778,0.30799999833107,0.0209999997168779,1,"Pseudogene","RNU6"
"RNU6-321P",0.00300000002607703,0.44200000166893,0.0325000006705523,1,"Pseudogene","RNU6"
"RNU6-322P",0.00800000037997961,0.214000001549721,-0.843999981880188,43,"Pseudogene","RNU6"
"RNU6-323P",0.00700000021606683,0.263999998569489,-0.509999990463257,15,"Pseudogene","RNU6"
"RNU6-324P",0.0125000001862645,-0.159999996423721,-0.988000005483627,12,"Pseudogene","RNU6"
"RNU6-325P",0.00300000002607703,0.30799999833107,0.00700000021606683,5,"Pseudogene","RNU6"
"RNU6-326P",0.0040000001899898,0.197999998927116,0.0839999988675117,0,"Pseudogene","RNU6"
"RNU6-327P",0.0219999998807907,0.00999999977648258,0.0350000001490116,10,"Pseudogene","RNU6"
"RNU6-328P",0.0020000000949949,-0.225499995052814,-0.388000011444092,1,"Pseudogene","RNU6"
"RNU6-329P",0.104999996721745,0.30799999833107,0.0230000000447035,0,"Pseudogene","RNU6"
"RNU6-32P",0.242499999701977,0.342000007629395,0,7,"Pseudogene","RNU6"
"RNU6-330P",0.116999998688698,0.202000007033348,0.680000007152557,0,"Pseudogene","RNU6"
"RNU6-331P",0.158000007271767,0.30799999833107,0.224000006914139,2,"Pseudogene","RNU6"
"RNU6-332P",0.189999997615814,0.359999999403954,0.793500006198883,0,"Pseudogene","RNU6"
"RNU6-333P",0.319000005722046,0.0769999995827675,0.439999997615814,1,"Pseudogene","RNU6"
"RNU6-334P",0.0120000001043081,-0.013499999884516,-0.32200001180172,0,"Pseudogene","RNU6"
"RNU6-335P",0.0040000001899898,-0.241999998688698,0.00300000002607703,5,"Pseudogene","RNU6"
"RNU6-336P",0.0230000000447035,0.232999995350838,-0.194999992847443,2,"Pseudogene","RNU6"
"RNU6-337P",0.0130000002682209,-0.059000002220273,0.0435000006109476,3,"Pseudogene","RNU6"
"RNU6-338P",0.546000003814697,0.118000000715256,0.275000005960464,0,"Pseudogene","RNU6"
"RNU6-339P",0.0160000007599592,-0.180999994277954,-0.0230000000447035,5,"Pseudogene","RNU6"
"RNU6-33P",0.0829999968409538,0.114000000059605,0.195999994874001,23,"Pseudogene","RNU6"
"RNU6-340P",0.0040000001899898,-0.193000003695488,-0.0189999993890524,7,"Pseudogene","RNU6"
"RNU6-341P",0.0294999992474914,0.167000003159046,0.0359999984502792,9,"Pseudogene","RNU6"
"RNU6-342P",0.00499999988824129,0.30799999833107,-0.0125000001862645,4,"Pseudogene","RNU6"
"RNU6-343P",0.00100000004749745,-0.0880000032484531,0.0149999996647239,50,"Pseudogene","RNU6"
"RNU6-344P",0.0419999994337559,0.305999994277954,0.749000012874603,2,"Pseudogene","RNU6"
"RNU6-345P",0.0560000017285347,-0.0839999988675117,-0.0219999998807907,2,"Pseudogene","RNU6"
"RNU6-346P",0.0240000002086162,0.193000003695488,0.370999991893768,21,"Pseudogene","RNU6"
"RNU6-347P",0.00300000002607703,-0.172000005841255,0.0189999993890524,1,"Pseudogene","RNU6"
"RNU6-348P",0.0189999993890524,-0.239999994635582,0.0450000017881393,0,"Pseudogene","RNU6"
"RNU6-349P",0.00499999988824129,0.214000001549721,-0.0719999969005585,0,"Pseudogene","RNU6"
"RNU6-34P",0.0230000000447035,-0.152999997138977,0.200000002980232,2,"Pseudogene","RNU6"
"RNU6-351P",0.0130000002682209,0.30799999833107,0.0155000002123415,0,"Pseudogene","RNU6"
"RNU6-352P",0.0089999996125698,-0.185000002384186,0.0469999983906746,0,"Pseudogene","RNU6"
"RNU6-353P",0.00499999988824129,0.296000003814697,-0.449000000953674,204,"Pseudogene","RNU6"
"RNU6-354P",0.0320000015199184,-0.226999998092651,0.0260000005364418,41,"Pseudogene","RNU6"
"RNU6-355P",0.00499999988824129,0.248500004410744,-0.00349999975878745,5,"Pseudogene","RNU6"
"RNU6-356P",0.00999999977648258,0.211999997496605,0.453000009059906,0,"Pseudogene","RNU6"
"RNU6-358P",0.470999985933304,0.239999994635582,0.458999991416931,2,"Pseudogene","RNU6"
"RNU6-359P",0.415500000119209,0.17399999499321,0.202500000596046,2,"Pseudogene","RNU6"
"RNU6-35P",0.103000000119209,0.164000004529953,0.200000002980232,2,"Pseudogene","RNU6"
"RNU6-360P",0.143500000238419,0.0549999997019768,0.00499999988824129,1,"Pseudogene","RNU6"
"RNU6-361P",0.0209999997168779,0.279000014066696,-0.0149999996647239,2,"Pseudogene","RNU6"
"RNU6-362P",0.370000004768372,-0.0684999991208315,0.390500009059906,1,"Pseudogene","RNU6"
"RNU6-363P",0.257999986410141,0.136999994516373,0.361999988555908,0,"Pseudogene","RNU6"
"RNU6-364P",0.0659999996423721,0.30799999833107,0.0280000008642673,1,"Pseudogene","RNU6"
"RNU6-365P",0.0020000000949949,-0.0425000004470348,0.0590000003576279,3,"Pseudogene","RNU6"
"RNU6-366P",0.0204999996349215,0.30799999833107,0.0025000000023283,0,"Pseudogene","RNU6"
"RNU6-367P",0.293499991297722,0.305000007152557,0.0474999994039536,6,"Pseudogene","RNU6"
"RNU6-368P",0.00499999988824129,0.407000005245209,-0.225999996066093,0,"Pseudogene","RNU6"
"RNU6-369P",0.00600000005215406,-0.122499998658895,0.75,0,"Pseudogene","RNU6"
"RNU6-36P",0.0199999995529652,0.0850000008940697,0.0900000035762787,21,"Pseudogene","RNU6"
"RNU6-370P",0.0859999991953373,0.282999992370605,0.0405000001192093,2,"Pseudogene","RNU6"
"RNU6-371P",0.0020000000949949,-0.171499997377396,0.0649999976158142,0,"Pseudogene","RNU6"
"RNU6-373P",0.0209999997168779,0.30799999833107,-0.0205000005662441,2,"Pseudogene","RNU6"
"RNU6-374P",0.00499999988824129,0.282000005245209,0.00250000006053596,1,"Pseudogene","RNU6"
"RNU6-375P",0.00100000004749745,-0.0370000004768372,-0.105499997735023,6,"Pseudogene","RNU6"
"RNU6-376P",0.0149999996647239,0.238000005483627,0.0930000022053719,2,"Pseudogene","RNU6"
"RNU6-377P",0.175999999046326,0.0105000003241002,0.0345000009983778,4,"Pseudogene","RNU6"
"RNU6-378P",0.0309999994933605,0.30799999833107,0.508000016212463,2,"Pseudogene","RNU6"
"RNU6-379P",0.0449999999254942,0.194999992847443,0.449000000953674,3,"Pseudogene","RNU6"
"RNU6-37P",0.00999999977648258,-0.234999999403954,0.0900000035762787,8,"Pseudogene","RNU6"
"RNU6-380P",0.0370000004768372,-0.116999998688698,0.0309999994933605,2,"Pseudogene","RNU6"
"RNU6-381P",0.0520000010728836,-0.140000000596046,0.0399999991059303,0,"Pseudogene","RNU6"
"RNU6-382P",0.0670000016689301,0.282999992370605,-0.00600000005215406,0,"Pseudogene","RNU6"
"RNU6-383P",0.0109999999403954,0.30799999833107,0.045499999076128,1,"Pseudogene","RNU6"
"RNU6-384P",0.0700000002980232,0.327500000596046,0.046000000089407,8,"Pseudogene","RNU6"
"RNU6-386P",0.0020000000949949,-0.0759999975562096,-0.291999995708466,2,"Pseudogene","RNU6"
"RNU6-387P",0.0439999997615814,0.214000001549721,0.455000013113022,19,"Pseudogene","RNU6"
"RNU6-388P",0.0560000017285347,-0.282000005245209,-0.379999995231628,18,"Pseudogene","RNU6"
"RNU6-389P",0.00100000004749745,-0.172000005841255,-0.370999991893768,4,"Pseudogene","RNU6"
"RNU6-38P",0.046000000089407,0.214000001549721,0.456999987363815,0,"Pseudogene","RNU6"
"RNU6-390P",0.0469999983906746,0.279000014066696,0.0120000001043081,3,"Pseudogene","RNU6"
"RNU6-391P",0.113500002771616,0.287000000476837,0.593999981880188,1,"Pseudogene","RNU6"
"RNU6-392P",0.0020000000949949,-0.238000005483627,-0.166999995708466,0,"Pseudogene","RNU6"
"RNU6-393P",0.0350000001490116,0.20100000500679,0.444999992847443,1,"Pseudogene","RNU6"
"RNU6-394P",0.025000000372529,0.0149999996647239,0.128000006079674,0,"Pseudogene","RNU6"
"RNU6-395P",0.00450000003911554,0.296999990940094,0.166499994695187,160,"Pseudogene","RNU6"
"RNU6-396P",0.149000003933907,0.261999994516373,0.028999999165535,2,"Pseudogene","RNU6"
"RNU6-397P",0.0020000000949949,0.253000006079674,-0.279500007629395,2,"Pseudogene","RNU6"
"RNU6-398P",0.0850000008940697,-0.180000007152557,0.0359999984502792,27,"Pseudogene","RNU6"
"RNU6-399P",0.168499998748302,-0.14750000089407,0.46000000834465,2,"Pseudogene","RNU6"
"RNU6-39P",NA,NA,0,4,"Pseudogene","RNU6"
"RNU6-3P",0.0109999999403954,0.172999992966652,0,23,"Pseudogene","RNU6"
"RNU6-400P",0.188000001013279,0.319000005722046,0.0455000009387732,0,"Pseudogene","RNU6"
"RNU6-401P",0.0040000001899898,-0.0245000002905726,-0.0105000003241003,1,"Pseudogene","RNU6"
"RNU6-402P",0.0379999987781048,-0.150000005960464,0.0480000004172325,4,"Pseudogene","RNU6"
"RNU6-403P",0.0199999995529652,-0.0600000005215406,0.462000012397766,23,"Pseudogene","RNU6"
"RNU6-405P",0.0130000002682209,0.347000002861023,0.420499995350838,6,"Pseudogene","RNU6"
"RNU6-406P",0.0160000007599592,0.293000012636185,0.0160000007599592,17,"Pseudogene","RNU6"
"RNU6-407P",0.270500004291534,0.114000000059605,0.200000002980232,7,"Pseudogene","RNU6"
"RNU6-408P",0.348999992012978,0.152999997138977,0.200000002980232,0,"Pseudogene","RNU6"
"RNU6-409P",0.107999999076128,0.20100000500679,-0.00100000004749745,4,"Pseudogene","RNU6"
"RNU6-40P",0.0480000004172325,0.118000000715256,0.12899999320507,3,"Pseudogene","RNU6"
"RNU6-410P",0.00100000004749745,-0.0740000009536743,-0.252000004053116,2,"Pseudogene","RNU6"
"RNU6-411P",0.0939999967813492,0.30799999833107,0.0480000004172325,5,"Pseudogene","RNU6"
"RNU6-412P",0.0429999995976686,0.30799999833107,0.0480000004172325,0,"Pseudogene","RNU6"
"RNU6-413P",0.00800000037997961,0.090999998152256,0.0120000001043081,0,"Pseudogene","RNU6"
"RNU6-414P",0.0419999994337559,0.123000003397465,0.0450000017881393,3,"Pseudogene","RNU6"
"RNU6-415P",0.017000000923872,0.277999997138977,-0.291999995708466,59,"Pseudogene","RNU6"
"RNU6-416P",0.197999998927116,0.202999994158745,0.0260000005364418,2,"Pseudogene","RNU6"
"RNU6-417P",0.00800000037997961,0.177000001072884,3.01200008392334,0,"Pseudogene","RNU6"
"RNU6-418P",0.00300000002607703,-0.0700000002980232,0.0879999995231628,45,"Pseudogene","RNU6"
"RNU6-419P",0.252999991178513,0.347000002861023,0.797999978065491,5,"Pseudogene","RNU6"
"RNU6-41P",0.10700000077486,0.0549999997019768,0.0900000035762787,1,"Pseudogene","RNU6"
"RNU6-420P",0.017000000923872,0.361000001430511,-0.133000001311302,1,"Pseudogene","RNU6"
"RNU6-421P",0.0590000003576279,0.00300000002607703,0.00300000002607703,1,"Pseudogene","RNU6"
"RNU6-422P",0.00700000021606683,-0.138999998569489,0.0820000022649765,3,"Pseudogene","RNU6"
"RNU6-424P",0.212999999523163,0.130999997258186,0.275000005960464,0,"Pseudogene","RNU6"
"RNU6-425P",0.00300000002607703,-0.046000000089407,0.0874999985098839,2,"Pseudogene","RNU6"
"RNU6-426P",0.456000000238419,0.115000002086163,0.273000001907349,0,"Pseudogene","RNU6"
"RNU6-428P",0.0179999992251396,0.30799999833107,0.0209999997168779,2,"Pseudogene","RNU6"
"RNU6-429P",0.00849999999627471,-0.222000002861023,0.0659999996423721,2,"Pseudogene","RNU6"
"RNU6-42P",0.150999996811152,0.592000007629395,0,9,"Pseudogene","RNU6"
"RNU6-430P",0.0120000001043081,-0.143999993801117,0.028999999165535,4,"Pseudogene","RNU6"
"RNU6-431P",0.0120000001043081,0.30799999833107,0.0430000014603138,12,"Pseudogene","RNU6"
"RNU6-432P",0.0020000000949949,-0.230000004172325,0.0410000011324883,3,"Pseudogene","RNU6"
"RNU6-433P",0.0125000001862645,-0.188500002026558,0.0105000003241003,6,"Pseudogene","RNU6"
"RNU6-434P",0.0160000007599592,0.20100000500679,0.458000004291534,2,"Pseudogene","RNU6"
"RNU6-435P",0.0520000010728836,0.0189999993890524,-0.116999998688698,6,"Pseudogene","RNU6"
"RNU6-436P",0.591500014066696,0.325499996542931,0.0474999994039536,2,"Pseudogene","RNU6"
"RNU6-437P",0.00800000037997961,0.305000007152557,0.0799999982118607,3,"Pseudogene","RNU6"
"RNU6-438P",0.00999999977648258,-0.068000003695488,0.00700000021606683,1,"Pseudogene","RNU6"
"RNU6-439P",0.00999999977648258,0.214000001549721,0.460999995470047,0,"Pseudogene","RNU6"
"RNU6-43P",0.0020000000949949,-0.41100001335144,0.0280000008642673,3,"Pseudogene","RNU6"
"RNU6-440P",0.0089999996125698,-0.123000003397465,0.0480000004172325,0,"Pseudogene","RNU6"
"RNU6-441P",0.00499999988824129,-0.110500004142523,0.0464999992400408,0,"Pseudogene","RNU6"
"RNU6-442P",0.0570000000298023,0.304499998688698,0.173499993979931,11,"Pseudogene","RNU6"
"RNU6-444P",0.101499997079372,0.33899998664856,0.034000001847744,14,"Pseudogene","RNU6"
"RNU6-445P",0.0480000004172325,0.305000007152557,0.00800000037997961,1,"Pseudogene","RNU6"
"RNU6-446P",0.00750000029802322,0.381999999284744,0.144499994814396,19,"Pseudogene","RNU6"
"RNU6-447P",0.0160000007599592,0.25,0.00700000021606683,3,"Pseudogene","RNU6"
"RNU6-448P",0.00600000005215406,-0.046000000089407,-0.0450000017881393,1,"Pseudogene","RNU6"
"RNU6-449P",0.00300000002607703,-0.108999997377396,0.0450000017881393,0,"Pseudogene","RNU6"
"RNU6-44P",0.0109999999403954,0.29899999499321,-0.402999997138977,1,"Pseudogene","RNU6"
"RNU6-450P",0.00499999988824129,0.238000005483627,-0.0209999997168779,2,"Pseudogene","RNU6"
"RNU6-451P",0.0160000007599592,-0.0860000029206276,-0.0189999993890524,12,"Pseudogene","RNU6"
"RNU6-452P",0.00600000005215406,0.211999997496605,0.448000013828278,1,"Pseudogene","RNU6"
"RNU6-453P",0.00800000037997961,-0.108999997377396,0.0399999991059303,4,"Pseudogene","RNU6"
"RNU6-454P",0.0209999997168779,-0.207000002264977,0.0309999994933605,2,"Pseudogene","RNU6"
"RNU6-455P",0.308999985456467,0.263999998569489,0.0769999995827675,3,"Pseudogene","RNU6"
"RNU6-456P",0.158000007271767,0.185000002384186,-0.00800000037997961,0,"Pseudogene","RNU6"
"RNU6-457P",0.0020000000949949,0.305000007152557,-0.0199999995529652,4,"Pseudogene","RNU6"
"RNU6-458P",0.00100000004749745,-0.284000009298325,0.453999996185303,0,"Pseudogene","RNU6"
"RNU6-45P",0.0350000001490116,0.232999995350838,-0.331000000238419,16,"Pseudogene","RNU6"
"RNU6-460P",0.362500011920929,0.194999992847443,0.145999997854233,12,"Pseudogene","RNU6"
"RNU6-461P",0.243000000715256,-0.256000012159348,0.0480000004172325,0,"Pseudogene","RNU6"
"RNU6-462P",0.477999985218048,0.30799999833107,0.0450000017881393,1,"Pseudogene","RNU6"
"RNU6-463P",0.0199999995529652,0.0089999996125698,0.425999999046326,1,"Pseudogene","RNU6"
"RNU6-464P",0.0020000000949949,-0.163500003516674,0.0295000001788139,0,"Pseudogene","RNU6"
"RNU6-465P",0.745999991893768,0.277999997138977,0.0270000007003546,2,"Pseudogene","RNU6"
"RNU6-466P",0.0860000029206276,0.30799999833107,0.46000000834465,4,"Pseudogene","RNU6"
"RNU6-467P",0.061999998986721,0.338500007987022,0.420499995350838,3,"Pseudogene","RNU6"
"RNU6-468P",0.0240000002086162,0.211999997496605,0.458000004291534,1,"Pseudogene","RNU6"
"RNU6-469P",0.0160000007599592,-0.223000004887581,0.58899998664856,4,"Pseudogene","RNU6"
"RNU6-46P",NA,0.137999996542931,0,3,"Pseudogene","RNU6"
"RNU6-470P",0.0560000017285347,0.211999997496605,0.0725000016391277,11,"Pseudogene","RNU6"
"RNU6-471P",0.0089999996125698,0.284000009298325,0.00499999988824129,0,"Pseudogene","RNU6"
"RNU6-472P",0.0189999993890524,0.284000009298325,0.0120000001043081,0,"Pseudogene","RNU6"
"RNU6-473P",0.00100000004749745,-0.167999997735023,0.126000002026558,0,"Pseudogene","RNU6"
"RNU6-474P",0.0130000002682209,0.30799999833107,0.0879999995231628,0,"Pseudogene","RNU6"
"RNU6-475P",0.0125000001862645,-0.163000002503395,0.114999998360872,0,"Pseudogene","RNU6"
"RNU6-476P",0.0930000022053719,0.30799999833107,0.0469999983906746,11,"Pseudogene","RNU6"
"RNU6-477P",0.0480000004172325,0.214000001549721,0.460999995470047,0,"Pseudogene","RNU6"
"RNU6-478P",0.026999999769032,0.214000001549721,0.456999987363815,0,"Pseudogene","RNU6"
"RNU6-479P",0.167999997735023,0.0610000006854534,0.259999990463257,6,"Pseudogene","RNU6"
"RNU6-47P",0.025000000372529,0.0769999995827675,0.0900000035762787,2,"Pseudogene","RNU6"
"RNU6-480P",0.00999999977648258,-0.104999996721745,0.0469999983906746,1,"Pseudogene","RNU6"
"RNU6-481P",0.0350000001490116,-0.184000000357628,-0.0299999993294477,8,"Pseudogene","RNU6"
"RNU6-482P",0.0089999996125698,-0.0149999996647239,0.00600000005215406,2,"Pseudogene","RNU6"
"RNU6-483P",0.0694999992847443,0.284000009298325,0.570999979972839,16,"Pseudogene","RNU6"
"RNU6-484P",0.168999999761581,0.0850000008940697,0.816999971866608,7,"Pseudogene","RNU6"
"RNU6-485P",0.00800000037997961,-0.0900000035762787,0.00499999988824129,63,"Pseudogene","RNU6"
"RNU6-486P",0.187999993562698,0.0270000007003546,0.13400000333786,2,"Pseudogene","RNU6"
"RNU6-487P",0.0189999993890524,0.282000005245209,0.00800000037997961,3,"Pseudogene","RNU6"
"RNU6-488P",0.0419999994337559,-0.142000004649162,-0.223000004887581,0,"Pseudogene","RNU6"
"RNU6-489P",0.221000000834465,0.144999995827675,0.34400001168251,0,"Pseudogene","RNU6"
"RNU6-48P",0.0130000002682209,0.211999997496605,0.0040000001899898,16,"Pseudogene","RNU6"
"RNU6-490P",0.0179999992251396,0.00300000002607703,-0.949999988079071,3,"Pseudogene","RNU6"
"RNU6-491P",0.0130000002682209,-0.0665000006556511,0.036999998614192,0,"Pseudogene","RNU6"
"RNU6-492P",0.0140000004321337,0.421000003814697,0.456999987363815,0,"Pseudogene","RNU6"
"RNU6-493P",0.310499995946884,0.217999994754791,0.414000004529953,2,"Pseudogene","RNU6"
"RNU6-494P",0.0165000008419156,-0.134499996900558,0.806999981403351,2,"Pseudogene","RNU6"
"RNU6-495P",0.00700000021606683,0.303999990224838,-0.363999992609024,13,"Pseudogene","RNU6"
"RNU6-496P",0.0399999991059303,0.305000007152557,0.00499999988824129,0,"Pseudogene","RNU6"
"RNU6-497P",0.140500001609325,0.375999987125397,0.00499999988824129,0,"Pseudogene","RNU6"
"RNU6-498P",0.0939999967813492,0.298000007867813,0.224000006914139,1,"Pseudogene","RNU6"
"RNU6-499P",0.0040000001899898,-0.149000003933907,0.00700000021606683,0,"Pseudogene","RNU6"
"RNU6-49P",0.0529999993741512,0.146999999880791,0.200000002980232,1,"Pseudogene","RNU6"
