Gene,PhastCons30_median,PhyloP100_median,PhyloP447_median,GTEX_max,ENCODE_max,Gene_Type,Gene_group,snp_density_1000genomes,snp_density_gnomad,snp_density_pangenome,snp_density_dbsnp,enrichment_intergenic_1000genomes,enrichment_intergenic_gnomad,enrichment_intergenic_pangenome,enrichment_intergenic_dbsnp
RNU6-450P,0.0049999998882412,0.238000005483627,-0.0209999997168779,2.0,0.0,Pseudogene,RNU6,0.0186915887850467,0.4859813084112149,0.0,0.3925233644859813,0.8746088097122121,2.2937830410882496,0.0,1.3634017522958712
RNU6-451P,0.0160000007599592,-0.0860000029206276,-0.0189999993890524,12.0,0.0,Pseudogene,RNU6,0.0467289719626168,0.2710280373831775,0.0093457943925233,0.2710280373831775,2.1865220242805306,1.2792251575299851,1.3160619215907854,0.9413964480138156
RNU6-452P,0.006000000052154,0.211999997496605,0.448000013828278,1.0,0.0,Pseudogene,RNU6,0.0467289719626168,0.2897196261682243,0.0093457943925233,0.3644859813084112,2.1865220242805306,1.3674475821872256,1.3160619215907854,1.266015912846166
RNU6-453P,0.0080000003799796,-0.108999997377396,0.0399999991059303,4.0,0.0,Pseudogene,RNU6,0.0117647058823529,0.2117647058823529,0.0,0.2823529411764706,0.5504890743482748,0.9995081758226174,0.0,0.9807326890464418
RNU6-454P,0.0209999997168779,-0.207000002264977,0.0309999994933605,2.0,0.0,Pseudogene,RNU6,0.02803738317757,0.1775700934579439,0.0093457943925233,0.3177570093457944,1.3119132145683183,0.8381130342437836,1.3160619215907854,1.103706180429991
RNU6-455P,0.308999985456467,0.263999998569489,0.0769999995827675,3.0,0.21,Pseudogene,RNU6,0.0093457943925233,0.1588785046728972,0.0,0.2897196261682243,0.437304404856106,0.7498906095865432,0.0,1.006320340980286
RNU6-456P,0.158000007271767,0.185000002384186,-0.0080000003799796,0.0,0.0,Pseudogene,RNU6,0.0467289719626168,0.2242990654205607,0.0,0.2710280373831775,2.1865220242805306,1.0586690958868843,0.0,0.9413964480138156
RNU6-457P,0.0020000000949949,0.305000007152557,-0.0199999995529652,4.0,0.0,Pseudogene,RNU6,0.1121495327102803,0.514018691588785,0.02803738317757,0.6635514018691588,5.247652858273273,2.42611667807411,3.948185764772356,2.304798200309687
RNU6-458P,0.0010000000474974,-0.284000009298325,0.453999996185303,0.0,0.0,Pseudogene,RNU6,0.0,0.4485981308411215,0.0,0.616822429906542,0.0,2.117338191773769,0.0,2.142488467893512
RNU6-45P,0.0350000001490116,0.232999995350838,-0.331000000238419,16.0,0.35,Pseudogene,RNU6,0.0186915887850467,0.3738317757009345,0.0093457943925233,0.3925233644859813,0.8746088097122121,1.7644484931448077,1.3160619215907854,1.3634017522958712
RNU6-460P,0.362500011920929,0.194999992847443,0.145999997854233,12.0,0.72,Pseudogene,RNU6,0.037037037037037,0.2685185185185185,0.0092592592592592,0.324074074074074,1.7330211599853094,1.267380480145449,1.3038761630575373,1.1256480516640297
RNU6-461P,0.243000000715256,-0.256000012159348,0.0480000004172325,0.0,0.67,Pseudogene,RNU6,0.0,0.1775700934579439,0.0,0.2990654205607476,0.0,0.8381130342437836,0.0,1.0387822874635209
RNU6-462P,0.477999985218048,0.30799999833107,0.0450000017881393,1.0,0.0,Pseudogene,RNU6,0.0,0.2952380952380952,0.0,0.4,0.0,1.393494202800316,0.0,1.3893713094824591
RNU6-463P,0.0199999995529652,0.0089999996125698,0.425999999046326,1.0,0.0,Pseudogene,RNU6,0.02803738317757,0.205607476635514,0.0,0.2897196261682243,1.3119132145683183,0.970446671229644,0.0,1.006320340980286
RNU6-464P,0.0020000000949949,-0.163500003516674,0.0295000001788139,0.0,0.0,Pseudogene,RNU6,0.0192307692307692,0.173076923076923,0.0,0.2884615384615384,0.8998379099923722,0.8169057206242546,0.0,1.001950463569081
RNU6-465P,0.745999991893768,0.277999997138977,0.0270000007003546,2.0,0.0,Pseudogene,RNU6,0.0,0.0495049504950495,0.0,0.0198019801980198,0.0,0.2336584019387307,0.0,0.0687807578951712
RNU6-466P,0.0860000029206276,0.30799999833107,0.46000000834465,4.0,0.09,Pseudogene,RNU6,0.0388349514563106,0.2135922330097087,0.0097087378640776,0.3398058252427184,1.817148400761295,1.0081339205977855,1.3671711224292624,1.1802911609681086
RNU6-467P,0.061999998986721,0.338500007987022,0.420499995350838,3.0,5.72,Pseudogene,RNU6,0.0,0.3,0.009090909090909,0.4272727272727272,0.0,1.415969915748708,1.2801693237292184,1.4841011714926269
RNU6-468P,0.0240000002086162,0.211999997496605,0.458000004291534,1.0,0.0,Pseudogene,RNU6,0.055045871559633,0.2477064220183486,0.018348623853211,0.3211009174311927,2.575682824932295,1.1691494717191169,2.583827992847964,1.115321005318488
RNU6-469P,0.0160000007599592,-0.223000004887581,0.58899998664856,4.0,0.0,Pseudogene,RNU6,0.0198019801980198,0.3564356435643564,0.0,0.2475247524752475,0.926565768705017,1.6823404939588609,0.0,0.8597594736896406
RNU6-46P,,0.137999996542931,0.0,3.0,1.09,Pseudogene,RNU6,0.0373831775700934,0.2616822429906542,0.0373831775700934,0.3831775700934579,1.7492176194244242,1.235113945201365,5.2642476863631416,1.330939805812636
RNU6-470P,0.0560000017285347,0.211999997496605,0.0725000016391277,11.0,0.0,Pseudogene,RNU6,0.0384615384615384,0.173076923076923,0.0096153846153846,0.2884615384615384,1.7996758199847445,0.8169057206242546,1.354025246252058,1.001950463569081
RNU6-471P,0.0089999996125698,0.284000009298325,0.0049999998882412,0.0,0.0,Pseudogene,RNU6,0.0188679245283018,0.2358490566037736,0.0,0.3679245283018867,0.8828598362189312,1.1131838960288585,0.0,1.2779594591937713
RNU6-472P,0.0189999993890524,0.284000009298325,0.0120000001043081,0.0,0.0,Pseudogene,RNU6,0.0467289719626168,0.2710280373831775,0.0093457943925233,0.4299065420560747,2.1865220242805306,1.2792251575299851,1.3160619215907854,1.4932495382288111
RNU6-473P,0.0010000000474974,-0.167999997735023,0.126000002026558,0.0,0.0,Pseudogene,RNU6,0.0,0.7102803738317757,0.0093457943925233,0.1214953271028037,0.0,3.3524521369751343,1.3160619215907854,0.4220053042820553
RNU6-474P,0.0130000002682209,0.30799999833107,0.0879999995231628,0.0,0.0,Pseudogene,RNU6,0.0373831775700934,0.1962616822429906,0.0,0.2336448598130841,1.7492176194244242,0.926335458901024,0.0,0.8115486620808757
RNU6-475P,0.0125000001862645,-0.163000002503395,0.114999998360872,0.0,0.0,Pseudogene,RNU6,0.0192307692307692,0.25,0.0,0.375,0.8998379099923722,1.17997492979059,0.0,1.3025356026398056
RNU6-476P,0.0930000022053719,0.30799999833107,0.0469999983906746,11.0,1.84,Pseudogene,RNU6,0.0093457943925233,0.2523364485981308,0.0,0.3551401869158878,0.437304404856106,1.191002732872745,0.0,1.2335539663629311
RNU6-477P,0.0480000004172325,0.214000001549721,0.460999995470047,0.0,0.0,Pseudogene,RNU6,0.0186915887850467,0.2990654205607476,0.0,0.4205607476635514,0.8746088097122121,1.411558794515846,0.0,1.4607875917455764
RNU6-478P,0.026999999769032,0.214000001549721,0.456999987363815,0.0,0.0,Pseudogene,RNU6,0.0,0.1636363636363636,0.0,0.3727272727272727,0.0,0.7723472267720226,0.0,1.2946414474722916
RNU6-479P,0.167999997735023,0.0610000006854534,0.259999990463257,6.0,1.37,Pseudogene,RNU6,0.0285714285714285,0.1238095238095238,0.0095238095238095,0.219047619047619,1.336902037702953,0.584368536658197,1.3411297677163243,0.7608461932880134
RNU6-47P,0.025000000372529,0.0769999995827675,0.0900000035762787,2.0,0.66,Pseudogene,RNU6,0.0934579439252336,0.3551401869158878,0.0186915887850467,0.4859813084112149,4.373044048561061,1.6762260684875672,2.6321238431815708,1.6880212171282214
RNU6-480P,0.0099999997764825,-0.104999996721745,0.0469999983906746,1.0,0.0,Pseudogene,RNU6,0.02803738317757,0.2429906542056074,0.0093457943925233,0.3457943925233644,1.3119132145683183,1.1468915205441248,1.3160619215907854,1.201092019879696
RNU6-481P,0.0350000001490116,-0.184000000357628,-0.0299999993294477,8.0,0.71,Pseudogene,RNU6,0.02803738317757,0.2990654205607476,0.0,0.2242990654205607,1.3119132145683183,1.411558794515846,0.0,0.7790867155976406
RNU6-482P,0.0089999996125698,-0.0149999996647239,0.006000000052154,2.0,0.0,Pseudogene,RNU6,0.02803738317757,0.5233644859813084,0.0093457943925233,0.4579439252336448,1.3119132145683183,2.47022789040273,1.3160619215907854,1.5906353776785165
RNU6-483P,0.0694999992847443,0.284000009298325,0.570999979972839,16.0,0.42,Pseudogene,RNU6,0.0092592592592592,0.2407407407407407,0.0,0.2222222222222222,0.4332552899963273,1.136272154613161,0.0,0.7718729497124773
RNU6-484P,0.168999999761581,0.0850000008940697,0.816999971866608,7.0,0.67,Pseudogene,RNU6,0.0373831775700934,0.2897196261682243,0.02803738317757,0.4579439252336448,1.7492176194244242,1.3674475821872256,3.948185764772356,1.5906353776785165
RNU6-485P,0.0080000003799796,-0.0900000035762787,0.0049999998882412,63.0,10.96,Pseudogene,RNU6,0.0186915887850467,0.1962616822429906,0.0186915887850467,0.2990654205607476,0.8746088097122121,0.926335458901024,2.6321238431815708,1.0387822874635209
RNU6-486P,0.187999993562698,0.0270000007003546,0.13400000333786,2.0,0.0,Pseudogene,RNU6,0.02803738317757,0.1775700934579439,0.0,0.3177570093457944,1.3119132145683183,0.8381130342437836,0.0,1.103706180429991
RNU6-487P,0.0189999993890524,0.282000005245209,0.0080000003799796,3.0,0.0,Pseudogene,RNU6,0.048076923076923,0.2307692307692307,0.0,0.2692307692307692,2.24959477498093,1.0892076274990063,0.0,0.9351537659978092
RNU6-488P,0.0419999994337559,-0.142000004649162,-0.223000004887581,0.0,0.0,Pseudogene,RNU6,0.0202020202020202,0.2828282828282828,0.0202020202020202,0.3131313131313131,0.945284269082896,1.3349211326923849,2.8448207193982635,1.0876391564130363
RNU6-489P,0.221000000834465,0.144999995827675,0.34400001168251,0.0,0.09,Pseudogene,RNU6,0.0,0.1962616822429906,0.0,0.2990654205607476,0.0,0.926335458901024,0.0,1.0387822874635209
RNU6-48P,0.0130000002682209,0.211999997496605,0.0040000001899898,16.0,0.91,Pseudogene,RNU6,0.0186915887850467,0.2803738317757009,0.0186915887850467,0.2897196261682243,0.8746088097122121,1.3233363698586056,2.6321238431815708,1.006320340980286
RNU6-490P,0.0179999992251396,0.003000000026077,-0.949999988079071,3.0,0.3,Pseudogene,RNU6,0.0560747663551401,0.2149532710280373,0.02803738317757,0.4018691588785046,2.6238264291366367,1.0145578835582645,3.948185764772356,1.3958636987791062
RNU6-491P,0.0130000002682209,-0.0665000006556511,0.036999998614192,0.0,0.0,Pseudogene,RNU6,0.0727272727272727,0.2818181818181818,0.0,0.3272727272727272,3.4030233686984257,1.3301535572184833,0.0,1.1367583441220122
RNU6-492P,0.0140000004321337,0.421000003814697,0.456999987363815,0.0,0.0,Pseudogene,RNU6,0.0096153846153846,0.2980769230769231,0.0,0.3461538461538461,0.4499189549961861,1.4068931855195497,0.0,1.2023405562828977
RNU6-493P,0.310499995946884,0.217999994754791,0.414000004529953,2.0,0.0,Pseudogene,RNU6,0.0,0.2407407407407407,0.0,0.3796296296296296,0.0,1.136272154613161,0.0,1.318616289092149
RNU6-494P,0.0165000008419156,-0.134499996900558,0.806999981403351,2.0,0.0,Pseudogene,RNU6,0.0111111111111111,0.2111111111111111,0.0,0.3111111111111111,0.5199063479955929,0.9964232740453872,0.0,1.0806221295974685
RNU6-495P,0.0070000002160668,0.303999990224838,-0.363999992609024,13.0,0.71,Pseudogene,RNU6,0.0654205607476635,0.3457943925233644,0.0186915887850467,0.4859813084112149,3.0611308339927423,1.632114856158947,2.6321238431815708,1.6880212171282214
RNU6-496P,0.0399999991059303,0.305000007152557,0.0049999998882412,0.0,0.0,Pseudogene,RNU6,0.0,0.1919191919191919,0.0,0.2424242424242424,0.0,0.905839340041261,0.0,0.8420432178681572
RNU6-497P,0.140500001609325,0.375999987125397,0.0049999998882412,0.0,0.0,Pseudogene,RNU6,0.0384615384615384,0.2403846153846154,0.0096153846153846,0.2980769230769231,1.7996758199847445,1.1345912786447985,1.354025246252058,1.0353488123547172
RNU6-498P,0.0939999967813492,0.298000007867813,0.224000006914139,1.0,0.0,Pseudogene,RNU6,0.0,0.102803738317757,0.0,0.1588785046728972,0.0,0.485223335614822,0.0,0.5518530902149955
RNU6-499P,0.0040000001899898,-0.149000003933907,0.0070000002160668,0.0,0.0,Pseudogene,RNU6,0.0560747663551401,0.2336448598130841,0.0373831775700934,0.4579439252336448,2.6238264291366367,1.1027803082155048,5.2642476863631416,1.5906353776785165
RNU6-49P,0.0529999993741512,0.146999999880791,0.200000002980232,1.0,2.66,Pseudogene,RNU6,0.0,0.2616822429906542,0.0093457943925233,0.3738317757009345,0.0,1.235113945201365,1.3160619215907854,1.298477859329401
RNU6-4P,0.126000002026558,0.360000014305115,0.0900000035762787,50.0,0.0,Pseudogene,RNU6,0.0467289719626168,0.3551401869158878,0.0093457943925233,0.3831775700934579,2.1865220242805306,1.6762260684875672,1.3160619215907854,1.330939805812636
RNU6-500P,0.0270000007003546,-0.0209999997168779,0.0489999987185001,1.0,0.0,Pseudogene,RNU6,0.0093457943925233,0.1962616822429906,0.0093457943925233,0.3644859813084112,0.437304404856106,0.926335458901024,1.3160619215907854,1.266015912846166
RNU6-501P,0.0345000009983778,0.239999994635582,0.0020000000367872,2.0,0.0,Pseudogene,RNU6,0.04,0.19,0.02,0.16,1.871662852784134,0.8967809466408484,2.8163725122042806,0.5557485237929837
RNU6-502P,0.157000005245209,0.214000001549721,0.462000012397766,2.0,0.0,Pseudogene,RNU6,0.0185185185185185,0.1851851851851851,0.0,0.2777777777777778,0.8665105799926547,0.8740555035485852,0.0,0.9648411871405967
RNU6-503P,0.456000000238419,0.171000003814697,0.200000002980232,0.0,0.0,Pseudogene,RNU6,0.0380952380952381,0.1714285714285714,0.0095238095238095,0.2,1.782536050270604,0.8091256661421189,1.3411297677163243,0.6946856547412297
RNU6-504P,0.440000012516975,0.197999998927116,-0.0089999996125698,8.0,0.0,Pseudogene,RNU6,0.0,0.1346153846153846,0.0,0.2211538461538461,0.0,0.6353711160410869,0.0,0.7681620220696289
RNU6-505P,0.0439999997615814,0.214000001549721,0.428000003099442,2.0,0.0,Pseudogene,RNU6,0.0186915887850467,0.2336448598130841,0.0,0.2523364485981308,0.8746088097122121,1.1027803082155048,0.0,0.8764725550473457
RNU6-506P,0.0590000003576279,0.301999986171722,0.30799999833107,2.0,0.0,Pseudogene,RNU6,0.0425531914893617,0.2659574468085106,0.0,0.2234042553191489,1.9911306944512064,1.2552924785006276,0.0,0.775978656891799
RNU6-507P,0.006000000052154,0.0360000003129244,0.006000000052154,1.0,0.0,Pseudogene,RNU6,0.04,0.26,0.0,0.37,1.871662852784134,1.2271739269822135,0.0,1.2851684612712748
RNU6-508P,0.300000011920929,-0.214000001549721,0.245000004768372,0.0,0.0,Pseudogene,RNU6,0.0097087378640776,0.2621359223300971,0.0,0.3786407766990291,0.4542871001903237,1.2372552661881917,0.0,1.315181579364464
RNU6-509P,0.0120000001043081,0.347000002861023,0.495999991893768,8.0,0.99,Pseudogene,RNU6,0.0467289719626168,0.2523364485981308,0.0186915887850467,0.3551401869158878,2.1865220242805306,1.191002732872745,2.6321238431815708,1.2335539663629311
RNU6-50P,0.916999995708466,0.20100000500679,0.446999996900558,22.0,0.75,Pseudogene,RNU6,0.0,0.203883495145631,0.0097087378640776,0.2815533980582524,0.0,0.9623096514797044,1.3671711224292624,0.9779555333735755
RNU6-510P,0.0425000004470348,0.0175000000745058,0.301000006496906,43.0,1.07,Pseudogene,RNU6,0.0185185185185185,0.6759259259259259,0.0092592592592592,0.5,0.8665105799926547,3.190302587952336,1.3038761630575373,1.736714136853074
RNU6-511P,0.003000000026077,-0.241999998688698,-0.0010000000474974,2.0,0.0,Pseudogene,RNU6,0.0,0.2242990654205607,0.0,0.3364485981308411,0.0,1.0586690958868843,0.0,1.168630073396461
RNU6-512P,0.0199999995529652,0.204999998211861,0.462000012397766,2.0,0.0,Pseudogene,RNU6,0.0388349514563106,0.3106796116504854,0.0097087378640776,0.2621359223300971,1.817148400761295,1.4663766117785972,1.3671711224292624,0.910510324175398
RNU6-513P,0.0020000000949949,0.28600001335144,-0.0080000003799796,25.0,2.93,Pseudogene,RNU6,0.0865384615384615,0.3461538461538461,0.0288461538461538,0.5576923076923077,4.049270594965675,1.6338114412485092,4.062075738756175,1.9371042295668903
RNU6-514P,0.0070000002160668,0.252000004053116,0.0049999998882412,1.0,0.0,Pseudogene,RNU6,0.0093457943925233,0.2616822429906542,0.0093457943925233,0.411214953271028,0.437304404856106,1.235113945201365,1.3160619215907854,1.4283256452623412
RNU6-516P,0.0089999996125698,0.28999999165535,0.0075000002980232,36.0,4.16,Pseudogene,RNU6,0.0192307692307692,0.5480769230769231,0.0192307692307692,0.4038461538461538,0.8998379099923722,2.58686811531014,2.708050492504116,1.4027306489967135
RNU6-517P,0.0329999998211861,-0.0925000011920929,0.0489999987185001,2.0,0.0,Pseudogene,RNU6,0.0272727272727272,0.1545454545454545,0.009090909090909,0.2454545454545454,1.2761337632619096,0.7294390475069101,1.2801693237292184,0.8525687580915091
RNU6-518P,0.0175000000745058,0.284000009298325,-0.0009999999892897,3.0,0.0,Pseudogene,RNU6,0.0208333333333333,0.21875,0.0104166666666666,0.3333333333333333,0.9748244024917364,1.0324780635667663,1.4668606834397295,1.157809424568716
RNU6-519P,0.0224999999627471,0.214000001549721,0.462000012397766,3.0,0.0,Pseudogene,RNU6,0.0277777777777777,0.2962962962962963,0.0092592592592592,0.3425925925925926,1.299765869988982,1.3984888056777365,1.3038761630575373,1.1899707974734026
RNU6-520P,0.0020000000949949,-0.25900000333786,0.0070000002160668,2.0,0.0,Pseudogene,RNU6,0.048076923076923,0.1634615384615384,0.0096153846153846,0.1826923076923076,2.24959477498093,0.7715220694784627,1.354025246252058,0.6345686269270847
RNU6-521P,0.0179999992251396,0.296000003814697,0.003000000026077,0.0,0.0,Pseudogene,RNU6,0.0,0.0,0.0,0.0761904761904762,0.0,0.0,0.0,0.2646421541871351
RNU6-522P,0.006000000052154,-0.0579999983310699,-0.146999999880791,1.0,0.0,Pseudogene,RNU6,0.0093457943925233,0.2242990654205607,0.0,0.3925233644859813,0.437304404856106,1.0586690958868843,0.0,1.3634017522958712
RNU6-523P,0.137999996542931,0.165999993681908,0.303000003099442,2.0,0.0,Pseudogene,RNU6,0.0555555555555555,0.1851851851851851,0.0185185185185185,0.3703703703703703,2.599531739977964,0.8740555035485852,2.6077523261150746,1.286454916187462
RNU6-524P,0.574000000953674,0.284000009298325,0.212999999523163,3.0,0.0,Pseudogene,RNU6,0.0093457943925233,0.2523364485981308,0.0,0.3551401869158878,0.437304404856106,1.191002732872745,0.0,1.2335539663629311
RNU6-525P,0.0665000006556511,0.30799999833107,0.0199999995529652,2.0,0.0,Pseudogene,RNU6,0.0384615384615384,0.2115384615384615,0.0096153846153846,0.3365384615384615,1.7996758199847445,0.9984403252074224,1.354025246252058,1.1689422074972615
RNU6-526P,0.0020000000949949,-0.229000002145767,-0.0034999999916181,1.0,0.0,Pseudogene,RNU6,0.0471698113207547,0.3018867924528302,0.0094339622641509,0.4716981132075472,2.207149590547328,1.4248753869169388,1.3284776000963587,1.6384095630689377
RNU6-527P,0.0240000002086162,0.347000002861023,0.754000008106232,1.0,0.27,Pseudogene,RNU6,0.0384615384615384,0.1923076923076923,0.0096153846153846,0.2980769230769231,1.7996758199847445,0.9076730229158384,1.354025246252058,1.0353488123547172
RNU6-528P,0.0115000000223517,0.30799999833107,0.0084999999962747,2.0,0.0,Pseudogene,RNU6,0.02,0.21,0.0,0.34,0.9358314263920672,0.9911789410240956,0.0,1.1809656130600903
RNU6-529P,0.135499998927116,0.144999995827675,0.11599999666214,76.0,0.0,Pseudogene,RNU6,0.048076923076923,0.2403846153846154,0.0096153846153846,0.2980769230769231,2.24959477498093,1.1345912786447985,1.354025246252058,1.0353488123547172
RNU6-52P,0.0410000011324883,0.185000002384186,0.127000004053116,1.0,,Pseudogene,RNU6,0.0416666666666666,0.2291666666666666,0.0,0.3645833333333333,1.949648804983473,1.0816436856413745,0.0,1.2663540581220332
RNU6-530P,0.0320000015199184,0.0419999994337559,-0.0149999996647239,2.0,3.27,Pseudogene,RNU6,0.0186915887850467,0.1495327102803738,0.0,0.2990654205607476,0.8746088097122121,0.7057793972579229,0.0,1.0387822874635209
RNU6-531P,0.0025000000605359,0.305000007152557,-0.0624999981373549,10.0,1.89,Pseudogene,RNU6,0.0288461538461538,0.2403846153846154,0.0,0.3942307692307692,1.3497568649885583,1.1345912786447985,0.0,1.3693323002110775
RNU6-532P,0.25,0.30799999833107,0.0549999997019768,0.0,0.0,Pseudogene,RNU6,0.0186915887850467,0.1682242990654205,0.0093457943925233,0.3271028037383177,0.8746088097122121,0.7940018219151633,1.3160619215907854,1.136168126913226
RNU6-533P,0.0109999999403954,0.305000007152557,0.0070000002160668,2.0,0.0,Pseudogene,RNU6,0.0654205607476635,0.308411214953271,0.0,0.4672897196261682,3.0611308339927423,1.455670006844466,0.0,1.6230973241617517
RNU6-534P,0.006000000052154,0.0564999990165234,0.17849999666214,2.0,0.37,Pseudogene,RNU6,0.0188679245283018,0.1226415094339622,0.0094339622641509,0.2264150943396226,0.8828598362189312,0.5788556259350064,1.3284776000963587,0.7864365902730902
RNU6-535P,0.0010000000474974,-0.172000005841255,0.0080000003799796,3.0,0.0,Pseudogene,RNU6,0.0373831775700934,0.3177570093457944,0.0186915887850467,0.3644859813084112,1.7492176194244242,1.4997812191730864,2.6321238431815708,1.266015912846166
RNU6-536P,0.0120000001043081,0.301999986171722,0.0399999991059303,2.0,0.0,Pseudogene,RNU6,0.0467289719626168,0.308411214953271,0.0186915887850467,0.3738317757009345,2.1865220242805306,1.455670006844466,2.6321238431815708,1.298477859329401
RNU6-537P,0.0309999994933605,0.263999998569489,0.159999996423721,4.0,0.0,Pseudogene,RNU6,0.0776699029126213,0.4077669902912621,0.029126213592233,0.2718446601941747,3.63429680152259,1.924619302959409,4.101513367287788,0.9442329287744868
RNU6-538P,0.003000000026077,-0.116999998688698,0.0610000006854534,1.0,0.0,Pseudogene,RNU6,0.0,0.2523364485981308,0.0,0.2242990654205607,0.0,1.191002732872745,0.0,0.7790867155976406
RNU6-539P,0.0359999984502792,0.30799999833107,0.0379999987781048,6.0,0.0,Pseudogene,RNU6,0.0485436893203883,0.3106796116504854,0.0,0.4368932038834951,2.271435500951619,1.4663766117785972,0.0,1.5175172069589966
RNU6-53P,0.0020000000949949,-0.025000000372529,0.0610000006854534,9.0,0.37,Pseudogene,RNU6,0.0566037735849056,0.2358490566037736,0.0,0.3584905660377358,2.648579508656794,1.1131838960288585,0.0,1.2451912679323929
RNU6-540P,0.0549999997019768,-0.0439999997615814,0.0160000007599592,9.0,2.77,Pseudogene,RNU6,0.0099009900990099,0.198019801980198,0.0,0.3663366336633663,0.4632828843525085,0.9346336077549228,0.0,1.272444021060668
RNU6-541P,0.0109999999403954,0.30799999833107,0.0469999983906746,5.0,0.35,Pseudogene,RNU6,0.0272727272727272,0.2454545454545454,0.0,0.3272727272727272,1.2761337632619096,1.1585208401580338,0.0,1.1367583441220122
RNU6-542P,0.119000002741814,0.347000002861023,0.0949999988079071,4.0,0.0,Pseudogene,RNU6,0.0388349514563106,0.2815533980582524,0.0097087378640776,0.2427184466019417,1.817148400761295,1.3289038044243535,1.3671711224292624,0.8430651149772205
RNU6-543P,0.519500017166138,0.28600001335144,-0.0189999993890524,0.0,0.0,Pseudogene,RNU6,0.0277777777777777,0.287037037037037,0.0277777777777777,0.3981481481481481,1.299765869988982,1.354786030500307,3.911628489172612,1.3829390349015218
RNU6-544P,0.006000000052154,-0.19200000166893,-0.0109999999403954,0.0,0.0,Pseudogene,RNU6,0.02803738317757,0.616822429906542,0.0,0.3831775700934579,1.3119132145683183,2.911340013688932,0.0,1.330939805812636
RNU6-545P,0.0315000005066395,0.152999997138977,0.456000000238419,0.0,0.0,Pseudogene,RNU6,0.0288461538461538,0.3461538461538461,0.0096153846153846,0.4519230769230769,1.3497568649885583,1.6338114412485092,1.354025246252058,1.5697223929248938
RNU6-546P,0.006000000052154,0.214000001549721,0.412000000476837,0.0,0.0,Pseudogene,RNU6,0.0093457943925233,0.1775700934579439,0.0,0.1495327102803738,0.437304404856106,0.8381130342437836,0.0,0.5193911437317604
RNU6-547P,0.0394999999552965,0.293999999761581,0.074499998241663,2.0,0.0,Pseudogene,RNU6,0.0098039215686274,0.1764705882352941,0.0,0.2647058823529412,0.4587408952902289,0.8329234798521813,0.0,0.9194368959810392
RNU6-548P,0.0230000000447035,-0.186000004410744,0.046000000089407,11.0,2.65,Pseudogene,RNU6,0.0260869565217391,0.2347826086956521,0.008695652173913,0.2695652173913043,1.2206496865983485,1.108150368846815,1.2245097879149047,0.9363154476947008
RNU6-549P,0.0750000029802322,0.305000007152557,0.810000002384186,7.0,5.87,Pseudogene,RNU6,0.0,0.2523364485981308,0.0,0.4205607476635514,0.0,1.191002732872745,0.0,1.4607875917455764
RNU6-54P,0.046000000089407,0.164000004529953,0.199000000953674,0.0,0.0,Pseudogene,RNU6,0.0841121495327102,0.3457943925233644,0.0093457943925233,0.3738317757009345,3.9357396437049545,1.632114856158947,1.3160619215907854,1.298477859329401
RNU6-550P,0.0089999996125698,-0.0410000011324883,0.006000000052154,3.0,0.23,Pseudogene,RNU6,0.0297029702970297,0.1683168316831683,0.0099009900990099,0.2277227722772277,1.3898486530575254,0.7944385665916844,1.3942438179229113,0.7909787157944694
RNU6-551P,0.167999997735023,0.30799999833107,0.791999995708466,0.0,0.0,Pseudogene,RNU6,0.0388349514563106,0.1359223300970873,0.0097087378640776,0.2718446601941747,1.817148400761295,0.6415397676531364,1.3671711224292624,0.9442329287744868
RNU6-552P,0.185000002384186,0.214000001549721,0.453999996185303,1.0,0.0,Pseudogene,RNU6,0.0252100840336134,0.1848739495798319,0.0084033613445378,0.2941176470588235,1.1796194450320174,0.8725865027022851,1.1833497950438154,1.0215965510900435
RNU6-553P,0.0769999995827675,0.078999999910593,0.199000000953674,8.0,0.71,Pseudogene,RNU6,0.0520833333333333,0.5208333333333334,0.0104166666666666,0.3958333333333333,2.4370610062293414,2.458281103730396,1.4668606834397295,1.3748986916753505
RNU6-554P,0.0020000000949949,-0.261000007390976,-0.449000000953674,95.0,0.0,Pseudogene,RNU6,0.0188679245283018,0.4150943396226415,0.0188679245283018,0.3962264150943396,0.8828598362189312,1.9592036570107911,2.656955200192717,1.376264032977908
RNU6-555P,0.036999998614192,-0.0654999986290932,-0.319999992847443,0.0,0.0,Pseudogene,RNU6,0.0,0.1226415094339622,0.0,0.2830188679245283,0.0,0.5788556259350064,0.0,0.9830457378413626
RNU6-556P,0.0480000004172325,0.30799999833107,0.025000000372529,0.0,0.0,Pseudogene,RNU6,0.0285714285714285,0.2285714285714285,0.0,0.3904761904761905,1.336902037702953,1.078834221522825,0.0,1.356291040209067
RNU6-557P,0.0179999992251396,0.261999994516373,0.199000000953674,0.0,0.0,Pseudogene,RNU6,0.0272727272727272,0.1727272727272727,0.009090909090909,0.2909090909090909,1.2761337632619096,0.815255406037135,1.2801693237292184,1.0104518614417886
RNU6-558P,0.0224999999627471,0.30799999833107,0.0005000000237487,2.0,0.0,Pseudogene,RNU6,0.048076923076923,0.4711538461538461,0.0384615384615384,0.4038461538461538,2.24959477498093,2.2237989061438044,5.416100985008232,1.4027306489967135
RNU6-559P,0.100999999791384,0.301999986171722,0.341999991796911,1.0,0.0,Pseudogene,RNU6,0.0510204081632653,0.2040816326530612,0.010204081632653,0.3265306122448979,2.3873250673267017,0.9632448406453796,1.436924751124633,1.1341806608020075
