"gene_name","gene_group","chromosome","start","end","gene_length","flank_length","intergenic_density_1000genomes","intergenic_density_gnomad","intergenic_density_pangenome","intergenic_density_dbsnp","locus_type","gene_type","Gene_group","Gene_Type","source","snp_count","snp_density","flank_count","flank_density","enrichment","enrichment_intergenic","Gene_Type_combined","Gene_group_f","y_num","y_offset","y_pos","q1","q3","iqr","is_outlier"
"RN7SL635P","RN7SL","chr2",65545401,65545696,296,29600,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RN7SL","Pseudogene","gnomad",132,0.445945945945946,1061,0.0358445945945945,12.4410933081998,2.10482014503186,"RN7SL.Pseudogene","RN7SL",5,-0.15,4.85,0.981365288142669,1.3621187108992,0.380753422756536,TRUE
"RN7SL832P","RN7SL","chr2",10690344,10692099,1756,175600,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RN7SL","Pseudogene","gnomad",766,0.43621867881549,5829,0.0331947608200455,13.1411905987305,2.05890841963461,"RN7SL.Pseudogene","RN7SL",5,-0.15,4.85,0.981365288142669,1.3621187108992,0.380753422756536,TRUE
"RN7SL835P","RN7SL","chr19",16907462,16907723,262,26200,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RN7SL","Pseudogene","gnomad",114,0.435114503816794,2076,0.079236641221374,5.49132947976879,2.05369682436836,"RN7SL.Pseudogene","RN7SL",5,-0.15,4.85,0.981365288142669,1.3621187108992,0.380753422756536,TRUE
"RN7SL693P","RN7SL","chr19",58490797,58491075,279,27899,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RN7SL","Pseudogene","gnomad",121,0.433691756272401,1037,0.0371697910319366,11.6678556492225,2.04698159863314,"RN7SL.Pseudogene","RN7SL",5,-0.15,4.85,0.981365288142669,1.3621187108992,0.380753422756536,TRUE
"RN7SL673P","RN7SL","chr15",30091662,30091898,237,23699,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RN7SL","Pseudogene","gnomad",102,0.430379746835443,1086,0.045824718342546,9.39186889526074,2.03134924622178,"RN7SL.Pseudogene","RN7SL",5,-0.15,4.85,0.981365288142669,1.3621187108992,0.380753422756536,TRUE
"RN7SL531P","RN7SL","chr2",43492032,43492313,282,28200,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RN7SL","Pseudogene","gnomad",120,0.425531914893617,618,0.0219148936170212,19.4174757281553,2.008467965601,"RN7SL.Pseudogene","RN7SL",5,-0.15,4.85,0.981365288142669,1.3621187108992,0.380753422756536,TRUE
"RN7SL525P","RN7SL","chr19",58543299,58543578,280,28000,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RN7SL","Pseudogene","gnomad",119,0.425,1375,0.0491071428571428,8.65454545454545,2.005957380644,"RN7SL.Pseudogene","RN7SL",5,-0.15,4.85,0.981365288142669,1.3621187108992,0.380753422756536,TRUE
"RN7SL151P","RN7SL","chr9",21699314,21699596,283,28299,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RN7SL","Pseudogene","gnomad",119,0.420494699646643,1138,0.0402134351037139,10.4565725002639,1.98469281477145,"RN7SL.Pseudogene","RN7SL",5,-0.15,4.85,0.981365288142669,1.3621187108992,0.380753422756536,TRUE
"RN7SL670P","RN7SL","chr2",203259604,203259897,294,29400,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RN7SL","Pseudogene","gnomad",123,0.418367346938775,653,0.0222108843537414,18.8361408882083,1.97465192332303,"RN7SL.Pseudogene","RN7SL",5,-0.15,4.85,0.981365288142669,1.3621187108992,0.380753422756536,TRUE
"RN7SL185P","RN7SL","chr15",32394365,32394613,249,24899,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RN7SL","Pseudogene","gnomad",104,0.417670682730924,1141,0.0458251335394995,9.11444551210979,1.97136373812404,"RN7SL.Pseudogene","RN7SL",5,-0.15,4.85,0.981365288142669,1.3621187108992,0.380753422756536,TRUE
"RN7SL5P","RN7SL","chr9",9442060,9442380,321,32099,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RN7SL","Pseudogene","gnomad",133,0.414330218068536,963,0.0300009346085547,13.8105770195036,1.95559707990216,"RN7SL.Pseudogene","RN7SL",5,-0.15,4.85,0.981365288142669,1.3621187108992,0.380753422756536,TRUE
"RN7SL174P","RN7SL","chr5",119306343,119306631,289,28899,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RN7SL","Pseudogene","gnomad",119,0.411764705882353,9005,0.31160247759438,1.32144233595715,1.94348811965509,"RN7SL.Pseudogene","RN7SL",5,-0.15,4.85,0.981365288142669,1.3621187108992,0.380753422756536,TRUE
"RN7SL722P","RN7SL","chr9",61789143,61789426,284,28400,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RN7SL","Pseudogene","gnomad",6,0.0211267605633802,147,0.0051760563380281,4.08163265306122,0.099716191249909,"RN7SL.Pseudogene","RN7SL",5,-0.15,4.85,0.981365288142669,1.3621187108992,0.380753422756536,TRUE
"RN7SL640P","RN7SL","chr9",39191100,39191360,261,26099,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RN7SL","Pseudogene","gnomad",4,0.0153256704980842,3,0.0001149469328326,133.328224776501,0.0723356278798829,"RN7SL.Pseudogene","RN7SL",5,-0.15,4.85,0.981365288142669,1.3621187108992,0.380753422756536,TRUE
"RN7SL656P","RN7SL","chr17",46319679,46319959,281,28099,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RN7SL","Pseudogene","gnomad",2,0.0071174377224199,647,0.023025730453041,0.309108010142624,0.0335935923072054,"RN7SL.Pseudogene","RN7SL",5,-0.15,4.85,0.981365288142669,1.3621187108992,0.380753422756536,TRUE
"RN7SL199P","RN7SL","chr17",46537534,46537814,281,28099,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RN7SL","Pseudogene","gnomad",2,0.0071174377224199,533,0.0189686465710523,0.375221168034292,0.0335935923072054,"RN7SL.Pseudogene","RN7SL",5,-0.15,4.85,0.981365288142669,1.3621187108992,0.380753422756536,TRUE
"RN7SL331P","RN7SL","chr15",84205454,84205700,247,24699,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RN7SL","Pseudogene","gnomad",0,0,78,0.0031580225920077,0,0,"RN7SL.Pseudogene","RN7SL",5,-0.15,4.85,0.981365288142669,1.3621187108992,0.380753422756536,TRUE
"RN7SL763P","RN7SL","chr9",39886861,39887144,284,28400,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RN7SL","Pseudogene","gnomad",0,0,11,0.0003873239436619,0,0,"RN7SL.Pseudogene","RN7SL",5,-0.15,4.85,0.981365288142669,1.3621187108992,0.380753422756536,TRUE
"RN7SL544P","RN7SL","chr9",62363581,62363864,284,28400,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RN7SL","Pseudogene","gnomad",0,0,246,0.0086619718309859,0,0,"RN7SL.Pseudogene","RN7SL",5,-0.15,4.85,0.981365288142669,1.3621187108992,0.380753422756536,TRUE
"TRS-ACT1-1","TRNA","chr6",27293892,27293965,74,7400,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","TRNA","Pseudogene","gnomad",90,1.21621621621622,756,0.102162162162162,11.9047619047619,5.74041857735963,"TRNA.Pseudogene","TRNA",4,-0.15,3.85,0.958959012341418,1.72079677261128,0.76183776026986,TRUE
"TRV-CAC11-2","TRNA","chr1",16860198,16860270,73,7299,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","TRNA","Pseudogene","gnomad",88,1.20547945205479,843,0.115495273325113,10.4374786720616,5.68974212720942,"TRNA.Pseudogene","TRNA",4,-0.15,3.85,0.958959012341418,1.72079677261128,0.76183776026986,TRUE
"TRV-CAC11-1","TRNA","chr1",16547665,16547737,73,7299,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","TRNA","Pseudogene","gnomad",82,1.12328767123288,1018,0.139471160432936,8.05390639717954,5.3018051639906,"TRNA.Pseudogene","TRNA",4,-0.15,3.85,0.958959012341418,1.72079677261128,0.76183776026986,TRUE
"TRQ-CTG9-1","TRNA","chr1",148353561,148353632,72,7200,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","TRNA","Pseudogene","gnomad",58,0.805555555555556,241,0.0334722222222222,24.0663900414938,3.80214144043635,"TRNA.Pseudogene","TRNA",4,-0.15,3.85,0.958959012341418,1.72079677261128,0.76183776026986,TRUE
"TRE-TTC6-1","TRNA","chr1",148308922,148308993,72,7200,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","TRNA","Pseudogene","gnomad",54,0.75,191,0.0265277777777777,28.2722513089005,3.53992478937177,"TRNA.Pseudogene","TRNA",4,-0.15,3.85,0.958959012341418,1.72079677261128,0.76183776026986,TRUE
"TRA-TGC9-1","TRNA","chr6",28634082,28634153,72,7200,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","TRNA","Pseudogene","gnomad",52,0.722222222222222,210,0.0291666666666666,24.7619047619048,3.40881646383948,"TRNA.Pseudogene","TRNA",4,-0.15,3.85,0.958959012341418,1.72079677261128,0.76183776026986,TRUE
"TRK-CTT14-1","TRNA","chr16",3196153,3196225,73,7299,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","TRNA","Pseudogene","gnomad",46,0.63013698630137,219,0.0300041101520756,21.0016888722087,2.97418338467765,"TRNA.Pseudogene","TRNA",4,-0.15,3.85,0.958959012341418,1.72079677261128,0.76183776026986,TRUE
"TRMT112P8","TRNA","chr22",35501861,35503586,1726,172600,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","TRNA","Pseudogene","gnomad",1066,0.617612977983778,4100,0.0237543453070683,26,2.91507132133666,"TRNA.Pseudogene","TRNA",4,-0.15,3.85,0.958959012341418,1.72079677261128,0.76183776026986,TRUE
"TRE-TTC10-1","TRNA","chr1",145176839,145177111,273,27299,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","TRNA","Pseudogene","gnomad",168,0.615384615384615,1076,0.0394153632001172,15.6128109808407,2.90455367333068,"TRNA.Pseudogene","TRNA",4,-0.15,3.85,0.958959012341418,1.72079677261128,0.76183776026986,TRUE
"RN7SKP261","RN7SK","chr12",80343515,80343792,278,27800,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RN7SK","Pseudogene","gnomad",448,1.61151079136691,1560,0.056115107913669,28.7179487179487,7.60616933159977,"RN7SK.Pseudogene","RN7SK",3,-0.15,2.85,0.981213561907644,1.25273590792302,0.271522346015377,TRUE
"RN7SKP247","RN7SK","chr1",81251789,81252096,308,30800,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RN7SK","Pseudogene","gnomad",274,0.88961038961039,687,0.0223051948051948,39.8835516739447,4.198871828086,"RN7SK.Pseudogene","RN7SK",3,-0.15,2.85,0.981213561907644,1.25273590792302,0.271522346015377,TRUE
"RN7SKP221","RN7SK","chr22",21545344,21545644,301,30099,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RN7SK","Pseudogene","gnomad",188,0.624584717607973,706,0.0234559287683976,26.6280105032329,2.94797723323098,"RN7SK.Pseudogene","RN7SK",3,-0.15,2.85,0.981213561907644,1.25273590792302,0.271522346015377,TRUE
"RN7SKP63","RN7SK","chr22",21389191,21389491,301,30099,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RN7SK","Pseudogene","gnomad",161,0.534883720930233,722,0.0239875078906275,22.2984281388907,2.52459752420312,"RN7SK.Pseudogene","RN7SK",3,-0.15,2.85,0.981213561907644,1.25273590792302,0.271522346015377,TRUE
"RN7SKP176","RN7SK","chr16",81961926,81962243,318,31800,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RN7SK","Pseudogene","gnomad",158,0.49685534591195,913,0.0287106918238993,17.3055859802848,2.34510740763413,"RN7SK.Pseudogene","RN7SK",3,-0.15,2.85,0.981213561907644,1.25273590792302,0.271522346015377,TRUE
"RN7SKP159","RN7SK","chr8",5910945,5911236,292,29200,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RN7SK","Pseudogene","gnomad",145,0.496575342465753,1160,0.0397260273972602,12.5,2.34378581944706,"RN7SK.Pseudogene","RN7SK",3,-0.15,2.85,0.981213561907644,1.25273590792302,0.271522346015377,TRUE
"RN7SKP80","RN7SK","chr22",42565048,42565330,283,28299,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RN7SK","Pseudogene","gnomad",132,0.46643109540636,1435,0.0507085056009046,9.19828123268613,2.20150799621707,"RN7SK.Pseudogene","RN7SK",3,-0.15,2.85,0.981213561907644,1.25273590792302,0.271522346015377,TRUE
"RN7SKP188","RN7SK","chr4",167662986,167663302,317,31699,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RN7SK","Pseudogene","gnomad",139,0.438485804416404,1192,0.0376037098962112,11.6607059682849,2.06960902512167,"RN7SK.Pseudogene","RN7SK",3,-0.15,2.85,0.981213561907644,1.25273590792302,0.271522346015377,TRUE
"RN7SKP64","RN7SK","chr5",139333038,139333365,328,32800,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RN7SK","Pseudogene","gnomad",139,0.423780487804878,917,0.0279573170731707,15.1581243184297,2.00020140537673,"RN7SK.Pseudogene","RN7SK",3,-0.15,2.85,0.981213561907644,1.25273590792302,0.271522346015377,TRUE
"RN7SKP281","RN7SK","chr2",157298807,157299158,352,35200,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RN7SK","Pseudogene","gnomad",139,0.394886363636364,640,0.0181818181818181,21.71875,1.86382403682832,"RN7SK.Pseudogene","RN7SK",3,-0.15,2.85,0.981213561907644,1.25273590792302,0.271522346015377,TRUE
"RN7SKP203","RN7SK","chr2",76445079,76445410,332,33200,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RN7SK","Pseudogene","gnomad",129,0.38855421686747,920,0.0277108433734939,14.0217391304348,1.83393693907212,"RN7SK.Pseudogene","RN7SK",3,-0.15,2.85,0.981213561907644,1.25273590792302,0.271522346015377,TRUE
"RN7SKP187","RN7SK","chr7",112288623,112288952,330,33000,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RN7SK","Pseudogene","gnomad",122,0.36969696969697,708,0.0214545454545454,17.2316384180791,1.7449326234479,"RN7SK.Pseudogene","RN7SK",3,-0.15,2.85,0.981213561907644,1.25273590792302,0.271522346015377,TRUE
"RN7SKP38","RN7SK","chr2",218500729,218501037,309,30899,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RN7SK","Pseudogene","gnomad",112,0.362459546925566,671,0.0217159131363474,16.690965037933,1.7107727137417,"RN7SK.Pseudogene","RN7SK",3,-0.15,2.85,0.981213561907644,1.25273590792302,0.271522346015377,TRUE
"RN7SKP85","RN7SK","chr8",98921233,98921550,318,31800,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RN7SK","Pseudogene","gnomad",115,0.361635220125786,567,0.0178301886792452,20.2821869488536,1.70688197391092,"RN7SK.Pseudogene","RN7SK",3,-0.15,2.85,0.981213561907644,1.25273590792302,0.271522346015377,TRUE
"RN7SKP35","RN7SK","chr4",151576766,151576916,151,15099,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RN7SK","Pseudogene","gnomad",18,0.119205298013245,3126,0.207033578382674,0.575777605470885,0.562637052615381,"RN7SK.Pseudogene","RN7SK",3,-0.15,2.85,0.981213561907644,1.25273590792302,0.271522346015377,TRUE
"RN7SKP88","RN7SK","chr1",148839483,148839732,250,25000,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RN7SK","Pseudogene","gnomad",0,0,423,0.01692,0,0,"RN7SK.Pseudogene","RN7SK",3,-0.15,2.85,0.981213561907644,1.25273590792302,0.271522346015377,TRUE
"RNU7-1","RNU7","chr12",6943816,6943878,63,6299,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"RNA, small nuclear","functional","RNU7","Functional","gnomad",161,2.55555555555556,653,0.103667248769646,24.6515228858261,12.0619659489705,"RNU7.Functional","RNU7",2,0.15,2.15,0.941596156095521,1.27274445198566,0.331148295890143,TRUE
"RNU7-40P","RNU7","chr12",56352387,56352450,64,6400,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU7","Pseudogene","gnomad",69,1.078125,340,0.053125,20.2941176470588,5.08864188472192,"RNU7.Pseudogene","RNU7",2,-0.15,1.85,0.818447284861544,1.29864845772756,0.480201172866012,TRUE
"RNU7-41P","RNU7","chr14",34845300,34845360,61,6099,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU7","Pseudogene","gnomad",43,0.704918032786885,214,0.0350877192982456,20.0901639344262,3.3271424249833,"RNU7.Pseudogene","RNU7",2,-0.15,1.85,0.818447284861544,1.29864845772756,0.480201172866012,TRUE
"RNU7-49P","RNU7","chr11",14478892,14478953,62,6200,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU7","Pseudogene","gnomad",40,0.645161290322581,220,0.0354838709677419,18.1818181818182,3.04509659300797,"RNU7.Pseudogene","RNU7",2,-0.15,1.85,0.818447284861544,1.29864845772756,0.480201172866012,TRUE
"RNU7-180P","RNU7","chr5",146245191,146245253,63,6299,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU7","Pseudogene","gnomad",34,0.53968253968254,1567,0.248769645975552,2.16940671184449,2.54724746748445,"RNU7.Pseudogene","RNU7",2,-0.15,1.85,0.818447284861544,1.29864845772756,0.480201172866012,TRUE
"RNU7-128P","RNU7","chr3",48180328,48180389,62,6200,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU7","Pseudogene","gnomad",32,0.516129032258065,140,0.0225806451612903,22.8571428571429,2.43607727440638,"RNU7.Pseudogene","RNU7",2,-0.15,1.85,0.818447284861544,1.29864845772756,0.480201172866012,TRUE
"RNU7-115P","RNU7","chr17",64825765,64825819,55,5499,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU7","Pseudogene","gnomad",28,0.509090909090909,146,0.0265502818694308,19.1745952677459,2.40285803884629,"RNU7.Pseudogene","RNU7",2,-0.15,1.85,0.818447284861544,1.29864845772756,0.480201172866012,TRUE
"RNU7-10P","RNU7","chr3",17664963,17665025,63,6299,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU7","Pseudogene","gnomad",32,0.507936507936508,221,0.0350849341165264,14.4773396538102,2.39740938116183,"RNU7.Pseudogene","RNU7",2,-0.15,1.85,0.818447284861544,1.29864845772756,0.480201172866012,TRUE
"RNU7-36P","RNU7","chr9",34018266,34018320,55,5499,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU7","Pseudogene","gnomad",27,0.490909090909091,217,0.0394617203127841,12.4401340594889,2.31704168031607,"RNU7.Pseudogene","RNU7",2,-0.15,1.85,0.818447284861544,1.29864845772756,0.480201172866012,TRUE
"RNU7-172P","RNU7","chr2",54166944,54167007,64,6400,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU7","Pseudogene","gnomad",31,0.484375,158,0.0246875,19.620253164557,2.28620142646927,"RNU7.Pseudogene","RNU7",2,-0.15,1.85,0.818447284861544,1.29864845772756,0.480201172866012,TRUE
"RNU7-99P","RNU7","chr16",6748908,6748969,62,6200,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU7","Pseudogene","gnomad",30,0.483870967741935,211,0.0340322580645161,14.218009478673,2.28382244475598,"RNU7.Pseudogene","RNU7",2,-0.15,1.85,0.818447284861544,1.29864845772756,0.480201172866012,TRUE
"RNY3P8","RNY","chr13",95310830,95310955,126,12600,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNY","Pseudogene","gnomad",85,0.674603174603175,309,0.0245238095238095,27.5080906148867,3.18405933435556,"RNY.Pseudogene","RNY",1,-0.15,0.85,0.903129006038975,1.32041759806458,0.417288592025604,TRUE
"RNY1P10","RNY","chr16",28183318,28183430,113,11299,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNY","Pseudogene","gnomad",68,0.601769911504425,184,0.0162846269581378,36.953251250481,2.84029363631009,"RNY.Pseudogene","RNY",1,-0.15,0.85,0.903129006038975,1.32041759806458,0.417288592025604,TRUE
"RNY4P34","RNY","chr2",200373175,200373269,95,9499,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNY","Pseudogene","gnomad",54,0.568421052631579,233,0.0245288977787135,23.1735260899029,2.68289036668176,"RNY.Pseudogene","RNY",1,-0.15,0.85,0.903129006038975,1.32041759806458,0.417288592025604,TRUE
"RNY3P6","RNY","chr13",99536319,99536396,78,7800,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNY","Pseudogene","gnomad",44,0.564102564102564,208,0.0266666666666666,21.1538461538462,2.66250753388646,"RNY.Pseudogene","RNY",1,-0.15,0.85,0.903129006038975,1.32041759806458,0.417288592025604,TRUE
"RNY4P24","RNY","chr13",52400004,52400099,96,9600,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNY","Pseudogene","gnomad",52,0.541666666666667,152,0.0158333333333333,34.2105263157895,2.55661234787961,"RNY.Pseudogene","RNY",1,-0.15,0.85,0.903129006038975,1.32041759806458,0.417288592025604,TRUE
"RNY1P9","RNY","chr22",20475203,20475311,109,10899,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNY","Pseudogene","gnomad",50,0.458715596330275,274,0.0251399210936783,18.2465010379696,2.16509161429466,"RNY.Pseudogene","RNY",1,-0.15,0.85,0.903129006038975,1.32041759806458,0.417288592025604,TRUE
"RNY1P1","RNY","chr13",27402476,27402587,112,11200,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNY","Pseudogene","gnomad",49,0.4375,228,0.0203571428571428,21.4912280701754,2.06495612713353,"RNY.Pseudogene","RNY",1,-0.15,0.85,0.903129006038975,1.32041759806458,0.417288592025604,TRUE
"SNORD13","RNU1","chr8",33513475,33513578,104,10400,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"RNA, small nucleolar","functional","RNU1","Functional","1000genomes",45,0.432692307692308,78,0.0075,57.6923076923077,20.2463529748284,"RNU1.Functional","RNU1",14,0.15,14.15,1.11288776809351,3.4530138129165,2.34012604482299,TRUE
"RNVU1-14","RNU1","chr1",145281116,145281279,164,16400,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"RNA, small nuclear","functional","RNU1","Functional","1000genomes",53,0.323170731707317,40,0.0024390243902439,132.5,15.1216663410913,"RNU1.Functional","RNU1",14,0.15,14.15,1.11288776809351,3.4530138129165,2.34012604482299,TRUE
"RNVU1-15","RNU1","chr1",144412576,144412740,165,16499,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"RNA, small nuclear","functional","RNU1","Functional","1000genomes",36,0.218181818181818,36,0.0021819504212376,99.9939393939394,10.2090701060953,"RNU1.Functional","RNU1",14,0.15,14.15,1.11288776809351,3.4530138129165,2.34012604482299,TRUE
"RNVU1-22","RNU1","chr1",148263476,148263632,157,15699,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"RNA, small nuclear","functional","RNU1","Functional","1000genomes",34,0.21656050955414,115,0.0073253073444168,29.5633342564387,10.1332065278122,"RNU1.Functional","RNU1",14,0.15,14.15,1.11288776809351,3.4530138129165,2.34012604482299,TRUE
"RNVU1-6","RNU1","chr1",146052081,146052244,164,16400,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"RNA, small nuclear","functional","RNU1","Functional","1000genomes",28,0.170731707317073,61,0.0037195121951219,45.9016393442623,7.98880485944448,"RNU1.Functional","RNU1",14,0.15,14.15,1.11288776809351,3.4530138129165,2.34012604482299,TRUE
"RNVU1-19","RNU1","chr1",120850819,120850985,167,16699,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"RNA, small nuclear","functional","RNU1","Functional","1000genomes",28,0.167664670658683,37,0.0022157015390143,75.6711441980903,7.84529339490356,"RNU1.Functional","RNU1",14,0.15,14.15,1.11288776809351,3.4530138129165,2.34012604482299,TRUE
"RNVU1-21","RNU1","chr1",148334612,148334767,156,15600,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"RNA, small nuclear","functional","RNU1","Functional","1000genomes",26,0.166666666666667,111,0.0071153846153846,23.4234234234234,7.79859521993389,"RNU1.Functional","RNU1",14,0.15,14.15,1.11288776809351,3.4530138129165,2.34012604482299,TRUE
"RNVU1-8","RNU1","chr1",147084616,147084756,141,14099,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"RNA, small nuclear","functional","RNU1","Functional","1000genomes",23,0.163120567375887,141,0.010000709270161,16.3108998541321,7.63266766206296,"RNU1.Functional","RNU1",14,0.15,14.15,1.11288776809351,3.4530138129165,2.34012604482299,TRUE
"RNU1-108P","RNU1","chr17",58666537,58666697,161,16099,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU1","Pseudogene","1000genomes",24,0.149068322981366,52,0.0032300142866016,46.1509794553273,6.97514106627628,"RNU1.Pseudogene","RNU1",14,-0.15,13.85,0.73840519524291,1.74398964833965,1.00558445309674,TRUE
"RNU1-152P","RNU1","chr6",32576277,32576423,147,14699,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU1","Pseudogene","1000genomes",12,0.0816326530612244,52,0.0035376556228314,23.0753532182104,3.81972010772272,"RNU1.Pseudogene","RNU1",14,-0.15,13.85,0.73840519524291,1.74398964833965,1.00558445309674,TRUE
"RNU1-136P","RNU1","chr6",53219261,53219424,164,16400,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"pseudogene","pseudogene","RNU1","Pseudogene","1000genomes",12,0.073170731707317,47,0.0028658536585365,25.531914893617,3.42377351119049,"RNU1.Pseudogene","RNU1",14,-0.15,13.85,0.73840519524291,1.74398964833965,1.00558445309674,TRUE
"RNU2-2","RNU2","chr11",62841619,62841809,191,19099,0.0213713703515028,0.211868908133809,0.0071013333333333,0.2879,"RNA, small nuclear","functional","RNU2","Functional","1000genomes",57,0.298429319371728,180,0.0094245772029949,31.6650087260035,13.9639767812429,"RNU2.Functional","RNU2",13,0.15,13.15,0.935831426392067,2.79601808554152,1.86018665914945,TRUE
