Gene,Max Expression,Location
RNU6-663P,1.0,Brain Hippocampus
RNU6-664P,1.0,Testis
RNU6-665P,7.0,Nerve Tibial
RNU6-666P,3.0,Nerve Tibial
RNU6-667P,4.0,Brain Cortex
RNU6-668P,0.0,Esophagus Muscularis
RNU6-669P,2.0,Testis
RNU6-670P,1.0,Brain Spinal cord cervical c-1
RNU6-672P,1.0,Artery Coronary
RNU6-673P,0.0,Esophagus Muscularis
RNU6-674P,2.0,Artery Coronary
RNU6-675P,1.0,Esophagus Gastroesophageal Junction
RNU6-677P,2.0,Artery Coronary
RNU6-678P,21.0,Brain Cortex
RNU6-679P,0.0,Esophagus Muscularis
RNU6-680P,4.0,Small Intestine Terminal Ileum
RNU6-681P,2.0,Skin Not Sun Exposed Suprapubic
RNU6-682P,1.0,Pancreas
RNU6-684P,1.0,Uterus
RNU6-685P,0.0,Esophagus Muscularis
RNU6-686P,4.0,Brain Cortex
RNU6-687P,1.0,Testis
RNU6-689P,31.0,Brain Cortex
RNU6-690P,0.0,Esophagus Muscularis
RNU6-692P,0.0,Esophagus Muscularis
RNU6-693P,1.0,Brain Putamen basal ganglia
RNU6-694P,4.0,Adipose Subcutaneous
RNU6-695P,2.0,Lung
RNU6-696P,5.0,Brain Cortex
RNU6-697P,1.0,Stomach
RNU6-698P,1.0,Brain Cerebellum
RNU6-699P,0.0,Esophagus Muscularis
RNU6-700P,0.0,Esophagus Muscularis
RNU6-701P,4.0,Testis
RNU6-702P,8.0,Artery Coronary
RNU6-703P,19.0,Brain Cortex
RNU6-704P,7.0,Testis
RNU6-705P,5.0,Adipose Subcutaneous
RNU6-706P,0.0,Esophagus Muscularis
RNU6-707P,0.0,Esophagus Muscularis
RNU6-708P,11.0,Testis
RNU6-709P,3.0,Heart Left Ventricle
RNU6-710P,1.0,Whole Blood
RNU6-711P,3.0,Brain Cortex
RNU6-712P,0.0,Esophagus Muscularis
RNU6-713P,0.0,Esophagus Muscularis
RNU6-714P,5.0,Brain Caudate basal ganglia
RNU6-715P,0.0,Esophagus Muscularis
RNU6-716P,1.0,Colon Transverse
RNU6-717P,1.0,Testis
RNU6-718P,2.0,Brain Nucleus accumbens basal ganglia
RNU6-719P,0.0,Esophagus Muscularis
RNU6-720P,17.0,Testis
RNU6-721P,1.0,Testis
RNU6-722P,25.0,Small Intestine Terminal Ileum
RNU6-723P,2.0,Lung
RNU6-724P,3.0,Thyroid
RNU6-725P,12.0,Testis
RNU6-726P,11.0,Brain Substantia nigra
RNU6-727P,1.0,Thyroid
RNU6-728P,2.0,Kidney Medulla
RNU6-729P,19.0,Brain Cerebellum
RNU6-730P,1.0,Kidney Cortex
RNU6-731P,1.0,Small Intestine Terminal Ileum
RNU6-732P,1.0,Testis
RNU6-733P,4.0,Brain Cortex
RNU6-735P,3.0,Adrenal Gland
RNU6-737P,1.0,Brain Caudate basal ganglia
RNU6-738P,0.0,Esophagus Muscularis
RNU6-739P,1.0,Skin Sun Exposed Lower leg
RNU6-740P,2.0,Heart Atrial Appendage
RNU6-741P,0.0,Esophagus Muscularis
RNU6-742P,3.0,Thyroid
RNU6-743P,0.0,Esophagus Muscularis
RNU6-744P,3.0,Brain Putamen basal ganglia
RNU6-745P,1.0,Small Intestine Terminal Ileum
RNU6-746P,1.0,Brain Spinal cord cervical c-1
RNU6-747P,5.0,Brain Nucleus accumbens basal ganglia
RNU6-748P,7.0,Adipose Subcutaneous
RNU6-749P,0.0,Esophagus Muscularis
RNU6-750P,2.0,Esophagus Gastroesophageal Junction
RNU6-751P,0.0,Esophagus Muscularis
RNU6-752P,0.0,Esophagus Muscularis
RNU6-753P,1.0,Cells EBV-transformed lymphocytes
RNU6-754P,1.0,Testis
RNU6-755P,0.0,Esophagus Muscularis
RNU6-756P,1.0,Brain Hypothalamus
RNU6-757P,8.0,Testis
RNU6-758P,6.0,Brain Putamen basal ganglia
RNU6-759P,5.0,Adipose Subcutaneous
RNU6-760P,5.0,Brain Caudate basal ganglia
RNU6-761P,3.0,Small Intestine Terminal Ileum
RNU6-762P,28.0,Testis
RNU6-763P,0.0,Esophagus Muscularis
RNU6-764P,3.0,Brain Frontal Cortex BA9
RNU6-765P,1.0,Testis
RNU6-766P,5.0,Brain Cortex
RNU6-767P,9.0,Artery Coronary
RNU6-768P,2.0,Thyroid
RNU6-769P,2.0,Adipose Visceral Omentum
RNU6-770P,13.0,Brain Cortex
RNU6-771P,6.0,Nerve Tibial
RNU6-772P,0.0,Esophagus Muscularis
RNU6-774P,0.0,Esophagus Muscularis
RNU6-775P,0.0,Esophagus Muscularis
RNU6-776P,588.0,Pancreas
RNU6-777P,1.0,Cells EBV-transformed lymphocytes
RNU6-778P,1.0,Brain Hypothalamus
RNU6-780P,6.0,Skin Sun Exposed Lower leg
RNU6-781P,5.0,Brain Nucleus accumbens basal ganglia
RNU6-782P,2.0,Cervix Ectocervix
RNU6-783P,0.0,Esophagus Muscularis
RNU6-784P,2.0,Esophagus Muscularis
RNU6-785P,1.0,Thyroid
RNU6-786P,4.0,Vagina
RNU6-787P,2.0,Skin Sun Exposed Lower leg
RNU6-788P,0.0,Esophagus Muscularis
RNU6-789P,4.0,Adipose Subcutaneous
RNU6-790P,7.0,Brain Cortex
RNU6-791P,1.0,Brain Caudate basal ganglia
RNU6-792P,3.0,Colon Sigmoid
RNU6-793P,0.0,Esophagus Muscularis
RNU6-794P,10.0,Nerve Tibial
RNU6-795P,3.0,Colon Transverse
RNU6-796P,5.0,Kidney Cortex
RNU6-797P,0.0,Esophagus Muscularis
RNU6-798P,2.0,Lung
RNU6-799P,2.0,Brain Caudate basal ganglia
RNU6-800P,2.0,Uterus
RNU6-801P,0.0,Esophagus Muscularis
RNU6-803P,0.0,Esophagus Muscularis
RNU6-804P,0.0,Esophagus Muscularis
RNU6-805P,3.0,Skin Sun Exposed Lower leg
RNU6-806P,1.0,Artery Coronary
RNU6-807P,12.0,Nerve Tibial
RNU6-808P,15.0,Testis
RNU6-809P,3.0,Artery Aorta
RNU6-810P,4.0,Testis
RNU6-811P,0.0,Esophagus Muscularis
RNU6-812P,1.0,Brain Nucleus accumbens basal ganglia
RNU6-813P,3.0,Artery Aorta
RNU6-815P,0.0,Esophagus Muscularis
RNU6-816P,0.0,Esophagus Muscularis
RNU6-817P,15.0,Kidney Medulla
RNU6-818P,0.0,Esophagus Muscularis
RNU6-819P,1.0,Testis
RNU6-820P,7.0,Testis
RNU6-821P,3.0,Brain Nucleus accumbens basal ganglia
RNU6-822P,2.0,Cervix Ectocervix
RNU6-823P,11.0,Testis
RNU6-824P,6.0,Nerve Tibial
RNU6-826P,1.0,Testis
RNU6-827P,6.0,Nerve Tibial
RNU6-828P,21.0,Artery Aorta
RNU6-829P,1.0,Brain Amygdala
RNU6-830P,1.0,Adipose Subcutaneous
RNU6-831P,3.0,Testis
RNU6-832P,1.0,Testis
RNU6-833P,25.0,Pituitary
RNU6-834P,13.0,Testis
RNU6-835P,0.0,Esophagus Muscularis
RNU6-836P,1.0,Brain Nucleus accumbens basal ganglia
RNU6-837P,1.0,Vagina
RNU6-838P,3.0,Artery Aorta
RNU6-839P,0.0,Esophagus Muscularis
RNU6-840P,10.0,Brain Nucleus accumbens basal ganglia
RNU6-841P,2.0,Cells EBV-transformed lymphocytes
RNU6-842P,2.0,Cells Cultured fibroblasts
RNU6-843P,1.0,Skin Not Sun Exposed Suprapubic
RNU6-844P,11.0,Kidney Medulla
RNU6-845P,0.0,Esophagus Muscularis
RNU6-847P,2.0,Brain Caudate basal ganglia
RNU6-848P,1.0,Prostate
RNU6-849P,0.0,Esophagus Muscularis
RNU6-850P,76.0,Kidney Cortex
RNU6-851P,2.0,Brain Caudate basal ganglia
RNU6-853P,13.0,Adipose Subcutaneous
RNU6-854P,2.0,Artery Coronary
RNU6-855P,2.0,Ovary
RNU6-856P,20.0,Testis
RNU6-857P,2.0,Skin Not Sun Exposed Suprapubic
RNU6-858P,5.0,Testis
RNU6-859P,4.0,Brain Spinal cord cervical c-1
RNU6-860P,2.0,Brain Spinal cord cervical c-1
RNU6-861P,2.0,Bladder
RNU6-862P,2.0,Testis
RNU6-863P,5.0,Testis
RNU6-864P,2.0,Artery Tibial
RNU6-865P,2.0,Bladder
RNU6-866P,3.0,Skin Sun Exposed Lower leg
RNU6-867P,0.0,Esophagus Muscularis
RNU6-869P,2.0,Colon Sigmoid
RNU6-871P,3.0,Brain Cortex
RNU6-873P,4.0,Minor Salivary Gland
RNU6-874P,2.0,Testis
RNU6-875P,10.0,Testis
RNU6-876P,3.0,Brain Cortex
RNU6-877P,4.0,Lung
RNU6-878P,8.0,Lung
RNU6-879P,2.0,Esophagus Mucosa
RNU6-880P,6.0,Artery Aorta
RNU6-881P,1.0,Adipose Subcutaneous
RNU6-882P,28.0,Nerve Tibial
RNU6-883P,15.0,Nerve Tibial
RNU6-884P,4.0,Testis
RNU6-885P,17.0,Brain Cerebellar Hemisphere
RNU6-886P,4.0,Artery Aorta
RNU6-887P,0.0,Esophagus Muscularis
RNU6-888P,5.0,Brain Nucleus accumbens basal ganglia
RNU6-889P,0.0,Esophagus Muscularis
RNU6-890P,12.0,Testis
RNU6-891P,2.0,Stomach
RNU6-892P,30.0,Brain Cortex
RNU6-893P,4.0,Brain Cortex
RNU6-894P,1.0,Nerve Tibial
RNU6-895P,2.0,Artery Aorta
RNU6-896P,0.0,Esophagus Muscularis
RNU6-897P,2.0,Brain Caudate basal ganglia
RNU6-898P,7.0,Brain Cortex
RNU6-899P,2.0,Brain Cerebellar Hemisphere
RNU6-900P,7.0,Brain Cerebellar Hemisphere
RNU6-901P,1.0,Breast Mammary Tissue
RNU6-902P,5.0,Brain Cortex
RNU6-903P,5.0,Artery Aorta
RNU6-904P,1.0,Brain Putamen basal ganglia
RNU6-905P,2.0,Testis
RNU6-906P,0.0,Esophagus Muscularis
RNU6-907P,4.0,Brain Cerebellum
RNU6-908P,2.0,Colon Sigmoid
RNU6-909P,1.0,Artery Tibial
RNU6-910P,1.0,Whole Blood
RNU6-911P,4.0,Skin Sun Exposed Lower leg
RNU6-912P,4.0,Skin Sun Exposed Lower leg
RNU6-913P,2.0,Pituitary
RNU6-914P,226.0,Vagina
RNU6-915P,16.0,Thyroid
RNU6-916P,1.0,Brain Caudate basal ganglia
RNU6-917P,25.0,Whole Blood
RNU6-918P,2.0,Brain Amygdala
RNU6-919P,1.0,Cells EBV-transformed lymphocytes
RNU6-920P,6.0,Testis
RNU6-921P,3.0,Uterus
RNU6-922P,2.0,Kidney Cortex
RNU6-923P,1.0,Muscle Skeletal
RNU6-924P,4.0,Colon Sigmoid
RNU6-925P,14.0,Nerve Tibial
RNU6-926P,2.0,Brain Cerebellar Hemisphere
RNU6-927P,1.0,Artery Coronary
RNU6-928P,2.0,Brain Hippocampus
RNU6-929P,0.0,Esophagus Muscularis
RNU6-930P,8.0,Artery Aorta
RNU6-931P,0.0,Esophagus Muscularis
RNU6-932P,3.0,Brain Nucleus accumbens basal ganglia
RNU6-933P,5.0,Small Intestine Terminal Ileum
RNU6-934P,2.0,Skin Sun Exposed Lower leg
RNU6-935P,0.0,Esophagus Muscularis
RNU6-936P,3.0,Artery Aorta
RNU6-937P,3.0,Testis
RNU6-938P,2.0,Testis
RNU6-939P,1.0,Artery Coronary
RNU6-940P,6.0,Brain Nucleus accumbens basal ganglia
RNU6-941P,27.0,Cells Cultured fibroblasts
RNU6-942P,4.0,Muscle Skeletal
RNU6-943P,3.0,Skin Sun Exposed Lower leg
RNU6-944P,13.0,Stomach
RNU6-945P,19.0,Brain Cerebellum
RNU6-946P,2.0,Colon Transverse
RNU6-947P,1.0,Brain Cerebellar Hemisphere
RNU6-948P,2.0,Colon Sigmoid
RNU6-949P,0.0,Esophagus Muscularis
RNU6-950P,2.0,Brain Nucleus accumbens basal ganglia
RNU6-951P,4.0,Colon Sigmoid
RNU6-952P,1.0,Artery Aorta
RNU6-953P,7.0,Esophagus Muscularis
RNU6-954P,5.0,Vagina
RNU6-955P,6.0,Lung
RNU6-956P,2.0,Ovary
RNU6-957P,1.0,Colon Transverse
RNU6-958P,2.0,Kidney Cortex
RNU6-959P,2.0,Brain Nucleus accumbens basal ganglia
RNU6-960P,2.0,Artery Aorta
RNU6-961P,1.0,Kidney Medulla
RNU6-964P,4.0,Colon Transverse
RNU6-965P,4.0,Brain Hypothalamus
RNU6-966P,1.0,Nerve Tibial
RNU6-967P,19.0,Spleen
RNU6-968P,7.0,Liver
RNU6-969P,12.0,Testis
RNU6-970P,3.0,Fallopian Tube
RNU6-971P,3.0,Skin Sun Exposed Lower leg
RNU6-972P,0.0,Esophagus Muscularis
RNU6-973P,3.0,Artery Tibial
RNU6-974P,0.0,Esophagus Muscularis
RNU6-975P,4.0,Lung
RNU6-976P,0.0,Esophagus Muscularis
RNU6-977P,2.0,Small Intestine Terminal Ileum
RNU6-978P,0.0,Esophagus Muscularis
RNU6-979P,3.0,Nerve Tibial
RNU6-980P,1.0,Lung
RNU6-982P,1.0,Testis
RNU6-983P,0.0,Esophagus Muscularis
RNU6-984P,2.0,Brain Cortex
RNU6-985P,0.0,Esophagus Muscularis
RNU6-986P,4.0,Brain Cortex
RNU6-987P,2.0,Spleen
RNU6-988P,6.0,Brain Cortex
RNU6-989P,0.0,Esophagus Muscularis
RNU6-990P,0.0,Esophagus Muscularis
RNU6-991P,1.0,Liver
RNU6-992P,3.0,Testis
RNU6-993P,2.0,Brain Frontal Cortex BA9
RNU6-994P,3.0,Brain Cerebellar Hemisphere
RNU6-995P,0.0,Esophagus Muscularis
RNU6-996P,1.0,Adipose Subcutaneous
RNU6-997P,0.0,Esophagus Muscularis
RNU6-998P,3.0,Esophagus Gastroesophageal Junction
RNU6-999P,4.0,Colon Transverse
RNU6-1000P,1.0,Thyroid
RNU6-1001P,0.0,Esophagus Muscularis
RNU6-1003P,6.0,Brain Cortex
RNU6-1004P,11.0,Brain Cerebellar Hemisphere
RNU6-1005P,7.0,Whole Blood
RNU6-1006P,1.0,Cells EBV-transformed lymphocytes
RNU6-1007P,0.0,Esophagus Muscularis
RNU6-1008P,2.0,Vagina
RNU6-1009P,0.0,Esophagus Muscularis
RNU6-1010P,14.0,Brain Cortex
RNU6-1011P,17.0,Brain Cerebellar Hemisphere
RNU6-1012P,0.0,Esophagus Muscularis
RNU6-1013P,2.0,Whole Blood
RNU6-1014P,2.0,Brain Hippocampus
RNU6-1015P,0.0,Esophagus Muscularis
RNU6-1016P,68.0,Testis
RNU6-1017P,4.0,Artery Coronary
RNU6-1018P,1.0,Brain Putamen basal ganglia
RNU6-1019P,10.0,Nerve Tibial
RNU6-1020P,2.0,Thyroid
RNU6-1021P,0.0,Esophagus Muscularis
RNU6-1022P,397.0,Pancreas
RNU6-1023P,0.0,Esophagus Muscularis
RNU6-1024P,10.0,Nerve Tibial
RNU6-1025P,11.0,Testis
RNU6-1026P,3.0,Skin Not Sun Exposed Suprapubic
RNU6-1027P,1.0,Fallopian Tube
RNU6-1028P,26.0,Brain Cortex
RNU6-1029P,3.0,Testis
RNU6-1031P,4.0,Brain Cortex
RNU6-1032P,1.0,Colon Transverse
RNU6-1034P,3.0,Artery Aorta
RNU6-1035P,8.0,Brain Cerebellar Hemisphere
RNU6-1036P,2.0,Colon Transverse
RNU6-1037P,0.0,Esophagus Muscularis
RNU6-1038P,0.0,Esophagus Muscularis
RNU6-1039P,17.0,Cells Cultured fibroblasts
RNU6-1040P,2.0,Brain Cortex
RNU6-1041P,0.0,Esophagus Muscularis
RNU6-1042P,6.0,Testis
RNU6-1043P,5.0,Testis
RNU6-1044P,0.0,Esophagus Muscularis
RNU6-1045P,6.0,Artery Aorta
RNU6-1046P,4.0,Kidney Cortex
RNU6-1047P,0.0,Esophagus Muscularis
RNU6-1048P,46.0,Testis
RNU6-1049P,29.0,Pancreas
RNU6-1050P,1.0,Pancreas
RNU6-1051P,4.0,Artery Aorta
RNU6-1052P,0.0,Esophagus Muscularis
RNU6-1053P,22.0,Testis
RNU6-1054P,2.0,Esophagus Muscularis
RNU6-1055P,3.0,Brain Caudate basal ganglia
RNU6-1056P,3.0,Testis
RNU6-1057P,4.0,Ovary
RNU6-1059P,0.0,Esophagus Muscularis
RNU6-1060P,0.0,Esophagus Muscularis
RNU6-1061P,5.0,Brain Cortex
RNU6-1062P,2.0,Testis
RNU6-1064P,0.0,Esophagus Muscularis
RNU6-1065P,12.0,Testis
RNU6-1066P,1.0,Brain Cerebellar Hemisphere
RNU6-1067P,2.0,Brain Caudate basal ganglia
RNU6-1068P,4.0,Brain Cerebellum
RNU6-1069P,20.0,Small Intestine Terminal Ileum
RNU6-1071P,0.0,Esophagus Muscularis
RNU6-1072P,1.0,Adipose Visceral Omentum
RNU6-1073P,0.0,Esophagus Muscularis
RNU6-1074P,2.0,Brain Putamen basal ganglia
RNU6-1075P,0.0,Esophagus Muscularis
RNU6-1076P,0.0,Esophagus Muscularis
RNU6-1077P,1.0,Brain Caudate basal ganglia
RNU6-1078P,4.0,Brain Cerebellar Hemisphere
RNU6-1079P,15.0,Brain Cortex
RNU6-1080P,0.0,Esophagus Muscularis
RNU6-1081P,1.0,Colon Transverse
RNU6-1082P,8.0,Cells Cultured fibroblasts
RNU6-1083P,22.0,Nerve Tibial
RNU6-1084P,2.0,Testis
RNU6-1085P,5.0,Brain Cortex
RNU6-1086P,12.0,Brain Cortex
RNU6-1087P,0.0,Esophagus Muscularis
RNU6-1088P,7.0,Nerve Tibial
RNU6-1089P,2.0,Artery Coronary
RNU6-1090P,1.0,Adipose Subcutaneous
RNU6-1091P,8.0,Testis
RNU6-1092P,1.0,Colon Transverse
RNU6-1093P,1.0,Bladder
RNU6-1094P,1.0,Vagina
RNU6-1095P,22.0,Testis
RNU6-1096P,3.0,Nerve Tibial
RNU6-1097P,1.0,Bladder
RNU6-1098P,19.0,Artery Coronary
RNU6-1099P,16.0,Testis
RNU6-1100P,5.0,Skin Sun Exposed Lower leg
RNU6-1101P,1.0,Artery Aorta
RNU6-1102P,7.0,Stomach
RNU6-1103P,0.0,Esophagus Muscularis
RNU6-1104P,1.0,Skin Sun Exposed Lower leg
RNU6-1105P,1.0,Esophagus Muscularis
RNU6-1106P,1.0,Esophagus Muscularis
RNU6-1107P,1.0,Testis
RNU6-1108P,0.0,Esophagus Muscularis
RNU6-1109P,2.0,Testis
RNU6-1110P,7.0,Colon Sigmoid
RNU6-1111P,2.0,Esophagus Mucosa
RNU6-1112P,0.0,Esophagus Muscularis
RNU6-1113P,1.0,Fallopian Tube
RNU6-1114P,1.0,Brain Cerebellum
RNU6-1115P,1.0,Artery Aorta
RNU6-1116P,0.0,Esophagus Muscularis
RNU6-1117P,1.0,Artery Coronary
RNU6-1118P,4.0,Nerve Tibial
RNU6-1119P,2.0,Brain Anterior cingulate cortex BA24
RNU6-1120P,1.0,Brain Anterior cingulate cortex BA24
RNU6-1121P,5.0,Nerve Tibial
RNU6-1122P,1.0,Kidney Cortex
RNU6-1123P,11.0,Brain Nucleus accumbens basal ganglia
RNU6-1124P,0.0,Esophagus Muscularis
RNU6-1125P,3.0,Brain Cortex
RNU6-1126P,3.0,Testis
RNU6-1127P,1.0,Skin Sun Exposed Lower leg
RNU6-1128P,5.0,Whole Blood
RNU6-1129P,0.0,Esophagus Muscularis
RNU6-1130P,0.0,Esophagus Muscularis
RNU6-1131P,0.0,Esophagus Muscularis
RNU6-1132P,6.0,Brain Caudate basal ganglia
RNU6-1133P,2.0,Spleen
RNU6-1134P,0.0,Esophagus Muscularis
RNU6-1135P,1.0,Muscle Skeletal
RNU6-1136P,28.0,Brain Cortex
RNU6-1137P,2.0,Kidney Medulla
RNU6-1138P,3.0,Testis
RNU6-1139P,0.0,Esophagus Muscularis
RNU6-1140P,2.0,Brain Substantia nigra
RNU6-1141P,3.0,Colon Transverse
RNU6-1143P,4.0,Muscle Skeletal
RNU6-1144P,0.0,Esophagus Muscularis
RNU6-1145P,1.0,Ovary
RNU6-1146P,2.0,Skin Sun Exposed Lower leg
RNU6-1147P,4.0,Adipose Subcutaneous
RNU6-1148P,1.0,Brain Putamen basal ganglia
RNU6-1149P,8.0,Lung
RNU6-1150P,17.0,Testis
RNU6-1151P,0.0,Esophagus Muscularis
RNU6-1152P,3.0,Cells EBV-transformed lymphocytes
RNU6-1153P,9.0,Testis
RNU6-1154P,3.0,Testis
RNU6-1155P,1.0,Brain Substantia nigra
RNU6-1156P,4.0,Pituitary
RNU6-1157P,13.0,Testis
RNU6-1158P,1.0,Testis
RNU6-1159P,5.0,Brain Cortex
RNU6-1160P,79.0,Testis
RNU6-1161P,8.0,Vagina
RNU6-1162P,1.0,Skin Sun Exposed Lower leg
RNU6-1163P,0.0,Esophagus Muscularis
RNU6-1164P,5.0,Brain Cortex
RNU6-1165P,9.0,Skin Sun Exposed Lower leg
RNU6-1167P,1.0,Testis
RNU6-1168P,1.0,Kidney Cortex
RNU6-1169P,0.0,Esophagus Muscularis
RNU6-1170P,4.0,Bladder
RNU6-1171P,2.0,Muscle Skeletal
RNU6-1172P,2.0,Testis
RNU6-1174P,16.0,Nerve Tibial
RNU6-1175P,13.0,Testis
RNU6-1176P,7.0,Brain Cortex
RNU6-1177P,2.0,Skin Sun Exposed Lower leg
RNU6-1178P,6.0,Testis
RNU6-1179P,0.0,Esophagus Muscularis
RNU6-1180P,0.0,Esophagus Muscularis
RNU6-1181P,2.0,Adipose Visceral Omentum
RNU6-1183P,1.0,Whole Blood
RNU6-1184P,0.0,Esophagus Muscularis
RNU6-1186P,0.0,Esophagus Muscularis
RNU6-1187P,3.0,Cervix Ectocervix
RNU6-1188P,4.0,Adipose Subcutaneous
RNU6-1189P,106.0,Ovary
RNU6-1190P,3.0,Brain Caudate basal ganglia
RNU6-1191P,10.0,Adipose Subcutaneous
RNU6-1192P,1.0,Testis
RNU6-1193P,2.0,Brain Putamen basal ganglia
RNU6-1194P,6.0,Nerve Tibial
RNU6-1195P,2.0,Artery Aorta
RNU6-1196P,2.0,Vagina
RNU6-1197P,2.0,Cells EBV-transformed lymphocytes
RNU6-1198P,1.0,Minor Salivary Gland
RNU6-1199P,3.0,Skin Sun Exposed Lower leg
RNU6-1200P,2.0,Brain Caudate basal ganglia
RNU6-1201P,6.0,Brain Cerebellar Hemisphere
RNU6-1203P,4.0,Colon Transverse
RNU6-1204P,1.0,Brain Cerebellum
RNU6-1205P,5.0,Testis
RNU6-1206P,9.0,Nerve Tibial
RNU6-1207P,3.0,Skin Sun Exposed Lower leg
RNU6-1208P,4.0,Nerve Tibial
RNU6-1209P,8.0,Small Intestine Terminal Ileum
RNU6-1210P,0.0,Esophagus Muscularis
RNU6-1211P,0.0,Esophagus Muscularis
RNU6-1212P,7.0,Brain Cortex
RNU6-1213P,0.0,Esophagus Muscularis
RNU6-1214P,1.0,Vagina
RNU6-1215P,4.0,Colon Sigmoid
RNU6-1216P,6.0,Brain Spinal cord cervical c-1
RNU6-1217P,4.0,Nerve Tibial
RNU6-1218P,0.0,Esophagus Muscularis
RNU6-1219P,4.0,Cells EBV-transformed lymphocytes
RNU6-1220P,0.0,Esophagus Muscularis
RNU6-1222P,3.0,Thyroid
RNU6-1223P,23.0,Testis
RNU6-1224P,4.0,Brain Nucleus accumbens basal ganglia
RNU6-1225P,3.0,Nerve Tibial
RNU6-1226P,5.0,Adipose Subcutaneous
RNU6-1227P,1.0,Testis
RNU6-1228P,3.0,Whole Blood
RNU6-1229P,0.0,Esophagus Muscularis
RNU6-1230P,0.0,Esophagus Muscularis
RNU6-1231P,4.0,Testis
RNU6-1232P,0.0,Esophagus Muscularis
RNU6-1233P,1.0,Esophagus Muscularis
RNU6-1234P,2.0,Testis
RNU6-1235P,2.0,Nerve Tibial
RNU6-1236P,0.0,Esophagus Muscularis
RNU6-1237P,3.0,Skin Sun Exposed Lower leg
RNU6-1238P,16.0,Brain Cortex
RNU6-1239P,21.0,Prostate
RNU6-1240P,113.0,Brain Cerebellar Hemisphere
RNU6-1241P,1.0,Brain Putamen basal ganglia
RNU6-1242P,4.0,Testis
RNU6-1243P,1.0,Ovary
RNU6-1244P,0.0,Esophagus Muscularis
RNU6-1245P,3.0,Brain Caudate basal ganglia
RNU6-1246P,2.0,Artery Tibial
RNU6-1247P,2.0,Fallopian Tube
RNU6-1248P,3.0,Thyroid
RNU6-1249P,1.0,Testis
RNU6-1250P,3.0,Adrenal Gland
RNU6-1251P,2.0,Brain Hippocampus
RNU6-1252P,0.0,Esophagus Muscularis
RNU6-1254P,4.0,Testis
RNU6-1255P,2.0,Lung
RNU6-1256P,2.0,Esophagus Gastroesophageal Junction
RNU6-1257P,4.0,Thyroid
RNU6-1258P,2.0,Brain Cerebellar Hemisphere
RNU6-1260P,2.0,Brain Anterior cingulate cortex BA24
RNU6-1261P,0.0,Esophagus Muscularis
RNU6-1262P,13.0,Colon Sigmoid
RNU6-1263P,5.0,Testis
RNU6-1264P,1.0,Small Intestine Terminal Ileum
RNU6-1265P,1.0,Ovary
RNU6-1266P,8.0,Testis
RNU6-1267P,26.0,Skin Sun Exposed Lower leg
RNU6-1268P,44.0,Prostate
RNU6-1269P,0.0,Esophagus Muscularis
RNU6-1270P,1.0,Cervix Endocervix
RNU6-1271P,0.0,Esophagus Muscularis
RNU6-1272P,2.0,Heart Atrial Appendage
RNU6-1273P,1.0,Small Intestine Terminal Ileum
RNU6-1274P,1.0,Small Intestine Terminal Ileum
RNU6-1275P,4.0,Colon Transverse
RNU6-1276P,1.0,Testis
RNU6-1277P,2.0,Testis
RNU6-1278P,8.0,Testis
RNU6-1279P,4.0,Testis
RNU6-1280P,7.0,Testis
RNU6-1281P,1.0,Esophagus Muscularis
RNU6-1282P,3.0,Skin Not Sun Exposed Suprapubic
RNU6-1283P,5.0,Nerve Tibial
RNU6-1284P,2.0,Skin Not Sun Exposed Suprapubic
RNU6-1285P,8.0,Colon Transverse
RNU6-1286P,0.0,Esophagus Muscularis
RNU6-1287P,0.0,Esophagus Muscularis
RNU6-1288P,0.0,Esophagus Muscularis
RNU6-1289P,3.0,Cells EBV-transformed lymphocytes
RNU6-1290P,2.0,Thyroid
RNU6-1291P,2.0,Skin Not Sun Exposed Suprapubic
RNU6-1292P,2.0,Artery Aorta
RNU6-1293P,2.0,Brain Cortex
RNU6-1294P,2.0,Bladder
RNU6-1296P,0.0,Esophagus Muscularis
RNU6-1297P,3.0,Testis
RNU6-1298P,1.0,Skin Sun Exposed Lower leg
RNU6-1299P,1.0,Testis
RNU6-1300P,3.0,Breast Mammary Tissue
RNU6-1301P,4.0,Prostate
RNU6-1303P,0.0,Esophagus Muscularis
RNU6-1304P,2.0,Muscle Skeletal
RNU6-1305P,4.0,Brain Cerebellar Hemisphere
RNU6-1306P,2.0,Thyroid
RNU6-1307P,0.0,Esophagus Muscularis
RNU6-1308P,2.0,Brain Cerebellar Hemisphere
RNU6-1309P,3.0,Whole Blood
RNU6-1310P,2.0,Small Intestine Terminal Ileum
RNU6-1311P,4.0,Brain Spinal cord cervical c-1
RNU6-1312P,2.0,Heart Left Ventricle
RNU6-1313P,2.0,Skin Not Sun Exposed Suprapubic
RNU6-1314P,0.0,Esophagus Muscularis
RNU6-1315P,6.0,Adipose Subcutaneous
RNU6-1316P,2.0,Pancreas
RNU6-1317P,1.0,Colon Sigmoid
RNU6-1318P,4.0,Ovary
RNU6-1319P,3.0,Skin Sun Exposed Lower leg
RNU6-1320P,0.0,Esophagus Muscularis
RNU6-1321P,4.0,Fallopian Tube
RNU6-1322P,1.0,Testis
RNU6-1323P,0.0,Esophagus Muscularis
RNU6-1324P,3.0,Cervix Endocervix
RNU6-1325P,0.0,Esophagus Muscularis
RNU6-1326P,0.0,Esophagus Muscularis
RNU6-1327P,4.0,Pituitary
