"gene_name","gene_group","chromosome","start","end","gene_length","flank_length","snp_count_1000genomes","snp_density_1000genomes","flank_count_1000genomes","flank_density_1000genomes","enrichment_1000genomes","snp_count_gnomad","snp_density_gnomad","flank_count_gnomad","flank_density_gnomad","enrichment_gnomad","snp_count_pangenome","snp_density_pangenome","flank_count_pangenome","flank_density_pangenome","enrichment_pangenome","snp_count_dbsnp","snp_density_dbsnp","flank_count_dbsnp","flank_density_dbsnp","enrichment_dbsnp","intergenic_density_1000genomes","enrichment_intergenic_1000genomes","intergenic_density_gnomad","enrichment_intergenic_gnomad","intergenic_density_pangenome","enrichment_intergenic_pangenome","intergenic_density_dbsnp","enrichment_intergenic_dbsnp","locus_type","gene_type"
"RNU6-791P","RNU6","chr1",222503632,222503735,104,10400,0,0.0,2,0.0001923076923076,0.0,20,0.1923076923076923,183,0.0175961538461538,10.92896174863388,0,0.0,99,0.0095192307692307,0.0,23,0.2211538461538461,2321,0.2231730769230769,0.990952175786299,0.0213713703515028,0.0,0.2118689081338088,0.9076730229158384,0.0071013333333333,0.0,0.2879,0.7681620220696289,"pseudogene","pseudogene"
"RNU4-57P","RNU4","chr1",223373822,223373956,135,13499,2,0.0148148148148148,32,0.0023705459663678,6.249537037037038,29,0.2148148148148148,260,0.019260685976739,11.153019943019942,1,0.0074074074074074,125,0.0092599451811245,0.7999407407407408,29,0.2148148148148148,3431,0.254166975331506,0.8451720155013654,0.0213713703515028,0.6932084639941237,0.2118689081338088,1.0139043841163589,0.0071013333333333,1.04310093044603,0.2879,0.7461438513887281,"pseudogene","pseudogene"
"RNU6-1248P","RNU6","chr1",223690051,223690114,64,6400,2,0.03125,14,0.0021875,14.285714285714285,25,0.390625,166,0.0259375,15.060240963855422,2,0.03125,88,0.01375,2.272727272727273,18,0.28125,1547,0.24171875,1.163542340012928,0.0213713703515028,1.462236603737605,0.2118689081338088,1.843710827797797,0.0071013333333333,4.400582050319189,0.2879,0.9769017019798542,"pseudogene","pseudogene"
"RNU6-1319P","RNU6","chr1",223976146,223976249,104,10400,0,0.0,3,0.0002884615384615,0.0,19,0.1826923076923076,222,0.0213461538461538,8.558558558558559,0,0.0,124,0.0119230769230769,0.0,21,0.2019230769230769,2511,0.2414423076923077,0.8363201911589008,0.0213713703515028,0.0,0.2118689081338088,0.8622893717700465,0.0071013333333333,0.0,0.2879,0.7013653244983569,"pseudogene","pseudogene"
"RN7SKP49","RN7SK","chr1",224107282,224107541,260,26000,7,0.0269230769230769,70,0.0026923076923076,10.000000000000002,35,0.1346153846153846,520,0.02,6.73076923076923,2,0.0076923076923076,284,0.0109230769230769,0.7042253521126761,45,0.173076923076923,6246,0.2402307692307692,0.7204610951008645,0.0213713703515028,1.2597730739893211,0.2118689081338088,0.6353711160410869,0.0071013333333333,1.0832201970016464,0.2879,0.6011702781414487,"pseudogene","pseudogene"
"RNU6-1008P","RNU6","chr1",224305380,224305483,104,10400,2,0.0192307692307692,28,0.0026923076923076,7.142857142857143,34,0.3269230769230769,183,0.0175961538461538,18.5792349726776,1,0.0096153846153846,97,0.009326923076923,1.0309278350515465,28,0.2692307692307692,2453,0.2358653846153846,1.141459437423563,0.0213713703515028,0.8998379099923722,0.2118689081338088,1.5430441389569254,0.0071013333333333,1.354025246252058,0.2879,0.9351537659978092,"pseudogene","pseudogene"
"RNU6-1304P","RNU6","chr1",225741275,225741380,106,10600,3,0.0283018867924528,23,0.0021698113207547,13.043478260869566,28,0.2641509433962264,250,0.0235849056603773,11.2,1,0.0094339622641509,81,0.0076415094339622,1.2345679012345678,27,0.2547169811320754,2480,0.2339622641509434,1.0887096774193548,0.0213713703515028,1.324289754328397,0.2118689081338088,1.2467659635523216,0.0071013333333333,1.3284776000963587,0.2879,0.8847411640572264,"pseudogene","pseudogene"
"RN7SKP165","RN7SK","chr1",226445937,226446292,356,35600,12,0.0337078651685393,100,0.0028089887640449,12.0,78,0.2191011235955056,742,0.0208426966292134,10.512129380053908,2,0.0056179775280898,263,0.0073876404494382,0.7604562737642586,89,0.25,7785,0.2186797752808988,1.143224149004496,0.0213713703515028,1.5772439770652815,0.2118689081338088,1.034135331726585,0.0071013333333333,0.7911158742146855,0.2879,0.868357068426537,"pseudogene","pseudogene"
"RNU6-180P","RNU6","chr1",229383128,229383188,61,6099,2,0.0327868852459016,16,0.0026233808821118,12.49795081967213,14,0.2295081967213114,126,0.0206591244466305,11.10928961748634,0,0.0,56,0.0091818330873913,0.0,13,0.2131147540983606,1525,0.250040990326283,0.8523192690137059,0.0213713703515028,1.5341498793312576,0.2118689081338088,1.0832556732503775,0.0071013333333333,0.0,0.2879,0.7402388124291791,"pseudogene","pseudogene"
"RN7SKP276","RN7SK","chr1",229410500,229410767,268,26800,15,0.0559701492537313,92,0.0034328358208955,16.304347826086957,69,0.2574626865671642,721,0.0269029850746268,9.57004160887656,4,0.0149253731343283,339,0.0126492537313432,1.1799410029498525,66,0.2462686567164179,7211,0.2690671641791045,0.915268340036056,0.0213713703515028,2.6189312305748147,0.2118689081338088,1.215198062023145,0.0071013333333333,2.101770531495732,0.2879,0.8553965151664394,"pseudogene","pseudogene"
"RNU4-21P","RNU4","chr1",229535064,229535189,126,12600,4,0.0317460317460317,39,0.003095238095238,10.256410256410255,63,0.5,531,0.0421428571428571,11.864406779661016,0,0.0,99,0.0078571428571428,0.0,46,0.365079365079365,3013,0.2391269841269841,1.5267175572519085,0.0213713703515028,1.4854467085588363,0.2118689081338088,2.35994985958118,0.0071013333333333,0.0,0.2879,1.2680769888133556,"pseudogene","pseudogene"
"RN7SL837P","RN7SL","chr1",230894141,230894427,287,28699,9,0.0313588850174216,74,0.002578487055298,12.16173839344571,65,0.2264808362369338,548,0.0190947419770723,11.860900582415626,0,0.0,240,0.0083626607198857,0.0,62,0.2160278745644599,6684,0.232900101048817,0.9275559503479108,0.0213713703515028,1.467331504795924,0.2118689081338088,1.0689668353503603,0.0071013333333333,0.0,0.2879,0.7503573274208404,"pseudogene","pseudogene"
"RNU5A-5P","RNU5","chr1",231670635,231670750,116,11600,2,0.0172413793103448,19,0.0016379310344827,10.526315789473683,26,0.2241379310344827,198,0.0170689655172413,13.131313131313131,0,0.0,67,0.0057758620689655,0.0,30,0.2586206896551724,2494,0.215,1.202886928628709,0.0213713703515028,0.8067512296483337,0.2118689081338088,1.0579085577432876,0.0071013333333333,0.0,0.2879,0.898300415613659,"pseudogene","pseudogene"
"RN7SL299P","RN7SL","chr1",232222866,232223145,280,28000,7,0.025,74,0.0026428571428571,9.45945945945946,65,0.2321428571428571,629,0.0224642857142857,10.333863275039748,0,0.0,314,0.0112142857142857,0.0,65,0.2321428571428571,7248,0.2588571428571428,0.8967991169977926,0.0213713703515028,1.169789282990084,0.2118689081338088,1.0956910062341194,0.0071013333333333,0.0,0.2879,0.8063315635389272,"pseudogene","pseudogene"
"RNU6-1211P","RNU6","chr1",232700204,232700308,105,10499,4,0.0380952380952381,29,0.0027621678255071,13.791789819376028,31,0.2952380952380952,225,0.0214306124392799,13.77646560846561,0,0.0,103,0.0098104581388703,0.0,22,0.2095238095238095,2556,0.24345175731022,0.8606379014829719,0.0213713703515028,1.782536050270604,0.2118689081338088,1.393494202800316,0.0071013333333333,0.0,0.2879,0.7277659240146215,"pseudogene","pseudogene"
"RNU1-74P","RNU1","chr1",232832017,232832187,171,17099,3,0.0175438596491228,47,0.0027486987543131,6.382605449794699,44,0.2573099415204678,362,0.0211708287034329,12.153985331653256,1,0.0058479532163742,141,0.0082460962629393,0.7091783833105221,36,0.2105263157894736,3888,0.2273817182291362,0.9258717782109592,0.0213713703515028,0.8209047599930412,0.2118689081338088,1.2144771207201397,0.0071013333333333,0.8235007345626552,0.2879,0.7312480576223469,"pseudogene","pseudogene"
"RNU4-77P","RNU4","chr1",233448626,233448781,156,15600,7,0.0448717948717948,44,0.0028205128205128,15.909090909090908,30,0.1923076923076923,280,0.0179487179487179,10.714285714285715,2,0.0128205128205128,131,0.0083974358974358,1.5267175572519085,22,0.141025641025641,3488,0.2235897435897436,0.6307339449541284,0.0213713703515028,2.099621789982202,0.2118689081338088,0.9076730229158384,0.0071013333333333,1.805366995002744,0.2879,0.4898424488559952,"pseudogene","pseudogene"
"RNY4P16","RNY","chr1",234837976,234838069,94,9400,1,0.0106382978723404,293,0.0311702127659574,0.3412969283276451,17,0.1808510638297872,2813,0.2992553191489361,0.6043370067543549,1,0.0106382978723404,102,0.0108510638297872,0.9803921568627452,16,0.1702127659574468,2199,0.2339361702127659,0.7276034561164165,0.0213713703515028,0.4977826736128016,0.2118689081338088,0.8535988853804269,0.0071013333333333,1.4980704852150428,0.2879,0.5912218338223231,"pseudogene","pseudogene"
"RN7SL668P","RN7SL","chr1",234904186,234904488,303,30299,12,0.0396039603960396,62,0.0020462721541965,19.354199936122647,68,0.2244224422442244,558,0.0184164493877685,12.185977737558703,3,0.0099009900990099,235,0.0077560315521964,1.2765536128080892,73,0.2409240924092409,6880,0.2270702003366447,1.0610114935912196,0.0213713703515028,1.853131537410034,0.2118689081338088,1.0592514221222458,0.0071013333333333,1.3942438179229113,0.2879,0.8368325543912503,"pseudogene","pseudogene"
"RNU5E-2P","RNU5","chr1",235863388,235863437,50,5000,1,0.02,12,0.0024,8.333333333333334,14,0.28,123,0.0246,11.382113821138212,0,0.0,33,0.0066,0.0,12,0.24,1102,0.2204,1.088929219600726,0.0213713703515028,0.9358314263920672,0.2118689081338088,1.3215719213654609,0.0071013333333333,0.0,0.2879,0.8336227856894756,"pseudogene","pseudogene"
"RNU6-968P","RNU6","chr1",235915415,235915521,107,10699,8,0.0747663551401869,27,0.00252360033648,29.626860505365176,25,0.2336448598130841,242,0.0226189363491915,10.329613037769368,0,0.0,107,0.0100009346667912,0.0,26,0.2429906542056074,2620,0.2448826993176932,0.9922736676892344,0.0213713703515028,3.4984352388488484,0.2118689081338088,1.1027803082155048,0.0071013333333333,0.0,0.2879,0.8440106085641107,"pseudogene","pseudogene"
"RNU2-70P","RNU2","chr1",236267780,236267958,179,17899,7,0.0391061452513966,64,0.0035756187496508,10.936888966480447,52,0.2905027932960894,564,0.0315101402312978,9.219343080153733,5,0.0279329608938547,206,0.0115090228504385,2.427048869121874,46,0.2569832402234637,4093,0.2286719928487625,1.1238072359540134,0.0213713703515028,1.8298379845654944,0.2118689081338088,1.3711440524940937,0.0071013333333333,3.933481162296481,0.2879,0.8926128524607979,"pseudogene","pseudogene"
"RN7SKP195","RN7SK","chr1",237120807,237121109,303,30299,9,0.0297029702970297,99,0.0032674345687976,9.09060906090609,94,0.3102310231023102,612,0.0201986864252945,15.358970210746564,6,0.0198019801980198,333,0.0109904617314102,1.8017423363958016,82,0.2706270627062706,7791,0.2571371992474999,1.0524617344291227,0.0213713703515028,1.3898486530575254,0.2118689081338088,1.4642593188160455,0.0071013333333333,2.7884876358458226,0.2879,0.9400036912340072,"pseudogene","pseudogene"
"NMTRP-TGG1-1","TRNA","chr1",237942562,237942633,72,7200,2,0.0277777777777777,52,0.0072222222222222,3.8461538461538463,22,0.3055555555555556,350,0.0486111111111111,6.285714285714287,0,0.0,77,0.0106944444444444,0.0,21,0.2916666666666667,1875,0.2604166666666667,1.12,0.0213713703515028,1.299765869988982,0.2118689081338088,1.4421915808551655,0.0071013333333333,0.0,0.2879,1.0130832464976265,"RNA, transfer","functional"
"NMTRL-TAA3-1","TRNA","chr1",237943656,237943730,75,7499,1,0.0133333333333333,53,0.0070676090145352,1.8865408805031447,16,0.2133333333333333,356,0.0474729963995199,4.493782771535581,0,0.0,95,0.0126683557807707,0.0,24,0.32,2051,0.2735031337511668,1.170004875670405,0.0213713703515028,0.6238876175947115,0.2118689081338088,1.0069119400879702,0.0071013333333333,0.0,0.2879,1.1114970475859671,"RNA, transfer","functional"
"RNU6-725P","RNU6","chr1",238325687,238325788,102,10200,3,0.0294117647058823,35,0.0034313725490196,8.571428571428571,23,0.2254901960784313,344,0.0337254901960784,6.686046511627907,1,0.0098039215686274,105,0.0102941176470588,0.9523809523809524,21,0.2058823529411764,2444,0.2396078431372549,0.8592471358428805,0.0213713703515028,1.3762226858706867,0.2118689081338088,1.0642911131444537,0.0071013333333333,1.3805747608844514,0.2879,0.7151175857630304,"pseudogene","pseudogene"
"RNU5F-8P","RNU5","chr1",240653367,240653477,111,11099,4,0.036036036036036,40,0.0036039282818271,9.9990990990991,23,0.2072072072072072,279,0.0251373997657446,8.242984920404274,1,0.009009009009009,78,0.007027660149563,1.281935781935782,23,0.2072072072072072,2575,0.2320028831426254,0.8931234146768127,0.0213713703515028,1.6861827502559767,0.2118689081338088,0.9779972391057142,0.0071013333333333,1.268636266758685,0.2879,0.7197193720292019,"pseudogene","pseudogene"
"RNU6-1139P","RNU6","chr1",242023959,242024054,96,9600,1,0.0104166666666666,33,0.0034375,3.0303030303030303,20,0.2083333333333333,223,0.0232291666666666,8.968609865470853,1,0.0104166666666666,98,0.0102083333333333,1.020408163265306,18,0.1875,2416,0.2516666666666666,0.7450331125827815,0.0213713703515028,0.4874122012458682,0.2118689081338088,0.9833124414921584,0.0071013333333333,1.4668606834397295,0.2879,0.6512678013199028,"pseudogene","pseudogene"
"RN7SKP12","RN7SK","chr1",242188647,242188789,143,14299,7,0.0489510489510489,31,0.0021679837750891,22.579066095195127,28,0.1958041958041958,298,0.0208406182250507,9.395316093302672,2,0.0139860139860139,177,0.0123784880061542,1.129864485796689,27,0.1888111888111888,3507,0.2452619064270228,0.769834955463698,0.0213713703515028,2.290496498162402,0.2118689081338088,0.9241761687870356,0.0071013333333333,1.9694912672757208,0.2879,0.6558221216088531,"pseudogene","pseudogene"
"RNU6-747P","RNU6","chr1",243081156,243081259,104,10400,0,0.0,1,9.615384615384615e-05,0.0,40,0.3846153846153846,268,0.0257692307692307,14.92537313432836,1,0.0096153846153846,89,0.0085576923076923,1.1235955056179776,17,0.1634615384615384,2237,0.2150961538461538,0.7599463567277603,0.0213713703515028,0.0,0.2118689081338088,1.815346045831677,0.0071013333333333,1.354025246252058,0.2879,0.5677719293558127,"pseudogene","pseudogene"
"RN7SL148P","RN7SL","chr1",244103932,244104210,279,27899,8,0.028673835125448,87,0.0031183913401914,9.195072714538789,80,0.2867383512544803,693,0.0248395999856625,11.54359778015692,2,0.007168458781362,263,0.0094268611778199,0.7604290172669911,77,0.2759856630824372,6926,0.2482526255421341,1.1117129677067452,0.0213713703515028,1.3416938012789492,0.2118689081338088,1.3533762635590996,0.0071013333333333,1.0094525133348675,0.2879,0.9586164052880768,"pseudogene","pseudogene"
"RN7SKP55","RN7SK","chr1",244943910,244944216,307,30699,8,0.0260586319218241,110,0.0035831786051662,7.2724903760734385,68,0.2214983713355048,1196,0.0389589237434444,5.6854335297898535,2,0.006514657980456,312,0.0101631974982898,0.6410047607116011,68,0.2214983713355048,7850,0.255708655005049,0.8662138218635241,0.0213713703515028,1.2193243340613251,0.2118689081338088,1.0454501006613697,0.0071013333333333,0.9173851831284302,0.2879,0.769358705576606,"pseudogene","pseudogene"
"RNU6-947P","RNU6","chr1",244954858,244954963,106,10600,4,0.0377358490566037,29,0.0027358490566037,13.79310344827586,24,0.2264150943396226,245,0.0231132075471698,9.79591836734694,2,0.0188679245283018,111,0.0104716981132075,1.8018018018018016,23,0.2169811320754717,2737,0.2582075471698113,0.8403361344537815,0.0213713703515028,1.7657196724378623,0.2118689081338088,1.0686565401877042,0.0071013333333333,2.656955200192717,0.2879,0.7536683990117115,"pseudogene","pseudogene"
"RNU6-1089P","RNU6","chr1",245023015,245023118,104,10400,2,0.0192307692307692,25,0.0024038461538461,8.0,19,0.1826923076923076,196,0.0188461538461538,9.693877551020408,0,0.0,70,0.0067307692307692,0.0,18,0.173076923076923,2341,0.2250961538461538,0.7689021785561726,0.0213713703515028,0.8998379099923722,0.2118689081338088,0.8622893717700465,0.0071013333333333,0.0,0.2879,0.6011702781414487,"pseudogene","pseudogene"
"RNU6-999P","RNU6","chr1",245043928,245044032,105,10499,4,0.0380952380952381,24,0.0022859319935231,16.665079365079368,24,0.2285714285714285,192,0.0182874559481855,12.498809523809523,0,0.0,148,0.0140965806267263,0.0,27,0.2571428571428571,2323,0.2212591675397656,1.1621794477584404,0.0213713703515028,1.782536050270604,0.2118689081338088,1.078834221522825,0.0071013333333333,0.0,0.2879,0.8931672703815808,"pseudogene","pseudogene"
"RNU1-132P","RNU1","chr1",245133927,245134090,164,16400,6,0.0365853658536585,54,0.0032926829268292,11.11111111111111,31,0.1890243902439024,378,0.0230487804878048,8.201058201058201,3,0.0182926829268292,259,0.0157926829268292,1.1583011583011582,38,0.2317073170731707,4014,0.2447560975609756,0.9466865969108124,0.0213713703515028,1.7118867555952446,0.2118689081338088,0.8921761664270315,0.0071013333333333,2.575950468479525,0.2879,0.8048187463465466,"pseudogene","pseudogene"
"RNU6-1283P","RNU6","chr1",246189014,246189118,105,10499,2,0.019047619047619,33,0.0031431564910943,6.0600288600288605,15,0.1428571428571428,246,0.0234308029336127,6.09698025551684,0,0.0,97,0.0092389751404895,0.0,16,0.1523809523809524,2643,0.2517382607867416,0.6053150280165036,0.0213713703515028,0.891268025135302,0.2118689081338088,0.6742713884517657,0.0071013333333333,0.0,0.2879,0.5292843083742702,"pseudogene","pseudogene"
"TRL-CAA4-1","TRNA","chr1",248873855,248873960,106,10600,14,0.1320754716981132,97,0.0091509433962264,14.43298969072165,125,1.179245283018868,653,0.0616037735849056,19.14241960183768,2,0.0188679245283018,163,0.015377358490566,1.2269938650306749,101,0.9528301886792452,3164,0.2984905660377358,3.192161820480405,0.0213713703515028,6.180018853532518,0.2118689081338088,5.565919480144293,0.0071013333333333,2.656955200192717,0.2879,3.3095873173992545,"RNA, transfer","functional"
"TRE-CTC2-1","TRNA","chr1",248874248,248874319,72,7200,18,0.25,93,0.0129166666666666,19.35483870967742,134,1.8611111111111112,644,0.0894444444444444,20.80745341614907,1,0.0138888888888888,123,0.0170833333333333,0.8130081300813008,83,1.1527777777777777,2358,0.3275,3.519932145886344,0.0213713703515028,11.69789282990084,0.2118689081338088,8.784257810663282,0.0071013333333333,1.955814244586306,0.2879,4.004090926633476,"RNA, transfer","functional"
"RNU6-1205P","RNU6","chr1",248912690,248912795,106,10600,9,0.0849056603773584,28,0.0026415094339622,32.14285714285714,42,0.3962264150943396,314,0.0296226415094339,13.37579617834395,4,0.0377358490566037,134,0.0126415094339622,2.985074626865672,38,0.3584905660377358,3324,0.3135849056603773,1.1432009626955475,0.0213713703515028,3.9728692629851903,0.2118689081338088,1.8701489453284823,0.0071013333333333,5.313910400385435,0.2879,1.2451912679323929,"pseudogene","pseudogene"
"RN7SL754P","RN7SL","chr10",430239,430504,266,26600,8,0.0300751879699248,83,0.0031203007518796,9.638554216867467,91,0.3421052631578947,835,0.031390977443609,10.89820359281437,1,0.0037593984962406,607,0.0228195488721804,0.1647446457990115,129,0.4849624060150376,13822,0.519624060150376,0.9332947475039792,0.0213713703515028,1.4072653028452136,0.2118689081338088,1.6147025355029128,0.0071013333333333,0.5293933293617069,0.2879,1.6844821327371922,"pseudogene","pseudogene"
"RNU6-889P","RNU6","chr10",2098167,2098269,103,10299,8,0.0776699029126213,39,0.0037867754150888,20.510828976848394,34,0.3300970873786408,277,0.0268958151276823,12.273176544810909,2,0.0194174757281553,114,0.0110690358287212,1.754215636177823,42,0.4077669902912621,4256,0.4132440042722594,0.9867462953500256,0.0213713703515028,3.63429680152259,0.2118689081338088,1.5580251500147595,0.0071013333333333,2.734342244858525,0.2879,1.41634939316173,"pseudogene","pseudogene"
"RNU6-576P","RNU6","chr10",2199387,2199488,102,10200,2,0.0196078431372549,28,0.0027450980392156,7.142857142857142,35,0.3431372549019608,274,0.0268627450980392,12.773722627737229,1,0.0098039215686274,83,0.0081372549019607,1.2048192771084338,47,0.4607843137254901,4022,0.394313725490196,1.1685728493286922,0.0213713703515028,0.917481790580458,0.2118689081338088,1.619573433045908,0.0071013333333333,1.3805747608844514,0.2879,1.6005012633744016,"pseudogene","pseudogene"
"RNU6-163P","RNU6","chr10",4514952,4515057,106,10600,4,0.0377358490566037,27,0.0025471698113207,14.814814814814817,24,0.2264150943396226,258,0.0243396226415094,9.30232558139535,1,0.0094339622641509,84,0.0079245283018867,1.1904761904761905,33,0.3113207547169811,4104,0.3871698113207547,0.804093567251462,0.0213713703515028,1.7657196724378623,0.2118689081338088,1.0686565401877042,0.0071013333333333,1.3284776000963587,0.2879,1.081350311625499,"pseudogene","pseudogene"
"RN7SL445P","RN7SL","chr10",5631463,5631755,293,29299,12,0.0409556313993174,98,0.0033448240554285,12.244480044577555,68,0.2320819112627986,604,0.0206150380559063,11.257893904120428,4,0.0136518771331058,382,0.0130379876446295,1.0470846809499132,93,0.3174061433447099,10664,0.3639714666029557,0.8720632589888087,0.0213713703515028,1.916378347560547,0.2118689081338088,1.0954033477919471,0.0071013333333333,1.922438574883468,0.2879,1.102487472541542,"pseudogene","pseudogene"
"TRV-TAC3-1","TRNA","chr10",5853711,5853783,73,7299,8,0.1095890410958904,27,0.0036991368680641,29.625570776255707,47,0.6438356164383562,281,0.0384984244417043,16.723687417735096,2,0.0273972602739726,103,0.0141115221263186,1.94148157999734,59,0.8082191780821918,2825,0.3870393204548568,2.088209479936962,0.0213713703515028,5.127843432285299,0.2118689081338088,3.0388395452141226,0.0071013333333333,3.858044537266138,0.2879,2.807291344502229,"RNA, transfer","functional"
"RN7SKP78","RN7SK","chr10",6149623,6149940,318,31800,16,0.050314465408805,98,0.0030817610062893,16.3265306122449,78,0.2452830188679245,768,0.0241509433962264,10.15625,5,0.0157232704402515,498,0.0156603773584905,1.0040160642570282,118,0.3710691823899371,12005,0.3775157232704402,0.982923781757601,0.0213713703515028,2.354292896583817,0.2118689081338088,1.1577112518700128,0.0071013333333333,2.214129333493932,0.2879,1.288882189614231,"pseudogene","pseudogene"
"RNU6-535P","RNU6","chr10",7486703,7486809,107,10699,4,0.0373831775700934,37,0.0034582671277689,10.809800454660266,34,0.3177570093457944,242,0.0226189363491915,14.04827373136634,2,0.0186915887850467,145,0.0135526684736891,1.3791814373187237,39,0.3644859813084112,4045,0.3780727170763622,0.9640631678661784,0.0213713703515028,1.7492176194244242,0.2118689081338088,1.4997812191730864,0.0071013333333333,2.6321238431815708,0.2879,1.266015912846166,"pseudogene","pseudogene"
"RNU6-1095P","RNU6","chr10",11923181,11923288,108,10800,2,0.0185185185185185,29,0.0026851851851851,6.896551724137932,22,0.2037037037037037,281,0.0260185185185185,7.829181494661921,0,0.0,56,0.0051851851851851,0.0,31,0.287037037037037,3915,0.3625,0.7918263090676884,0.0213713703515028,0.8665105799926547,0.2118689081338088,0.9614610539034436,0.0071013333333333,0.0,0.2879,0.9970025600452832,"pseudogene","pseudogene"
"RNU6-88P","RNU6","chr10",12116280,12116379,100,10000,1,0.01,21,0.0021,4.761904761904762,22,0.22,335,0.0335,6.567164179104477,0,0.0,143,0.0143,0.0,25,0.25,4277,0.4277,0.5845218611176057,0.0213713703515028,0.4679157131960335,0.2118689081338088,1.0383779382157192,0.0071013333333333,0.0,0.2879,0.868357068426537,"pseudogene","pseudogene"
"RN7SL198P","RN7SL","chr10",12328132,12328389,258,25800,4,0.0155038759689922,107,0.0041472868217054,3.738317757009346,78,0.3023255813953488,782,0.0303100775193798,9.974424552429667,4,0.0155038759689922,348,0.0134883720930232,1.1494252873563218,84,0.3255813953488372,10140,0.3930232558139535,0.8284023668639054,0.0213713703515028,0.7254507181333854,0.2118689081338088,1.426946426723504,0.0071013333333333,2.1832345055847138,0.2879,1.1308836239973503,"pseudogene","pseudogene"
"RNU6ATAC39P","RNU6ATAC","chr10",12456483,12456631,149,14899,9,0.0604026845637583,39,0.0026176253439828,23.0753742901394,31,0.2080536912751678,436,0.0292637089737566,7.109614555753956,3,0.0201342281879194,165,0.0110745687630042,1.8180597925564368,50,0.3355704697986577,5514,0.3700919524800322,0.90672187695506,0.0213713703515028,2.8263365226606054,0.2118689081338088,0.9819925590203568,0.0071013333333333,2.835274341145249,0.2879,1.165579957619513,"pseudogene","pseudogene"
"RNU6-6P","RNU6","chr10",13217269,13217375,107,10699,1,0.0093457943925233,23,0.0021497336199644,4.34741974806989,43,0.4018691588785046,341,0.0318721375829516,12.60879217255461,0,0.0,158,0.0147677353023647,0.0,48,0.4485981308411215,3785,0.3537713805028507,1.2680452845096852,0.0213713703515028,0.437304404856106,0.2118689081338088,1.896782130130668,0.0071013333333333,0.0,0.2879,1.5581734311952813,"pseudogene","pseudogene"
"RNU6-1075P","RNU6","chr10",16207821,16207927,107,10699,6,0.0560747663551401,42,0.0039256005234134,14.284379172229638,38,0.3551401869158878,265,0.0247686699691559,14.338282489860694,1,0.0093457943925233,102,0.0095336012711468,0.9803005314275242,52,0.4859813084112149,4410,0.4121880549584073,1.1790281221522878,0.0213713703515028,2.6238264291366367,0.2118689081338088,1.6762260684875672,0.0071013333333333,1.3160619215907854,0.2879,1.6880212171282214,"pseudogene","pseudogene"
"RNU2-18P","RNU2","chr10",16476003,16476164,162,16200,1,0.0061728395061728,45,0.0027777777777777,2.222222222222222,49,0.3024691358024691,353,0.0217901234567901,13.881019830028327,1,0.0061728395061728,173,0.010679012345679,0.5780346820809248,64,0.3950617283950617,6180,0.3814814814814815,1.035598705501618,0.0213713703515028,0.2888368599975515,0.2118689081338088,1.4276239891293558,0.0071013333333333,0.8692507753716916,0.2879,1.3722185772666264,"pseudogene","pseudogene"
"NMTRQ-CTG1-1","TRNA","chr10",19747679,19747753,75,7499,5,0.0666666666666666,12,0.0016002133617815,41.66111111111111,39,0.52,155,0.0206694225896786,25.15793548387097,3,0.04,47,0.0062675023336444,6.3821276595744685,53,0.7066666666666667,2903,0.3871182824376583,1.8254541279136527,0.0213713703515028,3.119438087973557,0.2118689081338088,2.4543478539644275,0.0071013333333333,5.632745024408561,0.2879,2.454555980085678,"RNA, transfer","functional"
"RNU6-1212P","RNU6","chr10",19792998,19793101,104,10400,5,0.048076923076923,31,0.0029807692307692,16.129032258064516,29,0.2788461538461538,222,0.0213461538461538,13.063063063063064,1,0.0096153846153846,77,0.0074038461538461,1.2987012987012987,37,0.3557692307692308,3919,0.376826923076923,0.9441183975503956,0.0213713703515028,2.24959477498093,0.2118689081338088,1.316125883227966,0.0071013333333333,1.354025246252058,0.2879,1.2357389050685337,"pseudogene","pseudogene"
"RNU6-15P","RNU6","chr10",21321961,21322067,107,10699,10,0.0934579439252336,16,0.0014954668660622,62.49415887850467,44,0.411214953271028,245,0.0228993363865781,17.95750524508869,4,0.0373831775700934,202,0.0188802691840358,1.9800129545664844,51,0.4766355140186916,4847,0.4530329937377325,1.0520988992131175,0.0213713703515028,4.373044048561061,0.2118689081338088,1.940893342459288,0.0071013333333333,5.2642476863631416,0.2879,1.6555592706449864,"pseudogene","pseudogene"
"RNU6-306P","RNU6","chr10",21564471,21564577,107,10699,7,0.0654205607476635,33,0.0030844004112533,21.21013877088643,31,0.2897196261682243,335,0.0313113375081783,9.252866508578602,2,0.0186915887850467,72,0.0067296008972801,2.7775181723779854,43,0.4018691588785046,4168,0.3895691186092158,1.0315734478985414,0.0213713703515028,3.0611308339927423,0.2118689081338088,1.3674475821872256,0.0071013333333333,2.6321238431815708,0.2879,1.3958636987791062,"pseudogene","pseudogene"
"RNU6-1141P","RNU6","chr10",21661635,21661741,107,10699,5,0.0467289719626168,22,0.0020562669408355,22.72514868309261,27,0.2523364485981308,195,0.0182260024301336,13.844859813084112,2,0.0186915887850467,72,0.0067296008972801,2.7775181723779854,45,0.4205607476635514,3966,0.3706888494251799,1.134538436523534,0.0213713703515028,2.1865220242805306,0.2118689081338088,1.191002732872745,0.0071013333333333,2.6321238431815708,0.2879,1.4607875917455764,"pseudogene","pseudogene"
