Gene,Max Expression,Location
RN7SL835P,2.0,Thyroid
RN7SL836P,1.0,Esophagus Muscularis
RN7SL837P,0.0,Esophagus Muscularis
RN7SL838P,14.0,Kidney Cortex
RN7SL840P,1.0,Skin Sun Exposed Lower leg
RN7SL841P,1.0,Artery Coronary
RN7SL842P,19.0,Cells EBV-transformed lymphocytes
RN7SL843P,1.0,Stomach
RN7SL845P,5.0,Testis
RN7SL846P,4.0,Brain Cerebellum
RN7SL847P,0.0,Esophagus Muscularis
RN7SL849P,0.0,Esophagus Muscularis
RN7SL850P,4.0,Testis
RN7SL851P,6.0,Small Intestine Terminal Ileum
RN7SL853P,2.0,Testis
RN7SL854P,1.0,Spleen
RN7SL856P,17.0,Brain Cortex
RN7SL860P,124.0,Testis
RN7SL861P,7.0,Cells Cultured fibroblasts
RN7SL862P,6.0,Lung
RN7SL863P,2.0,Brain Cerebellum
RN7SL864P,5.0,Nerve Tibial
RN7SL865P,2.0,Bladder
RN7SL868P,4.0,Colon Sigmoid
RN7SL869P,0.0,Esophagus Muscularis
RN7SL870P,1.0,Brain Frontal Cortex BA9
