gene_name,gene_group,chromosome,start,end,gene_length,flank_length,snp_count_1000genomes,snp_density_1000genomes,flank_count_1000genomes,flank_density_1000genomes,enrichment_1000genomes,snp_count_gnomad,snp_density_gnomad,flank_count_gnomad,flank_density_gnomad,enrichment_gnomad,snp_count_pangenome,snp_density_pangenome,flank_count_pangenome,flank_density_pangenome,enrichment_pangenome,snp_count_dbsnp,snp_density_dbsnp,flank_count_dbsnp,flank_density_dbsnp,enrichment_dbsnp,locus_type,gene_type
RNU6-529P,RNU6,chr10,87041238,87041341,104,1040,5,0.04807692307692308,30,0.028846153846153848,1.6666666666666667,25,0.2403846153846154,366,0.35192307692307695,0.6830601092896175,1,0.009615384615384616,10,0.009615384615384616,1.0,31,0.2980769230769231,369,0.3548076923076923,0.8401084010840107,pseudogene,pseudogene
RN7SL733P,RN7SL,chr10,87154041,87154369,329,3289,6,0.0182370820668693,34,0.010337488598358164,1.7641694975862683,82,0.24924012158054712,725,0.2204317421708726,1.1306907032805786,1,0.00303951367781155,20,0.006080875646093037,0.4998480243161095,126,0.3829787234042553,1005,0.3055640012161751,1.253350269926961,pseudogene,pseudogene
RN7SL78P,RN7SL,chr10,87832818,87833098,281,2809,8,0.028469750889679714,55,0.019579921680313278,1.4540278227110968,56,0.199288256227758,821,0.2922748309006764,0.6818522676538029,1,0.0035587188612099642,17,0.006051975792096832,0.5880259577140464,90,0.3202846975088968,886,0.31541473834104666,1.0154398592578906,pseudogene,pseudogene
RN7SKP143,RN7SK,chr10,90163651,90163960,310,3100,14,0.04516129032258064,90,0.02903225806451613,1.5555555555555554,72,0.23225806451612904,628,0.20258064516129032,1.1464968152866242,3,0.00967741935483871,21,0.0067741935483870966,1.4285714285714286,108,0.34838709677419355,967,0.31193548387096776,1.1168562564632885,pseudogene,pseudogene
RNU6-740P,RNU6,chr10,90922731,90922835,105,1049,4,0.0380952380952381,28,0.02669208770257388,1.4272108843537417,29,0.2761904761904762,224,0.21353670162059105,1.2934098639455782,1,0.009523809523809525,8,0.0076263107721639654,1.248809523809524,39,0.37142857142857144,316,0.30123927550047663,1.2330018083182641,pseudogene,pseudogene
RNY3P12,RNY,chr10,92334463,92334564,102,1020,2,0.0196078431372549,21,0.020588235294117647,0.9523809523809523,20,0.19607843137254902,194,0.19019607843137254,1.0309278350515465,0,0.0,2,0.00196078431372549,0.0,33,0.3235294117647059,302,0.296078431372549,1.0927152317880795,pseudogene,pseudogene
RN7SL644P,RN7SL,chr10,92659044,92659302,259,2589,4,0.015444015444015444,73,0.028196214754731556,0.5477336436240546,88,0.33976833976833976,649,0.2506759366550792,1.3554086774425755,2,0.007722007722007722,13,0.005021243723445346,1.5378675378675377,103,0.39768339768339767,812,0.31363460795674003,1.2679831485250206,pseudogene,pseudogene
RNY4P26,RNY,chr10,94047038,94047125,88,880,3,0.03409090909090909,20,0.022727272727272728,1.4999999999999998,11,0.125,177,0.20113636363636364,0.6214689265536723,1,0.011363636363636364,7,0.007954545454545454,1.4285714285714288,26,0.29545454545454547,283,0.3215909090909091,0.9187279151943464,pseudogene,pseudogene
RNU6-657P,RNU6,chr10,94155639,94155745,107,1069,2,0.018691588785046728,26,0.02432179607109448,0.7685118619698058,12,0.11214953271028037,199,0.186155285313377,0.6024515098858779,0,0.0,6,0.005612722170252572,0.0,26,0.24299065420560748,307,0.2871842843779233,0.846114036956985,pseudogene,pseudogene
RNU6-271P,RNU6,chr10,96112747,96112851,105,1049,5,0.047619047619047616,17,0.016205910390848427,2.938375350140056,33,0.3142857142857143,173,0.16491897044804577,1.9056977704376548,0,0.0,5,0.004766444232602479,0.0,39,0.37142857142857144,277,0.2640610104861773,1.4066013408973699,pseudogene,pseudogene
RNU6-1274P,RNU6,chr10,96743167,96743273,107,1069,2,0.018691588785046728,30,0.02806361085126286,0.666043613707165,30,0.2803738317757009,204,0.19083255378858746,1.4692138537658053,0,0.0,8,0.007483629560336763,0.0,35,0.32710280373831774,301,0.2815715622076707,1.1617039773962181,pseudogene,pseudogene
RNU6-422P,RNU6,chr10,100258571,100258677,107,1069,2,0.018691588785046728,27,0.025257249766136577,0.7400484596746278,16,0.14953271028037382,257,0.2404115996258185,0.6219862540456016,0,0.0,6,0.005612722170252572,0.0,30,0.2803738317757009,325,0.304022450888681,0.9222142343637669,pseudogene,pseudogene
RNY5P7,RNY,chr10,101166209,101166283,75,749,4,0.05333333333333334,14,0.018691588785046728,2.853333333333334,24,0.32,110,0.14686248331108145,2.178909090909091,1,0.013333333333333334,4,0.0053404539385847796,2.496666666666667,26,0.3466666666666667,210,0.2803738317757009,1.2364444444444447,pseudogene,pseudogene
RNU2-43P,RNU2,chr10,101307529,101307718,190,1900,4,0.021052631578947368,40,0.021052631578947368,1.0,42,0.22105263157894736,363,0.19105263157894736,1.1570247933884297,1,0.005263157894736842,13,0.006842105263157895,0.7692307692307692,71,0.3736842105263158,582,0.3063157894736842,1.2199312714776633,pseudogene,pseudogene
RNU2-59P,RNU2,chr10,101364845,101365035,191,1909,2,0.010471204188481676,45,0.02357255107386066,0.44421175101803373,56,0.2931937172774869,501,0.26244106862231537,1.1171792540573302,1,0.005235602094240838,13,0.006809848088004191,0.7688280306081353,85,0.44502617801047123,621,0.3253012048192771,1.3680434361062634,pseudogene,pseudogene
RNU6-1165P,RNU6,chr10,101622859,101622965,107,1069,0,0.0,18,0.01683816651075772,0.0,15,0.14018691588785046,321,0.30028063610851263,0.4668530002620316,0,0.0,6,0.005612722170252572,0.0,36,0.3364485981308411,314,0.293732460243218,1.1454253229358888,pseudogene,pseudogene
RNU6-43P,RNU6,chr10,102591524,102591630,107,1069,3,0.028037383177570093,21,0.019644527595884004,1.4272363150867824,38,0.35514018691588783,240,0.2245088868101029,1.581853582554517,1,0.009345794392523364,7,0.006548175865294668,1.4272363150867822,41,0.38317757009345793,323,0.3021515434985968,1.2681635369346953,pseudogene,pseudogene
RNU6-1231P,RNU6,chr10,102803929,102804031,103,1029,2,0.019417475728155338,33,0.03206997084548105,0.6054721977052073,22,0.21359223300970873,387,0.3760932944606414,0.5679235342816287,1,0.009708737864077669,13,0.012633624878522837,0.7684839432412247,33,0.32038834951456313,369,0.358600583090379,0.8934406819796354,pseudogene,pseudogene
RNU11-3P,RNU11,chr10,103312436,103312568,133,1329,3,0.022556390977443608,17,0.012791572610985704,1.763379035824856,23,0.17293233082706766,464,0.3491346877351392,0.4953169561835623,1,0.007518796992481203,9,0.006772009029345372,1.1102756892230576,38,0.2857142857142857,455,0.34236267870579384,0.8345368916797488,pseudogene,pseudogene
RN7SL524P,RN7SL,chr10,103974515,103974814,300,3000,0,0.0,55,0.018333333333333333,0.0,268,0.8933333333333333,762,0.254,3.517060367454068,7,0.023333333333333334,21,0.007,3.3333333333333335,167,0.5566666666666666,964,0.32133333333333336,1.7323651452282156,pseudogene,pseudogene
RNU6-463P,RNU6,chr10,105534659,105534765,107,1069,3,0.028037383177570093,24,0.02245088868101029,1.2488317757009346,22,0.205607476635514,241,0.225444340505145,0.9120099274828402,0,0.0,7,0.006548175865294668,0.0,31,0.2897196261682243,373,0.3489242282507016,0.8303224674901656,pseudogene,pseudogene
RN7SKP278,RN7SK,chr10,108940969,108941310,342,3420,14,0.04093567251461988,72,0.021052631578947368,1.9444444444444444,98,0.28654970760233917,1501,0.4388888888888889,0.6528980679546968,3,0.008771929824561403,29,0.00847953216374269,1.0344827586206897,143,0.41812865497076024,1251,0.36578947368421055,1.1430855315747401,pseudogene,pseudogene
RNU5B-6P,RNU5,chr10,109184934,109185001,68,680,3,0.04411764705882353,21,0.030882352941176472,1.4285714285714286,23,0.3382352941176471,182,0.2676470588235294,1.263736263736264,1,0.014705882352941176,4,0.0058823529411764705,2.5,32,0.47058823529411764,267,0.3926470588235294,1.198501872659176,pseudogene,pseudogene
RNU6-839P,RNU6,chr10,109239639,109239746,108,1080,7,0.06481481481481481,33,0.030555555555555555,2.121212121212121,33,0.3055555555555556,245,0.22685185185185186,1.3469387755102042,7,0.06481481481481481,13,0.012037037037037037,5.384615384615384,44,0.4074074074074074,363,0.33611111111111114,1.212121212121212,pseudogene,pseudogene
RNU4-5P,RNU4,chr10,109869858,109869992,135,1349,8,0.05925925925925926,37,0.02742772424017791,2.1605605605605605,34,0.2518518518518518,227,0.1682727946627131,1.4966878773046173,0,0.0,8,0.005930318754633061,0.0,49,0.362962962962963,394,0.2920681986656783,1.2427335965407031,pseudogene,pseudogene
RN7SKP288,RN7SK,chr10,110756456,110756723,268,2680,11,0.041044776119402986,57,0.02126865671641791,1.9298245614035088,59,0.22014925373134328,450,0.16791044776119404,1.311111111111111,3,0.011194029850746268,12,0.004477611940298508,2.4999999999999996,91,0.33955223880597013,710,0.26492537313432835,1.2816901408450705,pseudogene,pseudogene
RNU7-165P,RNU7,chr10,113353425,113353484,60,600,4,0.06666666666666667,18,0.03,2.2222222222222223,18,0.3,119,0.19833333333333333,1.5126050420168067,0,0.0,5,0.008333333333333333,0.0,22,0.36666666666666664,194,0.3233333333333333,1.134020618556701,pseudogene,pseudogene
RNU6-709P,RNU6,chr10,114111414,114111517,104,1040,4,0.038461538461538464,34,0.032692307692307694,1.1764705882352942,29,0.27884615384615385,338,0.325,0.8579881656804734,2,0.019230769230769232,13,0.0125,1.5384615384615385,38,0.36538461538461536,350,0.33653846153846156,1.0857142857142856,pseudogene,pseudogene
RN7SL384P,RN7SL,chr10,114423770,114424067,298,2980,9,0.030201342281879196,85,0.028523489932885907,1.0588235294117647,60,0.20134228187919462,793,0.26610738255033556,0.7566204287515763,2,0.006711409395973154,37,0.012416107382550336,0.5405405405405405,93,0.31208053691275167,960,0.3221476510067114,0.96875,pseudogene,pseudogene
TRUB1,TRNA,chr10,114938195,114977676,39482,394820,1039,0.02631578947368421,9488,0.024031204093004407,1.0950674536256324,8754,0.2217212907147561,87369,0.22128818195633454,1.0019572159461594,303,0.007674383263259207,2933,0.007428701686844638,1.0330719399931811,13196,0.33422825591408745,122675,0.3107112101717238,1.0756877929488486,gene with protein product,functional
RNU6-1121P,RNU6,chr10,114969460,114969568,109,1089,1,0.009174311926605505,25,0.02295684113865932,0.39963302752293584,18,0.1651376146788991,370,0.3397612488521579,0.48604016860897603,1,0.009174311926605505,10,0.009182736455463728,0.9990825688073396,31,0.28440366972477066,358,0.3287419651056015,0.8651273640510481,pseudogene,pseudogene
RNU6-1090P,RNU6,chr10,116538183,116538276,94,940,1,0.010638297872340425,28,0.029787234042553193,0.3571428571428571,17,0.18085106382978725,170,0.18085106382978725,1.0,1,0.010638297872340425,8,0.00851063829787234,1.25,26,0.2765957446808511,300,0.3191489361702128,0.8666666666666667,pseudogene,pseudogene
RN7SL749P,RN7SL,chr10,119212857,119213146,290,2900,11,0.03793103448275862,78,0.02689655172413793,1.4102564102564101,61,0.2103448275862069,606,0.20896551724137932,1.0066006600660065,3,0.010344827586206896,19,0.006551724137931035,1.5789473684210527,109,0.3758620689655172,873,0.3010344827586207,1.2485681557846504,pseudogene,pseudogene
RN7SL846P,RN7SL,chr10,119768247,119768538,292,2920,9,0.030821917808219176,65,0.02226027397260274,1.3846153846153846,63,0.21575342465753425,735,0.2517123287671233,0.8571428571428571,1,0.003424657534246575,19,0.006506849315068493,0.5263157894736842,111,0.3801369863013699,935,0.3202054794520548,1.1871657754010696,pseudogene,pseudogene
RN7SKP167,RN7SK,chr10,121410916,121411200,285,2849,10,0.03508771929824561,77,0.02702702702702703,1.2982456140350875,61,0.21403508771929824,530,0.18603018603018603,1.1505395564382654,5,0.017543859649122806,22,0.007722007722007722,2.2719298245614032,92,0.32280701754385965,837,0.2937872937872938,1.0987780083422416,pseudogene,pseudogene
RNU6-728P,RNU6,chr10,122345690,122345793,104,1040,1,0.009615384615384616,24,0.023076923076923078,0.4166666666666667,18,0.17307692307692307,236,0.22692307692307692,0.7627118644067796,0,0.0,5,0.004807692307692308,0.0,36,0.34615384615384615,337,0.32403846153846155,1.0682492581602374,pseudogene,pseudogene
PSTK,TRNA,chr10,122980401,122990390,9990,99900,290,0.02902902902902903,2239,0.022412412412412413,1.2952210808396607,2409,0.24114114114114113,19725,0.19744744744744744,1.2212927756653993,64,0.006406406406406407,535,0.005355355355355355,1.1962616822429908,3575,0.35785785785785784,29883,0.29912912912912915,1.196332362881906,gene with protein product,functional
RNU2-42P,RNU2,chr10,125890566,125890678,113,1129,0,0.0,9,0.007971656333038087,0.0,43,0.3805309734513274,424,0.3755535872453499,1.0132534646852562,0,0.0,4,0.00354295837023915,0.0,46,0.40707964601769914,478,0.42338352524357836,0.9614914651756953,pseudogene,pseudogene
RNU6-447P,RNU6,chr11,152999,153102,104,1040,0,0.0,0,0.0,0.0,24,0.23076923076923078,132,0.12692307692307692,1.8181818181818183,1,0.009615384615384616,12,0.011538461538461539,0.8333333333333334,29,0.27884615384615385,140,0.1346153846153846,2.0714285714285716,pseudogene,pseudogene
RN7SL838P,RN7SL,chr11,440399,440693,295,2949,18,0.061016949152542375,112,0.03797897592404205,1.606598062953995,80,0.2711864406779661,867,0.29399796541200407,0.9224092428596563,2,0.006779661016949152,36,0.012207527975584944,0.5553672316384181,119,0.4033898305084746,1119,0.37945066124109866,1.063089017130913,pseudogene,pseudogene
RNU6-1025P,RNU6,chr11,948421,948524,104,1040,2,0.019230769230769232,32,0.03076923076923077,0.625,19,0.18269230769230768,222,0.21346153846153845,0.8558558558558559,1,0.009615384615384616,12,0.011538461538461539,0.8333333333333334,32,0.3076923076923077,341,0.3278846153846154,0.9384164222873901,pseudogene,pseudogene
RNU6-878P,RNU6,chr11,2321718,2321827,110,1100,2,0.01818181818181818,30,0.02727272727272727,0.6666666666666666,21,0.19090909090909092,242,0.22,0.8677685950413223,1,0.00909090909090909,10,0.00909090909090909,1.0,35,0.3181818181818182,343,0.3118181818181818,1.0204081632653061,pseudogene,pseudogene
CARS1,TRNA,chr11,3000929,3057423,56495,564949,1867,0.033047172316134174,15822,0.02800606780435048,1.180000439440506,14534,0.25726170457562614,147399,0.2609067367142875,0.9860293674875366,449,0.00794760598283034,5390,0.009540684203352868,0.8330226442289458,21106,0.37359058323745464,188418,0.3335132905802117,1.120167003202543,gene with protein product,functional
RNU1-91P,RNU1,chr11,3048359,3048521,163,1629,3,0.018404907975460124,42,0.02578268876611418,0.7138475021910605,37,0.22699386503067484,326,0.20012277470841006,1.1342730249538937,1,0.006134969325153374,7,0.004297114794352364,1.4276950043821208,54,0.3312883435582822,551,0.33824432166973606,0.979435048378297,pseudogene,pseudogene
RNU6-1143P,RNU6,chr11,3714772,3714875,104,1040,2,0.019230769230769232,34,0.032692307692307694,0.5882352941176471,25,0.2403846153846154,225,0.21634615384615385,1.1111111111111112,1,0.009615384615384616,4,0.0038461538461538464,2.5,41,0.3942307692307692,356,0.3423076923076923,1.151685393258427,pseudogene,pseudogene
RNU7-50P,RNU7,chr11,3781395,3781456,62,620,0,0.0,11,0.017741935483870968,0.0,25,0.4032258064516129,357,0.5758064516129032,0.7002801120448179,0,0.0,8,0.012903225806451613,0.0,25,0.4032258064516129,299,0.482258064516129,0.8361204013377926,pseudogene,pseudogene
RNU6-943P,RNU6,chr11,7889182,7889279,98,980,3,0.030612244897959183,22,0.022448979591836733,1.3636363636363638,20,0.20408163265306123,246,0.2510204081632653,0.8130081300813008,1,0.01020408163265306,13,0.013265306122448979,0.7692307692307692,30,0.30612244897959184,370,0.37755102040816324,0.8108108108108109,pseudogene,pseudogene
TRL-CAA5-1,TRNA,chr11,9275243,9275316,74,740,1,0.013513513513513514,22,0.02972972972972973,0.45454545454545453,19,0.25675675675675674,205,0.27702702702702703,0.9268292682926829,0,0.0,7,0.00945945945945946,0.0,34,0.4594594594594595,270,0.36486486486486486,1.2592592592592593,"RNA, transfer",functional
ZNF143,TRNA,chr11,9461012,9528524,67513,675129,2054,0.030423770236843273,17305,0.025632138450577595,1.1869384326050136,23545,0.34874764860101015,176473,0.26139152665638715,1.3341964564117534,615,0.009109356716484232,5382,0.007971809831898793,1.14269618926854,27655,0.40962481299897796,228994,0.33918554824337277,1.2076717746979702,gene with protein product,functional
RN7SKP50,RN7SK,chr11,9680924,9681238,315,3149,11,0.03492063492063492,77,0.024452207049857098,1.4281179138321995,82,0.26031746031746034,612,0.19434741187678628,1.3394439257184356,5,0.015873015873015872,17,0.005398539218799619,2.9402427637721753,128,0.40634920634920635,949,0.30136551286122576,1.3483600113737102,pseudogene,pseudogene
RNU7-28P,RNU7,chr11,9843815,9843876,62,620,1,0.016129032258064516,10,0.016129032258064516,1.0,7,0.11290322580645161,121,0.19516129032258064,0.5785123966942148,1,0.016129032258064516,1,0.0016129032258064516,10.0,26,0.41935483870967744,187,0.3016129032258065,1.3903743315508021,pseudogene,pseudogene
RNU6ATAC33P,RNU6ATAC,chr11,10399192,10399317,126,1260,5,0.03968253968253968,41,0.03253968253968254,1.219512195121951,23,0.18253968253968253,235,0.1865079365079365,0.9787234042553191,1,0.007936507936507936,18,0.014285714285714285,0.5555555555555556,34,0.2698412698412698,389,0.30873015873015874,0.8740359897172235,pseudogene,pseudogene
RN7SKP151,RN7SK,chr11,13353208,13353523,316,3160,8,0.02531645569620253,92,0.02911392405063291,0.8695652173913043,65,0.20569620253164558,704,0.22278481012658227,0.9232954545454546,4,0.012658227848101266,16,0.005063291139240506,2.5,113,0.3575949367088608,1018,0.3221518987341772,1.1100196463654224,pseudogene,pseudogene
RNU7-49P,RNU7,chr11,14478892,14478953,62,620,6,0.0967741935483871,3,0.004838709677419355,20.0,40,0.6451612903225806,220,0.3548387096774194,1.8181818181818181,0,0.0,5,0.008064516129032258,0.0,29,0.46774193548387094,226,0.36451612903225805,1.2831858407079646,pseudogene,pseudogene
RN7SL188P,RN7SL,chr11,16576851,16577135,285,2849,7,0.02456140350877193,54,0.018954018954018954,1.2958414554905784,59,0.20701754385964913,516,0.1811161811161811,1.1430096559227527,2,0.007017543859649123,10,0.00351000351000351,1.9992982456140351,95,0.3333333333333333,766,0.26886626886626885,1.2397737162750218,pseudogene,pseudogene
RN7SKP90,RN7SK,chr11,16842253,16842587,335,3349,12,0.03582089552238806,103,0.030755449387876978,1.164700768004637,92,0.2746268656716418,693,0.20692744102717228,1.3271650405978765,2,0.005970149253731343,38,0.011346670647954613,0.5261586802827966,129,0.3850746268656716,1066,0.31830397133472677,1.209770098849094,pseudogene,pseudogene
SNORD14A,RNU1,chr11,17074654,17074744,91,909,5,0.054945054945054944,23,0.025302530253025302,2.171524128045867,23,0.25274725274725274,186,0.20462046204620463,1.2352002835873803,2,0.02197802197802198,8,0.0088008800880088,2.4972527472527477,50,0.5494505494505495,341,0.37513751375137516,1.4646643678901743,"RNA, small nucleolar",functional
SNORD14B,RNU1,chr11,17075779,17075868,90,900,3,0.03333333333333333,22,0.024444444444444446,1.3636363636363635,25,0.2777777777777778,167,0.18555555555555556,1.4970059880239521,0,0.0,4,0.0044444444444444444,0.0,39,0.43333333333333335,307,0.3411111111111111,1.2703583061889252,"RNA, small nucleolar",functional
RNU6-593P,RNU6,chr11,17115652,17115763,112,1120,3,0.026785714285714284,33,0.029464285714285714,0.9090909090909091,33,0.29464285714285715,364,0.325,0.9065934065934066,0,0.0,8,0.007142857142857143,0.0,49,0.4375,374,0.3339285714285714,1.3101604278074868,pseudogene,pseudogene
RNU6-783P,RNU6,chr11,23849778,23849882,105,1049,3,0.02857142857142857,31,0.029551954242135366,0.9668202764976959,19,0.18095238095238095,255,0.2430886558627264,0.7443884220354808,0,0.0,10,0.009532888465204958,0.0,32,0.3047619047619048,363,0.34604385128693993,0.8807031352485899,pseudogene,pseudogene
RN7SKP158,RN7SK,chr11,28261194,28261519,326,3260,7,0.02147239263803681,73,0.022392638036809815,0.9589041095890412,78,0.2392638036809816,630,0.19325153374233128,1.2380952380952381,2,0.006134969325153374,8,0.00245398773006135,2.5,120,0.36809815950920244,997,0.3058282208588957,1.2036108324974923,pseudogene,pseudogene
RN7SL240P,RN7SL,chr11,29721399,29721684,286,2860,11,0.038461538461538464,84,0.02937062937062937,1.3095238095238095,82,0.2867132867132867,684,0.23916083916083916,1.1988304093567252,1,0.0034965034965034965,20,0.006993006993006993,0.5,120,0.4195804195804196,1048,0.36643356643356645,1.1450381679389312,pseudogene,pseudogene
RNU6-99P,RNU6,chr11,39261107,39261213,107,1069,5,0.04672897196261682,45,0.042095416276894296,1.1100726895119417,19,0.17757009345794392,247,0.23105706267539758,0.7685118619698058,0,0.0,12,0.011225444340505144,0.0,34,0.3177570093457944,350,0.3274087932647334,0.970520694259012,pseudogene,pseudogene
RNU6-365P,RNU6,chr11,41122907,41123012,106,1060,1,0.009433962264150943,9,0.008490566037735849,1.1111111111111112,27,0.25471698113207547,477,0.45,0.5660377358490566,1,0.009433962264150943,18,0.016981132075471698,0.5555555555555556,51,0.4811320754716981,457,0.43113207547169813,1.1159737417943107,pseudogene,pseudogene
RN7SKP287,RN7SK,chr11,43435132,43435397,266,2660,8,0.03007518796992481,81,0.03045112781954887,0.9876543209876543,55,0.20676691729323307,674,0.25338345864661654,0.8160237388724035,1,0.0037593984962406013,29,0.010902255639097745,0.3448275862068965,94,0.3533834586466165,974,0.3661654135338346,0.9650924024640657,pseudogene,pseudogene
RN7SL652P,RN7SL,chr11,47557534,47557833,300,3000,4,0.013333333333333334,54,0.018,0.7407407407407408,215,0.7166666666666667,1392,0.464,1.5445402298850575,4,0.013333333333333334,23,0.007666666666666666,1.7391304347826089,120,0.4,1376,0.45866666666666667,0.872093023255814,pseudogene,pseudogene
RNU5E-10P,RNU5,chr11,47576471,47576588,118,1180,3,0.025423728813559324,32,0.02711864406779661,0.9375000000000001,29,0.2457627118644068,452,0.38305084745762713,0.6415929203539823,0,0.0,13,0.011016949152542373,0.0,53,0.4491525423728814,432,0.36610169491525424,1.2268518518518519,pseudogene,pseudogene
RN7SKP259,RN7SK,chr11,57451690,57452022,333,3329,12,0.036036036036036036,76,0.022829678582156804,1.5784732100521575,65,0.19519519519519518,562,0.16881946530489636,1.1562363074818591,1,0.003003003003003003,6,0.0018023430459597476,1.6661661661661662,124,0.37237237237237236,917,0.27545809552418143,1.3518294739668786,pseudogene,pseudogene
RN7SL605P,RN7SL,chr11,57528085,57528365,281,2809,3,0.010676156583629894,56,0.019935920256318976,0.5355236400610066,79,0.28113879003558717,542,0.19295122819508723,1.4570458693910782,1,0.0035587188612099642,24,0.008543965824136704,0.41651838671411623,101,0.3594306049822064,856,0.30473478106087576,1.1794866464895069,pseudogene,pseudogene
RNU6-899P,RNU6,chr11,58026706,58026812,107,1069,5,0.04672897196261682,22,0.0205799812909261,2.2706032285471536,43,0.40186915887850466,263,0.2460243217960711,1.6334529689776482,1,0.009345794392523364,10,0.009354536950420954,0.9990654205607477,41,0.38317757009345793,325,0.304022450888681,1.2603594536304816,pseudogene,pseudogene
RN7SL42P,RN7SL,chr11,59214406,59214699,294,2940,7,0.023809523809523808,52,0.017687074829931974,1.346153846153846,55,0.1870748299319728,537,0.1826530612244898,1.0242085661080076,1,0.003401360544217687,12,0.004081632653061225,0.8333333333333333,91,0.30952380952380953,924,0.3142857142857143,0.9848484848484849,pseudogene,pseudogene
WARS1P1,TRNA,chr11,59255360,59259486,4127,41269,124,0.030046038284468137,1056,0.025588213913591316,1.174213971554655,1014,0.2456990550036346,8638,0.2093096513121229,1.1738543992758737,38,0.009207656893627332,266,0.006445516004749328,1.4285368133199488,1432,0.34698328083353525,12841,0.3111536504397974,1.1151509241273394,pseudogene,pseudogene
RN7SL435P,RN7SL,chr11,59291052,59291333,282,2820,13,0.04609929078014184,54,0.019148936170212766,2.4074074074074074,50,0.1773049645390071,518,0.18368794326241134,0.9652509652509653,2,0.0070921985815602835,13,0.004609929078014184,1.5384615384615385,102,0.3617021276595745,848,0.300709219858156,1.2028301886792454,pseudogene,pseudogene
TRV-TAC1-1,TRNA,chr11,59550629,59550701,73,729,13,0.1780821917808219,44,0.06035665294924554,2.9504981320049812,117,1.6027397260273972,375,0.51440329218107,3.1157260273972605,1,0.0136986301369863,8,0.010973936899862825,1.2482876712328768,82,1.1232876712328768,440,0.6035665294924554,1.8610834371108347,"RNA, transfer",functional
TRV-TAC2-1,TRNA,chr11,59550987,59551059,73,729,9,0.1232876712328767,65,0.08916323731138547,1.3827186512118017,74,1.0136986301369864,442,0.6063100137174211,1.6719147089815907,1,0.0136986301369863,14,0.019204389574759947,0.7133072407045009,78,1.0684931506849316,448,0.6145404663923183,1.738686399217221,"RNA, transfer",functional
TRR-TCT3-2,TRNA,chr11,59551294,59551379,86,860,6,0.06976744186046512,55,0.06395348837209303,1.0909090909090908,79,0.9186046511627907,384,0.44651162790697674,2.0572916666666665,1,0.011627906976744186,13,0.015116279069767442,0.7692307692307693,92,1.069767441860465,431,0.5011627906976744,2.1345707656612527,"RNA, transfer",functional
TRL-TAA3-1,TRNA,chr11,59551755,59551837,83,829,2,0.024096385542168676,16,0.019300361881785282,1.2484939759036147,50,0.6024096385542169,194,0.23401688781664656,2.5742143833064217,0,0.0,4,0.0048250904704463205,0.0,65,0.7831325301204819,275,0.33172496984318456,2.36078860898138,"RNA, transfer",functional
TRK-TTT5-1,TRNA,chr11,59556429,59556501,73,729,11,0.1506849315068493,29,0.039780521262002745,3.787907416154936,74,1.0136986301369864,225,0.30864197530864196,3.284383561643836,2,0.0273972602739726,9,0.012345679012345678,2.219178082191781,66,0.9041095890410958,302,0.41426611796982166,2.182436723215096,"RNA, transfer",functional
TRF-GAA1-3,TRNA,chr11,59557497,59557569,73,729,10,0.136986301369863,20,0.027434842249657063,4.993150684931507,86,1.178082191780822,225,0.30864197530864196,3.8169863013698633,1,0.0136986301369863,9,0.012345679012345678,1.1095890410958904,77,1.0547945205479452,310,0.4252400548696845,2.480468404772426,"RNA, transfer",functional
RNU7-58P,RNU7,chr11,59558800,59558855,56,560,1,0.017857142857142856,16,0.02857142857142857,0.625,12,0.21428571428571427,85,0.15178571428571427,1.411764705882353,0,0.0,3,0.005357142857142857,0.0,18,0.32142857142857145,149,0.26607142857142857,1.2080536912751678,pseudogene,pseudogene
TRK-TTT3-4,TRNA,chr11,59560335,59560407,73,729,5,0.0684931506849315,37,0.05075445816186557,1.3495001851166233,116,1.5890410958904109,228,0.31275720164609055,5.080749819754866,0,0.0,14,0.019204389574759947,0.0,80,1.095890410958904,304,0.4170096021947874,2.627974044700793,"RNA, transfer",functional
TRF-GAA2-1,TRNA,chr11,59566380,59566452,73,729,12,0.1643835616438356,30,0.0411522633744856,3.9945205479452053,95,1.3013698630136987,266,0.36488340192043894,3.566536203522505,0,0.0,4,0.0054869684499314125,0.0,76,1.0410958904109588,343,0.47050754458161864,2.212708175246615,"RNA, transfer",functional
RN7SKP192,RN7SK,chr11,59706057,59706383,327,3269,7,0.021406727828746176,72,0.022025084123585194,0.9719249065579341,72,0.22018348623853212,702,0.21474457020495563,1.0253273739512272,0,0.0,17,0.005200367084735393,0.0,113,0.345565749235474,978,0.29917405934536556,1.1550658836919883,pseudogene,pseudogene
RNU6-933P,RNU6,chr11,60985061,60985167,107,1069,4,0.037383177570093455,27,0.025257249766136577,1.4800969193492557,39,0.3644859813084112,327,0.3058933582787652,1.1915459144302496,1,0.009345794392523364,12,0.011225444340505144,0.8325545171339563,51,0.4766355140186916,355,0.33208606173994387,1.4352770830591022,pseudogene,pseudogene
TRA-TGC10-1,TRNA,chr11,60996036,60996105,70,700,1,0.014285714285714285,15,0.02142857142857143,0.6666666666666666,12,0.17142857142857143,132,0.18857142857142858,0.9090909090909091,0,0.0,3,0.004285714285714286,0.0,20,0.2857142857142857,194,0.27714285714285714,1.0309278350515463,"RNA, transfer",functional
