Gene,Max_TPM,Max_FPKM
RNU6-780P,0.47,0.27
RNU6-620P,0.0,0.0
RNU6-1325P,0.0,0.0
RNU6-1176P,0.0,0.0
RNU6-879P,0.0,0.0
RNU6-1258P,0.0,0.0
RNU6-467P,4.53,5.72
RNU6-451P,0.0,0.0
RNU6-824P,0.38,0.22
RNU6-269P,0.0,0.0
RNU6-905P,0.0,0.0
RNU6-958P,0.0,0.0
RNU6-523P,0.0,0.0
RNU6-894P,0.0,0.0
RNU6-1187P,0.0,0.0
RNU6-855P,0.0,0.0
RNU6-1039P,0.53,0.3
RNU6-405P,0.0,0.0
RNU6-869P,0.0,0.0
RNU6-210P,0.0,0.0
RNU6-1341P,,
RNU6-31P,0.0,0.0
RNU6-772P,0.0,0.0
RNU6-1306P,3.17,2.56
RNU6-923P,0.0,0.0
RNU6-191P,0.0,0.0
RNU6-448P,0.45,0.26
RNU6-1190P,0.0,0.0
RNU6-1264P,0.0,0.0
RNU6-220P,0.0,0.0
RNU6-850P,12.44,7.05
RNU6-1211P,0.0,0.0
RNU6-1111P,0.0,0.0
RNU6-1336P,0.0,0.0
RNU6-496P,0.0,0.0
RNU6-367P,0.0,0.0
RNU6-666P,0.0,0.0
RNU6-920P,0.45,0.27
RNU6-12P,0.0,0.0
RNU6-659P,0.0,0.0
RNU6-122P,2.66,3.45
RNU6-1094P,0.0,0.0
RNU6-13P,0.0,0.0
RNU6-179P,0.0,0.0
RNU6-86P,0.0,0.0
RNU6-1217P,1.8,1.45
RNU6-465P,0.0,0.0
RNU6-834P,0.0,0.0
RNU6-884P,0.72,0.42
RNU6-363P,0.0,0.0
RNU6-503P,0.0,0.0
RNU6-508P,0.0,0.0
RNU6-904P,0.0,0.0
RNU6-481P,1.24,0.71
RNU6-1265P,0.0,0.0
RNU6-1240P,0.0,0.0
RNU6-970P,0.0,0.0
RNU6-1315P,0.46,0.27
RNU6-1216P,0.0,0.0
RNU6-275P,5.95,5.87
RNU6-645P,0.0,0.0
RNU6-1323P,1.65,1.33
RNU6-30P,0.15,0.09
RNU6-1109P,0.0,0.0
RNU6-1127P,0.0,0.0
RNU6-418P,4.81,5.48
RNU6-8,1.38,1.75
RNU6-361P,0.0,0.0
RNU6-1290P,0.0,0.0
RNU6-1252P,0.0,0.0
RNU6-559P,0.0,0.0
RNU6-730P,0.0,0.0
RNU6-1016P,23.67,13.54
RNU6-1204P,0.0,0.0
RNU6-525P,0.0,0.0
RNU6-165P,0.0,0.0
RNU6-1095P,2.13,1.26
RNU6-652P,4.98,2.9
RNU6-1100P,0.13,0.07
RNU6-425P,0.0,0.0
RNU6-500P,0.0,0.0
RNU6-693P,0.82,0.67
RNU6-194P,0.0,0.0
RNU6-1339P,0.0,0.0
RNU6-794P,1.12,0.65
RNU6-957P,0.0,0.0
RNU6-421P,0.13,0.08
RNU6-721P,0.0,0.0
RNU6-809P,0.0,0.0
RNU6-836P,0.0,0.0
RNU6-637P,0.36,0.21
RNU6-586P,0.0,0.0
RNU6-1023P,0.0,0.0
RNU6-140P,3.2,3.82
RNU6-123P,0.39,0.23
RNU6-337P,0.0,0.0
RNU6-674P,0.62,0.36
RNU6-823P,0.0,0.0
RNU6-954P,0.82,0.67
RNU6-360P,0.0,0.0
RNU6-1313P,0.0,0.0
RNU6-1148P,0.0,0.0
RNU6-461P,0.82,0.67
RNU6-379P,6.19,5.7
RNU6-675P,0.0,0.0
RNU6-349P,0.0,0.0
RNU6-1151P,0.0,0.0
RNU6-695P,0.0,0.0
RNU6-952P,0.44,0.26
RNU6-190P,1.77,1.43
RNU6-534P,0.63,0.37
RNU6-1280P,1.24,0.73
RNU6-158P,0.0,0.0
RNU6-492P,0.0,0.0
RNU6-299P,0.91,0.73
RNU6-457P,0.0,0.0
RNU6-187P,0.0,0.0
RNU6-1064P,0.0,0.0
RNU6-62P,0.97,0.56
RNU6-1242P,0.16,0.09
RNU6-1108P,0.0,0.0
RNU6-59P,1.24,0.73
RNU6-1088P,6.79,7.62
RNU6-1288P,0.0,0.0
RNU6-419P,0.0,0.0
RNU6-449P,0.0,0.0
RNU6-176P,0.0,0.0
RNU6-993P,0.0,0.0
RNU6-738P,0.0,0.0
RNU6-643P,0.0,0.0
RNU6-1279P,0.0,0.0
RNU6-97P,2.6,1.51
RNU6-476P,3.15,1.84
RNU6-260P,0.0,0.0
RNU6-775P,0.0,0.0
RNU6-694P,0.53,0.43
RNU6-1275P,4.89,5.97
RNU6-718P,0.0,0.0
RNU6-1213P,0.0,0.0
RNU6-442P,0.0,0.0
RNU6-1068P,0.0,0.0
RNU6-813P,0.0,0.0
RNU6-1076P,0.13,0.07
RNU6-622P,0.0,0.0
RNU6-972P,0.0,0.0
RNU6-853P,9.72,12.28
RNU6-1138P,0.63,0.37
RNU6-1312P,0.44,0.26
RNU6-110P,0.21,0.12
RNU6-230P,6.28,7.04
RNU6-1244P,0.0,0.0
RNU6-548P,2.34,2.65
RNU6-1061P,0.0,0.0
RNU6-1268P,0.0,0.0
RNU6-511P,0.0,0.0
RNU6-1230P,0.0,0.0
RNU6-278P,0.0,0.0
RNU6-355P,0.05,0.03
RNU6-931P,0.51,0.3
RNU6-746P,0.0,0.0
RNU6-892P,1.2,0.68
RNU6-826P,1.29,0.74
RNU6-592P,0.0,0.0
RNU6-88P,1.57,0.9
RNU6-343P,6.46,3.69
RNU6-1257P,1.14,0.67
RNU6-437P,0.5,0.28
RNU6-1263P,0.48,0.28
RNU6-380P,0.0,0.0
RNU6-1186P,0.0,0.0
RNU6-268P,0.0,0.0
RNU6-914P,4.87,5.81
RNU6-798P,0.0,0.0
RNU6-389P,0.55,0.31
RNU6-1219P,0.77,0.62
RNU6-1246P,0.0,0.0
RNU6-452P,0.0,0.0
RNU6-466P,0.16,0.09
RNU6-282P,1.98,1.15
RNU6-375P,0.0,0.0
RNU6-943P,0.59,0.34
RNU6-833P,1.6,0.91
RNU6-1075P,0.0,0.0
RNU6-1137P,0.0,0.0
RNU6-1129P,0.0,0.0
RNU6-725P,0.0,0.0
RNU6-98P,0.0,0.0
RNU6-92P,0.0,0.0
RNU6-384P,0.85,0.69
RNU6-1175P,0.0,0.0
RNU6-1327P,0.0,0.0
RNU6-480P,0.0,0.0
RNU6-1218P,0.0,0.0
RNU6-17P,0.0,0.0
RNU6-966P,0.0,0.0
RNU6-161P,0.0,0.0
RNU6-1199P,0.0,0.0
RNU6-181P,1.78,1.01
RNU6-24P,0.0,0.0
RNU6-891P,0.0,0.0
RNU6-1273P,0.0,0.0
RNU6-1141P,0.0,0.0
RNU6-497P,0.0,0.0
RNU6-125P,0.0,0.0
RNU6-717P,0.0,0.0
RNU6-514P,0.0,0.0
RNU6-771P,0.0,0.0
RNU6-163P,0.0,0.0
RNU6-627P,0.0,0.0
RNU6-9,0.81,0.98
RNU6-571P,0.0,0.0
RNU6-223P,0.0,0.0
RNU6-175P,0.0,0.0
RNU6-696P,0.0,0.0
RNU6-395P,0.57,0.32
RNU6-199P,0.61,0.35
RNU6-50P,1.3,0.75
RNU6-867P,0.0,0.0
RNU6-698P,0.0,0.0
RNU6-558P,0.0,0.0
RNU6-971P,0.0,0.0
RNU6-937P,0.0,0.0
RNU6-761P,3.04,3.84
RNU6-410P,0.0,0.0
RNU6-288P,0.38,0.22
RNU6-166P,0.45,0.26
RNU6-1321P,0.0,0.0
RNU6-603P,0.45,0.26
RNU6-119P,0.0,0.0
RNU6-1077P,0.0,0.0
RNU6-221P,0.0,0.0
RNU6-1243P,0.62,0.36
RNU6-1034P,0.0,0.0
RNU6-742P,0.83,0.47
RNU6-426P,0.0,0.0
RNU6-56P,0.0,0.0
RNU6-928P,0.86,0.69
RNU6-977P,0.0,0.0
RNU6-595P,0.94,0.56
RNU6-1318P,0.0,0.0
RNU6-1057P,0.0,0.0
RNU6-719P,0.0,0.0
RNU6-388P,2.97,1.7
RNU6-1260P,0.62,0.36
RNU6-263P,0.41,0.33
RNU6-53P,0.63,0.37
RNU6-136P,0.47,0.28
RNU6-630P,0.0,0.0
RNU6-294P,0.0,0.0
RNU6-138P,0.0,0.0
RNU6-184P,0.0,0.0
RNU6-554P,0.0,0.0
RNU6-313P,0.58,0.34
RNU6-917P,0.0,0.0
RNU6-1155P,0.0,0.0
RNU6-1278P,0.0,0.0
RNU6-924P,0.36,0.21
RNU6-602P,0.15,0.09
RNU6-63P,0.0,0.0
RNU6-188P,1.24,0.71
RNU6-1085P,0.0,0.0
RNU6-100P,5.02,2.87
RNU6-1298P,0.0,0.0
RNU6-454P,0.0,0.0
RNU6-735P,0.0,0.0
RNU6-896P,0.0,0.0
RNU6-723P,0.0,0.0
RNU6-1284P,0.5,0.29
RNU6-509P,1.22,0.99
RNU6-1285P,0.9,0.52
RNU6-141P,0.0,0.0
RNU6-74P,0.0,0.0
RNU6-712P,0.0,0.0
RNU6-821P,0.0,0.0
RNU6-334P,0.0,0.0
RNU6-47P,0.82,0.66
RNU6-499P,0.0,0.0
RNU6-486P,0.0,0.0
RNU6-73P,0.0,0.0
RNU6-475P,0.0,0.0
RNU6-662P,0.0,0.0
RNU6-599P,0.0,0.0
RNU6-42P,0.09,0.05
RNU6-151P,1.65,1.33
RNU6-770P,0.0,0.0
RNU6-1299P,0.0,0.0
RNU6-745P,0.0,0.0
RNU6-1012P,0.0,0.0
RNU6-933P,0.15,0.09
RNU6-1208P,0.0,0.0
RNU6-279P,0.0,0.0
RNU6-557P,0.0,0.0
RNU6-1067P,0.0,0.0
RNU6-1152P,0.0,0.0
RNU6-1270P,0.0,0.0
RNU6-322P,3.5,2.07
RNU6-664P,0.0,0.0
RNU6-582P,0.0,0.0
RNU6-1043P,0.46,0.27
RNU6-531P,3.25,1.89
RNU6-478P,0.0,0.0
RNU6-273P,0.0,0.0
RNU6-607P,0.0,0.0
RNU6-429P,0.0,0.0
RNU6-1119P,0.0,0.0
RNU6-617P,0.0,0.0
RNU6-663P,0.0,0.0
RNU6-374P,0.0,0.0
RNU6-424P,0.0,0.0
RNU6-777P,0.0,0.0
RNU6-1159P,0.15,0.09
RNU6-878P,0.51,0.29
RNU6-336P,0.0,0.0
RNU6-494P,0.0,0.0
RNU6-560P,0.0,0.0
RNU6-286P,0.0,0.0
RNU6-902P,0.0,0.0
RNU6-162P,0.0,0.0
RNU6-577P,2.83,1.62
RNU6-864P,0.0,0.0
RNU6-816P,0.0,0.0
RNU6-1335P,0.0,0.0
RNU6-1115P,0.0,0.0
RNU6-351P,0.0,0.0
RNU6-1228P,0.0,0.0
RNU6-1158P,0.0,0.0
RNU6-217P,0.0,0.0
RNU6-430P,0.83,0.47
RNU6-704P,0.0,0.0
RNU6-654P,0.0,0.0
RNU6-1250P,0.0,0.0
RNU6-193P,0.0,0.0
RNU6-903P,0.0,0.0
RNU6-978P,0.0,0.0
RNU6-800P,0.0,0.0
RNU6-939P,0.0,0.0
RNU6-1286P,0.0,0.0
RNU6-6P,0.69,0.78
RNU6-1078P,0.0,0.0
RNU6-1000P,0.0,0.0
RNU6-373P,0.0,0.0
RNU6-880P,0.0,0.0
RNU6-1128P,0.0,0.0
RNU6-758P,1.1,0.63
RNU6-797P,0.0,0.0
RNU6-556P,0.0,0.0
RNU6-1134P,0.0,0.0
RNU6-646P,0.63,0.37
RNU6-283P,0.0,0.0
RNU6-820P,0.0,0.0
RNU6-1297P,0.0,0.0
RNU6-799P,0.0,0.0
RNU6-795P,0.66,0.38
RNU6-912P,0.0,0.0
RNU6-1010P,3.59,4.23
RNU6-270P,0.0,0.0
RNU6-1195P,0.0,0.0
RNU6-306P,0.82,0.67
RNU6-213P,1.95,1.13
RNU6-831P,0.0,0.0
RNU6-682P,0.0,0.0
RNU6-911P,0.0,0.0
RNU6-782P,0.56,0.32
RNU6-207P,0.0,0.0
RNU6-472P,0.0,0.0
RNU6-277P,0.0,0.0
RNU6-804P,0.0,0.0
RNU6-352P,0.0,0.0
RNU6-1272P,5.95,5.87
RNU6-69P,,
RNU6-612P,0.0,0.0
RNU6-83P,0.0,0.0
RNU6-1328P,0.0,0.0
RNU6-635P,0.0,0.0
RNU6-633P,0.0,0.0
RNU6-743P,0.83,0.67
RNU6-340P,0.0,0.0
RNU6-808P,3.48,3.73
RNU6-552P,0.0,0.0
RNU6-862P,0.53,0.31
RNU6-996P,0.0,0.0
RNU6-259P,0.0,0.0
RNU6-315P,0.0,0.0
RNU6-1188P,0.0,0.0
RNU6-910P,0.0,0.0
RNU6-706P,0.0,0.0
RNU6-1164P,0.0,0.0
RNU6-1255P,3.95,4.84
RNU6-101P,7.83,9.56
RNU6-670P,0.0,0.0
RNU6-1021P,0.0,0.0
RNU6-1201P,0.0,0.0
RNU6-959P,0.0,0.0
RNU6-1062P,5.18,5.93
RNU6-818P,0.15,0.08
RNU6-566P,0.0,0.0
RNU6-236P,0.0,0.0
RNU6-55P,0.0,0.0
RNU6-386P,0.0,0.0
RNU6-988P,0.0,0.0
RNU6-133P,0.0,0.0
RNU6-578P,0.0,0.0
RNU6-544P,0.0,0.0
RNU6-812P,0.0,0.0
RNU6-362P,0.0,0.0
RNU6-1229P,0.0,0.0
RNU6-1060P,0.0,0.0
RNU6-214P,0.0,0.0
RNU6-1232P,0.0,0.0
RNU6-258P,0.0,0.0
RNU6-324P,0.0,0.0
RNU6-238P,0.16,0.09
RNU6-955P,0.0,0.0
RNU6-1113P,0.0,0.0
RNU6-744P,0.0,0.0
RNU6-224P,0.0,0.0
RNU6-401P,0.0,0.0
RNU6-281P,0.0,0.0
RNU6-877P,0.82,0.67
RNU6-40P,0.0,0.0
RNU6-2,0.81,0.98
